season,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
2014,12,Nicole Barnhart,us USA,GK,FC Kansas City,32.0,1981.0,22,22,1935.0,,,,,,
2014,13,Sonia Bermúdez,es ESP,FW,Western New York Flash,29.0,1984.0,21,9,837.0,4.0,1.0,,,2.0,0.0
2014,14,Michelle Betos,us USA,GK,Portland Thorns FC,25.0,1988.0,3,2,243.0,,,,,,
2014,15,Brittany Bock,us USA,MF,Houston Dash,26.0,1987.0,1,1,23.0,0.0,0.0,,,0.0,0.0
2014,16,Liz Bogus,us USA,FW,FC Kansas City,29.0,1984.0,13,8,598.0,1.0,2.0,,,0.0,0.0
2014,17,Verónica Boquete,es ESP,"FW,MF",Portland Thorns FC,26.0,1987.0,15,15,1335.0,4.0,6.0,,,0.0,0.0
2014,18,Shannon Boxx,us USA,MF,Chicago Red Stars,36.0,1977.0,5,4,245.0,0.0,0.0,,,1.0,0.0
2014,19,Megan Brigman,us USA,DF,Seattle,23.0,1990.0,2,0,17.0,0.0,0.0,,,0.0,0.0
2014,20,Hayley Brock,us USA,FW,Chicago Red Stars,21.0,1992.0,8,3,238.0,1.0,1.0,,,0.0,0.0
2014,21,Amber Brooks,us USA,"DF,MF",Portland Thorns FC,23.0,1991.0,20,19,1598.0,1.0,2.0,,,4.0,0.0
2014,22,Jen Buczkowski,us USA,"DF,MF",FC Kansas City,28.0,1985.0,24,24,2087.0,1.0,3.0,,,2.0,0.0
2014,23,Mariah Bullock,us USA,"DF,MF",Seattle,22.0,1991.0,15,6,588.0,0.0,1.0,,,2.0,0.0
2014,24,Nina Burger,at AUT,FW,Houston Dash,26.0,1987.0,17,15,978.0,4.0,1.0,,,1.0,0.0
2014,25,Zakiya Bywaters,us USA,FW,Chicago Red Stars,22.0,1991.0,19,10,1086.0,2.0,0.0,,,1.0,0.0
2014,26,Brittany Cameron,us USA,GK,Sky Blue FC,27.0,1986.0,7,7,630.0,,,,,,
2014,27,Steph Catley,au AUS,DF,Portland Thorns FC,20.0,1994.0,14,13,1141.0,0.0,5.0,,,0.0,0.0
2014,28,Lori Chalupny,us USA,MF,Chicago Red Stars,30.0,1984.0,23,22,2003.0,5.0,0.0,,,1.0,0.0
2014,29,Stephanie Cox,us USA,DF,Seattle,27.0,1986.0,21,20,1776.0,0.0,1.0,,,0.0,0.0
2014,30,Niki Cross,us USA,DF,Washington Spirit,28.0,1985.0,10,8,740.0,0.0,0.0,,,0.0,0.0
2014,31,Renae Cuéllar,mx MEX,FW,Washington Spirit,23.0,1990.0,10,4,408.0,0.0,0.0,,,0.0,0.0
2014,32,Bianca D'Agostino,us USA,MF,Boston Breakers,25.0,1989.0,16,6,679.0,0.0,0.0,,,1.0,0.0
2014,33,Kiersten Dallstream,us USA,"DF,FW",Seattle,25.0,1988.0,15,8,768.0,0.0,1.0,,,0.0,0.0
2014,34,Lisa De Vanna,au AUS,FW,Washington Spirit,29.0,1984.0,11,9,794.0,1.0,4.0,,,1.0,0.0
2014,35,Lisa De Vanna,au AUS,FW,Boston Breakers,29.0,1984.0,6,5,448.0,0.0,1.0,,,0.0,1.0
2014,36,Kim DeCesare,us USA,"FW,MF",Boston Breakers,22.0,1991.0,1,0,9.0,0.0,0.0,,,0.0,0.0
2014,37,Kate Deines,us USA,"DF,MF",Seattle,24.0,1989.0,18,9,859.0,0.0,0.0,,,1.0,0.0
2014,38,Vanessa DiBernardo,us USA,MF,Chicago Red Stars,21.0,1992.0,23,19,1782.0,1.0,3.0,,,0.0,0.0
2014,39,Marissa Diggs,us USA,DF,Houston Dash,21.0,1992.0,13,11,1080.0,1.0,1.0,,,0.0,0.0
2014,40,Molly Dreska,us USA,MF,FC Kansas City,25.0,1988.0,1,0,52.0,0.0,0.0,,,0.0,0.0
2014,41,Crystal Dunn,us USA,"DF,MF",Washington Spirit,21.0,1992.0,21,18,1488.0,0.0,3.0,,,1.0,0.0
2014,42,Kristen Edmonds,us USA,DF,Western New York Flash,26.0,1987.0,22,19,1739.0,0.0,1.0,,,1.0,0.0
2014,43,Becky Edwards,us USA,"DF,MF",Houston Dash,25.0,1988.0,23,23,2070.0,0.0,2.0,,,3.0,0.0
2014,44,Emily van Egmond,au AUS,MF,Chicago Red Stars,20.0,1993.0,10,6,633.0,2.0,2.0,,,1.0,0.0
2014,45,Lindsay Elston,us USA,"FW,MF",Houston Dash,21.0,1992.0,5,1,206.0,0.0,0.0,,,0.0,0.0
2014,46,Whitney Engen,us USA,DF,Houston Dash,26.0,1987.0,11,11,978.0,0.0,0.0,,,0.0,0.0
2014,47,Abby Erceg,nz NZL,"DF,FW",Chicago Red Stars,24.0,1989.0,11,11,990.0,0.0,0.0,,,2.0,0.0
2014,48,Julie Ertz,us USA,"DF,MF",Chicago Red Stars,21.0,1992.0,21,21,1890.0,2.0,2.0,,,4.0,0.0
2014,49,Maddy Evans,us USA,"DF,MF",Boston Breakers,22.0,1991.0,17,8,730.0,0.0,3.0,,,1.0,1.0
2014,50,Nkem Ezurike,ca CAN,FW,Boston Breakers,21.0,1992.0,11,6,503.0,2.0,0.0,,,0.0,0.0
2014,51,Sinead Farrelly,us USA,MF,Portland Thorns FC,24.0,1989.0,17,16,1303.0,0.0,0.0,,,0.0,0.0
2014,52,Jonelle Filigno,ca CAN,"FW,MF",Sky Blue FC,23.0,1990.0,17,6,697.0,1.0,1.0,,,1.0,0.0
2014,53,Jess Fishlock,wal WAL,MF,Seattle,27.0,1987.0,22,22,1976.0,4.0,8.0,,,4.0,0.0
2014,54,Kendall Fletcher,us USA,"DF,MF",Seattle,29.0,1984.0,23,22,1917.0,2.0,1.0,,,0.0,0.0
2014,55,Caitlin Foord,au AUS,"DF,FW",Sky Blue FC,19.0,1994.0,21,20,1825.0,0.0,2.0,,,4.0,0.0
2014,56,Danielle Foxhoven,us USA,"FW,MF",Seattle,24.0,1989.0,12,3,340.0,0.0,0.0,,,0.0,0.0
2014,57,Katy Freels,us USA,MF,Sky Blue FC,23.0,1990.0,23,23,2021.0,5.0,4.0,,,2.0,0.0
2014,58,Kerstin Garefrekes,de GER,"FW,MF",Washington Spirit,34.0,1979.0,10,6,591.0,1.0,0.0,,,0.0,0.0
2014,59,Robyn Gayle,ca CAN,DF,Washington Spirit,28.0,1985.0,16,13,1143.0,2.0,1.0,,,4.0,0.0
2014,60,Missy Geha,us USA,MF,FC Kansas City,26.0,1987.0,1,0,21.0,0.0,0.0,,,0.0,0.0
2014,61,CoCo Goodson,us USA,DF,Sky Blue FC,23.0,1990.0,21,18,1652.0,0.0,0.0,,,1.0,0.0
2014,62,Katrina Gorry,au AUS,MF,FC Kansas City,21.0,1992.0,9,3,376.0,1.0,0.0,,,0.0,0.0
2014,63,Ashley Grove,us USA,MF,Boston Breakers,23.0,1990.0,9,7,586.0,0.0,0.0,,,1.0,0.0
2014,64,Sarah Hagen,us USA,FW,FC Kansas City,24.0,1989.0,9,7,529.0,4.0,1.0,,,1.0,0.0
2014,65,DiDi Haracic,ba BIH,GK,Western New York Flash,21.0,1992.0,1,1,90.0,,,,,,
2014,66,Ashlyn Harris,us USA,GK,Washington Spirit,28.0,1985.0,19,19,1710.0,,,,,,
2014,67,Maya Hayes,us USA,FW,Sky Blue FC,21.0,1992.0,23,13,1146.0,1.0,1.0,,,0.0,0.0
2014,68,Tobin Heath,us USA,MF,Portland Thorns FC,25.0,1988.0,5,5,401.0,0.0,0.0,,,1.0,0.0
2014,69,Holly Hein,us USA,"DF,MF",Houston Dash,22.0,1991.0,8,7,657.0,0.0,0.0,,,1.0,0.0
2014,70,Taryn Hemmings,us USA,DF,Chicago Red Stars,27.0,1986.0,15,9,893.0,0.0,2.0,,,2.0,0.0
2014,71,Melissa Henderson,us USA,"FW,MF",FC Kansas City,24.0,1989.0,5,3,185.0,0.0,0.0,,,0.0,0.0
2014,72,Melissa Henderson,us USA,"FW,MF",Houston Dash,24.0,1989.0,9,8,629.0,0.0,0.0,,,0.0,0.0
2014,73,Bianca Henninger,us USA,GK,Houston Dash,23.0,1990.0,5,5,405.0,,,,,,
2014,74,Lauren Holiday,us USA,"FW,MF",FC Kansas City,26.0,1987.0,21,21,1766.0,8.0,7.0,,,0.0,0.0
2014,75,Jen Hoy,us USA,"FW,MF",Chicago Red Stars,23.0,1991.0,21,16,1354.0,4.0,3.0,,,2.0,0.0
2014,76,Sarah Huffman,us USA,MF,Portland Thorns FC,29.0,1984.0,22,9,962.0,1.0,1.0,,,2.0,0.0
2014,77,Tori Huster,us USA,MF,Washington Spirit,24.0,1989.0,22,22,1980.0,1.0,1.0,,,0.0,0.0
2014,78,Jordan Jackson,us USA,MF,Houston Dash,23.0,1990.0,20,13,1206.0,2.0,1.0,,,0.0,0.0
2014,79,Kendall Johnson,us USA,"DF,MF",Sky Blue FC,22.0,1991.0,15,12,1123.0,0.0,0.0,,,0.0,0.0
2014,80,Samantha Johnson,us USA,"DF,MF",Chicago Red Stars,22.0,1991.0,12,11,956.0,0.0,1.0,,,1.0,0.0
2014,81,Chantel Jones,us USA,GK,Washington Spirit,25.0,1988.0,5,5,450.0,,,,,,
2014,82,Courtney Jones,us USA,"DF,FW",Boston Breakers,23.0,1990.0,18,13,1296.0,3.0,1.0,,,6.0,0.0
2014,83,Kassey Kallman,us USA,DF,FC Kansas City,21.0,1992.0,18,18,1479.0,0.0,1.0,,,1.0,0.0
2014,84,Nahomi Kawasumi,jp JPN,"FW,MF",Seattle,28.0,1985.0,20,17,1531.0,9.0,5.0,,,0.0,0.0
2014,85,Sara Keane,us USA,GK,FC Kansas City,21.0,1992.0,2,2,180.0,,,,,,
2014,86,Angie Kerr,us USA,MF,Portland Thorns FC,28.0,1985.0,14,8,676.0,0.0,3.0,,,0.0,0.0
2014,87,Sam Kerr,au AUS,"FW,MF",Western New York Flash,20.0,1993.0,20,20,1660.0,9.0,4.0,,,1.0,0.0
2014,88,Emma Kete,nz NZL,FW,Western New York Flash,26.0,1987.0,3,0,25.0,0.0,0.0,,,0.0,0.0
2014,89,Julie King,us USA,DF,Boston Breakers,24.0,1989.0,17,17,1530.0,1.0,1.0,,,1.0,0.0
2014,90,Nanase Kiryu,jp JPN,FW,Sky Blue FC,24.0,1989.0,16,12,909.0,0.0,1.0,,,0.0,0.0
2014,91,Meghan Klingenberg,us USA,"DF,MF",Houston Dash,25.0,1988.0,7,7,607.0,0.0,0.0,,,0.0,0.0
2014,92,Brittany Kolmel,us USA,DF,Western New York Flash,26.0,1987.0,24,24,2160.0,2.0,1.0,,,2.0,0.0
2014,93,Haley Kopmeyer,us USA,GK,Seattle,23.0,1990.0,4,4,360.0,,,,,,
2014,94,Ali Krieger,us USA,"DF,MF",Washington Spirit,29.0,1984.0,22,22,1935.0,1.0,0.0,,,1.0,0.0
2014,95,Kaylyn Kyle,ca CAN,MF,Boston Breakers,25.0,1988.0,2,2,155.0,0.0,0.0,,,0.0,0.0
2014,96,Kaylyn Kyle,ca CAN,MF,Houston Dash,25.0,1988.0,19,18,1626.0,0.0,2.0,,,2.0,0.0
2014,97,Mandy Laddish,us USA,MF,FC Kansas City,21.0,1992.0,2,0,15.0,0.0,0.0,,,0.0,0.0
2014,98,Karina LeBlanc,ca CAN,GK,Chicago Red Stars,33.0,1980.0,21,21,1890.0,,,,,,
2014,99,Adriana Leon,ca CAN,"FW,MF",Chicago Red Stars,21.0,1992.0,20,15,1173.0,1.0,3.0,,,2.0,0.0
2014,100,Amy LePeilbet,us USA,DF,FC Kansas City,31.0,1982.0,11,4,512.0,0.0,0.0,,,2.0,0.0
2014,101,Sydney Leroux,us USA,FW,Seattle,23.0,1990.0,22,21,1873.0,5.0,0.0,,,2.0,0.0
2014,102,Camille Levin,us USA,DF,Sky Blue FC,23.0,1990.0,23,21,1884.0,0.0,0.0,,,3.0,0.0
2014,103,Lori Lindsey,us USA,MF,Washington Spirit,33.0,1980.0,22,19,1509.0,1.0,1.0,,,0.0,0.0
2014,104,Lindsi Lisonbee-Cutshall,us USA,DF,Sky Blue FC,23.0,1990.0,14,11,943.0,3.0,0.0,,,0.0,0.0
2014,105,Kim Little,sco SCO,"FW,MF",Seattle,23.0,1990.0,23,22,1966.0,16.0,7.0,,,0.0,0.0
2014,106,Carli Lloyd,us USA,MF,Western New York Flash,31.0,1982.0,19,19,1710.0,8.0,5.0,,,5.0,0.0
2014,107,Joanna Lohman,us USA,"DF,MF",Boston Breakers,31.0,1982.0,17,14,1231.0,1.0,0.0,,,2.0,0.0
2014,108,Michelle Lomnicki,us USA,DF,Chicago Red Stars,26.0,1987.0,18,15,1380.0,2.0,1.0,,,1.0,0.0
2014,109,Allie Long,us USA,MF,Portland Thorns FC,26.0,1987.0,22,20,1809.0,9.0,3.0,,,1.0,0.0
2014,110,Vicky Losada,es ESP,MF,Western New York Flash,22.0,1991.0,23,18,1624.0,3.0,6.0,,,2.0,0.0
2014,111,Jillian Loyden,us USA,GK,Sky Blue FC,28.0,1985.0,17,17,1530.0,,,,,,
2014,112,Taylor Lytle,us USA,MF,Sky Blue FC,24.0,1989.0,7,5,481.0,0.0,1.0,,,0.0,0.0
2014,113,Morgan Marlborough,us USA,FW,FC Kansas City,23.0,1990.0,9,2,247.0,2.0,0.0,,,0.0,0.0
2014,114,Nikki Marshall,us USA,"DF,FW",Portland Thorns FC,25.0,1988.0,24,24,2072.0,0.0,0.0,,,3.0,0.0
2014,115,Ella Masar,us USA,FW,Houston Dash,27.0,1986.0,18,14,1152.0,3.0,1.0,,,4.0,0.0
2014,116,Diana Matheson,ca CAN,MF,Washington Spirit,29.0,1984.0,23,21,1970.0,8.0,6.0,,,2.0,0.0
2014,117,Merritt Mathias,us USA,"DF,MF",FC Kansas City,23.0,1990.0,20,16,1436.0,0.0,2.0,,,1.0,0.0
2014,118,Alyssa Mautz,us USA,"FW,MF",Chicago Red Stars,24.0,1989.0,20,12,1053.0,3.0,0.0,,,5.0,0.0
2014,119,Tiffany McCarty,us USA,FW,Houston Dash,23.0,1990.0,20,11,1148.0,4.0,1.0,,,0.0,0.0
2014,120,Tori McCombs,us USA,MF,Houston Dash,21.0,1992.0,1,0,19.0,0.0,0.0,,,0.0,0.0
2014,121,Jessica McDonald,us USA,FW,Portland Thorns FC,25.0,1988.0,24,13,1310.0,11.0,1.0,,,0.0,0.0
2014,122,Kelly McFarlane,us USA,MF,Houston Dash,21.0,1992.0,13,5,596.0,0.0,1.0,,,0.0,0.0
2014,123,Erin McLeod,ca CAN,GK,Houston Dash,30.0,1983.0,20,19,1755.0,,,,,,
2014,124,Emily Menges,us USA,DF,Portland Thorns FC,21.0,1992.0,23,22,1972.0,0.0,0.0,,,3.0,0.0
2014,125,Kristie Mewis,us USA,"DF,MF",Boston Breakers,22.0,1991.0,17,15,1191.0,3.0,2.0,,,0.0,0.0
2014,126,Alex Morgan,us USA,FW,Portland Thorns FC,24.0,1989.0,14,13,1135.0,6.0,4.0,,,0.0,0.0
2014,127,Rebecca Moros,us USA,"DF,MF",Portland Thorns FC,28.0,1985.0,18,13,1171.0,0.0,0.0,,,0.0,0.0
2014,128,Meg Morris,us USA,MF,Sky Blue FC,21.0,1992.0,3,1,96.0,0.0,0.0,,,1.0,0.0
2014,129,Kecia Morway,us USA,DF,Chicago Red Stars,22.0,1991.0,12,10,907.0,0.0,0.0,,,2.0,0.0
2014,130,Carmelina Moscato,ca CAN,DF,Seattle,29.0,1984.0,1,0,12.0,0.0,0.0,,,0.0,0.0
2014,131,Nadia Nadim,dk DEN,FW,Sky Blue FC,26.0,1988.0,6,5,495.0,7.0,3.0,,,3.0,0.0
2014,132,Alyssa Naeher,us USA,GK,Boston Breakers,25.0,1988.0,24,24,2160.0,,,,,,
2014,133,Christine Nairn,us USA,MF,Washington Spirit,23.0,1990.0,23,21,1838.0,6.0,2.0,,,2.0,0.0
2014,134,Ashley Nick,us USA,MF,Sky Blue FC,26.0,1987.0,22,17,1612.0,1.0,0.0,,,3.0,0.0
2014,135,Courtney Niemiec,us USA,DF,Portland Thorns FC,21.0,1992.0,11,10,824.0,0.0,0.0,,,0.0,0.0
2014,136,Teresa Noyola,mx MEX,"FW,MF",Houston Dash,23.0,1990.0,10,3,431.0,3.0,0.0,,,0.0,0.0
2014,137,Kelley O'Hara,us USA,"DF,FW",Sky Blue FC,25.0,1988.0,22,22,1917.0,7.0,5.0,,,0.0,0.0
2014,138,Heather O'Reilly,us USA,"FW,MF",Boston Breakers,29.0,1985.0,22,21,1874.0,9.0,5.0,,,3.0,0.0
2014,139,Mónica Ocampo,mx MEX,FW,Sky Blue FC,27.0,1987.0,18,13,996.0,3.0,0.0,,,0.0,0.0
2014,140,Stephanie Ochs,us USA,FW,Houston Dash,23.0,1990.0,24,19,1804.0,0.0,2.0,,,0.0,0.0
2014,141,Kealia Ohai,us USA,"FW,MF",Houston Dash,22.0,1992.0,23,21,1817.0,4.0,1.0,,,1.0,0.0
2014,142,Osinachi Ohale,ng NGA,DF,Houston Dash,21.0,1992.0,19,18,1555.0,1.0,0.0,,,4.0,1.0
2014,143,Haley Palmer,us USA,DF,Western New York Flash,21.0,1992.0,7,5,357.0,0.0,1.0,,,0.0,0.0
2014,144,Kelsey Pardue,us USA,MF,Washington Spirit,14.0,2000.0,1,0,9.0,0.0,0.0,,,0.0,0.0
2014,145,Mollie Pathman,us USA,"FW,MF",Boston Breakers,21.0,1992.0,21,18,1519.0,0.0,1.0,,,0.0,0.0
2014,146,Christie Pearce,us USA,DF,Sky Blue FC,38.0,1975.0,19,18,1665.0,1.0,2.0,,,0.0,0.0
2014,147,Veronica Perez,,,Washington Spirit,35.0,1979.0,16,6,657.0,0.0,1.0,,,1.0,0.0
2014,148,Nikki Phillips,pl POL,"DF,MF",FC Kansas City,26.0,1987.0,23,23,1970.0,1.0,0.0,,,1.0,0.0
2014,149,Christen Press,us USA,FW,Chicago Red Stars,25.0,1988.0,12,12,1080.0,6.0,0.0,,,0.0,0.0
2014,150,Toni Pressley,us USA,DF,Washington Spirit,23.0,1990.0,9,8,701.0,0.0,0.0,,,0.0,0.0
2014,151,Rachel Quon,ca CAN,DF,Chicago Red Stars,22.0,1991.0,19,19,1693.0,0.0,0.0,,,2.0,0.0
2014,152,Megan Rapinoe,us USA,"FW,MF",Seattle,28.0,1985.0,9,6,567.0,4.0,1.0,,,3.0,0.0
2014,153,Niki Read,us USA,FW,Chicago Red Stars,22.0,1991.0,1,0,6.0,0.0,0.0,,,0.0,0.0
2014,154,Elli Reed,us USA,"DF,MF",Seattle,24.0,1989.0,22,19,1813.0,0.0,1.0,,,3.0,0.0
2014,155,Jazmine Reeves,us USA,FW,Boston Breakers,22.0,1992.0,17,13,1151.0,7.0,1.0,,,1.0,0.0
2014,156,Katherine Reynolds,us USA,DF,Western New York Flash,26.0,1987.0,19,19,1628.0,0.0,0.0,,,2.0,1.0
2014,157,Dominique Richardson,bm BER,MF,Houston Dash,21.0,1992.0,2,1,92.0,0.0,0.0,,,0.0,0.0
2014,158,Jenna Richmond,us USA,MF,FC Kansas City,22.0,1991.0,22,20,1754.0,1.0,4.0,,,2.0,0.0
2014,159,Amy Rodriguez,us USA,"FW,MF",FC Kansas City,26.0,1987.0,22,21,1808.0,13.0,3.0,,,0.0,0.0
2014,160,Arianna Romero,mx MEX,DF,Houston Dash,21.0,1992.0,21,19,1765.0,0.0,0.0,,,1.0,0.0
2014,161,Angela Salem,us USA,MF,Western New York Flash,25.0,1988.0,23,22,1858.0,0.0,0.0,,,4.0,1.0
2014,162,Lianne Sanderson,eng ENG,FW,Boston Breakers,25.0,1988.0,19,17,1524.0,5.0,3.0,,,2.0,1.0
2014,163,Jackie Santacaterina,us USA,DF,Chicago Red Stars,26.0,1987.0,13,9,779.0,0.0,0.0,,,3.0,0.0
2014,164,Becky Sauerbrunn,us USA,DF,FC Kansas City,28.0,1985.0,22,22,1935.0,1.0,0.0,,,1.0,0.0
2014,165,Sophie Schmidt,ca CAN,MF,Sky Blue FC,25.0,1988.0,22,22,1964.0,1.0,0.0,,,1.0,0.0
2014,166,Katie Schoepfer,us USA,FW,Boston Breakers,25.0,1988.0,17,12,989.0,4.0,0.0,,,0.0,0.0
2014,167,Meleana Shim,us USA,MF,Portland Thorns FC,22.0,1991.0,17,4,530.0,0.0,2.0,,,1.0,0.0
2014,168,Bianca Sierra,mx MEX,DF,Boston Breakers,21.0,1992.0,11,9,798.0,0.0,1.0,,,1.0,0.0
2014,169,Bianca Sierra,mx MEX,DF,Washington Spirit,21.0,1992.0,9,5,520.0,0.0,0.0,,,1.0,0.0
2014,170,Frances Silva,us USA,"FW,MF",FC Kansas City,21.0,1992.0,18,5,568.0,2.0,1.0,,,0.0,0.0
2014,171,Christine Sinclair,ca CAN,"FW,MF",Portland Thorns FC,30.0,1983.0,23,22,1987.0,7.0,1.0,,,2.0,0.0
2014,172,Alex Singer,us USA,DF,Washington Spirit,26.0,1987.0,11,11,972.0,0.0,0.0,,,0.0,0.0
2014,173,Julianne Sitch,us USA,"DF,MF",Chicago Red Stars,30.0,1983.0,11,9,762.0,0.0,0.0,,,1.0,0.0
2014,174,Jennifer Skogerboe,us USA,MF,Washington Spirit,21.0,1992.0,1,0,15.0,0.0,0.0,,,0.0,0.0
2014,175,Hope Solo,us USA,GK,Seattle,32.0,1981.0,20,20,1800.0,,,,,,
2014,176,Rafaelle Souza,br BRA,"FW,MF",Houston Dash,22.0,1991.0,16,6,507.0,0.0,1.0,,,1.0,0.0
2014,177,Jasmyne Spencer,us USA,FW,Western New York Flash,23.0,1990.0,22,9,933.0,3.0,1.0,,,1.0,0.0
2014,178,Nikki Stanton,us USA,MF,Sky Blue FC,23.0,1990.0,4,0,78.0,0.0,0.0,,,1.0,0.0
2014,179,Chelsea Stewart,ca CAN,MF,Boston Breakers,23.0,1990.0,10,7,512.0,0.0,0.0,,,0.0,0.0
2014,180,Elisabeth Sullivan,us USA,FW,Portland Thorns FC,22.0,1991.0,1,0,1.0,0.0,0.0,,,0.0,0.0
2014,181,Melissa Tancredi,ca CAN,FW,Chicago Red Stars,32.0,1981.0,13,7,682.0,3.0,1.0,,,2.0,1.0
2014,182,Katarina Tarr,us USA,DF,Portland Thorns FC,26.0,1987.0,6,5,405.0,0.0,0.0,,,1.0,1.0
2014,183,Jodie Taylor,eng ENG,FW,Washington Spirit,27.0,1986.0,21,19,1727.0,11.0,2.0,,,1.0,0.0
2014,184,Hanna Terry,us USA,FW,Portland Thorns FC,23.0,1990.0,2,0,8.0,0.0,0.0,,,0.0,0.0
2014,185,Maddie Thompson,us USA,DF,Sky Blue FC,23.0,1990.0,2,1,96.0,0.0,0.0,,,0.0,0.0
2014,186,Kika Toulouse,us USA,DF,Houston Dash,24.0,1989.0,7,5,375.0,0.0,0.0,,,0.0,0.0
2014,187,Erika Tymrak,us USA,"FW,MF",FC Kansas City,22.0,1991.0,21,18,1540.0,4.0,4.0,,,0.0,0.0
2014,188,Rachel Van Hollebeke,us USA,DF,Portland Thorns FC,28.0,1985.0,12,9,835.0,0.0,1.0,,,1.0,0.0
2014,189,Taylor Vancil,us USA,GK,Chicago Red Stars,22.0,1991.0,3,3,270.0,,,,,,
2014,190,Courtney Verloo,us USA,"DF,FW",Western New York Flash,22.0,1991.0,1,0,1.0,0.0,0.0,,,0.0,0.0
2014,191,Abby Wambach,us USA,FW,Western New York Flash,33.0,1980.0,10,10,835.0,6.0,4.0,,,1.0,0.0
2014,192,Nikki Washington,us USA,"FW,MF",Boston Breakers,25.0,1988.0,15,10,939.0,1.0,0.0,,,1.0,0.0
2014,193,Nikki Washington,us USA,"FW,MF",Houston Dash,25.0,1988.0,3,3,247.0,0.0,0.0,,,0.0,0.0
2014,194,Michele Weissenhofer,us USA,FW,Chicago Red Stars,26.0,1987.0,1,0,14.0,0.0,0.0,,,0.0,0.0
2014,195,Courtney Wetzel,us USA,"DF,MF",Western New York Flash,24.0,1989.0,8,0,122.0,0.0,0.0,,,0.0,0.0
2014,196,Cat Whitehill,us USA,DF,Boston Breakers,31.0,1982.0,24,24,2101.0,0.0,1.0,,,1.0,0.0
2014,197,Lydia Williams,au AUS,GK,Western New York Flash,25.0,1988.0,14,14,1183.0,,,,,,
2014,198,Nia Williams,us USA,DF,FC Kansas City,23.0,1990.0,5,2,260.0,0.0,0.0,,,0.0,0.0
2014,199,Kat Williamson,us USA,DF,Western New York Flash,24.0,1989.0,21,20,1699.0,0.0,0.0,,,2.0,0.0
2014,200,Keelin Winters,us USA,MF,Seattle,25.0,1988.0,23,22,1963.0,3.0,0.0,,,5.0,0.0
2014,201,Rachel Wood,us USA,"DF,MF",Boston Breakers,23.0,1990.0,7,7,585.0,1.0,1.0,,,0.0,0.0
2014,202,Kelsey Wys,us USA,GK,Western New York Flash,22.0,1991.0,10,9,887.0,,,,,,
2014,203,Beverly Yanez,us USA,"FW,MF",Seattle,25.0,1988.0,24,21,1736.0,5.0,4.0,,,1.0,0.0
2014,204,McCall Zerboni,us USA,MF,Western New York Flash,27.0,1986.0,24,23,2036.0,3.0,2.0,,,2.0,0.0
2015,1,Lady Andrade,co COL,"FW,MF",Western New York Flash,23.0,1992.0,6,4,328.0,1.0,0.0,,,0.0,0.0
2015,2,Andressinha,br BRA,MF,Houston Dash,19.0,1995.0,7,7,630.0,0.0,0.0,,,0.0,0.0
2015,3,Jordan Angeli,us USA,"DF,FW",Western New York Flash,28.0,1986.0,3,0,63.0,1.0,0.0,,,1.0,0.0
2015,4,Nadine Angerer,de GER,GK,Portland Thorns FC,36.0,1978.0,6,6,540.0,,,,,,
2015,5,Leigh Ann Brown,us USA,"DF,MF",FC Kansas City,28.0,1986.0,20,20,1800.0,1.0,3.0,,,0.0,0.0
2015,6,Genoveva Añonma,gq EQG,"FW,MF",Portland Thorns FC,27.0,1987.0,12,8,759.0,1.0,1.0,,,1.0,0.0
2015,7,Jazmyne Avant,us USA,DF,Houston Dash,25.0,1990.0,2,2,171.0,0.0,0.0,,,0.0,0.0
2015,8,Yael Averbuch,us USA,MF,FC Kansas City,28.0,1986.0,18,13,1250.0,2.0,0.0,,,0.0,0.0
2015,9,Rachael Axon,,MF,Houston Dash,29.0,1985.0,15,11,1004.0,1.0,0.0,,,0.0,0.0
2015,10,Halimatu Ayinde,ng NGA,MF,Western New York Flash,19.0,1995.0,8,4,388.0,1.0,0.0,,,0.0,0.0
2015,11,Allie Bailey,us USA,FW,Houston Dash,21.0,1993.0,7,0,126.0,1.0,0.0,,,0.0,0.0
2015,12,Estefanía Banini,ar ARG,"FW,MF",Washington Spirit,24.0,1990.0,4,4,308.0,0.0,0.0,,,0.0,0.0
2015,13,Amy Barczuk,us USA,DF,Boston Breakers,24.0,1990.0,20,18,1612.0,0.0,0.0,,,0.0,0.0
2015,14,Lauren Barnes,us USA,DF,Seattle,25.0,1989.0,20,20,1800.0,1.0,1.0,,,1.0,0.0
2015,15,Nicole Barnhart,us USA,GK,FC Kansas City,33.0,1981.0,17,17,1530.0,,,,,,
2015,16,Kate Bennett,,MF,Portland Thorns FC,,,1,1,45.0,0.0,0.0,,,0.0,0.0
2015,17,Michelle Betos,us USA,GK,Portland Thorns FC,26.0,1988.0,14,14,1260.0,,,,,,
2015,18,Bia,br BRA,MF,Boston Breakers,29.0,1985.0,10,3,369.0,0.0,0.0,,,0.0,0.0
2015,19,Aubrey Bledsoe,us USA,GK,Sky Blue FC,23.0,1991.0,1,0,8.0,,,,,,
2015,20,Brittany Bock,us USA,MF,Houston Dash,27.0,1987.0,5,5,352.0,0.0,0.0,,,1.0,0.0
2015,21,Liz Bogus,us USA,FW,FC Kansas City,30.0,1984.0,18,10,882.0,3.0,0.0,,,1.0,0.0
