season,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
2015,22,Shannon Boxx,us USA,MF,Chicago Red Stars,37.0,1977.0,4,2,231.0,0.0,0.0,,,0.0,0.0
2015,23,Morgan Brian,us USA,MF,Houston Dash,21.0,1993.0,10,10,810.0,0.0,3.0,,,0.0,0.0
2015,24,Amber Brooks,us USA,"DF,MF",Seattle,24.0,1991.0,12,4,429.0,1.0,0.0,,,0.0,0.0
2015,25,Ellie Brush,au AUS,DF,Houston Dash,26.0,1988.0,15,14,1274.0,1.0,1.0,,,3.0,0.0
2015,26,Jen Buczkowski,us USA,"DF,MF",FC Kansas City,29.0,1985.0,20,20,1781.0,1.0,2.0,,,1.0,0.0
2015,27,Mariah Bullock,us USA,"DF,MF",Seattle,23.0,1991.0,13,4,441.0,0.0,0.0,,,0.0,0.0
2015,28,Brittany Cameron,us USA,GK,Sky Blue FC,28.0,1986.0,20,20,1792.0,,,,,,
2015,29,Camila,br BRA,DF,Houston Dash,20.0,1994.0,12,6,511.0,0.0,0.0,,,2.0,0.0
2015,30,Steph Catley,au AUS,DF,Portland Thorns FC,21.0,1994.0,3,2,179.0,0.0,0.0,,,0.0,0.0
2015,31,Lori Chalupny,us USA,MF,Chicago Red Stars,31.0,1984.0,11,11,944.0,1.0,3.0,,,1.0,0.0
2015,32,Allysha Chapman,ca CAN,DF,Houston Dash,26.0,1989.0,5,4,376.0,0.0,0.0,,,0.0,0.0
2015,33,Josephine Chukwunonye,ng NGA,DF,Washington Spirit,22.0,1992.0,2,1,55.0,0.0,0.0,,,0.0,0.0
2015,34,Whitney Church,us USA,DF,Washington Spirit,21.0,1993.0,16,15,1364.0,0.0,0.0,,,0.0,0.0
2015,35,Kaysie Clark,us USA,MF,FC Kansas City,22.0,1993.0,1,0,6.0,0.0,0.0,,,0.0,0.0
2015,36,Danielle Colaprico,us USA,MF,Chicago Red Stars,21.0,1993.0,20,20,1776.0,1.0,0.0,,,3.0,0.0
2015,37,Taylor Comeau,us USA,DF,Portland Thorns FC,21.0,1993.0,9,5,377.0,0.0,0.0,,,0.0,0.0
2015,38,Rachel Corsie,sco SCO,DF,Seattle,25.0,1989.0,16,14,1273.0,2.0,0.0,,,1.0,0.0
2015,39,Stephanie Cox,us USA,DF,Seattle,28.0,1986.0,20,20,1800.0,0.0,4.0,,,1.0,0.0
2015,40,Niki Cross,us USA,DF,Houston Dash,29.0,1985.0,15,12,1148.0,0.0,1.0,,,1.0,0.0
2015,41,Michelle Cruz,us USA,DF,Seattle,22.0,1992.0,1,0,9.0,0.0,0.0,,,0.0,0.0
2015,42,Sabrina D'Angelo,ca CAN,GK,Western New York Flash,21.0,1993.0,7,7,555.0,,,,,,
2015,43,Amanda DaCosta,pt POR,MF,Washington Spirit,25.0,1989.0,17,7,646.0,3.0,0.0,,,0.0,0.0
2015,44,Abby Dahlkemper,us USA,MF,Western New York Flash,21.0,1993.0,20,20,1784.0,0.0,1.0,,,1.0,0.0
2015,45,Kiersten Dallstream,us USA,"DF,FW",Seattle,26.0,1988.0,8,2,229.0,0.0,0.0,,,0.0,0.0
2015,46,Michele Dalton,us USA,GK,Chicago Red Stars,26.0,1988.0,12,12,1080.0,,,,,,
2015,47,Rafaela De Miranda Travalao,br BRA,MF,Boston Breakers,26.0,1988.0,13,8,790.0,0.0,1.0,,,0.0,0.0
2015,48,Kim DeCesare,us USA,"FW,MF",Sky Blue FC,23.0,1991.0,9,4,395.0,0.0,0.0,,,1.0,0.0
2015,49,Laura del Río,es ESP,FW,Washington Spirit,32.0,1982.0,11,8,698.0,0.0,2.0,,,1.0,0.0
2015,50,Vanessa DiBernardo,us USA,MF,Chicago Red Stars,22.0,1992.0,20,19,1733.0,2.0,5.0,,,2.0,0.0
2015,51,Theresa Diederich,us USA,MF,Sky Blue FC,22.0,1992.0,3,0,18.0,0.0,0.0,,,0.0,0.0
2015,52,Crystal Dunn,us USA,"DF,MF",Washington Spirit,22.0,1992.0,20,19,1711.0,15.0,3.0,,,0.0,0.0
2015,53,Caprice Dydasco,us USA,DF,Washington Spirit,21.0,1993.0,6,1,196.0,0.0,0.0,,,0.0,0.0
2015,54,Elizabeth Eddy,us USA,MF,Western New York Flash,23.0,1991.0,15,4,664.0,3.0,2.0,,,0.0,0.0
2015,55,Kristen Edmonds,us USA,DF,Western New York Flash,27.0,1987.0,11,10,850.0,0.0,1.0,,,1.0,0.0
2015,56,Becky Edwards,us USA,"DF,MF",Western New York Flash,26.0,1988.0,20,20,1800.0,2.0,3.0,,,2.0,0.0
2015,57,Whitney Engen,us USA,DF,Western New York Flash,27.0,1987.0,12,12,1080.0,0.0,0.0,,,0.0,0.0
2015,58,Abby Erceg,nz NZL,"DF,FW",Chicago Red Stars,25.0,1989.0,14,12,1085.0,0.0,0.0,,,2.0,0.0
2015,59,Julie Ertz,us USA,"DF,MF",Chicago Red Stars,22.0,1992.0,11,11,990.0,0.0,2.0,,,1.0,0.0
2015,60,Maddy Evans,us USA,"DF,MF",Boston Breakers,23.0,1991.0,18,13,1150.0,2.0,0.0,,,2.0,0.0
2015,61,Nkem Ezurike,ca CAN,FW,Boston Breakers,22.0,1992.0,12,3,417.0,1.0,1.0,,,1.0,0.0
2015,62,Sinead Farrelly,us USA,MF,Portland Thorns FC,25.0,1989.0,19,19,1652.0,2.0,2.0,,,2.0,0.0
2015,63,Jamia Fields,us USA,FW,Western New York Flash,21.0,1993.0,10,7,582.0,1.0,0.0,,,0.0,0.0
2015,64,Jonelle Filigno,ca CAN,"FW,MF",Sky Blue FC,24.0,1990.0,5,1,98.0,0.0,0.0,,,0.0,0.0
2015,65,Jess Fishlock,wal WAL,MF,Seattle,28.0,1987.0,19,19,1699.0,8.0,3.0,,,0.0,1.0
2015,66,Kendall Fletcher,us USA,"DF,MF",Seattle,30.0,1984.0,19,19,1704.0,2.0,1.0,,,0.0,0.0
2015,67,Caitlin Foord,au AUS,"DF,FW",Sky Blue FC,20.0,1994.0,10,10,895.0,0.0,0.0,,,1.0,0.0
2015,68,Danielle Foxhoven,us USA,"FW,MF",Seattle,25.0,1989.0,16,2,359.0,0.0,1.0,,,1.0,0.0
2015,69,Katy Freels,us USA,MF,Sky Blue FC,24.0,1990.0,20,20,1754.0,5.0,2.0,,,1.0,0.0
2015,70,Amanda Frisbie,us USA,DF,Western New York Flash,22.0,1992.0,4,2,169.0,1.0,0.0,,,0.0,0.0
2015,71,CoCo Goodson,us USA,DF,Sky Blue FC,24.0,1990.0,3,0,47.0,0.0,0.0,,,0.0,0.0
2015,72,Shawna Gordon,us USA,MF,Sky Blue FC,25.0,1990.0,13,10,768.0,0.0,0.0,,,0.0,0.0
2015,73,Shea Groom,us USA,FW,FC Kansas City,21.0,1993.0,13,9,788.0,4.0,2.0,,,4.0,0.0
2015,74,Kristin Grubka,us USA,DF,Sky Blue FC,22.0,1992.0,14,14,1214.0,0.0,1.0,,,1.0,0.0
2015,75,Sarah Hagen,us USA,FW,FC Kansas City,25.0,1989.0,17,11,994.0,4.0,2.0,,,2.0,0.0
2015,76,Kristen Hamilton,us USA,FW,Western New York Flash,22.0,1992.0,11,3,313.0,0.0,0.0,,,0.0,0.0
2015,77,Ashlyn Harris,us USA,GK,Washington Spirit,29.0,1985.0,9,9,810.0,,,,,,
2015,78,Kelsey Haycook,us USA,FW,Portland Thorns FC,21.0,1993.0,4,1,81.0,0.0,0.0,,,0.0,0.0
2015,79,Maya Hayes,us USA,FW,Sky Blue FC,22.0,1992.0,13,10,899.0,0.0,1.0,,,0.0,0.0
2015,80,Tobin Heath,us USA,MF,Portland Thorns FC,26.0,1988.0,12,12,1062.0,1.0,1.0,,,0.0,0.0
2015,81,Taryn Hemmings,us USA,DF,Chicago Red Stars,28.0,1986.0,18,17,1528.0,1.0,1.0,,,1.0,0.0
2015,82,Melissa Henderson,us USA,"FW,MF",Houston Dash,25.0,1989.0,20,14,1123.0,0.0,2.0,,,0.0,0.0
2015,83,Bianca Henninger,us USA,GK,Houston Dash,24.0,1990.0,10,9,868.0,,,,,,
2015,84,Michelle Heyman,au AUS,FW,Western New York Flash,26.0,1988.0,9,9,798.0,1.0,1.0,,,0.0,0.0
2015,85,Jaelene Hinkle,us USA,DF,Western New York Flash,21.0,1993.0,20,20,1800.0,1.0,1.0,,,0.0,0.0
2015,86,Lauren Holiday,us USA,"FW,MF",FC Kansas City,27.0,1987.0,9,9,757.0,2.0,2.0,,,0.0,0.0
2015,87,Riley Houle,,MF,Boston Breakers,,,1,0,19.0,0.0,0.0,,,0.0,0.0
2015,88,Jen Hoy,us USA,"FW,MF",Chicago Red Stars,24.0,1991.0,18,14,1110.0,4.0,4.0,,,0.0,0.0
2015,89,Sofia Huerta,mx MEX,FW,Chicago Red Stars,22.0,1992.0,19,15,1343.0,6.0,3.0,,,0.0,0.0
2015,90,Tori Huster,us USA,MF,Washington Spirit,25.0,1989.0,17,13,1177.0,0.0,0.0,,,3.0,0.0
2015,91,Jordan Jackson,us USA,MF,Houston Dash,24.0,1990.0,9,3,334.0,0.0,0.0,,,0.0,0.0
2015,92,Sarah Jackson,us USA,FW,Portland Thorns FC,23.0,1991.0,7,2,201.0,0.0,0.0,,,1.0,0.0
2015,93,Leigh Jakes,us USA,DF,Chicago Red Stars,26.0,1988.0,1,0,7.0,0.0,0.0,,,0.0,0.0
2015,94,Chanel Johnson,,MF,Boston Breakers,21.0,1993.0,1,0,14.0,0.0,0.0,,,0.0,0.0
2015,95,Estelle Johnson,cm CMR,DF,Washington Spirit,26.0,1988.0,19,18,1685.0,0.0,0.0,,,3.0,0.0
2015,96,Kendall Johnson,us USA,"DF,MF",Portland Thorns FC,23.0,1991.0,17,12,1218.0,0.0,1.0,,,2.0,0.0
2015,97,Samantha Johnson,us USA,"DF,MF",Chicago Red Stars,23.0,1991.0,14,13,1215.0,0.0,0.0,,,3.0,0.0
2015,98,Chantel Jones,us USA,GK,Western New York Flash,26.0,1988.0,13,12,1155.0,,,,,,
2015,99,Robyn Jones,us USA,GK,Western New York Flash,30.0,1985.0,1,1,90.0,,,,,,
2015,100,Kassey Kallman,us USA,DF,Boston Breakers,22.0,1992.0,20,20,1800.0,0.0,0.0,,,1.0,0.0
2015,101,Caroline Kastor,us USA,FW,FC Kansas City,23.0,1991.0,8,1,161.0,0.0,0.0,,,0.0,0.0
2015,102,Sam Kerr,au AUS,"FW,MF",Sky Blue FC,21.0,1993.0,9,9,766.0,6.0,2.0,,,0.0,0.0
2015,103,Sarah Killion,us USA,MF,Sky Blue FC,22.0,1992.0,17,13,1233.0,0.0,1.0,,,3.0,0.0
2015,104,Julie King,us USA,DF,Boston Breakers,25.0,1989.0,18,18,1580.0,2.0,0.0,,,3.0,1.0
2015,105,Alyssa Kleiner,us USA,DF,Portland Thorns FC,21.0,1993.0,8,4,418.0,0.0,1.0,,,0.0,0.0
2015,106,Meghan Klingenberg,us USA,"DF,MF",Houston Dash,26.0,1988.0,12,12,1046.0,0.0,2.0,,,0.0,0.0
2015,107,Brittany Kolmel,us USA,DF,Western New York Flash,27.0,1987.0,18,18,1620.0,0.0,0.0,,,2.0,0.0
2015,108,Haley Kopmeyer,us USA,GK,Seattle,24.0,1990.0,11,11,990.0,,,,,,
2015,109,Jami Kranich,us USA,GK,Boston Breakers,22.0,1992.0,8,8,720.0,,,,,,
2015,110,Ali Krieger,us USA,"DF,MF",Washington Spirit,30.0,1984.0,8,8,655.0,0.0,0.0,,,0.0,0.0
2015,111,Camilla Kur Larsen,dk DEN,FW,Western New York Flash,25.0,1989.0,3,1,57.0,0.0,0.0,,,0.0,0.0
2015,112,Kaylyn Kyle,ca CAN,MF,Portland Thorns FC,26.0,1988.0,12,6,587.0,0.0,0.0,,,1.0,0.0
2015,113,Lo'eau LaBonta,us USA,MF,Sky Blue FC,21.0,1993.0,6,0,80.0,0.0,0.0,,,0.0,0.0
2015,114,Mandy Laddish,us USA,MF,FC Kansas City,22.0,1992.0,16,13,1180.0,1.0,3.0,,,0.0,0.0
2015,115,Jen LaPonte,us USA,DF,Houston Dash,25.0,1989.0,6,3,315.0,0.0,0.0,,,0.0,0.0
2015,116,Lauren Lazo,us USA,DF,Boston Breakers,21.0,1993.0,14,11,1025.0,1.0,0.0,,,0.0,0.0
2015,117,Karina LeBlanc,ca CAN,GK,Chicago Red Stars,34.0,1980.0,8,8,720.0,,,,,,
2015,118,Adriana Leon,ca CAN,"FW,MF",Chicago Red Stars,22.0,1992.0,5,4,277.0,1.0,0.0,,,1.0,0.0
2015,119,Amy LePeilbet,us USA,DF,FC Kansas City,32.0,1982.0,20,20,1800.0,2.0,0.0,,,1.0,0.0
2015,120,Sydney Leroux,us USA,FW,Western New York Flash,24.0,1990.0,3,3,269.0,1.0,0.0,,,0.0,0.0
2015,121,Camille Levin,us USA,DF,Sky Blue FC,24.0,1990.0,19,18,1605.0,0.0,1.0,,,0.0,1.0
2015,122,Meghan Lisenby,us USA,DF,FC Kansas City,22.0,1992.0,5,0,14.0,0.0,0.0,,,0.0,0.0
2015,123,Lindsi Lisonbee-Cutshall,us USA,DF,Sky Blue FC,24.0,1990.0,18,18,1571.0,0.0,0.0,,,0.0,0.0
2015,124,Kim Little,sco SCO,"FW,MF",Seattle,24.0,1990.0,20,20,1784.0,10.0,7.0,,,2.0,0.0
2015,125,Carli Lloyd,us USA,MF,Houston Dash,32.0,1982.0,12,12,1080.0,4.0,0.0,,,0.0,0.0
2015,126,Joanna Lohman,us USA,"DF,MF",Washington Spirit,32.0,1982.0,17,15,1216.0,1.0,0.0,,,0.0,0.0
2015,127,Michelle Lomnicki,us USA,DF,Chicago Red Stars,27.0,1987.0,12,7,614.0,0.0,1.0,,,2.0,0.0
2015,128,Allie Long,us USA,MF,Portland Thorns FC,27.0,1987.0,20,20,1793.0,10.0,4.0,,,3.0,0.0
2015,129,Mary Luba,us USA,MF,Chicago Red Stars,21.0,1993.0,3,0,40.0,0.0,0.0,,,0.0,0.0
2015,130,Taylor Lytle,us USA,MF,Sky Blue FC,25.0,1989.0,15,11,962.0,0.0,1.0,,,1.0,0.0
2015,131,Morgan Marlborough,us USA,FW,Boston Breakers,24.0,1990.0,16,8,677.0,3.0,0.0,,,1.0,0.0
2015,132,Ella Masar,us USA,FW,Houston Dash,28.0,1986.0,19,18,1606.0,2.0,0.0,,,6.0,0.0
2015,133,Diana Matheson,ca CAN,MF,Washington Spirit,30.0,1984.0,9,7,633.0,3.0,2.0,,,2.0,0.0
2015,134,Merritt Mathias,us USA,"DF,MF",Seattle,24.0,1990.0,18,17,1327.0,2.0,2.0,,,1.0,0.0
2015,135,Alyssa Mautz,us USA,"FW,MF",Chicago Red Stars,25.0,1989.0,15,13,1076.0,2.0,3.0,,,0.0,0.0
2015,136,Stephanie McCaffrey,us USA,FW,Boston Breakers,21.0,1993.0,19,17,1418.0,3.0,3.0,,,1.0,0.0
2015,137,Hayley McCall,us USA,DF,Sky Blue FC,22.0,1992.0,16,15,1339.0,1.0,1.0,,,2.0,0.0
2015,138,Tiffany McCarty,us USA,FW,Houston Dash,24.0,1990.0,17,7,741.0,1.0,0.0,,,0.0,0.0
2015,139,Kelley McCloskey,,DF,Chicago Red Stars,23.0,1991.0,1,0,3.0,0.0,0.0,,,0.0,0.0
2015,140,Jessica McDonald,us USA,FW,Houston Dash,26.0,1988.0,20,19,1675.0,7.0,1.0,,,0.0,0.0
2015,141,Erin McLeod,ca CAN,GK,Houston Dash,31.0,1983.0,11,11,932.0,,,,,,
2015,142,Emily Menges,us USA,DF,Portland Thorns FC,22.0,1992.0,17,17,1529.0,0.0,0.0,,,1.0,0.0
2015,143,Kristie Mewis,us USA,"DF,MF",Boston Breakers,23.0,1991.0,20,20,1785.0,6.0,2.0,,,0.0,0.0
2015,144,Sam Mewis,us USA,MF,Western New York Flash,22.0,1992.0,20,20,1685.0,4.0,4.0,,,2.0,0.0
2015,145,Caroline Miller,us USA,FW,Washington Spirit,23.0,1991.0,2,0,5.0,0.0,0.0,,,0.0,0.0
2015,146,Alex Morgan,us USA,FW,Portland Thorns FC,25.0,1989.0,4,3,285.0,1.0,2.0,,,1.0,0.0
2015,147,Rebecca Moros,us USA,"DF,MF",FC Kansas City,29.0,1985.0,20,20,1730.0,0.0,1.0,,,1.0,0.0
2015,148,Meg Morris,us USA,MF,Sky Blue FC,22.0,1992.0,9,4,453.0,0.0,1.0,,,0.0,0.0
2015,149,Nadia Nadim,dk DEN,FW,Sky Blue FC,27.0,1988.0,18,18,1551.0,6.0,1.0,,,2.0,0.0
2015,150,Alyssa Naeher,us USA,GK,Boston Breakers,26.0,1988.0,12,12,1080.0,,,,,,
2015,151,Christine Nairn,us USA,MF,Washington Spirit,24.0,1990.0,20,19,1701.0,5.0,4.0,,,2.0,0.0
2015,152,Ajara Nchout,cm CMR,FW,Western New York Flash,22.0,1993.0,7,1,128.0,0.0,0.0,,,0.0,0.0
2015,153,Ashley Nick,us USA,MF,Houston Dash,27.0,1987.0,3,2,182.0,0.0,0.0,,,0.0,0.0
2015,154,Ashley Nick,us USA,MF,Western New York Flash,27.0,1987.0,13,7,610.0,0.0,1.0,,,0.0,0.0
2015,155,Courtney Niemiec,us USA,DF,Portland Thorns FC,22.0,1992.0,4,3,273.0,0.0,0.0,,,0.0,0.0
2015,156,Kelley O'Hara,us USA,"DF,FW",Sky Blue FC,26.0,1988.0,11,11,989.0,3.0,5.0,,,1.0,0.0
2015,157,Heather O'Reilly,us USA,"FW,MF",FC Kansas City,30.0,1985.0,11,11,928.0,2.0,3.0,,,0.0,0.0
2015,158,Stephanie Ochs,us USA,FW,Houston Dash,24.0,1990.0,3,2,154.0,0.0,0.0,,,0.0,0.0
2015,159,Kealia Ohai,us USA,"FW,MF",Houston Dash,23.0,1992.0,19,19,1692.0,4.0,5.0,,,0.0,0.0
2015,160,Ngozi Okobi,ng NGA,FW,Washington Spirit,21.0,1993.0,4,0,67.0,0.0,0.0,,,1.0,0.0
2015,161,Francisca Ordega,ng NGA,"FW,MF",Washington Spirit,21.0,1993.0,13,11,996.0,3.0,2.0,,,0.0,0.0
2015,162,Megan Oyster,us USA,DF,Washington Spirit,22.0,1992.0,20,20,1800.0,1.0,0.0,,,3.0,0.0
2015,163,Mollie Pathman,us USA,"FW,MF",Boston Breakers,22.0,1992.0,20,20,1800.0,0.0,0.0,,,2.0,0.0
2015,164,Christie Pearce,us USA,DF,Sky Blue FC,39.0,1975.0,11,11,962.0,1.0,0.0,,,0.0,0.0
2015,165,Suzane Pires,pt POR,MF,Boston Breakers,22.0,1992.0,12,6,447.0,0.0,1.0,,,2.0,0.0
2015,166,Clare Polkinghorne,au AUS,DF,Portland Thorns FC,25.0,1989.0,9,9,779.0,0.0,0.0,,,0.0,0.0
2015,167,Shade Pratt,us USA,DF,Sky Blue FC,21.0,1993.0,1,0,20.0,0.0,0.0,,,0.0,0.0
2015,168,Christen Press,us USA,FW,Chicago Red Stars,26.0,1988.0,11,10,931.0,10.0,2.0,,,0.0,0.0
2015,169,Toni Pressley,us USA,DF,Houston Dash,24.0,1990.0,15,15,1306.0,0.0,0.0,,,1.0,0.0
2015,170,Toni Pressley,us USA,DF,Western New York Flash,24.0,1990.0,1,1,90.0,0.0,0.0,,,0.0,0.0
2015,171,Cami Privett,us USA,MF,Houston Dash,21.0,1993.0,4,2,205.0,0.0,0.0,,,0.0,0.0
2015,172,Rachel Quon,ca CAN,DF,Chicago Red Stars,23.0,1991.0,17,12,1046.0,0.0,0.0,,,1.0,0.0
2015,173,Megan Rapinoe,us USA,"FW,MF",Seattle,29.0,1985.0,10,10,824.0,5.0,5.0,,,0.0,0.0
2015,174,Hayley Raso,au AUS,"FW,MF",Washington Spirit,20.0,1994.0,8,1,182.0,0.0,0.0,,,1.0,0.0
2015,175,Elli Reed,us USA,"DF,MF",Seattle,25.0,1989.0,18,9,912.0,0.0,1.0,,,0.0,0.0
2015,176,Katherine Reynolds,us USA,DF,Washington Spirit,27.0,1987.0,18,18,1611.0,0.0,0.0,,,1.0,0.0
2015,177,Sarah Robbins,ca CAN,MF,Portland Thorns FC,22.0,1992.0,1,0,2.0,0.0,0.0,,,0.0,0.0
2015,178,Stephanie Roche,ie IRL,FW,Houston Dash,25.0,1989.0,2,0,24.0,0.0,0.0,,,1.0,0.0
2015,179,Amy Rodriguez,us USA,"FW,MF",FC Kansas City,27.0,1987.0,11,11,956.0,6.0,4.0,,,0.0,0.0
2015,180,Katelyn Rowland,us USA,GK,FC Kansas City,20.0,1994.0,3,3,270.0,,,,,,
2015,181,Angela Salem,us USA,MF,Washington Spirit,26.0,1988.0,15,12,981.0,0.0,1.0,,,2.0,0.0
2015,182,Lianne Sanderson,eng ENG,FW,Portland Thorns FC,26.0,1988.0,5,2,275.0,0.0,1.0,,,0.0,0.0
2015,183,Becky Sauerbrunn,us USA,DF,FC Kansas City,29.0,1985.0,11,11,990.0,0.0,0.0,,,1.0,0.0
2015,184,Katie Schoepfer,us USA,FW,Boston Breakers,26.0,1988.0,19,17,1421.0,0.0,2.0,,,2.0,0.0
2015,185,Lauren Sesselmann,ca CAN,"DF,FW",Houston Dash,31.0,1983.0,1,1,45.0,0.0,0.0,,,0.0,0.0
2015,186,Meleana Shim,us USA,MF,Portland Thorns FC,23.0,1991.0,18,13,1127.0,4.0,4.0,,,0.0,0.0
2015,187,Frances Silva,us USA,"FW,MF",FC Kansas City,22.0,1992.0,15,3,437.0,0.0,3.0,,,1.0,0.0
2015,188,Kyah Simon,au AUS,FW,Boston Breakers,23.0,1991.0,7,7,630.0,2.0,0.0,,,1.0,0.0
2015,189,Christine Sinclair,ca CAN,"FW,MF",Portland Thorns FC,31.0,1983.0,9,8,735.0,2.0,2.0,,,0.0,0.0
2015,190,Alex Singer,us USA,DF,Washington Spirit,27.0,1987.0,5,3,274.0,0.0,0.0,,,0.0,0.0
2015,191,Jennifer Skogerboe,us USA,MF,Washington Spirit,22.0,1992.0,1,0,1.0,0.0,0.0,,,0.0,0.0
2015,192,Hope Solo,us USA,GK,Seattle,33.0,1981.0,8,8,720.0,,,,,,
2015,193,Jasmyne Spencer,us USA,FW,Western New York Flash,24.0,1990.0,20,19,1596.0,3.0,1.0,,,1.0,0.0
2015,194,Caroline Stanley,us USA,GK,Seattle,21.0,1993.0,1,1,90.0,,,,,,
2015,195,Nikki Stanton,us USA,MF,Sky Blue FC,24.0,1990.0,9,3,352.0,0.0,0.0,,,1.0,0.0
2015,196,Chelsea Stewart,ca CAN,MF,Western New York Flash,24.0,1990.0,3,2,150.0,0.0,0.0,,,0.0,0.0
2015,197,Melissa Tancredi,ca CAN,FW,Chicago Red Stars,33.0,1981.0,8,2,246.0,2.0,0.0,,,0.0,0.0
2015,198,Jodie Taylor,eng ENG,FW,Portland Thorns FC,28.0,1986.0,7,5,385.0,3.0,0.0,,,0.0,0.0
2015,199,Rachel Tejada,,MF,Chicago Red Stars,21.0,1993.0,2,0,16.0,0.0,0.0,,,0.0,0.0
2015,200,Hanna Terry,us USA,FW,Portland Thorns FC,24.0,1990.0,6,0,130.0,0.0,0.0,,,1.0,0.0
2015,201,Erika Tymrak,us USA,"FW,MF",FC Kansas City,23.0,1991.0,19,18,1546.0,3.0,1.0,,,0.0,0.0
2015,202,Rachel Van Hollebeke,us USA,DF,Portland Thorns FC,29.0,1985.0,13,10,879.0,0.0,0.0,,,1.0,0.0
2015,203,Katrine Veje,dk DEN,MF,Seattle,23.0,1991.0,9,4,419.0,0.0,0.0,,,1.0,0.0
2015,204,Stephanie Verdoia,us USA,MF,Boston Breakers,22.0,1993.0,8,1,186.0,0.0,0.0,,,0.0,0.0
2015,205,Maruschka Waldus,nl NED,DF,Sky Blue FC,22.0,1992.0,1,0,8.0,0.0,0.0,,,0.0,0.0
2015,206,Cara Walls,us USA,FW,Chicago Red Stars,21.0,1993.0,10,1,256.0,1.0,1.0,,,0.0,0.0
2015,207,Tiffany Weimer,us USA,FW,Washington Spirit,31.0,1983.0,4,0,38.0,0.0,0.0,,,0.0,0.0
2015,208,Cat Whitehill,us USA,DF,Boston Breakers,32.0,1982.0,1,1,90.0,0.0,0.0,,,0.0,0.0
2015,209,Ketlen Wiggers,br BRA,FW,Boston Breakers,23.0,1992.0,1,1,61.0,0.0,0.0,,,0.0,0.0
2015,210,Rhian Wilkinson,ca CAN,"DF,FW",Portland Thorns FC,32.0,1982.0,1,0,45.0,0.0,0.0,,,1.0,0.0
2015,211,Carleigh Williams,us USA,DF,Houston Dash,22.0,1992.0,2,1,151.0,0.0,0.0,,,0.0,0.0
2015,212,Lynn Williams,us USA,FW,Western New York Flash,21.0,1993.0,17,13,1176.0,4.0,4.0,,,1.0,0.0
2015,213,Kat Williamson,us USA,DF,Portland Thorns FC,25.0,1989.0,20,20,1705.0,0.0,1.0,,,4.0,0.0
2015,214,Keelin Winters,us USA,MF,Seattle,26.0,1988.0,19,19,1654.0,1.0,0.0,,,1.0,0.0
2015,215,Rachel Wood,us USA,"DF,MF",Boston Breakers,24.0,1990.0,10,8,701.0,0.0,0.0,,,0.0,0.0
2015,216,Arin Wright,us USA,DF,Chicago Red Stars,22.0,1992.0,19,17,1533.0,0.0,2.0,,,0.0,0.0
2015,217,Kelsey Wys,us USA,GK,Washington Spirit,23.0,1991.0,11,11,990.0,,,,,,
2015,218,Beverly Yanez,us USA,"FW,MF",Seattle,26.0,1988.0,17,17,1337.0,9.0,1.0,,,0.0,0.0
2015,219,McCall Zerboni,us USA,MF,Portland Thorns FC,28.0,1986.0,18,18,1459.0,2.0,0.0,,,2.0,1.0
2016,1,Laura Alleway,au AUS,DF,Orlando Pride,26.0,1989.0,11,9,783.0,0.0,0.0,0.0,0.0,2.0,0.0
2016,2,Lady Andrade,co COL,"FW,MF",Western New York Flash,24.0,1992.0,2,0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,3,Andressinha,br BRA,MF,Houston Dash,20.0,1995.0,15,15,1297.0,1.0,1.0,0.0,0.0,1.0,0.0
2016,4,Alex Arlitt,us USA,DF,FC Kansas City,22.0,1993.0,11,8,712.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,5,Yael Averbuch,us USA,MF,FC Kansas City,29.0,1986.0,20,20,1788.0,3.0,0.0,1.0,1.0,1.0,0.0
2016,6,Halimatu Ayinde,ng NGA,MF,Western New York Flash,20.0,1995.0,1,1,45.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,7,Estefanía Banini,ar ARG,"FW,MF",Washington Spirit,25.0,1990.0,13,9,887.0,5.0,1.0,0.0,0.0,0.0,0.0
2016,8,Lauren Barnes,us USA,DF,Seattle,26.0,1989.0,20,20,1776.0,1.0,2.0,0.0,0.0,1.0,0.0
2016,9,Nicole Barnhart,us USA,GK,FC Kansas City,34.0,1981.0,20,20,1800.0,,,,,0.0,0.0
2016,10,Janine Beckie,ca CAN,FW,Houston Dash,21.0,1994.0,14,11,917.0,3.0,2.0,0.0,0.0,0.0,0.0
2016,11,Eunice Beckmann,de GER,FW,Boston Breakers,23.0,1992.0,11,8,658.0,0.0,1.0,0.0,0.0,3.0,0.0
2016,12,Josée Bélanger,ca CAN,FW,Orlando Pride,29.0,1986.0,14,14,1082.0,0.0,0.0,0.0,0.0,2.0,0.0
2016,13,McKenzie Berryhill,us USA,DF,Portland Thorns FC,22.0,1993.0,5,2,182.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,14,Michelle Betos,us USA,GK,Portland Thorns FC,27.0,1988.0,14,14,1260.0,,,,,1.0,0.0
2016,15,Aubrey Bledsoe,us USA,GK,Orlando Pride,24.0,1991.0,1,1,90.0,,,,,0.0,0.0
