rank,model,log_loss_1x2,brier_score_1x2,brier_home_win,brier_over_2_5,crps_scoreline,expected_total_goals_mae,fit_diagnostics,candidate,candidate_label,regularization,status,config_path,output_dir
1,dixon_coles,1.0812160579853494,0.6551308372208021,0.2428064367817679,0.2530011061249209,0.8625933238855465,1.2616374939168622,"{'n_folds': 4, 'converged_rate': 1.0, 'median_iterations': 26.5, 'median_nfev': 2454.0, 'median_gradient_norm': 0.7742271531435374}",reg_1500_0793301f92,reg_1500,1500.0,completed,/Users/zsoskin/Downloads/nwsl-fantasy-platform-main/nwsl-model/data/processed/tuning/20260526T013034Z/configs/reg_1500_0793301f92.yaml,/Users/zsoskin/Downloads/nwsl-fantasy-platform-main/nwsl-model/data/processed/tuning/20260526T013034Z/backtests/reg_1500_0793301f92
2,dixon_coles,1.085955251022227,0.6588329599074626,0.2435740285110049,0.2539948464707158,0.8653259823050595,1.2663648063910788,"{'n_folds': 4, 'converged_rate': 1.0, 'median_iterations': 24.5, 'median_nfev': 2186.0, 'median_gradient_norm': 0.46910924178886826}",reg_1000_b64c553f14,reg_1000,1000.0,completed,/Users/zsoskin/Downloads/nwsl-fantasy-platform-main/nwsl-model/data/processed/tuning/20260526T013034Z/configs/reg_1000_b64c553f14.yaml,/Users/zsoskin/Downloads/nwsl-fantasy-platform-main/nwsl-model/data/processed/tuning/20260526T013034Z/backtests/reg_1000_b64c553f14
