season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,aerial_duels_lost,touches,substitute_on,aerial_duels,leftside_passes,offsides,successful_passes_opposition_half,index,total_passes,right_foot_goals,duels_lost,successful_open_play_passes,open_play_passes,tackles_lost,total_shots,time_played,rightside_passes,total_unsuccessful_passes_excl_crosses_corners,successful_passes_own_half,backward_passes,unsuccessful_crosses_corners,total_losses_of_possession,forward_passes,aerial_duels_won,recoveries,duels_won,appearances,successful_dribbles,foul_attempted_tackle,total_touches_in_opposition_box,successful_short_passes,times_tackled,total_fouls_conceded,total_fouls_won,ground_duels,unsuccessful_crosses_open_play,ground_duels_won,unsuccessful_dribbles,unsuccessful_long_passes,shots_on_target_inc_goals,duels,unsuccessful_short_passes,total_tackles,total_successful_passes_excl_crosses_corners,unsuccessful_passes_opposition_half,goals_from_inside_box,ground_duels_lost,successful_long_passes,home_goals,away_goals,winning_goal,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,successful_lay_offs,throw_ins_to_own_player,goals_conceded_inside_box,putthrough_blocked_distribution,corners_taken_incl_short_corners,through_balls,blocked_shots,key_passes_attempt_assists,putthrough_blocked_distribution_won,blocks,substitute_off,shots_off_target_inc_woodwork,successful_crosses_open_play,successful_corners_into_box,successful_crosses_corners,unsuccessful_passes_own_half,total_clearances,interceptions,starts,unsuccessful_launches,throw_ins_to_opposition_player,unsuccessful_corners_into_box,handballs_conceded,corners_won,successful_launches,penalty_goals_conceded,clean_sheets,goal_assists,assists_intentional,unsuccessful_lay_offs,goals_conceded_outside_box,headed_goals,red_cards_2nd_yellow,penalties_conceded,total_red_cards,punches,gk_successful_distribution,saves_made_from_inside_box,saves_made,saves_made_parried,catches,saves_made_from_outside_box,gk_unsuccessful_distribution,drops,goalkeeper_smother,saves_made_caught,penalties_faced,crosses_not_claimed,left_foot_goals,penalties_taken,straight_red_cards,clearances_off_the_line,attempts_from_set_pieces,own_goal_scored,penalty_goals,goals_from_outside_box,other_goals,second_goal_assists,foul_won_penalty,penalties_saved,saves_from_penalty,last_man_tackle,set_pieces_goals,penalties_off_target
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::d1485dcbe6f34e4c9ba927371173260d,opta:Player:4j3kopvvd3iej6p4h9z36giqd,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Rose,Lavelle,R. Lavelle,Midfielder,USA,16,3,,USA,72,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,12,1026,1,1,29,0,11,1,28,11,12,3,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,769,,23,122,3,258,10,497,,80,374,489,4,29,1026,113,115,127,109,18,218,153,11,70,79,12,24,6,69,366,44,11,12,136,14,68,24,10,11,159,105,32,382,112,,68,16,1,0,1,True,0,0,0,0,497,2,0.09,16,218,0,26,16,0,True,6,3,11,25,7,4,12,22,8,1,6,18,2,1,3,21,3,14,12,3,1,4,1,11,,,,1,,1,2,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::4858150a233349bebb55741b933369d0,opta:Player:e6ik2e3wuno5drtc623947vca,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Carrie,Lawrence,C. Lawrence,Defender,USA,12,2,,USA,221,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::6fb9670bc42945219248aa14eea6fbc7,opta:Player:7jux9gpb11yfbl8jj32n0zil1,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Eugénie Anne Claudine,Le Sommer,E. Le Sommer,Forward,France,9,4,,FRA,82,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,18,1307,8,3,54,0,24,3,22,20,25,10,2,0,0,,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,802,2,28,116,10,234,10,462,5,98,323,455,10,54,1307,108,132,104,128,25,258,110,12,96,82,18,13,11,122,319,47,20,25,152,25,70,30,14,24,180,118,32,330,126,7,82,11,6,2,1,True,0,0,0,0,462,8,0.21,11,258,0,25,11,0,True,12,10,13,54,,1,13,17,23,1,10,30,8,,8,31,4,15,16,10,1,,,24,,,2,3,,1,3,1,,,,,,,,,,,,,,,,,2,,,,,,,1,,,1,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::4e979e016c024767aa7fc21e21cced19,opta:Player:9bm3miivvxjghhmp18s1gedpl,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Taylor Maree,Leach,T. Leach,Defender,USA,24,2,,USA,116,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,USA,8,630,1,0,3,0,1,0,5,3,3,0,1,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,383,1,21,83,,44,10,286,,13,222,282,3,3,630,64,62,180,14,,67,125,16,34,27,8,,2,5,208,,3,3,19,,11,,32,1,40,30,8,224,39,1,8,16,0,1,0,True,0,0,0,0,286,0,0,16,67,0,48,16,0,True,,,8,1,,,,,1,5,2,2,,,,23,51,9,7,12,,,,,4,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::842f0253145045709da264f48f0c5283,opta:Player:20qvjruiln87p6l2cuvrh0no5,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,So-Dam,Lee,Lee So-Dam,Midfielder,Korea Republic,11,3,,KOR,111,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,14,570,0,0,8,0,2,0,5,7,19,1,2,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,411,9,12,60,1,161,10,313,,32,255,313,3,8,570,69,58,94,78,4,86,106,3,44,35,14,5,5,13,247,7,7,19,55,4,32,3,6,2,67,52,8,255,42,,23,8,0,0,0,True,0,0,0,0,313,0,0,8,86,0,14,8,0,True,3,,2,18,,1,1,7,8,,5,6,,,,20,4,6,5,4,,,,5,2,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::83d3777d26e04325b8daf10f0741cdce,opta:Player:3ej75hqy3gpn27zbu9bttm7vu,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Samantha,Leshnak Murphy,S. Leshnak Murphy,Goalkeeper,USA,42,1,,USA,222,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::f6f72f9ad8aa456882f186b05e95380d,opta:Player:6bolncipyfmk2znutkqquvy6t,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Gina Loren,Lewandowski,G. Lewandowski,Defender,USA,12,2,,USA,14,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,21,1836,0,0,10,0,3,0,16,16,10,0,1,0,0,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1261,,78,297,,244,10,997,,66,816,969,11,10,1836,200,155,598,83,2,172,417,48,119,88,21,3,6,26,802,4,16,10,76,2,40,1,47,3,154,108,27,842,86,,36,40,0,0,0,True,0,0,0,0,997,0,0,40,172,0,87,40,0,True,,1,15,12,,,4,1,6,13,2,7,,,,71,104,32,21,26,,,2,,15,5,5,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::65926eaa2f7f4b17833600561c0ed506,opta:Player:6zm75ruas324c7yrt18ttei8l,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Katie,Lind,K. Lind,Defender,USA,25,2,,USA,6,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,24,2160,3,0,15,0,6,0,31,14,1,1,2,0,0,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1500,,84,254,1,218,10,1173,,67,942,1121,15,15,2160,367,192,763,71,1,212,481,49,138,98,24,2,9,31,903,6,14,1,81,1,49,1,98,6,165,94,46,981,118,3,32,78,1,2,1,True,0,0,0,0,1173,0,0,78,212,0,176,78,0,True,,6,27,15,,,3,4,9,20,,9,,,,75,137,32,24,48,,,1,1,17,1,4,,,,4,2,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::4816242807f44287857af27ce8b3b8f7,opta:Player:3806ue4qpxyit2ps1ubj3hrkl,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Jordyn,Listro,J. Listro,Midfielder,Canada,19,3,,CAN,162,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,7,222,0,0,1,0,0,0,1,3,4,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,6,4,19,,34,10,92,,9,69,92,5,1,222,21,23,37,17,3,37,35,3,14,14,7,1,2,1,66,3,3,4,19,3,11,2,7,,23,16,6,69,22,,8,3,0,0,0,True,0,0,0,0,92,2,0,3,37,0,10,3,0,True,,2,2,5,,2,,1,3,1,1,1,2,,2,4,1,1,1,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::d677a076327a4cc48fcb049018fc5b94,opta:Player:exfa2ygjuuy08v50w65ddj2l1,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Carli Anne,Lloyd,C. Lloyd,Forward,USA,10,4,,USA,78,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,15,1330,4,1,37,0,12,1,12,33,29,10,4,0,0,,13,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,861,,81,118,10,216,10,470,1,147,295,450,11,37,1330,90,155,101,68,13,308,194,52,92,140,15,37,17,113,290,68,33,29,206,13,88,35,19,12,287,136,23,315,136,3,118,25,2,2,0,True,0,0,0,0,470,2,0.07,25,308,0,44,25,0,True,10,,9,36,,9,20,23,20,2,2,25,2,,2,32,8,6,15,5,,,1,23,3,5,5,1,,1,4,2,,,,,,,,,,,,,,,,,1,1,,,1,,1,1,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::1084e260eb4a464380aa818f0061c67d,opta:Player:50atlyy40e4sv5d0lbefss5w5,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Chloe,Logarzo,C. Logarzo,Midfielder,Australia,66,3,,AUS,173,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,USA,6,172,0,0,3,0,2,0,2,2,9,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,132,6,5,17,,34,10,64,,10,42,61,1,3,172,15,20,13,11,5,43,21,3,14,19,6,4,2,7,41,6,2,9,24,1,16,2,1,2,29,19,3,44,21,,8,3,0,0,0,True,0,0,0,0,64,0,0,3,43,0,4,3,0,True,1,4,2,7,4,,3,5,4,,,1,,2,3,4,3,2,,1,,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::3e718f382e0d475dabf2d284f1f2541d,opta:Player:dp260wgfy9vfthkdd6tphi311,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Allie,Long,A. Long,Midfielder,USA,6,3,,USA,3,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,24,2148,1,0,12,0,4,0,27,26,14,2,6,0,0,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1570,,67,338,2,473,10,1287,1,87,1152,1268,21,12,2148,378,116,698,194,1,177,377,44,219,117,24,11,20,25,1118,30,26,14,137,1,73,11,17,4,204,99,48,1171,71,1,64,53,1,0,0,True,0,0,0,0,1287,0,0,53,177,0,70,53,0,True,12,1,15,37,,,7,11,26,7,1,8,,,,46,26,17,24,3,,,2,1,3,5,8,,,,5,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::6540a183ac9e459bb80f4744d7cc1aa4,opta:Player:2nk9vfzwlyr8rq22lkf1v0zdg,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Caeley Michael,Lordemann,C. Lordemann,Midfielder,USA,31,3,,USA,223,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::674d339883c740f694c4613c6a921cc7,opta:Player:7xplwmgnz56mfkdwnjwep632s,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Alexandria,Loy Hess,A. Hess,Forward,USA,30,4,,USA,211,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,USA,1,7,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,1,,,10,2,,2,,2,,1,7,,2,,,,5,1,,,,1,,,2,0,1,1,,1,,,,,,2,2,,,2,,1,,0,0,0,True,0,0,0,0,2,0,0,0,5,0,0,0,0,True,,1,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::7cf959e060cf44b9afda98c1b3c893d9,opta:Player:2e8med2swmjdv0uck4hmz4s4q,nwsl::Football_Team::ac29701756da44a08457762380c10733,Racing Louisville,Katie,Lund,K. Lund,Goalkeeper,USA,1,1,,USA,151,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,LOU,Racing Louisville,US,4,360,0,0,0,0,0,0,0,0,2,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,154,,1,4,,15,10,123,,,21,55,,,360,8,78,30,,,78,111,1,41,2,4,,,,13,,,2,1,,1,,76,,2,2,,45,49,,,32,0,0,0,True,0,0,0,0,123,0,0,32,78,0,108,32,0,True,,,6,,,,,,,,,,,,,29,4,,4,40,,,,,14,,,,,,,,,,,1,22,13,15,1,2,2,23,1,,2,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::75dea69f305343a2b59c44bcf763445e,opta:Player:awme1kk0t2w81hc4xcup7k222,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Tyler,Lussi,T. Lussi,Forward,USA,14,4,,USA,176,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,10,153,1,0,5,0,2,0,2,6,1,3,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,77,9,9,10,3,19,10,36,1,16,26,35,1,5,153,9,9,9,12,6,27,5,2,9,7,10,1,4,10,26,2,6,1,14,6,5,1,1,2,23,8,3,27,14,1,9,1,1,0,0,True,0,0,0,0,36,1,0,1,27,0,2,1,0,True,4,3,2,2,,,3,4,2,,1,3,1,,1,1,,2,1,,,,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::e150ac29f14d4a2c9561e9b7e82cf7fa,opta:Player:en0tkbsirwu9mb2czbwuyr5yh,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Jimena,López,J. López,Defender,Mexico,6,2,,MEX,187,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,2,9,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33,2,,,,3,10,19,,2,14,16,,,9,9,2,14,4,2,8,6,,,2,2,1,,,16,2,,1,4,2,2,2,,,4,2,,17,2,,2,1,0,0,0,True,0,0,0,0,19,0,0,1,8,0,1,1,0,True,,3,,2,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::c7c35bca896849439784a5cdee73a0b1,opta:Player:9wvoeo39cgbelv8ddqin3aaga,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Hailie,Mace,H. Mace,Midfielder,USA,4,3,,USA,27,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,46,2218,6,2,58,0,28,2,32,28,18,2,2,0,0,,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1390,22,28,102,2,322,20,824,4,116,562,802,20,58,2218,296,244,264,126,42,438,300,14,154,98,46,14,14,72,496,46,28,18,186,42,84,20,60,28,214,184,52,580,214,4,102,84,4,2,0,True,0,0,0,0,824,6,0.08,84,438,0,144,84,0,True,6,62,32,72,,6,16,24,36,2,20,30,6,,6,72,18,36,24,20,42,,,22,4,2,4,2,2,,4,2,,2,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::e58c689bf2ae4cf6b2c2ab6c0a5196e5,opta:Player:dogw61capjxpioh0dwf0wn6ui,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Michelle,Maemone,M. Maemone,Defender,USA,19,2,,USA,160,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,USA,5,240,0,0,1,0,1,0,3,2,1,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,166,3,2,7,,26,10,94,,6,62,93,1,1,240,12,32,36,13,2,45,62,1,19,8,5,2,,3,59,1,2,1,12,2,7,1,13,1,14,19,4,62,21,,5,3,0,0,0,True,0,0,0,0,94,0,0,3,45,0,16,3,0,True,,25,3,3,,,,1,1,4,,,,,,13,11,5,2,8,2,,,3,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::f77539c151be429e954ed8f1a2a7aa3d,opta:Player:enc3v69b04w7jr0qkhiaq5a6t,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Jéssica Lisandra,Manjenje Nogueira Silva,Jéssica Silva,Forward,Portugal,20,4,,PRT,146,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,14,548,0,2,9,0,4,2,6,21,19,3,1,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,360,9,9,19,3,50,10,135,,84,76,131,2,9,548,45,56,30,33,15,166,38,2,46,47,14,18,12,41,72,48,21,19,122,15,45,35,5,4,131,51,8,79,59,,77,7,0,0,0,True,0,0,0,0,135,1,0.33,7,166,0,12,7,0,True,3,1,8,21,2,1,4,5,15,1,5,5,1,,1,12,1,11,5,1,1,,,8,1,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::b68fd24e78864e3eaf290cbd9c056f9f,opta:Player:b9mxbxkxacng270g0cs3w1jh1,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Dzsenifer,Marozsán,D. Marozsán,Midfielder,Germany,8,3,,DEU,24,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,20,1483,0,3,17,0,10,3,23,14,8,5,2,0,0,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1175,3,43,185,5,422,10,853,,73,613,808,14,17,1483,225,203,245,145,52,325,298,28,109,91,20,18,14,28,593,28,14,8,121,19,63,10,44,10,164,159,37,650,214,,58,57,0,0,0,True,0,0,0,0,853,5,0.18,57,325,0,101,57,0,True,13,13,17,35,42,12,4,48,13,1,12,7,5,14,17,41,17,16,17,7,1,24,,10,2,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::9eb176a8817c468fb9250455e25912a0,opta:Player:ez735ofuzpvwl0q454mzu4d90,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Amber,Marshall,A. Marshall,Midfielder,USA,36,3,,USA,224,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::fdc322f486b94e3a9043aee47c3daf93,opta:Player:aqihfnhadzdmi7i5bjfnphqms,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Nealy,Martin,N. Martin,Defender,USA,14,2,,USA,57,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,18,1291,0,0,3,0,1,0,14,8,4,0,2,0,0,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,850,5,22,121,,118,10,625,,39,485,603,11,3,1291,156,127,380,28,7,176,320,7,94,39,18,3,5,4,469,9,8,4,56,6,32,3,51,1,78,76,25,498,71,,24,29,0,0,0,True,0,0,0,0,625,0,0,29,176,0,80,29,0,True,,36,23,16,1,,,,10,17,5,2,,,,63,45,14,13,27,19,1,,3,3,2,2,,,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::b75a67d243bf42b1bd2ab3b6114c4518,opta:Player:5tv4la0or9dxgp7x5vbxs94vd,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Cheyna,Matthews,C. Matthews,Forward,Jamaica,41,4,,JAM,157,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,17,429,1,0,13,0,4,0,6,12,3,5,3,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,233,13,20,18,5,41,10,102,,47,58,99,4,13,429,20,41,21,25,5,98,39,11,20,37,17,13,8,27,59,24,12,3,64,5,26,14,4,4,84,37,10,61,40,1,38,2,1,0,0,True,0,0,0,0,102,1,0,2,98,0,6,2,0,True,2,3,12,12,,4,3,7,6,,4,9,1,,1,6,6,2,4,2,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
