season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,aerial_duels_lost,touches,substitute_on,aerial_duels,leftside_passes,offsides,successful_passes_opposition_half,index,total_passes,right_foot_goals,duels_lost,successful_open_play_passes,open_play_passes,tackles_lost,total_shots,time_played,rightside_passes,total_unsuccessful_passes_excl_crosses_corners,successful_passes_own_half,backward_passes,unsuccessful_crosses_corners,total_losses_of_possession,forward_passes,aerial_duels_won,recoveries,duels_won,appearances,successful_dribbles,foul_attempted_tackle,total_touches_in_opposition_box,successful_short_passes,times_tackled,total_fouls_conceded,total_fouls_won,ground_duels,unsuccessful_crosses_open_play,ground_duels_won,unsuccessful_dribbles,unsuccessful_long_passes,shots_on_target_inc_goals,duels,unsuccessful_short_passes,total_tackles,total_successful_passes_excl_crosses_corners,unsuccessful_passes_opposition_half,goals_from_inside_box,ground_duels_lost,successful_long_passes,home_goals,away_goals,winning_goal,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,successful_lay_offs,throw_ins_to_own_player,goals_conceded_inside_box,putthrough_blocked_distribution,corners_taken_incl_short_corners,through_balls,blocked_shots,key_passes_attempt_assists,putthrough_blocked_distribution_won,blocks,substitute_off,shots_off_target_inc_woodwork,successful_crosses_open_play,successful_corners_into_box,successful_crosses_corners,unsuccessful_passes_own_half,total_clearances,interceptions,starts,unsuccessful_launches,throw_ins_to_opposition_player,unsuccessful_corners_into_box,handballs_conceded,corners_won,successful_launches,penalty_goals_conceded,clean_sheets,goal_assists,assists_intentional,unsuccessful_lay_offs,goals_conceded_outside_box,headed_goals,red_cards_2nd_yellow,penalties_conceded,total_red_cards,punches,gk_successful_distribution,saves_made_from_inside_box,saves_made,saves_made_parried,catches,saves_made_from_outside_box,gk_unsuccessful_distribution,drops,goalkeeper_smother,saves_made_caught,penalties_faced,crosses_not_claimed,left_foot_goals,penalties_taken,straight_red_cards,clearances_off_the_line,attempts_from_set_pieces,own_goal_scored,penalty_goals,goals_from_outside_box,other_goals,second_goal_assists,foul_won_penalty,penalties_saved,saves_from_penalty,last_man_tackle,set_pieces_goals,penalties_off_target
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::be8d34625b5244f1b34e61df67be171a,opta:Player:csx5jhf4hyzld6gg790usp0wl,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Yuki,Nagasato,Y. Nagasato,Forward,Japan,14,4,,JPN,53,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,21,1655,2,2,6,0,3,2,13,22,22,4,4,0,0,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,903,3,37,126,4,322,10,664,,85,506,650,9,6,1655,176,144,203,157,14,233,205,18,88,73,21,11,17,25,497,31,22,22,121,14,55,10,10,3,158,134,22,520,120,2,66,23,1,1,0,True,0,0,0,0,664,5,0.11,23,233,0,33,23,0,True,12,9,22,27,,7,4,16,9,1,8,3,5,,5,38,15,14,18,1,,,1,4,,1,3,2,1,4,5,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::c78a57f425bc49a4b20f936d22cdb37e,opta:Player:4tgpaf43xg2ehk4u4bkt8k2c5,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Christine Marie,Nairn,C. Nairn,Midfielder,USA,7,3,,USA,177,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,5,65,0,0,0,0,0,0,1,0,1,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,5,2,5,,12,10,33,,3,20,33,1,,65,7,13,8,8,1,15,13,1,7,4,5,,,,20,1,,1,5,,3,,5,,7,8,2,20,8,,2,,0,0,0,True,0,0,0,0,33,0,0,0,15,0,5,0,0,True,1,,2,1,1,1,,1,1,1,,,,,,6,3,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::846a35edb5f1464c9dcbc780ee1aade9,opta:Player:33u8nb0n2o6jsipw0b5r4j8mi,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Meaghan,Nally,M. Nally,Defender,USA,39,2,,USA,190,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,US,3,19,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,3,2,4,,6,10,15,,3,13,15,,1,19,3,2,7,2,,4,6,,2,,3,,,1,13,,,,1,,,,,,3,2,,13,1,,1,,0,0,0,True,0,0,0,0,15,0,0,0,4,0,0,0,0,True,,2,,1,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::c883183ca8884f259e9f0558d7cce52b,opta:Player:ekmq346h5bjhscz7jjazcdexh,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Ashley,Nick,A. Nick,Midfielder,USA,16,3,,USA,228,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::37c762eb698644fa88b9cb94cf4f0940,opta:Player:8ruvr2jnsfdub02rdh8q88s89,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Paige,Nielsen,P. Nielsen,Defender,USA,7,2,,USA,34,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,19,1055,1,0,5,0,1,0,21,11,7,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1032,6,25,290,,120,10,764,1,44,624,746,17,5,1055,123,123,522,63,6,164,288,14,104,69,19,10,6,6,611,14,11,7,88,6,55,8,37,1,113,86,38,641,67,,33,30,0,1,0,True,0,0,0,0,764,1,0,30,164,0,67,30,0,True,,32,11,20,,,1,1,9,9,6,4,1,,1,62,56,36,13,19,3,,1,,5,1,1,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::7f73f631e24245718d0a02fa95a4d271,opta:Player:9v1vw8prvj8o0j7glcb4qo06h,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Madeline Marie,Nolf,M. Nolf,Defender,USA,13,2,,USA,156,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,USA,4,178,0,0,2,0,0,0,3,2,2,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,190,2,2,36,,31,10,105,,14,69,105,2,2,178,4,36,38,16,10,66,49,,15,9,4,2,2,1,64,7,2,2,21,10,9,1,8,,23,28,5,69,29,,12,5,0,0,0,True,0,0,0,0,105,0,0,5,66,0,13,5,0,True,,24,2,9,,,1,,2,2,2,2,,,,17,6,1,2,2,6,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::6a8196684e034ab5855c3d2768858ae8,opta:Player:7qw3tekwnmsv6i4u3i0qcpjv9,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Kelley,O'Hara,K. O'Hara,Defender,USA,5,2,,USA,35,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,17,1410,1,1,14,0,7,1,10,11,13,0,1,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1176,2,20,180,,271,10,763,,55,575,753,5,14,1410,158,179,326,85,28,291,340,12,110,56,17,16,8,15,548,29,11,13,91,26,44,11,44,7,111,135,15,584,131,1,47,36,1,0,1,True,0,0,0,0,763,12,0.06,36,291,0,80,36,0,True,,109,7,30,2,2,2,23,11,7,4,7,12,1,13,76,45,20,15,14,31,1,,3,9,1,5,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::8bc2b0ed38a346f2a782d7236d278aa3,opta:Player:7fk82cjz0z5vq2ts3vmz8has5,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Denise,O'Sullivan,D. O'Sullivan,Midfielder,Republic of Ireland,10,3,,IRL,5,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,24,2085,0,0,0,0,0,0,47,30,25,1,2,0,0,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1655,,65,333,1,482,10,1196,,157,998,1171,40,,2085,309,174,541,236,2,272,318,28,231,160,24,20,19,6,974,39,30,25,252,2,132,20,29,,317,145,87,1022,107,,120,48,0,0,0,True,0,0,0,0,1196,1,0,48,272,0,77,48,0,True,6,55,18,63,13,2,,13,45,11,8,,1,,1,69,12,49,24,11,4,,2,1,4,1,10,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::c8f586c97f85472ca4b5d4fd0a9687ed,opta:Player:47wzwvf5ksv7kdivj9ra96l0p,nwsl::Football_Team::ac29701756da44a08457762380c10733,Racing Louisville FC,Freja Siri Margareta,Olofsson,F. Olofsson,Midfielder,Sweden,8,3,,SWE,31,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,LOU,Racing Louisville FC,USA,22,1711,0,0,6,0,2,0,29,29,12,1,0,0,0,,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1108,2,55,208,1,202,10,809,,118,657,804,17,6,1711,214,147,460,150,1,214,237,22,183,92,22,12,18,12,612,31,29,12,155,1,70,8,33,2,210,114,46,662,81,,85,50,0,0,0,True,0,0,0,0,809,0,0,50,214,0,83,50,0,True,5,1,28,34,,1,3,5,22,9,6,4,,,,67,25,40,20,15,1,,,,3,1,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::081da0eaabb64b9d878576f3bd19d971,opta:Player:dyhsiv5coosgxspc29t8ybend,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Taylor,Otto,T. Otto,Defender,USA,26,2,,USA,145,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,NJ/NY Gotham FC,US,9,363,0,0,0,0,0,0,2,4,4,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,204,6,8,35,,38,10,141,,18,109,140,5,,363,36,31,72,24,,38,46,3,31,18,9,4,1,2,108,3,4,4,28,,15,2,8,,36,23,7,110,26,,13,2,0,0,0,True,0,0,0,0,141,0,0,2,38,0,10,2,0,True,1,1,5,8,,,2,2,5,4,1,,,,,5,11,7,3,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::5c1e1c261d6a4a349b24573eaed3bf49,opta:Player:2x4vbu3htfozzwd8g7bdxeacp,nwsl::Football_Team::ac29701756da44a08457762380c10733,Racing Louisville,Courtney,Petersen,C. Petersen,Defender,USA,11,2,,USA,28,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,LOU,Racing Louisville,US,22,1877,1,2,11,0,4,2,36,16,6,3,2,0,0,,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1422,1,24,30,3,279,10,820,,84,515,812,22,11,1877,186,298,281,120,74,473,484,12,111,84,22,8,2,15,482,35,16,6,144,63,72,15,103,4,168,195,58,522,263,1,72,40,1,0,0,True,0,0,0,0,820,21,0.1,40,473,0,143,40,0,True,2,175,23,57,27,,4,25,18,2,4,7,21,17,38,109,39,30,21,47,23,9,,10,10,,1,2,2,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::6f1a3b3b9e0447f0aaffa25a360d29ee,opta:Player:6zvfcc67po0ofvl1twrv13tg5,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Carson,Pickett,C. Pickett,Defender,USA,19,2,,USA,1,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,25,2267,0,5,10,0,3,5,21,7,7,2,2,0,0,,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1900,,35,51,2,553,10,1343,,61,1003,1292,13,10,2267,506,299,561,211,177,530,575,12,193,66,25,13,,20,980,18,7,7,92,97,54,7,109,3,127,190,34,1044,383,,38,64,0,0,0,True,0,0,0,0,1343,30,0.2,64,530,0,173,64,0,True,1,3,19,47,116,6,4,57,22,9,2,7,30,34,70,93,47,58,25,51,1,71,1,9,12,1,12,5,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::93a4a0415aad424a9ee97fe93d7ac61a,opta:Player:50gw7uui815nbk6kwknwvlpsl,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Victoria,Pickett,V. Pickett,Midfielder,Canada,94,3,,CAN,86,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,19,1503,1,1,11,0,3,1,8,6,46,0,1,0,0,,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,778,3,42,113,,211,10,455,,74,376,452,11,11,1503,134,76,174,115,16,188,93,22,100,112,19,26,5,21,351,42,6,46,144,3,90,14,10,3,186,66,19,379,76,1,54,28,1,0,1,True,0,0,0,0,455,0,0.06,28,188,0,38,28,0,True,7,1,25,23,20,1,4,19,14,5,4,8,,6,6,16,16,18,16,1,,12,,2,1,1,4,1,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::336dc7bf1e5642c1a7a4a9fd8973f2a9,opta:Player:54ieoaegysojsey2jmqtr9ucp,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Brianna,Pinto,B. Pinto,Midfielder,USA,8,3,,USA,165,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,10,195,0,0,5,0,1,0,0,6,5,1,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,127,10,8,17,1,41,10,83,,18,75,82,3,5,195,19,7,36,21,1,20,26,4,16,12,10,,4,10,75,6,6,5,22,1,8,1,2,1,30,5,3,76,6,,14,1,0,0,0,True,0,0,0,0,83,1,0,1,20,0,3,1,0,True,3,1,3,7,,,1,1,7,,,4,1,,1,2,,2,,1,,,,1,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::cc76c8c96a69431cb684d431be6c8390,opta:Player:bc1v9va47ccxm0zmth1rvg3u2,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Konya Tajae,Plummer,K. Plummer,Midfielder,Jamaica,25,3,,JAM,193,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,3,52,0,0,0,0,0,0,2,1,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,3,3,1,,5,10,15,,5,10,14,,,52,6,5,5,1,,8,7,1,3,5,3,1,1,,8,2,1,1,7,,4,,3,,10,2,2,10,3,,3,2,0,0,0,True,0,0,0,0,15,0,0,2,8,0,5,2,0,True,,,1,3,,,,,2,,,,,,,2,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::77813063ee734e79bf875d773ad08fca,opta:Player:16xdgkd63d47o5ieudqo4ksq2,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Taylor Lauren,Porter,T. Porter,Midfielder,USA,46,3,,USA,206,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,,,,,10,3,,,2,3,,,1,1,1,2,,,1,2,,2,,1,,,,2,,,,,,,,1,,,,,2,1,,,,0,0,0,True,0,0,0,0,3,0,0,0,1,0,1,0,0,True,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::a58cdc45fc0448a28cbd965d9601aaf7,opta:Player:516s5q2n1hop56c1768x0jbh1,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Nichelle,Prince,N. Prince,Forward,Canada,8,4,,CAN,107,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,16,1419,2,3,23,0,15,3,36,25,6,22,3,0,0,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,691,,18,132,22,166,10,335,2,111,209,334,16,23,1419,35,125,63,77,50,276,91,7,101,87,16,22,16,83,207,58,25,6,180,50,80,31,12,15,198,113,52,210,146,2,100,3,1,1,0,True,0,0,0,0,335,19,0.19,3,276,0,15,3,0,True,5,6,17,37,,1,5,19,17,1,7,8,19,,19,29,6,15,16,7,1,,2,25,1,1,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::f5d8bcd5937c402c91e054d0fe383c71,opta:Player:e4lfaia255nw9ndnol0mvxc2y,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Ally Samantha,Prisock,A. Prisock,Defender,USA,23,2,,USA,143,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,6,385,0,0,0,0,0,0,2,6,0,0,2,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,245,1,12,21,,40,10,150,,15,103,148,3,,385,46,46,64,12,3,69,71,7,25,14,6,2,2,1,99,2,6,,17,3,7,,23,,29,23,5,104,33,,10,5,0,0,0,True,0,0,0,0,150,0,0,5,69,0,28,5,0,True,1,33,4,2,,,1,3,2,2,4,,,,,16,15,6,5,11,12,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::090a30db5372486db8345147ef78c636,opta:Player:7k1gsigy973ymai9fjszwgctl,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Cambria Danielle,Privett,C. Privett,Midfielder,USA,23,3,,USA,204,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,1,2,,,2,10,6,,,3,6,,,10,2,3,1,1,1,6,3,2,1,2,1,,,,2,,,,,1,,,1,,2,2,,3,3,,,1,0,0,0,True,0,0,0,0,6,0,0,1,6,0,2,1,0,True,,1,1,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::efc089fa637d4b5eab9d21203782242e,opta:Player:3tv9zit2sg0oeltemato1o8kq,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Leah,Pruitt,L. Pruitt,Forward,USA,35,4,,USA,161,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,11,342,0,0,8,0,4,0,1,4,3,3,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,176,8,29,29,3,49,10,93,,36,64,91,2,8,342,19,27,18,24,10,70,21,11,15,18,11,1,2,21,64,11,4,3,25,10,7,3,3,4,54,24,3,66,31,,18,2,0,0,0,True,0,0,0,0,93,1,0,2,70,0,5,2,0,True,3,,4,6,,2,2,3,3,1,3,4,1,,1,6,5,3,3,2,,,,3,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::39fe0dbc3b0a49c0a46d405d30b7141d,opta:Player:56y5qt6c03t7f5t7eoebi0wyd,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Midge,Purce,M. Purce,Forward,USA,23,4,,USA,93,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,18,1477,9,1,31,0,14,1,22,17,27,8,4,0,0,,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,835,,30,101,8,187,10,428,8,106,297,422,9,31,1477,56,127,123,125,48,305,146,15,83,98,18,25,9,94,285,65,17,27,174,48,83,31,21,14,204,106,31,301,139,9,91,16,3,6,6,True,0,0,0,0,428,8,0.06,16,305,0,37,16,0,True,9,20,5,29,1,2,14,22,16,1,7,17,8,,9,36,8,11,18,9,2,,2,19,,1,4,1,1,1,4,,,,,,,,,,,,,,,,,,1,1,,,1,,1,,,,2,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::2db377b4881246c0acb0d3bc1b8c4696,opta:Player:51m1qnbhz50no0mfc6oq9rhzp,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,,Quinn,Quinn,Midfielder,Canada,5,3,,CAN,79,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,13,789,0,0,4,0,3,0,10,2,8,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,594,4,23,124,,182,10,468,,38,389,466,8,4,789,108,77,209,70,4,112,166,8,72,37,13,3,2,5,368,11,2,8,52,4,29,4,16,3,75,61,18,391,47,,23,23,0,0,0,True,0,0,0,0,468,0,0,23,112,0,39,23,0,True,4,1,5,17,,1,1,2,11,3,5,1,,,,34,13,7,9,5,,,,,2,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::1ba6539b8bae4c74add5dcd2b9be47aa,opta:Player:29vjl1iba9rz14yd1g9qi4pn9,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Megan,Rapinoe,M. Rapinoe,Forward,USA,15,4,,USA,106,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,12,816,6,3,34,0,13,3,4,12,10,14,1,0,0,,12,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,650,3,18,19,14,179,10,336,6,48,200,319,6,34,816,160,125,56,58,73,254,99,7,54,39,12,12,6,56,179,20,12,10,69,37,32,9,27,13,87,98,10,211,172,5,37,32,4,2,2,True,0,0,0,0,336,7,0.33,32,254,0,59,32,0,True,6,35,9,31,53,4,8,31,12,,5,21,7,21,24,26,3,10,9,3,7,30,3,17,2,,1,3,3,1,3,,,,,,,,,,,,,,,,,,,4,,,7,1,4,1,,1,1,,,,1,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::94de57f74c554630b9abe7bc1bd588f9,opta:Player:42vdmyzhg3m7or9duzcuwkusp,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Brittany,Ratcliffe,B. Ratcliffe,Forward,USA,13,4,,USA,172,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,US,12,253,1,0,8,0,3,0,0,3,8,2,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,129,10,11,16,2,28,10,67,,23,44,66,1,8,253,18,22,17,17,6,48,16,3,12,18,12,6,1,17,43,9,3,8,30,6,15,5,2,3,41,20,1,45,22,1,15,2,1,0,0,True,0,0,0,0,67,0,0,2,48,0,4,2,0,True,2,4,1,7,,,1,2,2,,2,5,,,,6,,,2,1,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
