season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,goals_conceded_outside_box,unsuccessful_long_passes,attempts_from_set_pieces,unsuccessful_dribbles,total_clearances,ground_duels_lost,key_passes_attempt_assists,aerial_duels_lost,corners_taken_incl_short_corners,unsuccessful_crosses_corners,times_tackled,putthrough_blocked_distribution_won,unsuccessful_launches,time_played,unsuccessful_corners_into_box,touches,left_foot_goals,successful_passes_opposition_half,offsides,blocks,clean_sheets,total_unsuccessful_passes_excl_crosses_corners,unsuccessful_short_passes,duels,total_tackles,shots_off_target_inc_woodwork,goals_conceded_inside_box,successful_long_passes,goals_from_inside_box,substitute_on,foul_attempted_tackle,penalty_goals_conceded,shots_on_target_inc_goals,successful_dribbles,total_touches_in_opposition_box,successful_crosses_open_play,total_passes,leftside_passes,total_fouls_won,unsuccessful_passes_own_half,successful_lay_offs,total_shots,open_play_passes,ground_duels,rightside_passes,handballs_conceded,interceptions,forward_passes,total_fouls_conceded,appearances,putthrough_blocked_distribution,duels_won,successful_open_play_passes,successful_corners_into_box,recoveries,successful_crosses_corners,tackles_lost,aerial_duels,blocked_shots,successful_passes_own_half,unsuccessful_crosses_open_play,starts,overruns,aerial_duels_won,throw_ins_to_own_player,successful_short_passes,corners_won,duels_lost,substitute_off,index,unsuccessful_passes_opposition_half,backward_passes,ground_duels_won,total_successful_passes_excl_crosses_corners,total_losses_of_possession,home_goals,away_goals,winning_goal,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,throw_ins_to_opposition_player,successful_launches,unsuccessful_lay_offs,headed_goals,total_red_cards,goals_from_outside_box,right_foot_goals,goal_assists,through_balls,straight_red_cards,assists_intentional,foul_won_penalty,saves_made_caught,goal_kicks,catches,gk_successful_distribution,gk_unsuccessful_distribution,saves_made_from_inside_box,saves_made_from_outside_box,saves_made_parried,saves_made,saves,penalty_conceded,long_ball_percentage,total_cleareance,goalkeeper_saves_per_90_min,goalkeeper_saves_per_match,source_category_goalkeeping,penalties_conceded,own_goal_scored,goalkeeper_smother,punches,drops,crosses_not_claimed,penalties_faced,penalties_taken,penalty_goals,clearances_off_the_line,red_cards_2nd_yellow,penalties_off_target,last_man_tackle,second_goal_assists,penalties_saved,saves_from_penalty,other_goals,last_player_tackle,set_pieces_goals
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::85399e003cd149ec991da7c3853143ad,opta:Player:1p3bwk03ay87hp2nwrl3tfxwq,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Kaleigh,Kurtz,K. Kurtz,Defender,USA,3,2,,USA,1,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,23,2032,0,1,6,0,2,1,20,12,12,0,2,0,52,83,24,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156,,3,80,24,1,33,,2,8,14,52,2032,,1990,,340,,24,10,290,134,140,29,4,23,93,,,7,3,2,6,18,,1703,555,12,103,,6,1631,71,399,,12,643,12,23,27,83,1361,,166,,9,69,1,1073,2,23,1,36,32,1320,,57,,10,189,106,47,1413,335,,,0,True,0,0,0,0,1705,0,0.04,93,335,2,249,93,0,True,17,14,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::9b7fd5c1259c48b1a87f1cc0c10f713c,opta:Player:4c6z6g6q7jq62bznylu0kjnc9,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Lo'eau,LaBonta,L. LaBonta,Midfielder,USA,10,3,,USA,50,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,17,1448,2,1,16,0,6,1,20,12,41,2,2,0,47,78,25,1.55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,,5,10,44,8,10,3,16,15,21,10,1448,2,905,1,261,2,2,4,143,103,151,35,10,21,32,1,1,10,1,6,12,19,1,649,172,41,34,,16,634,132,122,,16,240,12,17,32,97,495,,135,1,15,19,2,246,14,16,1,9,10,474,6,54,3,10,125,115,88,506,209,1,1,0,True,0,0,0,0,666,1,0.06,32,209,17,72,32,0,True,4,,,,,1,1,1,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::417b9c031c7145eaa41276c98302848d,opta:Player:b43zac5bufmq6ei1ri1qxqz9,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Mariana,Larroquette,M. Larroquette,Forward,Argentina,7,4,,ARG,244,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,5,85,1,0,3,0,1,0,1,3,6,0,0,0,25,78,1,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,4,1,3,,,2,1,,85,,53,,11,,,,5,5,18,3,2,1,1,1,5,,,1,2,9,,22,5,6,,1,3,20,14,6,,,6,3,5,1,11,16,,1,,2,4,,6,,,,1,,16,,7,,10,5,5,10,17,15,1,0,0,True,0,0,0,0,22,0,0,1,15,0,1,1,0,True,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::8d41348804cc41019ff9526cce1a29e9,opta:Player:dokzh655hluwjh55fisecs9ud,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Ann Mimmi Ellenore,Larsson,M. Larsson,Forward,Sweden,9,4,,SWE,176,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,USA,20,587,2,2,11,0,4,2,3,16,6,6,0,0,0,,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,7,3,42,10,2,,7,19,6,1,587,,255,1,54,6,,,43,40,63,4,7,10,4,2,15,5,,4,4,46,2,145,34,6,12,7,11,129,56,34,,1,25,16,20,20,19,86,,20,2,1,7,4,50,7,5,3,5,,98,5,44,5,10,38,52,14,102,100,1,1,0,True,0,0,0,0,145,2,0.31,4,100,0,7,4,0,True,,,2,,,,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::0b7dc204715446a4840b8b7ab0656d94,opta:Player:9oyg8mzw5p2cc47omal5sb5uy,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Veronica,Latsko,V. Latsko,Forward,USA,24,4,,USA,108,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,21,1307,6,2,20,0,10,2,16,22,31,7,3,0,58,63,12,0.83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,,12,13,74,9,17,2,44,35,19,15,1307,1,709,,178,7,2,4,150,123,184,22,10,10,11,4,8,11,,10,17,53,8,396,122,31,41,9,20,383,143,45,,13,126,22,21,55,93,233,,64,8,6,41,5,76,43,13,2,24,8,235,9,91,8,10,153,103,69,246,271,5,1,4,True,0,0,0,0,448,8,0.14,11,271,52,38,11,0,True,2,,1,3,,2,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::d1485dcbe6f34e4c9ba927371173260d,opta:Player:4j3kopvvd3iej6p4h9z36giqd,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Rose,Lavelle,R. Lavelle,Midfielder,USA,16,3,,USA,161,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,7,552,1,2,10,0,7,2,6,5,5,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,7,2,33,10,8,16,17,17,7,2,552,9,328,1,105,,,,51,45,81,12,3,4,3,1,1,4,,7,16,22,,190,30,5,7,4,10,183,66,45,,6,63,5,7,12,40,132,4,30,4,6,15,3,38,5,6,2,7,1,136,5,41,3,10,61,52,33,139,111,1,0,0,True,0,0,0,0,190,0,0.33,3,111,0,9,3,0,True,1,,1,,,,,2,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::4ed6cc093a1541039bc4faca26af2c3f,opta:Player:b2u61v5d5ft35zscy7b2a6v2t,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Claire,Lavogez,C. Lavogez,Midfielder,France,94,3,,FRA,245,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,4,54,0,0,1,0,1,0,2,3,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,6,,1,,,3,1,,54,,37,,12,1,,,6,6,12,3,,1,,,4,2,,1,2,2,1,21,5,,2,,1,21,11,3,,1,8,3,4,3,5,15,,4,1,1,1,,4,,,1,,,15,1,7,,10,4,5,5,15,12,,,0,True,0,0,0,0,21,1,0,0,12,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::cd318859e1064a0f819c39909a40f8e7,opta:Player:ajdrn06n41ykofo4ihp5558t1,nwsl::Football_Team::9587b8ce40624165903b6bc9fd252634,Angel City,Clarisse,Le Bihan,C. Le Bihan,Midfielder,France,29,3,,FRA,119,opta:Team:6hbfgdczbi3yg4sdpqgtu6s,Angel City,LA,Angel City,US,17,685,1,4,8,0,5,4,13,13,7,3,2,0,0,,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,,5,7,43,19,28,48,57,23,6,2,685,29,558,1,182,3,,1,105,101,132,16,3,7,5,1,10,5,1,5,9,23,5,339,61,7,22,7,8,317,75,72,1,5,146,13,17,19,61,215,13,50,21,3,57,7,73,20,7,,29,3,229,10,71,5,10,140,60,32,234,207,1,0,0,True,0,0,0,0,339,5,0.53,5,207,0,9,5,0,True,1,1,2,,,,,4,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::2897d5d3ff7a4d74bc52904518af9d91,opta:Player:51t40jr0wwgmuya85pnhjgx2i,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Lauren Eduarda,Leal Costa,Lauren Leal,Defender,Brazil,78,2,,BRA,222,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,2,91,0,0,0,0,0,0,0,1,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,,7,2,,1,,,,,,91,,65,,3,,,,17,15,4,,,2,3,,1,,,,,,,55,11,,11,,,53,2,11,,,30,1,2,2,1,37,,5,,,2,,35,,1,,1,,35,,3,,10,6,3,,38,17,,,0,True,0,0,0,0,55,0,0,3,17,0,5,3,0,True,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::45f2625c676148e39a473a33273d0919,opta:Player:9hnfv1rr3nnsu8puxgd05teqd,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Adriana,Leal da Silva,Adriana,Forward,Brazil,9,4,,BRA,91,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,19,1645,6,4,41,0,25,4,17,20,35,5,2,0,50,76,23,1.26,54,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,4,38,10,97,42,9,54,67,67,9,8,1645,32,912,,289,5,2,3,113,101,203,22,16,21,7,5,,7,2,25,31,130,3,462,87,35,37,4,41,447,185,135,2,9,100,20,19,30,97,337,19,101,27,5,18,18,87,29,19,7,9,3,342,28,106,5,10,143,140,88,349,312,4,2,3,True,0,0,0,0,551,3,0.22,7,312,89,19,7,0,True,,,1,1,,1,5,4,2,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::f707ff55f8104c069f1cae572925ef4a,opta:Player:321yjdo3gio1l33hc1pdps4wl,nwsl::Football_Team::ca719042b34443c4bcfe380ca4850eaf,San Diego Wave,Adriana,Leon,A. Leon,Forward,Canada,9,4,,CAN,251,opta:Team:esvbnzqbyvxp2k570ez7h1a1g,San Diego Wave,SD,San Diego Wave,US,5,76,0,0,1,0,0,0,2,2,2,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,5,1,,,2,3,,,76,,36,,6,1,,,6,6,9,2,1,1,,,5,,,,,1,,18,6,2,3,,1,18,9,1,1,,4,2,5,3,4,12,,5,,,,,6,2,,,,3,12,,5,,10,5,7,4,12,13,,,0,True,0,0,0,0,18,0,0,0,13,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::8e0a1b9a4d43469b86adca8d94f57496,opta:Player:4c3ul31a4mf94cclrayr43g7p,nwsl::Football_Team::9587b8ce40624165903b6bc9fd252634,Angel City,Sydney,Leroux,S. Leroux,Forward,USA,2,4,,USA,181,opta:Team:6hbfgdczbi3yg4sdpqgtu6s,Angel City,LA,Angel City,US,14,599,2,1,12,0,10,1,2,4,8,2,0,0,62,61,5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,4,11,16,6,13,,1,10,8,1,599,,225,1,46,2,2,1,53,52,63,2,2,5,1,2,8,3,,10,3,37,,133,21,8,11,2,12,125,28,44,,,33,4,14,15,34,72,,13,,,35,5,34,1,6,,22,,79,5,29,5,10,43,35,12,80,78,2,0,0,True,0,0,0,0,134,0,0.15,1,78,1,2,1,0,True,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::a505f94b288c42c1b3eec0541bd5063e,opta:Player:esz6xzkinz76pk8edmsjwldzo,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Julia,Lester,J. Lester,Defender,USA,13,2,,USA,65,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,13,1120,0,0,1,0,0,0,6,8,6,0,1,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,,,37,17,2,7,,4,2,6,15,1120,,718,,128,,16,3,85,54,56,10,1,13,24,,,3,2,,10,1,2,576,183,6,41,,1,550,43,146,1,19,212,8,13,15,32,470,,100,2,4,13,,365,4,13,,6,3,467,,24,3,10,48,35,26,491,99,,,0,True,0,0,0,0,576,2,0,24,99,0,55,24,0,True,,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::65926eaa2f7f4b17833600561c0ed506,opta:Player:6zm75ruas324c7yrt18ttei8l,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Katie,Lind,K. Lind,Defender,USA,25,2,,USA,43,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,17,1387,0,0,2,0,1,0,12,12,11,0,0,1,32,84,13,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,,1,48,25,2,25,,1,5,12,20,1387,,831,,133,,12,5,110,62,92,17,1,10,51,,1,2,2,1,2,4,,675,207,11,55,,2,641,55,184,,18,255,12,17,15,42,536,,99,,5,37,,432,1,16,,12,1,514,,50,,10,56,29,30,565,123,,,0,True,0,0,0,0,676,0,0,51,123,1,99,51,0,True,,3,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::4816242807f44287857af27ce8b3b8f7,opta:Player:3806ue4qpxyit2ps1ubj3hrkl,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Jordyn,Listro,J. Listro,Midfielder,Canada,19,3,,CAN,164,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,15,561,0,0,1,0,1,0,9,8,5,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,1,10,14,2,3,,5,3,3,7,561,,241,,69,,2,1,42,26,38,13,,12,5,,8,5,2,1,2,3,,179,43,5,12,1,1,179,34,49,,4,68,8,15,10,21,137,,33,,4,4,,68,5,7,,1,1,132,2,17,6,10,35,19,20,137,61,,,0,True,0,0,0,0,179,0,0,5,61,0,21,5,0,True,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::3e718f382e0d475dabf2d284f1f2541d,opta:Player:dp260wgfy9vfthkdd6tphi311,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Allie,Long,A. Long,Midfielder,USA,6,3,,USA,60,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,19,1280,2,0,5,0,2,0,11,21,12,0,4,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1,1,24,36,4,15,,,6,5,5,1280,,710,,193,,1,4,97,59,132,20,3,12,33,1,6,13,,2,9,7,,583,156,12,29,1,5,562,77,173,,17,167,21,19,12,81,470,,101,,9,55,2,293,,13,1,40,,453,3,51,1,10,68,87,41,486,109,2,0,1,True,0,0,0,0,583,0,0,33,109,0,71,33,0,True,,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::d4dc068f7b7a4003a2ccda86198630ed,opta:Player:2txokb3mjab986uma0l8axht6,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Red Stars,Brenna Marie,Lovera,B. Lovera,Forward,USA,26,4,,USA,290,opta:Team:dzxypx8djih58p668surbi4qm,Red Stars,CHI,Chicago Red Stars,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::7cf959e060cf44b9afda98c1b3c893d9,opta:Player:2e8med2swmjdv0uck4hmz4s4q,nwsl::Football_Team::ac29701756da44a08457762380c10733,Racing Louisville,Katie,Lund,K. Lund,Goalkeeper,USA,1,1,,USA,7,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,LOU,Racing Louisville,US,22,1980,0,0,0,0,0,0,0,1,1,0,0,0,50,67,24,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186,,,21,1,,1,,,,,60,1980,,848,,29,,,6,196,10,3,,,23,127,,,1,3,,,,,583,160,1,102,,,306,1,111,,,312,1,22,2,1,215,,202,,,2,,358,,22,1,1,,260,,2,,10,94,,,387,200,,,0,True,0,0,0,0,583,0,0,127,200,0,313,127,0,True,,23,,,,,,,,,,,3,186,20,264,49,50,38,13,88,88,1,41,21,0,0,True,1,,,11,,1,3,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::75dea69f305343a2b59c44bcf763445e,opta:Player:awme1kk0t2w81hc4xcup7k222,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Tyler,Lussi,T. Lussi,Forward,USA,14,4,,USA,115,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,20,1214,6,0,32,0,16,0,9,17,10,16,3,0,38,68,14,1.04,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,8,18,45,10,19,5,34,17,10,11,1214,1,614,2,155,16,1,2,116,95,111,19,16,13,7,5,6,7,,16,6,47,8,352,90,10,31,9,32,348,80,45,,13,118,17,20,34,47,233,2,63,8,10,31,9,89,33,14,3,12,14,229,14,64,10,10,119,99,35,236,205,3,3,5,True,0,0,0,0,396,8,0,7,205,44,28,7,0,True,4,2,1,,,1,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::fb71a19cd7524e63bdb58f0686fbd97e,opta:Player:daze51b5849zsk2aqvgmkkbth,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Maitane,López,Maitane López,Midfielder,Spain,77,3,,ESP,53,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,11,939,1,0,3,0,2,0,18,6,2,0,2,0,54,84,11,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,,3,40,22,1,16,,,5,7,13,939,,754,,140,,3,2,101,65,91,29,1,10,33,1,1,4,,2,3,20,,621,189,2,38,,3,609,56,115,,16,248,6,11,13,53,509,,84,,11,35,,380,,10,,19,1,487,,38,2,10,63,69,34,520,114,0,1,0,True,0,0,0,0,621,0,0,33,114,0,69,33,0,True,,6,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::c7c35bca896849439784a5cdee73a0b1,opta:Player:9wvoeo39cgbelv8ddqin3aaga,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Hailie,Mace,H. Mace,Midfielder,USA,4,3,,USA,70,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,18,1432,0,2,13,0,6,2,19,31,13,2,3,0,53,72,26,1.63,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,2,22,26,99,20,7,36,47,39,13,14,1432,15,1004,,222,2,,2,157,117,185,42,7,22,26,,1,16,2,6,16,37,13,557,59,13,53,3,13,531,170,159,,27,221,31,18,37,79,375,11,107,25,23,15,2,203,32,17,1,8,73,374,4,106,7,10,151,118,71,400,311,,,0,True,0,0,0,0,628,13,0.13,26,311,71,66,26,0,True,32,1,1,,,,,2,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::f4fd1a8c9a7341149822262cb852f703,opta:Player:i6agm9wbvn7j7iljfnmnqq6s,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Savannah,Madden,S. Madden,Goalkeeper,Peru,35,1,,PER,291,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Player::83a63d95bb174112a29d6a1522912eff,opta:Player:5vz9nl1i4heh44k09pke748ut,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Rikke Marie,Madsen,R. Madsen,Forward,Denmark,17,4,,DNK,145,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,USA,17,642,1,1,5,0,2,1,6,12,4,4,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,5,,36,7,17,,6,12,10,1,642,,339,,107,4,,1,65,58,81,10,3,5,4,1,10,4,1,2,9,26,3,233,39,4,14,10,5,229,59,71,,3,46,12,17,21,28,164,,27,3,4,22,1,64,6,7,,5,1,164,3,53,6,10,57,77,23,168,105,0,1,0,True,0,0,0,0,233,3,0.14,4,105,0,11,4,0,True,,,3,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
