season,season_id,team_id,provider_id,short_name,official_name,acronym_name,media_name,country_code,team_type,website_url,shop_url,tickets_url
2026,nwsl::Football_Season::0b6761e4701749f593690c0f338da74c,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,Chicago Stars,CHI,Chicago Stars FC,US,club,https://chicagostars.com/,https://chicagostarsshop.com/,https://chicagostars.com/tickets/
2026,nwsl::Football_Season::0b6761e4701749f593690c0f338da74c,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,Kansas City Current,KC,Kansas City Current,US,club,https://www.kansascitycurrent.com/,https://shop.kansascitycurrent.com/password,https://www.kansascitycurrent.com/tickets
2026,nwsl::Football_Season::0b6761e4701749f593690c0f338da74c,nwsl::Football_Team::d2d8efe548734dfd8bc667b5a52a079a,opta:Team:2yppf5jwqllc49s0qkbkchvkk,Boston Legacy,Boston Legacy,BOS,Boston Legacy FC,US,club,https://bostonlegacyfc.com/,https://bostonlegacyfc.com/collections/shop-all,https://bostonlegacyfc.com/products/secure-your-seats
2026,nwsl::Football_Season::0b6761e4701749f593690c0f338da74c,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,Orlando Pride,ORL,Orlando Pride,US,club,https://www.orlandocitysc.com/pride,https://shoporlandopride.com,https://www.orlandocitysc.com/pride/tickets/
2026,nwsl::Football_Season::0b6761e4701749f593690c0f338da74c,nwsl::Football_Team::ac29701756da44a08457762380c10733,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,Racing Louisville,LOU,Racing Louisville FC,US,club,https://www.racingloufc.com/,https://lousoccerstore.com/,https://www.racingloufc.com/tickets/
2026,nwsl::Football_Season::0b6761e4701749f593690c0f338da74c,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,Portland Thorns,POR,Portland Thorns FC,US,club,https://www.timbers.com/thornsfc,https://ptfcauthentics.com,https://seatgeek.com/portland-thorns-fc-tickets
2026,nwsl::Football_Season::0b6761e4701749f593690c0f338da74c,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,North Carolina Courage,NC,North Carolina Courage,US,club,https://www.nccourage.com/,https://store.northcarolinafc.com/collections/courage,https://www.nccourage.com/tickets
2026,nwsl::Football_Season::0b6761e4701749f593690c0f338da74c,nwsl::Football_Team::cbfcacbef5bc4a278442c00926ac9ebc,opta:Team:b6ztd03z31b0yfcae0qovefpw,Denver,Denver Summit,DEN,Denver Summit FC,US,club,https://www.denversummitfc.com/,https://denversummitshop.com/?utm_source=web&utm_medium=HM&utm_campaign=all,https://www.denversummitfc.com/products/tickets
2026,nwsl::Football_Season::0b6761e4701749f593690c0f338da74c,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,Houston Dash,HOU,Houston Dash,US,club,https://www.houstondynamofc.com/houstondash,https://shop.houstondash.com/,https://www.houstondynamofc.com/houstondash/tickets/
2026,nwsl::Football_Season::0b6761e4701749f593690c0f338da74c,nwsl::Football_Team::9587b8ce40624165903b6bc9fd252634,opta:Team:6hbfgdczbi3yg4sdpqgtu6s,Angel City,Angel City,LA,Angel City FC,US,club,https://www.angelcity.com,https://shop.angelcity.com/,https://www.angelcity.com/tickets/season-tickets
2026,nwsl::Football_Season::0b6761e4701749f593690c0f338da74c,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,Seattle Reign,SEA,Seattle Reign FC,US,club,https://www.olreign.com,https://www.olreignshop.com,https://www.reignfc.com/tickets
2026,nwsl::Football_Season::0b6761e4701749f593690c0f338da74c,nwsl::Football_Team::ca719042b34443c4bcfe380ca4850eaf,opta:Team:esvbnzqbyvxp2k570ez7h1a1g,San Diego Wave,San Diego Wave,SD,San Diego Wave FC,US,club,https://sandiegowavefc.com,https://sandiegowavefc.store,https://sandiegowavefc.com/tickets/
2026,nwsl::Football_Season::0b6761e4701749f593690c0f338da74c,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,Washington Spirit,WAS,Washington Spirit,US,club,https://washingtonspirit.com,https://www.washingtonspiritshop.com/,https://washingtonspirit.com/tickets/
2026,nwsl::Football_Season::0b6761e4701749f593690c0f338da74c,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,Gotham FC,GFC,Gotham FC,US,club,https://www.gothamfc.com/,https://gothamfcshop.com,https://www.gothamfc.com/tickets
2026,nwsl::Football_Season::0b6761e4701749f593690c0f338da74c,nwsl::Football_Team::19674698cec24f53af8866cd21abaf8f,opta:Team:eka22bj7co8bw5qxa6qlbinf8,Bay,Bay,BAY,Bay FC,US,club,https://bayfc.com/,https://shop.bayfc.com/,https://bayfc.com/tickets/ 
2026,nwsl::Football_Season::0b6761e4701749f593690c0f338da74c,nwsl::Football_Team::acffc559cf7d485a9c05fa23ab57054b,opta:Team:bn7w86uw8j61dga3xr5s0yiju,Royals,Utah Royals,UTA,Utah Royals,US,club,https://www.rsl.com/utahroyals,https://nwslshop.com/collections/team_utah-royals,https://www.rsl.com/utahroyals/tickets/
