season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,ground_duels_won,total_fouls_won,duels,recoveries,unsuccessful_dribbles,unsuccessful_long_passes,total_touches_in_opposition_box,penalty_goals_conceded,unsuccessful_crosses_corners,index,offsides,time_played,foul_won_penalty,aerial_duels,putthrough_blocked_distribution_won,total_successful_passes_excl_crosses_corners,substitute_off,shots_on_target_inc_goals,successful_crosses_corners,ground_duels_lost,forward_passes,ground_duels,successful_passes_opposition_half,goals_conceded_inside_box,unsuccessful_short_passes,foul_attempted_tackle,putthrough_blocked_distribution,unsuccessful_passes_opposition_half,total_shots,unsuccessful_passes_own_half,total_losses_of_possession,leftside_passes,unsuccessful_crosses_open_play,substitute_on,successful_crosses_open_play,backward_passes,tackles_lost,successful_short_passes,successful_open_play_passes,open_play_passes,successful_dribbles,shots_off_target_inc_woodwork,successful_lay_offs,total_passes,unsuccessful_launches,total_tackles,aerial_duels_won,starts,appearances,blocked_shots,times_tackled,duels_lost,total_unsuccessful_passes_excl_crosses_corners,aerial_duels_lost,duels_won,rightside_passes,key_passes_attempt_assists,successful_passes_own_half,touches,interceptions,corners_won,total_fouls_conceded,home_goals,away_goals,winning_goal,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,goals_conceded_outside_box,successful_corners_into_box,corners_taken_incl_short_corners,successful_long_passes,unsuccessful_corners_into_box,total_clearances,throw_ins_to_opposition_player,clean_sheets,throw_ins_to_own_player,unsuccessful_lay_offs,through_balls,blocks,successful_launches,right_foot_goals,left_foot_goals,goal_assists,goals_from_inside_box,assists_intentional,handballs_conceded,headed_goals,clearances_off_the_line,own_goal_scored,last_man_tackle,penalties_conceded,attempts_from_set_pieces,saves_made_caught,punches,goalkeeper_smother,saves_made_parried,gk_unsuccessful_distribution,crosses_not_claimed,catches,drops,saves_made,penalties_faced,gk_successful_distribution,saves_made_from_outside_box,saves_made_from_inside_box,penalty_goals,penalties_taken,goals_from_outside_box,set_pieces_goals,penalties_saved,saves_from_penalty,second_goal_assists,goal_kicks,total_red_cards,red_cards_2nd_yellow,other_goals,penalties_off_target,straight_red_cards
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::e0a407a396b94362806b642667a930cc,opta:Player:31huq3jv7h6l1n0ybdp8523ca,nwsl::Football_Team::ac29701756da44a08457762380c10733,Racing Louisville FC,Emina,Ekić,E. Ekić,Forward,Bosnia and Herzegovina,13,4,,BIH,169,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,LOU,Racing Louisville FC,USA,19,672,2,0,21,0,12,0,11,9,8,2,1,0,0,,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,96,35,17,16,36,1,32,10,2,672,,15,14,116,5,12,4,46,55,81,72,12,45,4,25,77,21,16,155,24,23,14,,57,6,114,114,173,10,9,1,177,9,17,8,5,19,2,30,53,61,7,43,41,9,48,386,9,6,9,0,2,0,True,0,0,0,0,177,0,0,2,155,0,18,2,0,True,1,3,13,2,8,8,1,,1,1,,,,,2,,2,,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::e0a336a0f061497bbedff977ec476321,opta:Player:41a58968ocakxmmmr736re2ac,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Madison,Elwell,M. Elwell,Midfielder,USA,16,3,,USA,214,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,10,301,1,0,5,0,1,0,7,9,0,2,1,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,,45,17,3,4,12,,12,10,2,301,,7,4,41,4,1,2,22,26,38,26,6,23,7,9,29,5,10,59,12,12,6,2,16,7,40,41,68,2,4,,68,1,14,3,4,10,2,9,26,27,4,19,14,3,17,142,5,3,9,1,0,0,True,0,0,0,0,68,2,0,1,59,0,5,1,0,True,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::fd08719793c4487c82b7d3aceba2ad0f,opta:Player:18kiz7s5jlyotkb4p0sbbxyol,nwsl::Football_Team::9587b8ce40624165903b6bc9fd252634,Angel City,Claire,Emslie,C. Emslie,Forward,Scotland,10,4,,SCO,175,opta:Team:6hbfgdczbi3yg4sdpqgtu6s,Angel City,LA,Angel City,US,10,783,3,0,16,0,12,0,1,6,13,4,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,83,35,10,6,35,3,32,10,4,783,1,15,3,107,4,12,8,40,35,68,75,10,48,6,16,76,16,10,140,39,19,1,2,53,3,102,99,152,11,4,2,161,2,4,7,9,10,7,27,48,54,8,35,34,8,40,338,2,10,6,2,1,1,True,0,0,0,0,161,2,0,5,140,0,11,5,0,True,2,6,20,5,11,9,,,,,,2,,2,1,,2,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::8be53181b9fd46c4957f8cd6975a49f9,opta:Player:avhmou9ayqv9te0nocy80aga1,nwsl::Football_Team::9587b8ce40624165903b6bc9fd252634,Angel City,Jun,Endo,J. Endō,Forward,Japan,18,4,,JPN,51,opta:Team:6hbfgdczbi3yg4sdpqgtu6s,Angel City,LA,Angel City,US,22,1925,1,3,18,0,10,3,37,18,26,7,0,0,0,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,26,235,146,33,38,52,4,47,10,7,1925,,22,23,491,7,10,18,105,240,213,325,22,149,10,56,175,18,59,367,125,22,,4,160,19,468,481,668,26,8,8,678,15,56,11,22,22,9,73,116,187,11,119,153,38,184,1156,30,13,18,1,0,1,True,0,0,0,0,678,4,0.14,23,367,0,61,23,0,True,2,12,34,23,21,15,7,3,34,3,2,5,3,,1,3,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::ca7d4b1ca032426197a0113cbc931fc5,opta:Player:5rtm5d6v7nfqjh9ahayyc1bkl,nwsl::Football_Team::ac29701756da44a08457762380c10733,Racing Louisville,Abby,Erceg,A. Erceg,Defender,New Zealand,20,2,,NZL,4,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,LOU,Racing Louisville,US,19,1710,1,0,7,0,3,0,5,8,9,0,0,0,0,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,96,150,2,59,14,2,1,10,,1710,,54,6,1052,,3,,18,414,42,293,26,85,2,9,91,7,54,171,360,1,,,68,7,984,1030,1170,3,4,,1196,19,12,38,19,19,2,4,34,144,16,62,354,1,759,1446,31,1,8,0,1,0,True,0,0,0,0,1196,0,0,68,171,0,127,68,0,True,3,,,68,,61,15,6,56,,,14,5,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::8287dc28b989436084eaab69021236b8,opta:Player:96dcffkf3e4teifl26rzm1kyy,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Marissa,Everett,M. Everett,Forward,USA,21,4,,USA,208,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,10,345,1,0,7,0,4,0,1,5,6,1,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,31,14,6,,18,,1,10,1,345,,9,2,61,4,4,1,14,15,22,34,3,14,1,4,10,7,5,31,15,1,6,1,26,1,60,59,73,,3,6,75,,2,3,4,10,6,9,20,14,6,11,19,3,28,133,2,2,5,1,0,0,True,0,0,0,0,75,1,0,1,31,0,1,1,0,True,1,,,1,,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::b84e9888c15f472fa74b57182a7f9d64,opta:Player:337qzu7e4zc4w8wpmkpq6j8q1,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Cali Jean,Farquharson,C. Farquharson,Forward,USA,28,4,,USA,237,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,6,62,0,1,1,0,0,1,5,1,2,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,13,10,,,4,,,10,,62,,1,1,18,,,,4,7,12,8,3,3,,1,2,1,1,12,4,,6,,6,1,18,16,19,,1,,21,,6,,,6,,3,5,3,1,8,4,,10,44,,1,1,0,0,0,True,0,0,0,0,21,0,1.45,0,12,0,0,0,0,True,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::3f841e6b66d94cdead98ab215e6e844b,opta:Player:errir6ade8y91vp5z7v8gkn6y,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Bayley,Feist,B. Feist,Midfielder,USA,22,3,,USA,84,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,22,1227,0,1,17,0,5,1,20,17,4,3,1,0,0,,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,4,189,95,15,20,48,,9,10,3,1227,,54,17,350,5,5,1,74,164,135,161,14,143,8,35,124,17,48,265,111,9,10,1,129,18,342,347,510,19,12,16,513,6,38,28,12,22,7,44,100,163,26,89,109,10,190,793,10,10,17,0,0,0,True,0,0,0,0,513,1,0.07,8,265,0,28,8,0,True,1,,,8,,15,2,3,8,,5,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::5734a1d06b154d64a4e13bde066b0e62,opta:Player:4b5vyt6i4kbu9ndnkp3s7qolw,nwsl::Football_Team::9587b8ce40624165903b6bc9fd252634,Angel City FC,Stefany,Ferrer Van Ginkel,Stefany Ferrer,Midfielder,Brazil,21,3,,BRA,253,opta:Team:6hbfgdczbi3yg4sdpqgtu6s,Angel City,LA,Angel City FC,US,2,19,0,0,0,0,0,0,1,1,2,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8,1,,1,,,,10,,19,,,,2,,,,4,3,8,2,1,3,1,1,4,,,6,2,,2,,,1,2,2,6,,,,6,1,2,,,2,,2,4,4,,4,1,,,14,,,1,,,0,True,0,0,0,0,6,0,0,0,6,0,1,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::c3d7a6e82b7a40a5b185335dac6cb8f7,opta:Player:5dqjfblg7soo4znl8duds0zys,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Red Stars,Samantha Tru,Fisher Conde,S. Fisher,Midfielder,El Salvador,2,3,,SLV,180,opta:Team:dzxypx8djih58p668surbi4qm,Red Stars,CHI,Chicago Red Stars,USA,13,357,1,1,5,0,1,1,8,6,3,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,43,18,8,7,7,,4,10,,357,,7,5,101,5,1,,22,33,36,52,6,27,2,11,27,5,11,64,28,4,8,,36,2,96,101,135,1,4,1,135,3,10,2,5,13,1,16,27,34,5,16,38,2,49,206,2,,6,0,1,0,True,0,0,0,0,135,0,0.25,5,64,0,12,5,0,True,,,,5,,2,,,,1,1,,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::5d76f50c58f34b00a7bd574b12c70c94,opta:Player:93d5k82qrmjr894k2hp5aril1,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Jess,Fishlock,J. Fishlock,Midfielder,Wales,10,3,,WAL,48,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,20,1645,4,2,37,0,21,2,18,12,26,1,3,0,0,,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,26,158,129,12,29,76,3,13,10,1,1645,2,31,12,521,8,21,5,62,248,127,364,13,137,6,30,141,37,38,269,150,13,1,5,99,6,488,512,678,15,16,6,687,9,24,19,19,20,8,42,74,166,12,84,190,35,162,979,13,12,12,1,3,1,True,0,0,0,0,687,5,0.11,33,269,0,62,33,0,True,4,,,33,,14,,5,4,1,4,,2,4,,2,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::133304d476e84b6cbc5409243d94af4a,opta:Player:8q0rkr3gz7hz1ssdx3fkro0a2,nwsl::Football_Team::ac29701756da44a08457762380c10733,Racing Louisville,Taylor,Flint,T. Flint,Midfielder,USA,26,3,,USA,67,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,LOU,Racing Louisville,US,20,1558,4,3,39,0,19,3,27,34,17,3,4,0,0,,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,17,304,90,9,42,84,3,7,10,3,1558,,158,23,342,12,19,5,62,304,146,227,12,210,15,35,220,39,39,313,103,7,1,5,85,25,326,340,591,15,20,13,594,14,52,106,19,20,8,16,114,252,52,190,102,17,120,930,29,10,34,2,2,0,True,0,0,0,0,594,5,0.17,16,313,0,58,16,0,True,4,,,16,,35,,2,,3,5,3,,2,,3,4,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::3815419dc0a24232a66d55bdda6b8738,opta:Player:5i32f8pcgw6gt6q9gpj0lfill,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Sabrina,Flores,S. Flores,Defender,Mexico,35,2,,MEX,260,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,10,,1,,,,2,,,,,,,1,,,,,,,,,1,,1,,1,,2,2,2,,,,2,,,,,1,,,,,,,,,1,2,,,,0,0,0,True,0,0,0,0,2,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::efaa0c20d96943f882538315ed8ad52c,opta:Player:8gyp4n5nwllz600463t7ueyy2,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Red Stars,Channing,Foster,C. Foster,Midfielder,USA,19,3,,USA,262,opta:Team:dzxypx8djih58p668surbi4qm,Red Stars,CHI,Chicago Red Stars,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,10,,1,,,,1,,,,,,,,,,,,,,,1,,,1,,1,,1,1,1,,,1,1,,,,,1,,,,,,,,,1,2,,,,0,0,0,True,0,0,0,0,1,0,0,0,1,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::3eec828b0b624895819419d1e1bc9564,opta:Player:n70i0c7uk1qxianxoiotqmeh,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Emily Ann,Fox,E. Fox,Defender,USA,12,2,,USA,34,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,USA,17,1473,1,1,6,0,5,1,22,5,25,1,2,0,0,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,25,156,184,21,36,13,2,14,10,1,1473,,20,6,641,2,5,7,54,353,136,262,24,108,3,20,103,6,55,261,79,14,,7,126,16,601,623,757,19,1,1,785,9,38,9,17,17,4,41,65,144,11,91,227,13,386,1226,22,4,5,0,1,0,True,0,0,0,0,785,7,0.06,40,261,0,76,40,0,True,,,,40,,34,30,4,131,,1,5,4,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::8d18be11237c447ea621fcde56944492,opta:Player:4baep35yxj0df8fqwcvh7x8lx,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Adrianna,Franch,A. Franch,Goalkeeper,USA,21,1,,USA,49,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,23,2070,0,0,0,0,0,0,0,0,5,0,0,0,0,,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,261,,232,,4,,10,,2070,,6,,442,,,,2,447,7,62,28,13,,3,134,,111,256,120,,,,,,290,258,342,1,,,687,97,,5,23,23,,,3,245,1,10,120,1,380,941,1,,,0,0,0,True,0,0,0,0,687,0,0,152,256,0,384,152,0,True,,,,152,,12,,6,,,,,28,,,,,,,,,,,,,4,2,,17,80,1,24,2,82,5,241,25,57,,,,,1,1,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::f1674817643d4409ae98e3f26ec72dc4,opta:Player:54szh8526rjp2erap05ljqxud,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Mandy,Freeman,M. Freeman,Defender,USA,22,2,,USA,38,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,17,1441,0,0,4,0,0,0,14,9,2,0,2,0,0,,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,68,110,2,86,4,5,1,10,,1441,,19,4,580,1,,,21,357,49,142,27,82,6,15,96,4,73,181,202,1,1,,37,11,537,566,726,1,4,,748,32,25,10,16,17,,4,30,168,9,38,152,2,438,896,11,,9,0,0,0,True,0,0,0,0,748,0,0,43,181,0,129,43,0,True,7,,,43,,54,1,,3,,,13,6,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::dd93b82c7596495ab2b31512392e1da3,opta:Player:s4agv5e6y4vcecrakrruxlp0,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Sophie,French,S. French,Defender,USA,52,2,,USA,303,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,10,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::676004a629cb4668972a79f81ed48f2f,opta:Player:270qzf9ig52z04iu3ujnmstg4,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Ryan,Gareis,R. Gareis,Forward,USA,21,4,,USA,155,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,15,621,0,2,7,0,4,2,2,3,2,1,1,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,52,30,11,19,23,1,22,10,1,621,,8,2,145,5,4,3,27,85,44,81,8,61,1,12,84,7,18,144,11,22,9,3,59,2,139,142,222,11,3,2,225,8,4,3,6,15,3,13,32,80,5,20,70,7,67,395,9,9,3,0,0,0,True,0,0,0,0,225,3,0.29,6,144,0,25,6,0,True,,,1,6,,10,10,,36,,1,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::9bf1c42cb428498d9fc8a67d3be2d2bc,opta:Player:c3qo1xg6rwvdjwm2r7oaumjje,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Red Stars,Emily Jane,Garnier,E. Garnier,Defender,USA,29,2,,USA,280,opta:Team:dzxypx8djih58p668surbi4qm,Red Stars,CHI,Chicago Red Stars,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::f3a1675054684f099f9675ac9cf04f19,opta:Player:6fhiz0epsutfcs1xqfhcuomad,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Morgan,Gautrat,M. Gautrat,Midfielder,USA,16,3,,USA,152,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,6,319,0,0,3,0,0,0,11,1,9,0,0,0,0,,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,49,39,,12,6,,3,10,,319,,19,3,177,3,,,6,107,30,90,3,43,1,10,34,3,24,70,53,3,3,,30,4,174,176,231,,3,3,232,6,15,13,3,6,1,4,12,55,6,37,42,1,87,310,16,2,1,0,0,0,True,0,0,0,0,232,0,0,3,70,0,15,3,0,True,,,,3,,8,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::e8b700cbc6d9423f96e02372feba706c,opta:Player:7drwwysuo9wwjrun0u3gp8r85,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Valérie Marie Christelle,Gauvin,V. Gauvin,Forward,France,26,4,,FRA,247,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,USA,3,66,0,0,4,0,2,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,3,3,1,3,,,10,,66,,1,,6,,2,,5,,5,4,1,2,,,3,4,,8,2,,3,,1,,6,5,8,,2,1,9,,,,,3,,5,6,3,1,,6,,2,18,,,,0,0,0,True,0,0,0,0,9,0,0,0,8,0,1,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::0191bff1cf67427faad8dc220df83b06,opta:Player:81b0x9w893rll745d63h8uulm,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Machaela Marie,George,M. George,Defender,USA,41,2,,USA,281,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::a2231c4b1a8641628282a057d3542e66,opta:Player:cma46vvprpduachdlb2ruakx6,nwsl::Football_Team::9587b8ce40624165903b6bc9fd252634,Angel City,Vanessa,Gilles,V. Gilles,Defender,Canada,,2,,CAN,133,opta:Team:6hbfgdczbi3yg4sdpqgtu6s,Angel City,LA,Angel City,US,7,604,1,1,9,0,3,1,14,6,7,1,1,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,76,26,1,42,16,,,10,1,604,,41,4,219,1,3,,10,157,35,70,5,29,2,4,45,9,26,82,49,,,,8,2,194,201,264,2,6,,290,26,16,26,7,7,2,2,25,71,15,51,76,1,149,424,16,3,6,1,0,0,True,0,0,0,0,290,0,0.15,25,82,0,67,25,0,True,,,,25,,50,3,3,1,,,7,10,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
