season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,unsuccessful_crosses_open_play,offsides,time_played,throw_ins_to_own_player,substitute_on,successful_lay_offs,successful_launches,right_foot_goals,open_play_passes,corners_won,backward_passes,successful_crosses_corners,successful_passes_opposition_half,unsuccessful_long_passes,putthrough_blocked_distribution_won,shots_off_target_inc_woodwork,goals_conceded_outside_box,aerial_duels_lost,total_losses_of_possession,successful_passes_own_half,total_tackles,unsuccessful_short_passes,total_passes,substitute_off,total_fouls_conceded,successful_dribbles,successful_short_passes,goals_conceded_inside_box,total_shots,total_unsuccessful_passes_excl_crosses_corners,rightside_passes,key_passes_attempt_assists,unsuccessful_passes_opposition_half,blocked_shots,throw_ins_to_opposition_player,recoveries,starts,putthrough_blocked_distribution,unsuccessful_passes_own_half,touches,corners_taken_incl_short_corners,appearances,foul_attempted_tackle,ground_duels,goals_from_outside_box,forward_passes,total_touches_in_opposition_box,index,duels_won,shots_on_target_inc_goals,successful_long_passes,successful_crosses_open_play,total_fouls_won,aerial_duels_won,unsuccessful_dribbles,duels,total_clearances,unsuccessful_crosses_corners,unsuccessful_corners_into_box,handballs_conceded,ground_duels_lost,leftside_passes,goals_from_inside_box,successful_open_play_passes,total_successful_passes_excl_crosses_corners,aerial_duels,unsuccessful_lay_offs,duels_lost,tackles_lost,interceptions,ground_duels_won,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,gk_successful_distribution,unsuccessful_launches,set_pieces_goals,successful_corners_into_box,blocks,attempts_from_set_pieces,gk_unsuccessful_distribution,penalties_taken,clean_sheets,penalty_goals,penalties_conceded,own_goal_scored,clearances_off_the_line,through_balls,left_foot_goals,assists_intentional,goal_assists,headed_goals,last_man_tackle,saves_made,punches,catches,saves_made_from_outside_box,saves_made_parried,saves_made_from_inside_box,penalties_faced,saves_made_caught,crosses_not_claimed,goalkeeper_smother,drops,penalties_saved,saves_from_penalty,total_red_cards,red_cards_2nd_yellow,foul_won_penalty,other_goals,penalties_off_target,straight_red_cards
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::b6c8507c7df04dd283cf16d546d78a2d,opta:Player:1to70vfsch5kwvw3kjgo1iggl,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Hayley,Raso,H. Raso,Forward,Australia,20,4,,AUS,125,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,21,765,0,2,9,0,3,2,6,18,22,8,3,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,765,4,15,1,,,182,10,38,5,72,11,13,6,1,4,154,40,15,65,183,3,18,5,98,9,9,76,70,4,89,6,3,31,6,22,15,358,,21,15,88,,51,23,10,43,3,9,5,22,1,4,93,3,28,,,46,24,,106,107,5,,50,9,6,42,True,0,0,0,0,183,5,0.24,9,154,0,20,9,0,True,,1,,,1,,,,1,,,,,,,2,2,,,,,,,,,,,,,,,,,,1,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::94de57f74c554630b9abe7bc1bd588f9,opta:Player:42vdmyzhg3m7or9duzcuwkusp,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Brittany,Ratcliffe,B. Ratcliffe,Forward,USA,13,4,,USA,136,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,US,15,546,0,0,7,0,1,0,5,8,8,1,3,0,0,,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,546,3,10,,,,133,,30,4,45,9,3,6,6,6,96,40,7,44,134,3,8,1,74,14,7,53,32,2,52,1,1,30,5,6,10,225,,15,6,45,,46,14,10,18,1,7,4,8,2,3,53,3,9,,,29,26,,80,81,8,1,35,2,7,16,True,0,0,0,0,134,4,0,7,96,0,16,7,0,True,,2,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::2ecd4900f8a1402abc403961590fac84,opta:Player:4u9yg2qjwd0qydbpvlb7ov5d5,nwsl::Football_Team::73ef53968527477284cdd9823cb9d5b4,FC Kansas City,Brianne Taylor,Reed Pérez,B. Reed,Defender,Dominican Republic,22,2,,DOM,135,opta:Team:84o73tduvg052h5xf8fp1kfpe,Kansas,KC,FC Kansas City,USA,7,441,0,0,0,0,0,0,12,3,3,0,1,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,441,41,2,,1,,133,,11,1,40,16,4,,1,3,90,45,14,34,134,1,3,3,80,6,,50,2,2,41,,14,14,5,9,17,278,,7,1,36,,67,1,10,23,,4,1,3,3,1,42,12,8,,,16,54,,83,84,6,,19,2,13,20,True,0,0,0,0,134,1,0,4,90,0,20,4,0,True,1,7,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::7db5847746a4400c82ce7aca3ed31c03,opta:Player:2usg5n5edeznax3nybdta11x,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Katherine,Reynolds,K. Reynolds,Defender,USA,2,2,,USA,36,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,21,1777,0,1,1,0,1,1,28,10,7,0,1,0,0,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,1777,97,2,,13,,575,6,97,13,144,68,9,,2,14,307,270,35,128,597,1,10,,350,19,1,196,51,8,129,,81,62,19,19,78,1003,,21,5,56,,299,,10,58,1,51,11,7,16,,86,69,11,,1,14,150,,389,401,30,,28,7,33,42,True,0,0,0,0,597,11,0.05,51,307,0,119,51,0,True,2,29,,,6,,,,7,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::3292cbf704274a5e8edf5b5c0e87d286,opta:Player:9b2nk8ea3u2xq26so3s32mhnt,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Kim,Reynolds,K. Reynolds,Midfielder,USA,20,3,,USA,200,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::a521ca53bbad40bcb72eaced43f010ba,opta:Player:bzjba96lqdaeqx69jv8fgqndh,nwsl::Football_Team::73ef53968527477284cdd9823cb9d5b4,FC Kansas City,Domi,Richardson,D. Richardson,Midfielder,USA,21,3,,USA,175,opta:Team:84o73tduvg052h5xf8fp1kfpe,Kansas,KC,FC Kansas City,US,2,54,0,0,2,0,1,0,1,2,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,54,,2,,1,,21,,1,,8,4,4,1,1,2,13,5,1,5,22,,2,,11,,2,9,4,,7,,1,2,,5,2,36,,2,1,4,,14,1,10,3,1,2,,,2,,8,1,,,,3,3,,12,13,4,,5,,1,1,True,0,0,0,0,22,0,0,2,13,0,6,2,0,True,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::4a2f22e74e874b8bbdf2f73dec08a844,opta:Player:6zzk0lgja87zs45h8btgheled,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Cari,Roccaro,C. Onwualu,Midfielder,USA,4,3,,USA,54,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,15,1267,0,0,1,0,0,0,17,6,2,0,2,0,0,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1267,2,1,1,9,,479,,36,1,92,59,4,1,4,15,137,273,18,65,488,,6,3,335,17,1,124,123,,65,1,2,52,14,12,59,650,1,15,4,39,,225,1,10,36,,29,,2,13,,67,69,,,,16,104,,355,364,28,,31,1,15,23,True,0,0,0,0,488,0,0,29,137,0,88,29,0,True,,40,,1,13,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::d26ab10911784942af84b05df8bd13e9,opta:Player:cjo51u6ubejxoge2h9y0i70mh,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Red Stars,Rebekah,Roller,R. Roller,Midfielder,USA,21,3,,USA,201,opta:Team:dzxypx8djih58p668surbi4qm,Red Stars,CHI,Chicago Red Stars,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::a6c0efffeb8b4c7f91b476b0c05fb981,opta:Player:bhi600w12mqfgegknbazlq8yx,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Haley,Rosen,H. Rosen,Forward,USA,29,4,,USA,202,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::e51b4111833f48188a8a8ccd3eccef3e,opta:Player:13j5u22ax72ht01q8s4zlgvkl,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Angela,Salem,A. Salem,Midfielder,USA,6,3,,USA,18,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,19,1700,1,0,12,0,6,0,32,8,13,0,1,0,0,,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,1700,3,,9,8,,762,1,106,5,288,43,9,6,8,18,273,280,41,173,779,2,8,1,518,34,12,216,171,15,158,2,2,87,19,25,63,1018,2,19,5,91,,339,8,10,75,6,45,2,13,22,1,131,27,5,,,38,163,1,552,563,40,,56,9,45,53,True,0,0,0,0,779,2,0,45,273,0,88,45,0,True,1,13,,2,3,1,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::616eb47915e54cd58ab661653d50beaa,opta:Player:ap8blhpe3ivv4nxs8jnki3m51,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Lianne,Sanderson,L. Sanderson,Forward,England,99,4,,ENG,6,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,34,2240,10,2,40,0,26,2,26,21,44,6,0,0,0,,32,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,2240,8,12,2,4,8,958,17,160,24,444,59,16,14,8,24,622,210,30,305,994,14,21,18,578,24,40,364,224,42,406,22,,192,22,46,42,1487,38,34,17,227,2,472,66,20,110,26,52,8,44,28,4,279,4,84,22,2,145,138,8,604,630,52,6,169,4,10,82,True,0,0,0,0,994,8,0.08,52,622,0,111,52,0,True,,8,2,12,,6,,,,,,,,6,2,,2,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::862f82d43a1943c0b7eba7d7983a2c73,opta:Player:dpi1jk3r0cyn9f9ote89781jp,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Becky,Sauerbrunn,B. Sauerbrunn,Defender,USA,4,2,,USA,32,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,US,14,1260,1,0,3,0,2,0,16,6,4,0,1,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,1260,9,,,10,,592,1,48,2,130,48,5,1,3,10,161,373,16,88,637,,6,3,451,10,3,136,172,4,76,,6,59,14,9,65,821,1,14,4,39,,314,7,10,35,2,50,,4,13,1,62,62,5,,1,17,103,1,472,501,23,,27,,28,22,True,0,0,0,0,637,0,0,50,161,0,98,50,0,True,6,23,,1,7,,1,,4,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::036483db51b3429a90a68e3e6c0f75eb,opta:Player:727ug6ekr7vx5yvmfvslyyhud,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Kaitlyn,Savage,K. Savage,Goalkeeper,USA,25,1,,USA,141,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,4,360,0,0,0,0,0,0,0,0,1,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,360,,,,6,,51,,,,6,38,,,,,40,71,,,115,,,,54,8,,38,24,,14,,,42,4,,24,155,,4,,,,71,,10,1,,23,,1,1,,1,3,,,,,20,,38,77,1,,,,,,True,0,0,0,0,115,0,0,23,40,0,61,23,0,True,45,14,,,,,14,,,,,,,,,,,,,15,2,,8,2,7,1,1,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::e0d6574b0619419fbfba2f5d1f0e03ce,opta:Player:cyll5w5z80hofw2gjqtyp9nmx,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Kate,Scheele,K. Scheele,Goalkeeper,USA,31,1,,USA,203,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::a32f328f69a548a19d3bcbfeacdecfb3,opta:Player:1auuytgq99drzjfyb3mr7e579,nwsl::Football_Team::60d7d72f0a134943921fee199cca61a2,Boston Breakers,Louise,Schillgard,L. Schillgard,Midfielder,Sweden,10,3,,SWE,59,opta:Team:b8b7m094941l37s57ky5qydje,Breakers,BOS,Boston Breakers,USA,18,1428,1,2,5,0,4,2,29,32,7,4,4,0,0,,37,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,1428,10,2,1,5,,441,10,104,15,197,41,10,1,7,16,310,118,40,122,463,4,32,7,273,30,5,163,62,18,192,3,4,75,16,23,26,760,31,18,26,139,,185,17,10,62,4,27,9,7,9,1,164,14,55,25,3,86,112,1,287,300,25,,102,11,19,53,True,0,0,0,0,463,9,0.13,27,310,0,68,27,0,True,,13,,5,,2,,1,2,1,,,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::a023df4ded9c4e7da3c921e09c30d0a4,opta:Player:2q4e2x3afyznk9m3x4eqct8lx,nwsl::Football_Team::60d7d72f0a134943921fee199cca61a2,Boston Breakers,Katie,Schoepfer,K. Schoepfer,Midfielder,USA,12,3,,USA,116,opta:Team:b8b7m094941l37s57ky5qydje,Breakers,BOS,Boston Breakers,USA,12,597,1,0,9,0,5,0,10,5,2,1,1,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,597,,4,,,1,200,1,33,1,73,23,9,4,,7,77,64,12,45,204,8,5,1,122,12,9,68,52,4,48,5,,33,8,13,21,270,,12,5,28,1,81,10,10,24,5,14,1,2,9,,44,7,1,,,13,38,,135,136,16,,20,2,6,15,True,0,0,0,0,204,1,0,14,77,0,37,14,0,True,,9,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::8a0b9a0200584551b973023d1a703214,opta:Player:9xkkse9afibfr9wtbmj9oy76d,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Danielle,Schulmann,D. Schulmann,Forward,Israel,88,4,,ISR,180,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,3,42,0,0,1,0,1,0,0,1,4,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,42,1,3,,,,11,1,6,,3,,1,,,1,5,5,,3,11,,1,1,8,1,1,3,2,,3,,1,,,1,1,24,,3,1,6,,3,2,10,5,1,,,4,,,7,1,1,,,1,,,8,8,1,,2,,1,5,True,0,0,0,0,11,0,0,0,5,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::49ca2364454b4dcca0af07701eb25f37,opta:Player:crb7pjgi8lk6cm1hfsbn1m95h,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Meleana,Shim,M. Shim,Midfielder,USA,6,3,,USA,103,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,14,812,0,1,4,0,2,1,12,10,2,1,1,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,812,4,5,1,,,265,1,52,3,109,18,5,2,1,5,104,88,17,59,271,5,10,2,167,11,4,77,41,5,63,5,,38,9,10,21,361,5,14,8,42,,100,6,10,22,2,27,1,2,1,1,48,8,7,3,,21,78,,190,194,6,,26,5,7,21,True,0,0,0,0,271,1,0.11,27,104,0,45,27,0,True,,5,,2,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::20a348ec2f4a4ef2a9d8ceb12bc7a995,opta:Player:xszetkxjaqv797w5i6sskbth,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Line,Sigvardsen Jensen,L. Jensen,Midfielder,Denmark,7,3,,DNK,156,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,3,141,0,0,0,0,0,0,3,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,141,,1,1,,,58,,14,,18,2,,,,,23,23,4,17,60,1,,,41,3,,19,16,,9,,,8,2,3,10,73,,3,,5,,24,,10,4,,,,,,,5,2,,,,1,6,,39,41,,,1,1,1,4,True,0,0,0,0,60,0,0,0,23,0,2,0,0,True,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::7838237f6d1542b4b9e612e86deaef4f,opta:Player:5xs3fno88r4uud3323fg5151x,nwsl::Football_Team::73ef53968527477284cdd9823cb9d5b4,FC Kansas City,Frances,Silva,F. Silva,Forward,USA,11,4,,USA,99,opta:Team:84o73tduvg052h5xf8fp1kfpe,Kansas,KC,FC Kansas City,USA,19,990,2,0,13,0,4,0,15,16,19,3,1,0,0,,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,990,9,9,8,,1,289,2,73,,112,6,9,9,2,25,156,96,18,81,295,5,16,8,199,9,13,87,61,15,72,3,2,42,10,18,22,469,1,19,9,93,,106,30,10,63,4,9,,19,22,3,140,9,7,1,,52,55,2,203,208,47,1,77,3,5,41,True,0,0,0,0,295,0,0,9,156,0,15,9,0,True,,,,,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::342752a422da44fba4a4652e65a674db,opta:Player:1l9ywk95rm7fgpc8nrtsxos0l,nwsl::Football_Team::60d7d72f0a134943921fee199cca61a2,Boston Breakers,Kyah,Simon,K. Simon,Forward,Australia,17,4,,AUS,77,opta:Team:b8b7m094941l37s57ky5qydje,Breakers,BOS,Boston Breakers,US,17,1292,1,1,20,0,7,1,10,15,14,4,1,0,0,,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,1292,2,3,3,1,1,369,6,104,7,157,19,8,13,5,12,209,108,14,108,385,3,15,8,231,31,20,127,95,14,114,10,2,45,14,19,29,590,1,17,11,82,,115,33,10,43,7,27,7,14,11,4,105,10,16,1,1,50,71,1,245,258,23,,62,4,11,32,True,0,0,0,0,385,7,0.07,27,209,0,46,27,0,True,,5,,,5,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::5a6f7e6db998474394142dcde118b954,opta:Player:cfx9wllh2x6ozkvqxusa3sl3p,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Christine,Sinclair,C. Sinclair,Forward,Canada,12,4,,CAN,102,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,US,12,946,7,2,20,0,15,2,7,6,5,7,0,0,0,,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,946,1,1,1,,4,262,3,80,4,133,6,5,5,2,10,128,74,7,67,276,5,6,2,190,8,20,73,67,12,63,4,,34,11,6,17,391,,12,5,45,2,69,34,10,19,15,13,4,5,6,,61,1,7,,,32,60,5,191,203,16,,42,,4,13,True,0,0,0,0,276,4,0.19,13,128,0,19,13,0,True,,,,,,1,,,2,,,,,3,2,2,2,,,,,,,,,,,,,,,,,,,1,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::8f9c19d9c3a349a5a99b9a04b198ce1e,opta:Player:c022ykqwx94wo9bt6zybdw0r9,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Jennifer,Skogerboe,J. Skogerboe,Midfielder,USA,28,3,,USA,153,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,3,210,0,0,0,0,0,0,5,2,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,210,11,1,,,,66,,7,,21,8,2,,,3,32,24,5,13,66,1,2,,41,3,,21,10,1,16,,4,9,2,6,6,109,,3,,15,,38,,10,6,,4,,,1,,19,5,1,,,10,11,,45,45,4,,13,,4,5,True,0,0,0,0,66,0,0,4,32,0,12,4,0,True,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::9eb566fe822242e884ea5cb35f4e840b,opta:Player:2yz67zwi8fxis6fhy9gjhvppl,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Erica Marie,Skroski,E. Skroski,Defender,USA,8,2,,USA,28,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,20,1798,1,0,2,0,1,0,21,10,3,1,0,0,0,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1798,114,,,3,,641,2,80,4,177,38,9,1,6,7,256,324,21,118,653,1,10,7,474,24,2,156,72,5,91,1,46,69,20,24,81,1028,,20,7,59,,311,6,10,34,1,23,4,3,4,,70,54,16,,2,29,190,1,485,497,11,,36,,28,30,True,0,0,0,0,653,4,0,23,256,0,61,23,0,True,1,16,,,5,,,,5,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::069ed982d6424685a66f8ff0df38503d,opta:Player:e73jbnexjfe3hfqijh60z4ag9,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Red Stars,Brianna,Smallidge,B. Smallidge,Goalkeeper,USA,33,1,,USA,204,opta:Team:dzxypx8djih58p668surbi4qm,Red Stars,CHI,Chicago Red Stars,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
