season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,unsuccessful_crosses_open_play,offsides,time_played,throw_ins_to_own_player,substitute_on,successful_lay_offs,successful_launches,right_foot_goals,open_play_passes,corners_won,backward_passes,successful_crosses_corners,successful_passes_opposition_half,unsuccessful_long_passes,putthrough_blocked_distribution_won,shots_off_target_inc_woodwork,goals_conceded_outside_box,aerial_duels_lost,total_losses_of_possession,successful_passes_own_half,total_tackles,unsuccessful_short_passes,total_passes,substitute_off,total_fouls_conceded,successful_dribbles,successful_short_passes,goals_conceded_inside_box,total_shots,total_unsuccessful_passes_excl_crosses_corners,rightside_passes,key_passes_attempt_assists,unsuccessful_passes_opposition_half,blocked_shots,throw_ins_to_opposition_player,recoveries,starts,putthrough_blocked_distribution,unsuccessful_passes_own_half,touches,corners_taken_incl_short_corners,appearances,foul_attempted_tackle,ground_duels,goals_from_outside_box,forward_passes,total_touches_in_opposition_box,index,duels_won,shots_on_target_inc_goals,successful_long_passes,successful_crosses_open_play,total_fouls_won,aerial_duels_won,unsuccessful_dribbles,duels,total_clearances,unsuccessful_crosses_corners,unsuccessful_corners_into_box,handballs_conceded,ground_duels_lost,leftside_passes,goals_from_inside_box,successful_open_play_passes,total_successful_passes_excl_crosses_corners,aerial_duels,unsuccessful_lay_offs,duels_lost,tackles_lost,interceptions,ground_duels_won,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,gk_successful_distribution,unsuccessful_launches,set_pieces_goals,successful_corners_into_box,blocks,attempts_from_set_pieces,gk_unsuccessful_distribution,penalties_taken,clean_sheets,penalty_goals,penalties_conceded,own_goal_scored,clearances_off_the_line,through_balls,left_foot_goals,assists_intentional,goal_assists,headed_goals,last_man_tackle,saves_made,punches,catches,saves_made_from_outside_box,saves_made_parried,saves_made_from_inside_box,penalties_faced,saves_made_caught,crosses_not_claimed,goalkeeper_smother,drops,penalties_saved,saves_from_penalty,total_red_cards,red_cards_2nd_yellow,foul_won_penalty,other_goals,penalties_off_target,straight_red_cards
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::2d5220ee0bf441808654b13a78437aec,opta:Player:9hs0hutntgdjklszqisxozend,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Megan,Montefusco,M. Montefusco,Defender,USA,5,2,,USA,33,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,17,1467,0,1,1,0,0,1,15,11,6,0,2,0,0,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1467,7,1,,7,,616,1,36,,113,62,1,1,4,9,164,372,19,87,634,1,11,2,427,11,1,149,147,2,84,,1,72,16,7,65,810,,17,6,45,,263,7,10,44,,58,,6,18,1,72,66,,,,19,188,,473,485,27,,28,4,30,26,True,0,0,0,0,634,0,0.06,58,164,0,120,58,0,True,,25,,,10,,,,7,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::ed0f702b0595434bb2b6557f4c754bdc,opta:Player:dpccd9frf3tg68yzcpou513h1,nwsl::Football_Team::73ef53968527477284cdd9823cb9d5b4,FC Kansas City,Rebecca,Moros,R. Moros,Midfielder,USA,3,3,,USA,19,opta:Team:84o73tduvg052h5xf8fp1kfpe,Kansas,KC,FC Kansas City,US,17,1521,0,2,6,0,2,2,40,17,6,0,0,0,0,,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,1521,85,,2,8,,735,3,44,2,205,61,11,4,5,7,262,364,43,135,763,2,17,8,524,21,6,196,203,8,131,1,21,81,17,18,76,1083,,17,11,101,,428,3,10,63,2,43,2,6,7,3,115,37,11,,1,45,88,,544,567,14,,52,3,29,56,True,0,0,0,0,763,2,0.12,43,262,0,104,43,0,True,,25,,,6,,,,2,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::5fc1b3b61f604e8fb3ca8fe5a154cde9,opta:Player:1uf4321zvio3hrwfu4z4jxp7t,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Kylie,Nadaner,K. Nadaner,Defender,USA,3,2,,USA,138,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,7,343,0,0,0,0,0,0,13,7,3,0,0,0,0,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,343,23,4,,1,,123,2,19,1,38,8,2,,1,5,55,55,14,26,126,1,7,2,88,14,,34,46,,29,,5,13,3,4,8,213,,7,6,39,,54,2,10,22,,4,1,3,3,,47,9,3,,,20,7,,90,92,8,,25,1,8,19,True,0,0,0,0,126,1,0,4,55,0,12,4,0,True,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::88c5b077207445b1bba6ff487212c2a2,opta:Player:a9ds5lw4ekhfjzmlpax91mdw5,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Nadia,Nadim,N. Nadim,Forward,Denmark,9,4,,DNK,64,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,NJ/NY Gotham FC,US,21,1719,9,3,35,0,16,3,14,36,22,21,4,0,0,,19,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,1719,5,,5,,4,438,16,125,12,202,18,9,19,3,25,300,119,20,130,457,13,36,10,299,16,35,148,76,11,143,7,2,66,21,24,38,778,13,21,22,146,,117,78,10,75,16,10,6,22,29,7,200,7,33,9,1,100,139,9,292,309,54,2,125,6,19,46,True,0,0,0,0,457,6,0.16,10,300,0,28,10,0,True,,4,,4,2,3,,4,2,4,,,,1,1,3,3,4,,,,,,,,,,,,,,,,,1,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::57fe0d4b80e74d1fa6fc56aab0db25ad,opta:Player:cbhcuvuqi3gxgln6n463vz9at,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Alyssa,Naeher,A. Naeher,Goalkeeper,USA,1,1,,USA,57,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,14,1290,0,0,0,0,0,0,0,1,1,0,0,0,0,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1290,,,,36,,273,,1,,33,201,,,2,1,214,223,,7,464,,1,,170,13,,208,48,1,124,,1,158,14,,84,617,,14,,1,,337,,10,1,,86,,1,,,2,16,,,,,78,,181,256,1,,1,,1,1,True,0,0,0,0,464,0,0,86,214,0,287,86,0,True,127,110,,,,,71,,6,,,,,,,,,,,35,9,21,10,9,25,2,6,1,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::c78a57f425bc49a4b20f936d22cdb37e,opta:Player:4tgpaf43xg2ehk4u4bkt8k2c5,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Christine Marie,Nairn,C. Nairn,Midfielder,USA,7,3,,USA,12,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,22,1858,3,4,33,0,12,4,8,8,18,1,2,0,0,,23,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1858,12,2,25,3,1,813,15,137,34,411,64,9,21,5,7,387,251,14,167,859,5,8,7,566,18,33,231,200,36,288,11,2,102,20,17,43,1196,93,22,7,78,1,328,14,10,43,12,62,3,18,4,,89,7,100,66,1,39,194,2,606,628,11,1,46,6,17,39,True,0,0,0,0,859,3,0.19,62,387,0,126,62,0,True,,10,,23,1,6,,2,3,1,1,,1,4,2,3,4,,,,,,,,,,,,,,,,,,,,1,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::28f72367a5b845e389addfb1b2d4dc6d,opta:Player:bm0sk7z0mcywoax9eh1ud8out,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Erin Nicole,Nayler,E. Nayler,Goalkeeper,New Zealand,0,1,,NZL,197,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::c883183ca8884f259e9f0558d7cce52b,opta:Player:ekmq346h5bjhscz7jjazcdexh,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Ashley,Nick,A. Nick,Midfielder,USA,16,3,,USA,167,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,3,103,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,103,,2,,,,33,,4,,11,1,2,,,1,7,16,1,5,33,1,1,,26,,,6,9,1,5,,,2,1,2,1,40,,3,1,5,,11,1,10,1,,1,,,,,6,1,,,,4,9,,27,27,1,,5,,2,1,True,0,0,0,0,33,0,0,1,7,0,2,1,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::37c762eb698644fa88b9cb94cf4f0940,opta:Player:8ruvr2jnsfdub02rdh8q88s89,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Paige,Nielsen,P. Nielsen,Defender,USA,7,2,,USA,179,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,2,26,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,26,2,2,,,,12,,5,,6,1,,1,,,8,3,,2,12,,,1,9,,1,3,1,,5,,1,1,,,1,23,,2,,2,,5,1,10,1,,,,,,,2,,3,,,1,1,,9,9,,,1,,2,1,True,0,0,0,0,12,0,0,0,8,0,1,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::d45e691f55954ad8b1a3d6140395a21f,opta:Player:8zvw0x4u5a7kqmkb9eup12ms5,nwsl::Football_Team::60d7d72f0a134943921fee199cca61a2,Boston Breakers,Eunice,Nketiah Beckmann,E. Beckmann,Forward,Germany,99,4,,DEU,124,opta:Team:b8b7m094941l37s57ky5qydje,Breakers,BOS,Boston Breakers,USA,11,658,0,1,16,0,6,1,4,18,9,2,3,0,0,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,658,1,3,8,,,182,6,59,1,65,6,4,10,2,10,127,65,7,52,187,8,18,7,119,22,16,58,43,6,56,3,1,32,8,9,11,319,1,11,9,84,,55,19,10,27,6,10,,9,5,3,99,2,9,1,,62,30,,124,129,15,1,72,3,3,22,True,0,0,0,0,187,0,0.14,10,127,0,16,10,0,True,,3,,,,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::6a8196684e034ab5855c3d2768858ae8,opta:Player:7qw3tekwnmsv6i4u3i0qcpjv9,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Kelley,O'Hara,K. O'Hara,Defender,USA,5,2,,USA,61,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,12,1033,1,2,16,0,5,2,19,12,14,8,1,0,0,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,1033,49,1,1,2,1,443,13,51,24,176,33,6,11,3,1,263,173,23,102,460,,12,3,302,15,16,135,135,18,143,3,44,48,11,19,42,788,36,12,11,72,1,197,20,10,41,5,23,13,14,1,,74,14,50,23,,32,77,,316,325,2,,33,4,23,40,True,0,0,0,0,460,13,0.17,23,263,0,56,23,0,True,,9,,11,2,4,1,,3,,,,,,,2,2,,,,,,,,,,,,,,,,,,3,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::82c932c2fcd7425ca7505112c27b1c6b,opta:Player:3beshocpsefo41ue002l0mx1x,nwsl::Football_Team::73ef53968527477284cdd9823cb9d5b4,FC Kansas City,Heather,O'Reilly,H. O'Reilly,Midfielder,USA,9,3,,USA,80,opta:Team:84o73tduvg052h5xf8fp1kfpe,Kansas,KC,FC Kansas City,US,14,1206,1,2,20,0,8,2,13,12,12,10,2,0,0,,13,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,10,1206,6,,,,1,343,20,87,25,164,28,5,12,3,4,250,105,14,89,361,4,12,6,227,10,20,117,52,19,166,10,3,46,14,11,21,619,54,14,10,83,,113,55,10,37,8,17,14,12,6,5,93,2,70,36,,52,109,1,233,244,10,,56,1,12,31,True,0,0,0,0,361,14,0.15,17,250,0,45,17,0,True,,3,,11,,,,2,3,1,,,,1,,2,2,,,,,,,,,,,,,,,,,,,,1,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::5b6fb826402949fea0f5c225be04c74a,opta:Player:aa5u416jhzznhhtqp293019zp,nwsl::Football_Team::60d7d72f0a134943921fee199cca61a2,Boston Breakers,Julie,O'Toole King,J. King,Defender,USA,8,2,,USA,51,opta:Team:b8b7m094941l37s57ky5qydje,Breakers,BOS,Boston Breakers,US,18,1524,2,1,9,0,5,1,29,19,5,2,5,0,0,,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1524,90,1,,7,,481,6,43,7,148,60,8,4,7,14,296,189,36,105,495,3,19,7,301,30,9,165,32,8,125,,75,60,17,14,56,924,1,18,9,91,,291,15,10,66,5,29,6,5,21,2,126,52,16,,1,46,129,2,325,330,35,,60,7,51,45,True,0,0,0,0,495,6,0.06,29,296,0,89,29,0,True,,29,,1,6,,,,3,,1,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::a8cdacea151e4f6a8fc00cb7c839db97,opta:Player:99w85u54at2xn22esdyb39905,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Stephanie,Ochs,S. Ochs,Defender,USA,22,2,,USA,140,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,12,381,0,2,5,0,3,2,13,4,4,2,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,381,12,9,,1,,119,3,16,7,46,7,3,2,3,3,88,31,15,42,119,3,4,1,66,4,5,49,21,6,41,3,5,16,3,15,20,223,4,12,3,38,,58,10,10,23,3,4,6,4,4,1,45,6,12,3,1,19,24,,70,70,7,,22,2,5,19,True,0,0,0,0,119,6,0.47,4,88,0,11,4,0,True,,3,,1,,,,,,,,,,1,,1,2,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::a44bce02f4154f0e8f0cb4fabb2d1509,opta:Player:cchlo92ap1l7r1ithdfs1phat,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Francisca,Ordega,F. Ordega,Forward,Nigeria,14,4,,NGA,108,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,15,857,3,1,13,0,7,1,16,15,21,14,1,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,857,,6,9,,3,223,16,72,3,90,6,11,6,2,16,193,38,16,98,229,7,15,8,118,8,13,104,47,10,106,7,,27,9,21,21,414,,15,8,94,,62,37,10,50,7,7,3,21,5,4,115,4,23,,1,49,48,3,121,125,21,2,65,,3,45,True,0,0,0,0,229,3,0.11,7,193,0,13,7,0,True,,2,,,1,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::fae5abc7139347d3903574453693d2a1,opta:Player:6lkhq3gjsisowzlan07oeid49,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Allison,Palisch,A. Palisch,Midfielder,Republic of Ireland,21,3,,IRL,198,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::4cf745860f0a4d5da3b3b0a875d7245d,opta:Player:4tyjjtvdpd6d7eb15dzn4cxjp,nwsl::Football_Team::73ef53968527477284cdd9823cb9d5b4,FC Kansas City,Catherine,Parkhill,C. Parkhill,Goalkeeper,USA,19,1,,USA,199,opta:Team:84o73tduvg052h5xf8fp1kfpe,Kansas,KC,FC Kansas City,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::ca11498392684f8690ad8b848254f93e,opta:Player:d3mt8jt1xcruhtvz9ou390m39,nwsl::Football_Team::60d7d72f0a134943921fee199cca61a2,Boston Breakers,Mollie Elizabeth,Pathman,M. Pathman,Defender,USA,20,2,,USA,93,opta:Team:b8b7m094941l37s57ky5qydje,Breakers,BOS,Boston Breakers,US,13,1055,1,0,2,0,1,0,14,6,8,0,0,0,0,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,1055,89,1,,5,,306,3,45,11,108,48,6,1,5,3,193,108,21,61,314,2,6,4,187,16,2,109,91,10,106,,31,33,12,18,28,625,2,13,3,52,,166,3,10,38,1,18,10,8,5,2,60,37,25,1,1,19,12,1,199,205,8,,22,7,19,33,True,0,0,0,0,314,10,0,18,193,0,66,18,0,True,,28,,1,1,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::6f1a3b3b9e0447f0aaffa25a360d29ee,opta:Player:6zvfcc67po0ofvl1twrv13tg5,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Carson,Pickett,C. Pickett,Defender,USA,19,2,,USA,78,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,15,841,0,1,5,0,2,1,9,3,2,0,0,1,0,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,841,10,7,,4,,374,3,65,5,141,24,9,3,,4,155,129,11,89,378,2,3,1,242,11,5,113,130,5,95,,,31,8,17,35,498,,15,2,31,,153,5,10,20,2,23,5,2,7,2,42,11,17,,,18,30,,261,265,11,,22,2,13,13,True,0,0,0,0,378,5,0.11,23,155,0,47,23,0,True,,4,,,1,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,1
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::4623f15aa53a424dbc74e515bc3a1587,opta:Player:4u1t85rdp5o0ficalv26x4t05,nwsl::Football_Team::f293999870b84052be7faf214317b3e9,Western New York Flash,Toni,Pressley,T. Pressley,Defender,USA,23,2,,USA,46,opta:Team:1e01hujrb8e4teqkouqsi6qqc,Flash,WNY,Western New York Flash,US,14,1028,0,0,8,0,1,0,18,12,2,1,3,0,0,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1028,13,3,,12,,520,,23,2,119,104,6,7,2,7,196,249,23,78,548,2,12,3,309,18,8,182,160,3,130,2,3,44,11,13,57,728,4,14,9,46,,304,6,10,49,1,57,1,2,21,1,74,56,5,2,1,18,61,,351,366,28,,25,5,23,28,True,0,0,0,0,548,1,0,57,196,0,161,57,0,True,,49,,1,13,5,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::090a30db5372486db8345147ef78c636,opta:Player:7k1gsigy973ymai9fjszwgctl,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Cambria Danielle,Privett,C. Privett,Midfielder,USA,23,3,,USA,68,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,15,1056,0,0,3,0,1,0,24,9,7,1,1,0,0,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1056,26,4,,5,,440,1,39,1,104,42,3,2,3,13,155,219,31,83,447,,9,4,288,17,3,125,77,1,79,,9,62,11,13,52,605,,15,6,59,,219,6,10,56,1,34,1,7,17,1,89,21,6,,,20,112,,316,322,30,,33,7,26,39,True,0,0,0,0,447,1,0,34,155,0,76,34,0,True,,13,,,1,,,,2,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::ae4ab3b2afd047a0891e3e4893c032f0,opta:Player:68g9vqxqlyfc0k09k5d2suj8p,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Red Stars,Courtney,Raetzman,C. Raetzman,Midfielder,USA,15,3,,USA,174,opta:Team:dzxypx8djih58p668surbi4qm,Red Stars,CHI,Chicago Red Stars,USA,6,52,0,0,0,0,0,0,3,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,52,,6,,,,22,1,4,,10,1,,,,1,7,6,4,5,22,,1,1,16,,,6,4,,6,,,1,,,,31,,6,,8,,10,2,10,5,,,,,,,9,,,,,3,4,,16,16,1,,4,1,1,5,True,0,0,0,0,22,0,0,0,7,0,1,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::8d5a2fff95844e73b3e75028003253b7,opta:Player:ewrbjweda4l3ihdx1zjk7avh1,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Christie Patricia,Rampone Pearce,C. Pearce,Defender,USA,3,2,,USA,15,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,NJ/NY Gotham FC,US,20,1800,0,0,2,0,0,0,20,5,12,1,1,0,0,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1800,6,,,19,,787,3,47,1,137,59,9,2,6,6,209,506,27,125,826,,5,3,573,24,2,184,225,4,99,,1,73,20,13,91,1084,,20,3,58,,406,5,10,47,,69,1,12,5,,69,92,6,,,16,148,,615,642,11,,22,7,34,42,True,0,0,0,0,826,1,0,69,209,0,128,69,0,True,,24,,,15,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,nwsl::Football_Season::d2c9690effda46f698b046887407d1e7,nwsl::Football_Player::1ba6539b8bae4c74add5dcd2b9be47aa,opta:Player:29vjl1iba9rz14yd1g9qi4pn9,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Megan,Rapinoe,M. Rapinoe,Forward,USA,15,4,,USA,144,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,5,205,1,1,7,0,5,1,2,4,2,2,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,205,7,3,1,1,,87,2,17,4,41,6,3,2,1,1,54,23,3,24,90,2,4,2,54,4,7,30,37,4,32,2,4,12,2,6,5,151,3,5,4,19,,28,12,10,8,5,6,3,2,1,,21,1,7,1,,12,8,1,57,60,2,,13,1,4,7,True,0,0,0,0,90,3,0.44,6,54,0,12,6,0,True,,,,1,,1,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
