season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,unsuccessful_crosses_open_play,offsides,time_played,throw_ins_to_own_player,substitute_on,successful_launches,open_play_passes,corners_won,backward_passes,successful_crosses_corners,successful_passes_opposition_half,unsuccessful_launches,unsuccessful_long_passes,putthrough_blocked_distribution_won,goals_conceded_outside_box,aerial_duels_lost,total_losses_of_possession,successful_passes_own_half,total_tackles,unsuccessful_short_passes,total_passes,substitute_off,total_fouls_conceded,successful_dribbles,successful_short_passes,goals_conceded_inside_box,total_shots,total_unsuccessful_passes_excl_crosses_corners,rightside_passes,key_passes_attempt_assists,unsuccessful_passes_opposition_half,blocked_shots,throw_ins_to_opposition_player,recoveries,starts,putthrough_blocked_distribution,unsuccessful_passes_own_half,touches,appearances,foul_attempted_tackle,ground_duels,forward_passes,total_touches_in_opposition_box,index,duels_won,shots_on_target_inc_goals,successful_long_passes,successful_crosses_open_play,total_fouls_won,aerial_duels_won,unsuccessful_dribbles,duels,total_clearances,unsuccessful_crosses_corners,ground_duels_lost,leftside_passes,successful_open_play_passes,total_successful_passes_excl_crosses_corners,aerial_duels,clean_sheets,duels_lost,tackles_lost,interceptions,ground_duels_won,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,penalties_conceded,successful_lay_offs,shots_off_target_inc_woodwork,successful_corners_into_box,corners_taken_incl_short_corners,catches,unsuccessful_corners_into_box,handballs_conceded,own_goal_scored,penalty_goals_conceded,blocks,saves_made,gk_successful_distribution,punches,goalkeeper_smother,saves_made_from_outside_box,saves_made_parried,saves_made_from_inside_box,penalties_faced,saves_made_caught,gk_unsuccessful_distribution,unsuccessful_lay_offs,winning_goal,drops,right_foot_goals,left_foot_goals,headed_goals,second_goal_assists,assists_intentional,goals_from_inside_box,penalties_taken,goal_assists,through_balls,times_tackled,attempts_from_set_pieces,foul_won_penalty,crosses_not_claimed,set_pieces_goals,goals_from_outside_box,last_man_tackle,penalties_saved,saves_from_penalty,total_red_cards,straight_red_cards,penalty_goals,clearances_off_the_line,other_goals,penalties_off_target,red_cards_2nd_yellow
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::572ca1acdb37419a843dafa8e828be66,opta:Player:3qj9t05behkav9okd8n2wywh5,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Casey,Murphy,C. Murphy,Goalkeeper,USA,1,1,,USA,39,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,20,1830,0,0,0,0,0,0,0,0,6,0,1,0,0,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1830,,,41,336,,,,55,79,205,1,3,1,219,392,,8,660,,,,265,22,,213,109,,98,,,232,20,2,115,915,20,,4,410,,10,17,,182,,6,14,,19,32,,1,141,246,447,15,6,2,,1,3,True,0,0,0,0,660,0,0,182,219,0,387,182,0,True,,,,,,18,,,,2,,84,249,21,2,43,21,40,3,7,67,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::57fe0d4b80e74d1fa6fc56aab0db25ad,opta:Player:cbhcuvuqi3gxgln6n463vz9at,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Alyssa,Naeher,A. Naeher,Goalkeeper,USA,1,1,,USA,53,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,16,1440,0,0,0,0,0,0,1,0,3,0,0,0,0,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1440,,,64,244,,,,72,98,204,1,1,,216,224,1,5,505,,,,138,18,,209,33,,118,,,166,16,1,91,649,16,,4,387,,10,6,,158,,3,3,,7,16,,1,85,169,296,3,7,1,,1,3,True,0,0,0,0,505,0,0,158,216,0,362,158,0,True,,,,,,7,,,,1,,51,122,11,3,19,22,32,2,3,60,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::be8d34625b5244f1b34e61df67be171a,opta:Player:csx5jhf4hyzld6gg790usp0wl,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Yuki,Nagasato,Y. Nagasato,Forward,Japan,14,4,,JPN,12,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,26,2291,8,9,30,0,13,9,32,29,26,5,3,0,0,,32,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,2291,28,,3,996,12,267,16,536,6,20,31,2,43,410,259,51,215,1014,7,29,27,748,30,30,235,304,49,234,10,3,169,26,61,49,1499,26,17,215,288,79,10,146,13,31,12,26,42,14,300,14,48,111,155,763,779,85,7,154,19,13,104,True,0,0,0,0,1014,12,0.35,31,410,0,51,31,0,True,,18,17,4,13,,6,2,1,2,1,,,,,,,,,,,2,,,5,2,1,,8,7,2,9,7,,1,,,,1,,,,,,1,1,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::c78a57f425bc49a4b20f936d22cdb37e,opta:Player:4tgpaf43xg2ehk4u4bkt8k2c5,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Christine Marie,Nairn,C. Nairn,Midfielder,USA,7,3,,USA,14,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,22,1663,1,2,8,0,5,2,16,16,34,1,6,0,0,,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1663,8,3,4,921,6,146,8,356,13,67,17,3,17,355,376,26,179,970,8,16,10,673,27,8,246,219,30,218,4,3,182,19,34,66,1272,22,9,135,395,9,10,78,5,51,1,34,9,7,161,18,38,66,210,688,724,26,3,83,10,23,69,True,0,0,0,0,970,1,0.11,51,355,0,118,51,0,True,,6,3,3,21,,14,2,,2,5,,,,,,,,,,,,,,1,,,,2,,,2,7,,4,,,,1,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::2c5936a5814a4968b1bf412cf92362d1,opta:Player:ep50oy55uj6ulflveoy70nzs9,nwsl::Football_Team::acffc559cf7d485a9c05fa23ab57054b,Utah Royals FC,Alexa,Newfield,A. Newfield,Midfielder,USA,48,3,,USA,153,opta:Team:bn7w86uw8j61dga3xr5s0yiju,Royals,UTA,Utah Royals FC,USA,2,25,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,,2,,10,,1,,5,,1,,,,6,1,,3,10,,,,6,,,4,2,,1,,,1,,,3,13,2,,5,5,,10,1,,,,1,,,5,,,4,2,6,6,,,4,,,1,True,0,0,0,0,10,0,0,0,6,0,1,0,0,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::37c762eb698644fa88b9cb94cf4f0940,opta:Player:8ruvr2jnsfdub02rdh8q88s89,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Paige,Nielsen,P. Nielsen,Defender,USA,7,2,,USA,2,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,22,1914,0,0,6,0,1,0,22,18,8,0,4,1,0,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1914,2,,9,1422,1,101,,204,43,112,12,1,42,239,1024,39,112,1452,,18,11,1157,22,6,224,266,3,122,2,,128,22,19,103,1763,22,12,96,564,10,10,96,1,71,,8,38,4,176,111,1,38,521,1202,1228,80,9,80,17,48,58,True,0,0,0,0,1452,0,0,71,239,0,183,71,0,True,,,5,,,,,2,,,19,,,,,,,,,,,,0,,,,,,,,,,,9,,,,,,,,,1,1,,2,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::5db89892c5dd4e43b1c7853cb219c0fe,opta:Player:eb7r5kdp4o72obeam0v19rlxx,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Theresa,Nielsen Eslund,T. Eslund,Defender,Denmark,8,2,,DNK,30,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,22,1737,0,2,7,0,3,2,30,20,1,0,2,0,0,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,,1737,169,3,11,726,11,174,19,218,44,79,15,2,23,385,319,48,141,738,2,20,6,483,19,7,220,20,22,193,1,72,121,19,30,81,1280,22,14,113,340,9,10,69,3,35,15,1,14,5,150,35,54,58,204,506,518,37,6,81,18,35,55,True,0,0,0,0,738,15,0.1,35,385,0,114,35,0,True,,1,4,5,24,,16,,,1,3,,,,,,,,,,,,,,,,,,1,,,2,1,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::6a8196684e034ab5855c3d2768858ae8,opta:Player:7qw3tekwnmsv6i4u3i0qcpjv9,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Kelley,O'Hara,K. O'Hara,Defender,USA,5,2,,USA,121,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,4,242,0,1,6,0,2,1,5,0,4,1,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,242,16,2,,126,2,18,5,51,3,9,3,1,4,49,48,6,23,126,,,3,87,3,6,32,60,3,26,1,3,20,2,3,10,208,4,,19,47,5,10,16,2,7,5,4,3,3,26,8,4,6,1,94,94,7,,10,1,7,13,True,0,0,0,0,126,5,0.37,7,49,0,16,7,0,True,,,4,,,,,,,,2,,,,,,,,,,,,0,,,,,,1,,,1,,5,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::8bc2b0ed38a346f2a782d7236d278aa3,opta:Player:7fk82cjz0z5vq2ts3vmz8has5,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Denise,O'Sullivan,D. O'Sullivan,Midfielder,Republic of Ireland,10,3,,IRL,5,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,25,2158,0,1,5,0,1,1,38,29,27,1,4,0,0,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2158,1,1,5,1170,4,242,1,578,16,28,43,6,49,302,462,81,166,1233,3,29,19,1009,15,5,194,289,21,148,8,1,237,24,74,51,1628,25,15,256,377,18,10,172,1,30,,27,45,6,350,9,5,129,325,978,1039,94,10,178,43,34,127,True,0,0,0,0,1233,0,0.04,30,302,0,58,30,0,True,,3,4,1,38,,,,,,5,,,,,,,,,,,1,,,,,,,,,,1,4,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::db018e6a9a254ea2a703fadeec66c869,opta:Player:2bzp14nac8o5a8g21isxevlk9,nwsl::Football_Team::acffc559cf7d485a9c05fa23ab57054b,Utah Royals,Ifeoma,Onumonu,I. Onumonu,Forward,Nigeria,11,4,,NGA,87,opta:Team:bn7w86uw8j61dga3xr5s0yiju,Royals,UTA,Utah Royals,US,21,1035,3,1,17,0,10,1,10,11,17,10,1,0,0,,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,1035,6,13,2,293,9,84,4,109,5,8,19,3,23,223,96,19,88,297,3,11,21,191,17,17,96,101,16,84,2,4,71,8,27,29,594,21,3,125,75,66,10,93,10,10,4,17,36,18,184,9,17,68,37,198,201,59,2,91,9,9,57,True,0,0,0,0,297,4,0.09,10,223,0,18,10,0,True,,6,7,,,,,3,,2,1,,,,,,,,,,1,1,,,3,,,,,3,,1,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::6f1a3b3b9e0447f0aaffa25a360d29ee,opta:Player:6zvfcc67po0ofvl1twrv13tg5,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Carson,Pickett,C. Pickett,Defender,USA,19,2,,USA,28,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,20,1688,0,1,15,0,7,1,11,13,8,3,2,0,0,,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,1688,,1,7,722,11,80,19,246,28,74,14,5,20,309,288,19,156,745,1,13,11,483,38,15,230,210,18,205,2,,118,19,26,61,1021,20,7,76,416,18,10,42,7,32,7,8,4,6,100,41,36,38,39,499,515,24,,58,8,34,38,True,0,0,0,0,745,7,0.05,32,309,0,106,32,0,True,,4,8,11,22,,11,1,,3,5,,,,,,,,,,,1,,,,,,,1,,,1,1,,1,,,,,,,,,,,1,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::86319f6b356140f5938edbee2f3770d1,opta:Player:50ph0tkxvrb3syo76y5bjbcut,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Amandine,Pierre-Louis,A. Pierre-Louis,Defender,Haiti,29,2,,HTI,141,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,11,168,0,1,2,0,1,1,1,8,1,2,1,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,168,,10,,40,1,9,1,10,1,5,2,1,3,38,11,3,15,40,1,8,1,19,,2,20,9,1,13,,3,6,1,5,7,75,11,3,17,14,3,10,6,1,1,1,1,1,3,21,1,,12,8,20,20,4,,15,2,,5,True,0,0,0,0,40,1,0.54,1,38,0,6,1,0,True,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,1
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::154f6fabca234dccbdd62b2b2d5e7e08,opta:Player:emihtyw994ca7bwm3y8ou4odm,nwsl::Football_Team::acffc559cf7d485a9c05fa23ab57054b,Utah Royals,Madison,Pogarch,M. Pogarch,Defender,USA,16,2,,USA,144,opta:Team:bn7w86uw8j61dga3xr5s0yiju,Royals,UTA,Utah Royals,US,3,102,0,0,0,0,0,0,2,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,102,10,2,,34,,7,2,13,3,5,1,,2,38,3,4,16,35,1,,,13,1,,21,2,1,18,,7,9,1,1,4,83,3,,10,23,,10,6,,1,2,,2,3,14,4,1,6,3,13,14,4,,8,2,5,4,True,0,0,0,0,35,2,0,1,38,0,6,1,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::2e4d5ceb965144c4aab0b26333913991,opta:Player:88mm8irc7nnlabminzyzjc5at,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Clare,Polkinghorne,C. Polkinghorne,Defender,Australia,9,2,,AUS,69,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,9,810,0,0,4,0,2,0,9,3,3,0,0,0,0,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,810,,,4,413,2,20,,69,20,26,9,2,17,90,279,22,52,426,,3,2,322,12,4,78,67,,36,2,,72,9,15,42,550,9,3,37,183,5,10,37,2,26,,3,11,,65,35,,11,156,336,348,28,3,28,13,19,26,True,0,0,0,0,426,0,0,26,90,0,52,26,0,True,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::77813063ee734e79bf875d773ad08fca,opta:Player:16xdgkd63d47o5ieudqo4ksq2,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Taylor Lauren,Porter,T. Porter,Midfielder,USA,46,3,,USA,179,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::f5d8bcd5937c402c91e054d0fe383c71,opta:Player:e4lfaia255nw9ndnol0mvxc2y,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Ally Samantha,Prisock,A. Prisock,Defender,USA,23,2,,USA,41,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,15,1323,0,0,1,0,0,0,12,15,1,0,1,0,0,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1323,1,,11,639,,43,,99,37,76,3,3,12,134,434,22,44,653,1,15,1,498,19,1,120,108,4,74,,,94,15,7,46,822,15,8,48,275,1,10,37,,35,,1,13,1,73,70,,24,227,525,533,25,3,36,10,28,24,True,0,0,0,0,653,0,0,35,134,0,111,35,0,True,,,1,,,,,2,,2,10,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::090a30db5372486db8345147ef78c636,opta:Player:7k1gsigy973ymai9fjszwgctl,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Cambria Danielle,Privett,C. Privett,Midfielder,USA,23,3,,USA,152,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,3,17,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,17,,3,,10,,1,,4,,,4,,,3,3,1,3,10,,,,7,,1,3,3,1,3,,,3,,4,,17,3,,1,1,2,10,3,,,,,2,,3,,,,5,7,7,2,,,1,,1,True,0,0,0,0,10,0,0,0,3,0,0,0,0,True,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::50e2c2a980ed45b7a97f25ad06075e02,opta:Player:4w9n6w8pt1xxzuaoojo3goiqx,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Morgan,Proffitt,M. Proffitt,Midfielder,USA,14,3,,USA,113,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,6,413,0,0,1,0,0,0,7,7,1,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,413,,2,1,167,,29,,44,16,22,8,1,15,53,79,13,23,168,,7,2,114,2,1,45,37,2,25,1,,28,4,10,20,243,6,5,31,68,2,10,28,,9,,1,12,1,58,13,,15,34,122,123,27,3,30,6,13,16,True,0,0,0,0,168,0,0,9,53,0,31,9,0,True,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::efc089fa637d4b5eab9d21203782242e,opta:Player:3tv9zit2sg0oeltemato1o8kq,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Leah,Pruitt,L. Pruitt,Forward,USA,35,4,,USA,119,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,14,554,2,1,18,0,8,1,7,8,6,5,1,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,554,,8,,129,6,30,,65,,5,7,2,15,108,12,9,49,131,6,8,8,73,4,18,54,30,8,67,6,,23,6,15,2,267,14,5,49,36,37,10,34,8,4,,6,11,2,75,2,15,26,35,76,77,26,,41,2,,23,True,0,0,0,0,131,0,0.16,4,108,0,9,4,0,True,,6,10,,,,,1,,,,,,,,,,,,,,1,,,1,,1,,,2,,1,1,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::39fe0dbc3b0a49c0a46d405d30b7141d,opta:Player:56y5qt6c03t7f5t7eoebi0wyd,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Midge,Purce,M. Purce,Forward,USA,23,4,,USA,91,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,23,1355,8,1,37,0,17,1,10,15,23,16,0,0,0,,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,1355,4,7,1,239,12,58,4,112,4,10,23,3,23,252,27,18,98,243,12,15,33,128,11,37,108,56,11,107,14,1,46,16,39,13,590,23,6,162,68,146,10,91,17,7,4,23,18,30,203,8,12,89,61,131,135,41,1,112,8,1,73,True,0,0,0,0,243,4,0.07,7,252,0,17,7,0,True,,3,20,,,,,2,,,,,,,,,,,,,,2,,,5,1,2,,1,7,,1,1,,,3,,,1,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::2db377b4881246c0acb0d3bc1b8c4696,opta:Player:51m1qnbhz50no0mfc6oq9rhzp,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,,Quinn,Quinn,Midfielder,Canada,5,3,,CAN,101,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,6,357,0,0,0,0,0,0,6,1,3,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,357,,2,3,205,1,22,,63,8,26,2,,5,57,101,8,23,213,1,1,,136,5,,49,34,2,27,1,,22,4,7,22,256,6,1,22,94,1,10,14,,28,,3,3,,30,6,,11,63,160,164,8,1,16,2,4,11,True,0,0,0,0,213,0,0,28,57,0,54,28,0,True,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::1ba6539b8bae4c74add5dcd2b9be47aa,opta:Player:29vjl1iba9rz14yd1g9qi4pn9,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Megan,Rapinoe,M. Rapinoe,Forward,USA,15,4,,USA,104,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,6,452,0,0,12,0,5,0,3,5,5,3,0,0,0,,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,452,19,2,2,200,10,48,8,83,2,12,5,2,13,154,59,6,63,209,1,5,12,123,7,12,75,82,18,90,3,5,35,4,18,22,379,6,2,49,61,16,10,31,5,11,1,5,8,9,70,3,37,26,18,128,134,21,,39,3,3,23,True,0,0,0,0,209,1,0,11,154,0,23,11,0,True,,11,7,5,21,,13,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::b6c8507c7df04dd283cf16d546d78a2d,opta:Player:1to70vfsch5kwvw3kjgo1iggl,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Hayley,Raso,H. Raso,Forward,Australia,20,4,,AUS,94,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,15,1086,4,0,24,0,14,0,24,15,25,4,0,0,0,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,1086,6,4,,240,14,51,3,112,5,11,20,3,10,217,41,28,79,240,6,15,18,148,13,24,90,28,8,114,11,,74,11,36,13,548,15,11,147,71,80,10,75,14,2,3,25,4,15,161,5,37,76,90,150,150,14,,86,4,8,71,True,0,0,0,0,240,3,0,2,217,0,13,2,0,True,,3,10,,1,,1,,,,,,,,,,,,,,,2,,,2,2,,,,4,,,1,,,1,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::6ab15972c34e47b296c322a19dc6991a,opta:Player:598qavgec0lh3oeubm5kzbljp,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Morgan Nicole,Reid,M. Reid,Defender,USA,27,2,,USA,103,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,7,602,0,0,0,0,0,0,7,2,0,0,1,0,0,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,602,1,,4,209,,14,,24,9,21,3,3,7,52,140,12,26,211,1,2,,153,14,,47,46,,22,,,29,7,8,25,264,7,1,17,100,1,10,18,,11,,,6,,30,19,,5,51,163,164,13,,12,5,5,12,True,0,0,0,0,211,0,0,11,52,0,32,11,0,True,1,,,,,,,1,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
