season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,unsuccessful_crosses_open_play,offsides,time_played,throw_ins_to_own_player,substitute_on,successful_launches,open_play_passes,corners_won,backward_passes,successful_crosses_corners,successful_passes_opposition_half,unsuccessful_launches,unsuccessful_long_passes,putthrough_blocked_distribution_won,goals_conceded_outside_box,aerial_duels_lost,total_losses_of_possession,successful_passes_own_half,total_tackles,unsuccessful_short_passes,total_passes,substitute_off,total_fouls_conceded,successful_dribbles,successful_short_passes,goals_conceded_inside_box,total_shots,total_unsuccessful_passes_excl_crosses_corners,rightside_passes,key_passes_attempt_assists,unsuccessful_passes_opposition_half,blocked_shots,throw_ins_to_opposition_player,recoveries,starts,putthrough_blocked_distribution,unsuccessful_passes_own_half,touches,appearances,foul_attempted_tackle,ground_duels,forward_passes,total_touches_in_opposition_box,index,duels_won,shots_on_target_inc_goals,successful_long_passes,successful_crosses_open_play,total_fouls_won,aerial_duels_won,unsuccessful_dribbles,duels,total_clearances,unsuccessful_crosses_corners,ground_duels_lost,leftside_passes,successful_open_play_passes,total_successful_passes_excl_crosses_corners,aerial_duels,clean_sheets,duels_lost,tackles_lost,interceptions,ground_duels_won,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,penalties_conceded,successful_lay_offs,shots_off_target_inc_woodwork,successful_corners_into_box,corners_taken_incl_short_corners,catches,unsuccessful_corners_into_box,handballs_conceded,own_goal_scored,penalty_goals_conceded,blocks,saves_made,gk_successful_distribution,punches,goalkeeper_smother,saves_made_from_outside_box,saves_made_parried,saves_made_from_inside_box,penalties_faced,saves_made_caught,gk_unsuccessful_distribution,unsuccessful_lay_offs,winning_goal,drops,right_foot_goals,left_foot_goals,headed_goals,second_goal_assists,assists_intentional,goals_from_inside_box,penalties_taken,goal_assists,through_balls,times_tackled,attempts_from_set_pieces,foul_won_penalty,crosses_not_claimed,set_pieces_goals,goals_from_outside_box,last_man_tackle,penalties_saved,saves_from_penalty,total_red_cards,straight_red_cards,penalty_goals,clearances_off_the_line,other_goals,penalties_off_target,red_cards_2nd_yellow
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::85399e003cd149ec991da7c3853143ad,opta:Player:1p3bwk03ay87hp2nwrl3tfxwq,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Kaleigh,Kurtz,K. Kurtz,Defender,USA,3,2,,USA,70,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,9,810,0,0,1,0,0,0,10,3,2,0,1,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,810,10,,14,407,2,25,,112,22,43,2,3,12,130,216,17,54,425,,3,1,287,4,1,97,83,2,62,,23,67,9,11,38,558,9,,26,218,7,10,33,,41,,2,14,,52,41,3,7,99,313,328,26,4,19,7,9,19,True,0,0,0,0,425,0,0,41,130,0,84,41,0,True,,,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::ac52e1b305004e86a23311e432171b77,opta:Player:cuv7sxu6f38qn367grmxno3x1,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Stephanie Lynn Marie,Labbé,S. Labbé,Goalkeeper,Canada,1,1,,CAN,50,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,USA,18,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1650,,,24,405,,,,22,44,78,,1,,90,444,,11,555,,,,399,11,,89,127,,40,,,154,18,1,49,692,18,,1,291,,10,3,,67,,,3,,4,9,,1,137,353,466,3,9,1,,,,True,0,0,0,0,555,0,0,67,90,0,145,67,0,True,,,,,,4,,,1,1,,38,162,4,5,14,8,24,1,3,23,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::0b7dc204715446a4840b8b7ab0656d94,opta:Player:9oyg8mzw5p2cc47omal5sb5uy,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Veronica,Latsko,V. Latsko,Forward,USA,24,4,,USA,135,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,4,117,0,0,5,0,1,0,1,3,3,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,117,2,3,1,48,1,15,,18,1,2,3,,2,24,16,1,12,48,1,3,1,32,2,5,14,16,3,9,1,,10,1,5,6,86,4,2,18,13,11,10,6,1,2,,3,1,4,21,1,1,13,4,34,34,3,,15,,2,5,True,0,0,0,0,48,0,0,2,24,0,4,2,0,True,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::d1485dcbe6f34e4c9ba927371173260d,opta:Player:4j3kopvvd3iej6p4h9z36giqd,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Rose,Lavelle,R. Lavelle,Midfielder,USA,16,3,,USA,96,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,6,450,1,1,9,0,6,1,6,4,3,0,1,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,450,2,1,,213,2,57,3,90,3,7,6,,5,98,80,10,50,224,1,4,17,157,7,9,57,53,9,46,3,2,31,5,8,16,334,6,3,57,67,26,10,35,6,10,2,3,5,5,67,1,5,27,47,156,167,10,1,32,4,5,30,True,0,0,0,0,224,2,0.2,10,98,0,17,10,0,True,,3,3,,3,,2,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,1,17,1,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::2597706a5816438da17284fe1843031f,opta:Player:4vavcx1kpnev65fw9ukyv7sdm,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Peyton,Leigh Perea,P. Perea,Midfielder,USA,24,3,,USA,177,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::83d3777d26e04325b8daf10f0741cdce,opta:Player:3ej75hqy3gpn27zbu9bttm7vu,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Samantha,Leshnak Murphy,S. Leshnak Murphy,Goalkeeper,USA,42,1,,USA,142,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,USA,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,180,,,1,25,,,,1,4,14,,1,,15,24,,1,40,,,,20,,,15,12,,6,,,15,2,,9,55,2,,,21,,10,,,5,,,,,,1,,,7,22,25,,1,,,1,,True,0,0,0,0,40,0,0,5,15,0,19,5,0,True,,,,,,1,,,,,,3,11,,,1,1,2,,,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::f6f72f9ad8aa456882f186b05e95380d,opta:Player:6bolncipyfmk2znutkqquvy6t,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Gina Loren,Lewandowski,G. Lewandowski,Defender,USA,12,2,,USA,61,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,13,1079,0,0,5,0,1,0,7,11,8,0,1,0,0,,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1079,33,1,4,450,,38,,99,9,23,4,2,23,121,271,10,63,456,1,11,4,337,13,5,86,103,4,42,,7,95,12,13,45,670,13,5,48,171,10,10,41,1,33,,8,19,4,90,49,1,26,144,367,370,42,1,49,3,37,22,True,0,0,0,0,456,0,0,33,121,0,56,33,0,True,,,4,,,,,1,1,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::65926eaa2f7f4b17833600561c0ed506,opta:Player:6zm75ruas324c7yrt18ttei8l,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Katie,Lind,K. Lind,Defender,USA,25,2,,USA,37,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,24,1689,0,0,2,0,1,0,20,12,4,0,2,0,0,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1689,2,5,13,651,1,45,,114,51,84,10,2,34,201,379,30,99,676,5,12,6,446,25,2,183,107,4,87,,,101,19,21,96,914,24,7,67,326,9,10,73,1,47,,4,34,,135,95,,28,198,468,493,68,5,62,10,27,39,True,0,0,0,0,676,0,0,47,201,0,131,47,0,True,1,,1,,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::d677a076327a4cc48fcb049018fc5b94,opta:Player:exfa2ygjuuy08v50w65ddj2l1,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Carli Anne,Lloyd,C. Lloyd,Forward,USA,10,4,,USA,64,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,14,1260,8,1,50,0,21,1,26,29,23,11,2,0,0,,22,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1260,1,,,425,14,63,1,181,1,18,9,2,40,280,103,34,146,447,,29,23,262,20,50,164,98,12,151,10,5,81,14,19,18,767,14,18,161,187,85,10,138,21,21,1,23,58,23,259,18,5,81,99,261,283,98,1,121,8,8,80,True,0,0,0,0,447,1,0.07,21,280,0,39,21,0,True,,3,29,,1,,,2,,,3,,,,,,,,,,,2,,,6,1,1,,,7,2,1,2,,2,1,,,1,,,,,,1,,,1,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::75dea69f305343a2b59c44bcf763445e,opta:Player:awme1kk0t2w81hc4xcup7k222,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Tyler,Lussi,T. Lussi,Forward,USA,14,4,,USA,131,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,12,277,2,1,7,0,3,1,5,4,5,2,1,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,277,1,11,,59,2,7,,22,2,5,2,1,13,52,9,7,24,60,1,4,1,28,2,7,29,17,2,30,2,1,10,1,6,4,135,12,1,25,27,15,10,21,3,3,,5,9,2,47,6,5,13,9,30,31,22,,26,2,6,12,True,0,0,0,0,60,0,0.32,3,52,0,8,3,0,True,,2,4,,,,,,,,4,,,,,,,,,,,,,,,1,1,,,1,,1,,,,,,,1,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::0b53edb196a74082956c23f0a2098d21,opta:Player:8wvdn1f18jaxmjg4zkizons6i,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Kaylan Jenna,Marckese,K. Marckese,Goalkeeper,USA,15,1,,USA,178,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::256bc2e2112f4d19a20b781be81fd5d0,opta:Player:5y2ala24107ak9p59pcjny2mt,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars FC,Samantha,Martel Johnson,S. Johnson,Defender,USA,16,2,,USA,78,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars FC,US,8,675,0,0,2,0,0,0,2,5,3,0,1,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,675,,,3,322,,11,,63,14,25,3,2,7,66,221,5,32,341,1,5,1,255,4,2,57,115,2,22,1,,34,8,5,35,422,8,2,19,155,3,10,11,,29,,3,2,,28,27,,10,60,270,284,9,4,17,3,12,9,True,0,0,0,0,341,0,0,29,66,0,54,29,0,True,,,2,,,,,,,,11,,,,,,,,,,,,0,,,,,,,,,,,3,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::d58c0639f1ae4ed1880f2eeaf7bae36f,opta:Player:apuk07g8v7x4h7o38vlzj0n9x,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Camila,Martins Pereira,Camilinha,Midfielder,Brazil,9,3,,BRA,108,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,16,579,1,0,11,0,7,0,10,17,16,0,2,0,0,,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,579,28,12,,180,1,39,5,86,4,10,8,4,10,123,49,17,47,187,2,17,12,125,12,11,57,52,9,59,3,2,44,4,15,10,370,16,10,91,59,8,10,47,7,5,4,16,2,11,103,3,12,46,37,124,130,12,,56,7,,45,True,0,0,0,0,187,4,0,5,123,0,15,5,0,True,,2,4,2,9,,6,2,,,1,,,,,,,,,,,1,,,1,,,,,1,1,,,,,1,,,,,,,,,1,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::b75a67d243bf42b1bd2ab3b6114c4518,opta:Player:5tv4la0or9dxgp7x5vbxs94vd,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Cheyna,Matthews,C. Matthews,Forward,Jamaica,41,4,,JAM,107,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,17,905,3,2,26,0,16,2,7,15,8,13,3,0,0,,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,905,,8,,185,11,58,7,108,1,2,8,1,24,149,38,11,47,188,7,15,16,133,15,26,49,48,17,48,8,,45,9,15,7,405,17,7,99,35,60,10,48,16,6,7,8,13,21,136,6,6,64,47,136,139,37,,88,4,5,35,True,0,0,0,0,188,7,0.2,6,149,0,8,6,0,True,,2,10,,,,,1,,,,,,,,,,,,,,1,1,,1,2,,,2,3,,2,2,47,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::bf34255e27f44fa380961950723a9003,opta:Player:7mg3exv2es9mrfso3g6bgu2mt,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars FC,Alyssa,Mautz,A. Mautz,Midfielder,USA,4,3,,USA,128,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars FC,US,3,216,0,0,2,0,0,0,4,2,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,216,11,,,73,,6,2,31,5,6,5,,5,38,19,8,19,73,3,2,1,44,4,2,25,1,4,22,,1,13,3,7,8,126,3,1,19,44,4,10,13,,4,2,,4,,28,,5,10,22,48,48,9,,15,4,2,9,True,0,0,0,0,73,2,0,4,38,0,10,4,0,True,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::dd9e5f32ac9344d29a4f8380fbd12fc7,opta:Player:4t4o6zb5h3z1ymf9pk3srnkyd,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Tiffany Janea,McCarty,T. McCarty,Forward,USA,12,4,,USA,155,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,1,38,1,0,2,0,2,0,1,0,1,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,38,,1,,9,1,1,,1,,,1,,1,11,2,1,6,9,,,2,3,,2,6,4,,8,,,3,,1,,24,1,,6,3,3,10,4,2,,,1,,,7,,2,2,1,3,3,1,,3,,,4,True,0,0,0,0,9,0,0,0,11,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,2,,,,,1,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::521bad7c3a2f49a185c968f9206da5b8,opta:Player:3cyj9a2fjtx4xd0bqdh6g3azu,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Haley,McCutcheon,H. McCutcheon,Defender,USA,2,2,,USA,16,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,24,1947,0,0,4,0,1,0,44,15,9,1,3,0,0,,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,1947,97,3,3,904,2,141,7,312,14,31,24,4,50,343,385,75,191,912,1,15,8,668,29,4,222,94,13,175,3,15,156,21,45,74,1396,24,10,157,360,8,10,140,1,22,7,9,48,9,255,40,27,65,317,683,690,98,5,115,31,37,92,True,0,0,0,0,912,7,0,22,343,0,53,22,0,True,,5,3,,,,,1,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::27adde6bc4e540c5959718f7e27a1c5e,opta:Player:2qqged8hw4lzh6u8r81kc22fp,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Jess,McDonald,J. McDonald,Forward,USA,14,4,,USA,90,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,16,1031,6,3,32,0,16,3,2,5,6,8,1,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,1031,28,5,,245,20,50,9,126,1,3,6,3,19,214,31,7,97,248,9,5,14,145,6,32,100,44,23,116,13,21,27,11,22,14,505,16,,61,79,91,10,60,16,3,9,6,33,14,113,7,30,34,75,145,148,52,1,53,5,3,27,True,0,0,0,0,248,9,0.26,3,214,0,6,3,0,True,,12,16,,,,,2,,,,,,,,,,,,,,3,,,4,1,1,1,2,6,,3,3,,,1,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::75b2aac187ab4582adffc92012a56c2f,opta:Player:4k07l37stzuilt7yv04j81kkq,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Tegan Ann,McGrady,T. McGrady,Defender,USA,29,2,,USA,97,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,6,392,0,0,0,0,0,0,4,4,2,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,392,37,1,1,217,3,63,2,52,9,15,2,,2,72,125,7,32,222,3,4,3,167,1,,47,86,2,42,,7,21,5,9,16,322,6,1,18,71,1,10,14,,8,2,2,2,,22,9,11,6,2,170,175,4,1,8,3,5,12,True,0,0,0,0,222,2,0,8,72,0,23,8,0,True,,,,,2,,2,,,,,,,,,,,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::05487b0a636c4dd881563f88463632ad,opta:Player:e5sl62i552f7w92xli8c44qcq,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Kayla Jay,McKenna,K. McKenna,Forward,Jamaica,16,4,,JAM,151,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,1,54,0,0,0,0,0,0,1,1,1,1,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,54,,,,9,1,3,,2,1,1,1,,2,12,4,1,4,11,1,1,,6,2,,5,3,,5,,,2,1,2,,21,1,1,4,1,2,10,2,,,,1,,,6,,,2,4,4,6,2,,4,,,2,True,0,0,0,0,11,0,0,0,12,0,1,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::34a2d1a93100464f820f172a45c21408,opta:Player:c9ay4lj96l7ra2htc50wb8gkp,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,McKenzie,Meehan,M. Meehan,Midfielder,USA,2,3,,USA,148,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,12,112,2,0,2,0,2,0,2,6,0,4,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,112,2,12,,16,,2,,4,,,4,,4,16,4,6,8,16,,6,,6,8,2,8,6,,10,,,,,4,,50,12,4,18,8,2,20,10,2,2,,,4,,26,,2,12,,8,8,8,,16,4,2,6,True,0,0,0,0,16,0,0,2,16,0,2,2,0,True,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::f02a507bde074f68ac65cbd2ac77104b,opta:Player:3v2uqzotxtogavxgqpe7plene,nwsl::Football_Team::acffc559cf7d485a9c05fa23ab57054b,Utah Royals,Paige,Monaghan,P. Monaghan,Forward,USA,4,4,,USA,55,opta:Team:bn7w86uw8j61dga3xr5s0yiju,Royals,UTA,Utah Royals,US,23,1759,2,1,32,0,10,1,15,23,16,13,2,0,0,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,13,1759,40,3,2,479,13,93,6,170,21,27,13,2,19,335,163,27,143,497,8,23,17,302,25,32,170,99,19,168,13,17,83,20,45,42,926,23,12,123,166,64,10,71,10,25,6,16,12,13,154,20,40,64,139,311,327,31,2,83,12,26,59,True,0,0,0,0,497,6,0.05,25,335,0,52,25,0,True,,6,22,,3,,2,2,,1,3,,,,,,,,,,,1,,,1,1,,,1,1,,1,,,,1,,,1,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::2d5220ee0bf441808654b13a78437aec,opta:Player:9hs0hutntgdjklszqisxozend,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Megan,Montefusco,M. Montefusco,Defender,USA,5,2,,USA,10,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,20,1729,0,0,1,0,1,0,11,11,6,0,0,0,0,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,1729,6,,27,1004,1,73,1,193,54,135,6,2,21,241,637,17,79,1043,2,11,7,708,20,1,214,106,7,139,,,146,20,13,77,1267,20,7,53,440,1,10,59,1,121,1,6,29,2,103,82,2,23,424,799,829,50,6,44,6,36,30,True,0,0,0,0,1043,1,0,121,241,0,256,121,0,True,1,,,,,,,1,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::7fedb4181bd4456f956cc44d6a55ee43,opta:Player:a4jtio1vzimv23s0yj04wvjkl,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Francisca Gabriela,Morais da Rocha,Gabi Morais,Midfielder,Brazil,20,3,,BRA,150,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,3,36,0,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,36,,3,,14,,6,,5,1,1,1,,2,7,5,,3,14,,,,10,,1,4,2,,2,,,4,,1,2,21,3,,5,5,1,10,1,,,,1,,1,7,,,4,1,10,10,2,,6,,,1,True,0,0,0,0,14,0,0,0,7,0,1,0,0,True,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
