season,season_id,match_id,provider_id,status,provider_status,phase,match_date_utc,match_date_local,local_time_utc_offset,home_team_id,home_official_name,away_team_id,away_official_name,home_score,away_score,round_name,match_week,stadium_name,city_name,win_reason,win_team_id,stadium_id,round_id,highlights_url,tickets_url,home_provider_id,home_short_name,home_acronym_name,home_media_name,home_country_code,away_provider_id,away_short_name,away_acronym_name,away_media_name,away_country_code
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Match::b34af7993135467caf98385da7c7a62d,opta:Match:7qrb2hxdzguiyt7x0788cywpg,FINISHED,Played,FULL_TIME,2023-03-25T18:00:00Z,2023-03-25T14:00:00,+00:00,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,1,0,,,First Horizon Stadium at WakeMed Soccer Park,"Cary, North Carolina",RegularTime,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,nwsl::Football_Stadium::140f36b2df204f59acf8ef9bc68d64c0,,,,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Match::7888c734c7c34a6b8e8e9fcb5f83dff7,opta:Match:7r7yvn6ho9yglhrponia563v8,FINISHED,Played,FULL_TIME,2023-03-26T02:00:00Z,2023-03-25T19:00:00,+00:00,nwsl::Football_Team::ca719042b34443c4bcfe380ca4850eaf,San Diego Wave,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,3,2,,,Snapdragon Stadium,"San Diego, California",RegularTime,nwsl::Football_Team::ca719042b34443c4bcfe380ca4850eaf,nwsl::Football_Stadium::113e2825543a4c959d5de11954f48fc5,,,,opta:Team:esvbnzqbyvxp2k570ez7h1a1g,San Diego Wave,SD,San Diego Wave,US,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Match::786f6f13908e49a696b5aee43f4885bf,opta:Match:7rkqhzryulg28t2wm49wp8etw,FINISHED,Played,FULL_TIME,2023-03-26T20:00:00Z,2023-03-26T16:00:00,+00:00,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,1,0,,,Audi Field,"Washington, District of Columbia",RegularTime,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,nwsl::Football_Stadium::bd957621565b4c399ad0a51aefa5ddf2,,,,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,US,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Match::c3e8ea4a143f4b32ac2f37fbc376a768,opta:Match:7rxfykjgo42ko790mvpqdapsk,FINISHED,Played,FULL_TIME,2023-03-26T21:00:00Z,2023-03-26T14:00:00,+00:00,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,4,0,,,Providence Park,"Portland, Oregon",RegularTime,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,nwsl::Football_Stadium::f1f5cb502e8743f6b186bb5bd7022807,,,,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,US,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Match::e61d8874cf1a4608a38dbb79b733eec1,opta:Match:7sa3upln94pqhp699fxolsmj8,FINISHED,Played,FULL_TIME,2023-03-26T23:00:00Z,2023-03-26T18:00:00,+00:00,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,nwsl::Football_Team::ac29701756da44a08457762380c10733,Racing Louisville,0,0,,,Shell Energy Stadium,"Houston, Texas",Draw,,nwsl::Football_Stadium::8712697de6ee44f1bb0cc9269dde0a6e,,,,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,LOU,Racing Louisville,US
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Match::e1594db820af46ce81a9d4f634524d0d,opta:Match:7sn954js3scp2kzwzvnenxxck,FINISHED,Played,FULL_TIME,2023-03-27T01:00:00Z,2023-03-26T18:00:00,+00:00,nwsl::Football_Team::9587b8ce40624165903b6bc9fd252634,Angel City,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,1,2,,,BMO Stadium,"Los Angeles, California",RegularTime,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,nwsl::Football_Stadium::b2af4f3aa2574314aae0327a7d817c8d,,,,opta:Team:6hbfgdczbi3yg4sdpqgtu6s,Angel City,LA,Angel City,US,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Match::bcfaf369ca954daabb9bbcef8d640b4d,opta:Match:7swvnw2lfoywxd0ruexgnx05w,FINISHED,Played,FULL_TIME,2023-04-01T16:30:00Z,2023-04-01T11:30:00,+00:00,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,1,4,,,Children's Mercy Park,"Kansas City, Kansas",RegularTime,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,nwsl::Football_Stadium::9879eebb24a54cdeae4e52c757c0e7e0,,,,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,US
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Match::cc49bc75a0824d98b625b74963a5a810,opta:Match:7t6kl0llb68apb08grrk8yej8,FINISHED,Played,FULL_TIME,2023-04-01T18:00:00Z,2023-04-01T13:00:00,+00:00,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,1,2,,,SeatGeek Stadium,"Bridgeview, Illinois",RegularTime,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,nwsl::Football_Stadium::a70355edf48b469f8e25dcc722030c4b,,,,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Match::df9cd6654d494fc39c0eb916ced0b013,opta:Match:7tgh0erqp5bpk8bo9hzfm5gr8,FINISHED,Played,FULL_TIME,2023-04-01T19:00:00Z,2023-04-01T15:00:00,+00:00,nwsl::Football_Team::ac29701756da44a08457762380c10733,Racing Louisville,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,2,2,,,Lynn Family Stadium,"Louisville, Kentucky",Draw,,nwsl::Football_Stadium::0c06251cd27b427d91f3295d8018154f,,,,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,LOU,Racing Louisville,US,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,US
2023,nwsl::Football_Season::e7e78907d0b549aba3282000d7ed5437,nwsl::Football_Match::790328f8d8264bb6a0101b286914a527,opta:Match:7tq3d0losdeguh12pbp3ffllg,FINISHED,Played,FULL_TIME,2023-04-02T01:13:00Z,2023-04-01T21:13:00,+00:00,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,0,2,,,Sports Illustrated Stadium,"Harrison, New Jersey",RegularTime,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,nwsl::Football_Stadium::f6fe8f2d966f4150b5e323a34a96d9ed,,,,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US
