season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,unsuccessful_crosses_open_play,offsides,time_played,throw_ins_to_own_player,substitute_on,successful_launches,open_play_passes,corners_won,backward_passes,successful_crosses_corners,successful_passes_opposition_half,unsuccessful_launches,unsuccessful_long_passes,putthrough_blocked_distribution_won,shots_off_target_inc_woodwork,goals_conceded_outside_box,aerial_duels_lost,total_losses_of_possession,successful_passes_own_half,total_tackles,unsuccessful_short_passes,total_passes,substitute_off,total_fouls_conceded,successful_dribbles,successful_short_passes,goals_conceded_inside_box,total_shots,total_unsuccessful_passes_excl_crosses_corners,rightside_passes,key_passes_attempt_assists,unsuccessful_passes_opposition_half,throw_ins_to_opposition_player,recoveries,starts,putthrough_blocked_distribution,unsuccessful_passes_own_half,touches,appearances,foul_attempted_tackle,blocks,ground_duels,forward_passes,total_touches_in_opposition_box,index,duels_won,shots_on_target_inc_goals,successful_long_passes,successful_crosses_open_play,total_fouls_won,aerial_duels_won,unsuccessful_dribbles,duels,total_clearances,unsuccessful_crosses_corners,handballs_conceded,ground_duels_lost,leftside_passes,successful_open_play_passes,total_successful_passes_excl_crosses_corners,aerial_duels,clean_sheets,duels_lost,tackles_lost,interceptions,ground_duels_won,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,successful_lay_offs,through_balls,foul_won_penalty,unsuccessful_lay_offs,goal_assists,penalties_conceded,blocked_shots,assists_intentional,successful_corners_into_box,corners_taken_incl_short_corners,unsuccessful_corners_into_box,right_foot_goals,gk_unsuccessful_distribution,goals_from_inside_box,saves_made,gk_successful_distribution,punches,catches,saves_made_from_outside_box,saves_made_parried,saves_made_from_inside_box,drops,saves_made_caught,goals_from_outside_box,left_foot_goals,headed_goals,penalties_taken,penalty_goals,attempts_from_set_pieces,clearances_off_the_line,crosses_not_claimed,penalties_saved,goalkeeper_smother,penalties_faced,saves_from_penalty,last_man_tackle,second_goal_assists,own_goal_scored,penalties_off_target,set_pieces_goals,total_red_cards,straight_red_cards,other_goals
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::0021ff8bfe6741208350a5d0d7cf8a7c,opta:Player:99bjhkzp8kgg95kys48f5vill,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Danica,Evans,D. Evans,Forward,USA,8,4,,USA,138,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,5,49,0,0,0,0,0,0,0,1,5,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,49,4,5,,18,,6,,12,,,1,,,3,12,2,,4,18,,1,4,14,2,,4,3,,4,1,4,,1,,43,5,,,13,3,1,10,10,,,,5,1,1,17,,,,4,6,14,14,4,,7,,,9,True,0,0,0,0,18,0,0,0,12,0,0,0,0,True,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::5169c6fd0fc140ee8b82add29a6d8b3f,opta:Player:1au0af90j09ol6827vodhg1k9,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Claire Elizabeth,Falknor,C. Falknor,Midfielder,USA,8,3,,USA,146,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,2,27,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,,2,,4,,1,,2,,,,,,,2,2,,,4,,1,,4,1,,,2,,,,1,,,,9,2,,,3,,,10,2,,,,,2,,5,1,,,3,1,4,4,2,,3,,1,,True,0,0,0,0,4,0,0,0,2,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::b84e9888c15f472fa74b57182a7f9d64,opta:Player:337qzu7e4zc4w8wpmkpq6j8q1,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Cali Jean,Farquharson,C. Farquharson,Forward,USA,28,4,,USA,131,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,5,152,0,0,3,0,0,0,0,1,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,152,,4,,51,,20,1,17,,1,2,3,,3,26,19,1,15,51,2,1,,35,2,3,16,13,3,13,,5,1,3,3,76,5,,,8,9,5,10,6,,,1,,5,1,16,2,,,7,9,35,35,8,,10,1,2,1,True,0,0,0,0,51,1,0,0,26,0,1,0,0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::5d76f50c58f34b00a7bd574b12c70c94,opta:Player:93d5k82qrmjr894k2hp5aril1,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Jess,Fishlock,J. Fishlock,Midfielder,Wales,10,3,,WAL,35,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,19,1626,2,1,31,0,12,1,23,25,34,0,3,0,0,,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,1626,1,,3,680,10,139,3,246,13,48,16,19,1,30,330,251,37,164,706,6,25,17,468,12,31,212,134,25,179,1,143,19,29,40,1062,19,14,7,170,279,42,10,116,12,26,2,34,28,14,228,28,7,1,82,154,471,494,58,7,112,14,33,88,True,0,0,0,0,706,2,0.06,26,330,0,74,26,0,True,23,6,1,2,1,,8,1,1,5,2,1,,1,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::855b6512c93c41578cc3dac2397133e5,opta:Player:ddagc0khq0zh1ywynyci8nzrp,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Caitlin Jade,Foord,C. Foord,Forward,Australia,4,4,,AUS,114,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,NJ/NY Gotham FC,US,8,456,0,0,7,0,4,0,5,14,3,9,1,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,456,,4,,110,4,43,3,73,1,4,,3,1,14,73,22,6,22,118,2,14,3,91,4,7,26,32,10,25,,15,4,5,5,200,8,5,,52,20,28,10,15,4,1,3,3,3,6,69,2,4,,40,23,84,92,17,,54,1,1,12,True,0,0,0,0,118,3,0,1,73,0,5,1,0,True,6,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::f1674817643d4409ae98e3f26ec72dc4,opta:Player:54szh8526rjp2erap05ljqxud,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Mandy,Freeman,M. Freeman,Defender,USA,22,2,,USA,36,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,21,1826,0,0,0,0,0,0,27,5,4,0,2,0,0,,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,1826,56,,11,681,1,36,,146,39,64,9,,5,12,210,386,37,102,698,4,5,6,499,37,,166,183,1,101,25,109,21,19,67,999,21,1,15,62,328,1,10,69,,33,,4,23,,97,65,2,1,16,151,524,532,35,1,28,10,40,46,True,0,0,0,0,698,0,0,33,210,0,97,33,0,True,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::f3a1675054684f099f9675ac9cf04f19,opta:Player:6fhiz0epsutfcs1xqfhcuomad,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Morgan,Gautrat,M. Gautrat,Midfielder,USA,16,3,,USA,82,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,10,601,0,0,10,0,2,0,11,4,8,2,0,0,0,,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,601,,3,,342,4,51,1,165,8,16,8,8,2,17,94,110,14,56,346,3,4,12,264,4,10,72,90,7,52,,56,7,17,26,464,10,3,1,46,147,17,10,44,2,10,1,8,11,4,74,17,6,,13,58,270,274,28,2,30,3,8,33,True,0,0,0,0,346,1,0,10,94,0,26,10,0,True,4,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::3d63e30fe2e44837bbc051f968f80cb6,opta:Player:e7al7oly5n3wnelnnn9dt2tw5,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Christina,Gibbons,C. Gibbons,Defender,USA,31,2,,USA,51,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,18,1430,0,0,1,0,0,0,31,9,15,0,2,0,0,,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,1430,124,2,4,607,3,64,4,195,19,42,15,1,5,25,239,272,41,108,613,4,9,8,448,29,1,150,69,6,95,35,98,16,33,68,1000,18,2,13,115,278,2,10,73,,15,4,15,10,3,150,34,13,,52,202,459,463,35,2,77,10,29,63,True,0,0,0,0,613,4,0,15,239,0,57,15,0,True,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::0fd2f43637c941a58f9944a3f2649538,opta:Player:39jb2vzpuxxfhrr0px7tlk991,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Nádia Filipa,Gomes Coelho,Nádia Gomes,Forward,Portugal,26,4,,PRT,161,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::9556955942f0440ba40131808554d799,opta:Player:59msg6vigy3qbtkrl2oopks7p,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Red Stars,Zoey,Goralski,Z. Goralski,Defender,USA,32,2,,USA,162,opta:Team:dzxypx8djih58p668surbi4qm,Red Stars,CHI,Chicago Red Stars,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::dedc15cef9a44f2a8ee3a036b3199350,opta:Player:e3n8fh86gv7xkw2zi6jlqelzp,nwsl::Football_Team::acffc559cf7d485a9c05fa23ab57054b,Utah Royals FC,Katrina-Lee,Gorry,K. Gorry,Midfielder,Australia,19,3,,AUS,42,opta:Team:bn7w86uw8j61dga3xr5s0yiju,Royals,UTA,Utah Royals FC,USA,16,1069,0,1,18,0,9,1,24,15,17,1,1,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1069,1,3,,643,3,109,11,279,10,75,15,9,2,10,322,206,37,120,669,7,15,14,447,11,18,195,203,21,193,,106,13,37,40,941,16,12,,145,221,17,10,76,9,27,1,17,8,13,163,4,38,,77,136,461,474,18,4,87,13,11,68,True,0,0,0,0,669,1,0.08,27,322,0,102,27,0,True,22,3,,3,1,,6,1,5,28,23,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::1f4e3b2cfd1c4b948638a3da72e53156,opta:Player:55k4n55om0kesi5m8mpzyxqz9,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Red Stars,Summer,Green,S. Green,Forward,USA,19,4,,USA,116,opta:Team:dzxypx8djih58p668surbi4qm,Red Stars,CHI,Chicago Red Stars,USA,8,319,0,0,0,0,0,0,5,6,7,1,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,319,,4,,99,1,22,1,43,1,4,3,,,5,83,23,5,35,104,4,6,3,61,5,,39,22,,34,,12,4,9,7,177,8,3,,47,28,8,10,19,,4,1,7,4,6,56,2,2,1,32,32,60,65,9,,37,,2,15,True,0,0,0,0,104,1,0,4,83,0,8,4,0,True,4,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::dd552139607f4e219cab7864188eef47,opta:Player:19udx179xugqp84qo9rsq0nhl,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Shea,Groom,S. Groom,Midfielder,USA,10,3,,USA,73,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,21,1535,2,3,34,0,15,3,20,26,26,14,0,0,0,,37,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,1535,10,4,1,430,15,90,4,186,6,14,20,19,5,26,298,91,29,159,446,8,26,18,269,32,34,173,86,18,162,1,60,17,48,31,760,21,14,,148,129,95,10,114,15,4,4,26,42,12,216,10,20,4,76,141,258,273,68,1,102,9,8,72,True,0,0,0,0,446,4,0.18,4,298,0,18,4,0,True,12,2,1,3,3,,5,2,,11,1,,,2,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::51457bd85a5d42429d4aeaaa776902e0,opta:Player:7ix92bsmsrpms6i7rg0gfuqui,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Kaycee,Gunion,K. Gunion,Goalkeeper,USA,18,1,,USA,163,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::7906a90887a244859bdbd71b20428fef,opta:Player:220141e9r7l2dkof5f696nx0p,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Michaela,Hahn,M. Hahn,Midfielder,USA,2,3,,USA,164,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::563dd6b70ed74a0c9b30dc29b51c8364,opta:Player:7rakt6kzybvn8u7jkonrdcmad,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Ashlyn,Harris,A. Harris,Goalkeeper,USA,1,1,,USA,58,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,21,1890,0,0,0,0,0,0,0,0,7,0,0,0,0,,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1890,,,60,228,,,,61,78,238,,,2,,253,273,,11,583,,,2,176,33,,249,82,,106,,210,21,1,143,765,21,,,7,439,,10,12,,158,,7,6,,13,13,,,1,62,160,334,6,4,1,,,6,True,0,0,0,0,583,0,0,158,253,0,396,158,0,True,,,,,,,,,,,,,96,,70,187,5,10,22,20,47,,3,,,,,,,,,,1,1,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::c413ab13b4b2411b8255f868ec263843,opta:Player:b9d4fqz6ezz2azklpghb9kyjt,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Ashley,Hatch,A. Hatch,Forward,USA,33,4,,USA,64,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,US,22,1927,4,1,59,0,22,1,19,26,23,8,2,0,0,,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,1927,11,,1,461,14,173,1,222,4,11,24,37,7,77,337,118,28,154,504,2,26,19,330,25,59,165,111,18,146,15,62,22,40,26,924,22,11,3,169,107,96,10,147,22,9,1,23,77,10,323,17,7,,99,113,299,339,154,3,176,9,9,70,True,0,0,0,0,504,1,0.05,9,337,0,20,9,0,True,31,2,,8,1,,16,,,,,1,,4,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::188bf66872fd4aeb841ac7b90a7da5bf,opta:Player:cxl4bxs35ifb8o5cq9jxi1ec5,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Tobin,Heath,T. Heath,Forward,USA,17,4,,USA,52,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,19,1447,8,7,33,0,19,7,18,24,35,5,0,0,0,,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,1447,16,3,1,564,19,144,29,329,13,32,12,14,3,6,392,150,30,114,596,6,24,31,434,17,33,146,203,26,212,1,97,16,34,23,1097,19,9,1,214,173,79,10,107,19,16,7,35,11,29,231,7,89,1,118,76,429,450,17,3,124,12,18,96,True,0,0,0,0,596,7,0.44,16,392,0,48,16,0,True,19,1,,3,7,,12,7,16,70,50,4,,6,,,,,,,,,,2,3,1,,,2,,,,,,,,,,,1,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::09c50d34358f41f38da8a21da7336688,opta:Player:4bmxdd9r8i8vzan60bw6yxlg5,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Bianca,Henninger,B. Henninger,Goalkeeper,Mexico,18,1,,MEX,165,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::213c847201144ca7abdd98920819c313,opta:Player:3iangrthyltpl31m4v1qkgn2t,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Mônica,Hickmann Alves,Mônica,Defender,Brazil,21,2,,BRA,38,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,17,1400,0,0,3,0,1,0,11,13,2,1,2,0,0,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1400,2,2,4,654,,31,,169,23,37,8,2,2,20,128,397,16,80,683,,13,1,535,16,3,117,161,2,60,,91,15,15,58,824,17,3,17,43,285,4,10,36,1,31,,2,17,1,80,40,1,1,24,206,543,566,37,4,44,5,31,19,True,0,0,0,0,683,0,0,31,128,0,68,31,0,True,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::1fdefec504924f1c80369e7f6328cd2c,opta:Player:6ywkny98b9qzuvhqxwn9l0ogl,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Lindsey Michelle,Horan,L. Horan,Midfielder,USA,,3,,USA,3,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,24,2160,14,3,55,0,32,3,54,49,52,3,5,0,0,,30,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,2160,6,,4,1369,8,201,9,550,6,87,37,23,4,72,510,503,76,257,1388,,49,44,914,26,55,344,325,26,276,,233,24,56,82,2001,24,23,4,332,565,97,10,321,32,130,8,52,151,33,555,69,14,1,162,297,1029,1044,223,5,234,22,44,170,True,0,0,0,0,1388,8,0.12,130,510,0,217,130,0,True,40,9,1,3,3,,14,3,1,1,,6,,13,,,,,,,,,,1,1,7,1,,4,1,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::d5aa61a6819e49488c50c70e30e7d2b6,opta:Player:erqivud1dhxzabc42ghpau8k5,nwsl::Football_Team::acffc559cf7d485a9c05fa23ab57054b,Utah Royals FC,Elise,Hove Thorsnes,E. Thorsnes,Forward,Norway,20,4,,NOR,109,opta:Team:bn7w86uw8j61dga3xr5s0yiju,Royals,UTA,Utah Royals FC,USA,9,353,0,0,2,0,0,0,4,6,3,1,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,353,6,6,,149,1,40,1,61,,2,9,2,3,14,84,42,7,46,150,1,6,2,94,2,2,48,41,4,40,1,26,3,19,13,236,9,2,2,32,47,7,10,27,,8,1,3,15,3,61,5,5,,20,22,101,102,29,,34,3,6,12,True,0,0,0,0,150,1,0,8,84,0,10,8,0,True,10,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::661995ab1d524cbc9c07c5b147020bef,opta:Player:a4xsv206vtrvdt5d29q0c6a51,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars FC,Jennifer,Hoy,J. Hoy,Forward,USA,2,4,,USA,124,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars FC,US,10,217,0,0,3,0,2,0,3,2,2,2,1,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,217,7,8,,77,2,23,,37,,2,4,1,2,5,51,22,4,16,77,2,2,,58,6,3,18,13,,17,2,9,2,6,5,139,10,1,,20,21,11,10,12,2,1,,2,6,1,31,3,4,,14,20,59,59,11,,19,1,2,6,True,0,0,0,0,77,0,0,1,51,0,3,1,0,True,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::e8f24eb9d71a4a6e9d09c983d7d0e62e,opta:Player:dpgw5489875zq1tc7do8kh0tm,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Carlin,Hudson,C. Hudson,Midfielder,USA,24,3,,USA,166,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::4bd84fd5cceb4538a556a4b9eb250841,opta:Player:dwwgrimn3ddecp5kllvsdga8l,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Sofia,Huerta,S. Huerta,Defender,USA,11,2,,USA,2,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,46,4064,16,12,130,0,64,12,50,26,64,4,2,0,0,,74,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,4064,62,,2,1450,40,294,54,708,14,86,28,66,8,84,816,404,66,334,1478,4,26,50,988,66,130,420,370,68,444,4,238,46,66,92,2494,46,6,4,384,460,152,20,262,64,70,24,64,82,72,550,36,116,,204,354,1042,1058,166,10,288,16,26,180,True,0,0,0,0,1478,24,0.27,70,816,0,156,70,0,True,96,8,2,6,12,,24,12,30,84,52,12,,14,,,,,,,,,,2,2,2,4,4,6,,,,,,,,,,,,,,
