season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,unsuccessful_crosses_open_play,offsides,time_played,throw_ins_to_own_player,substitute_on,successful_launches,open_play_passes,corners_won,backward_passes,successful_crosses_corners,successful_passes_opposition_half,unsuccessful_launches,unsuccessful_long_passes,putthrough_blocked_distribution_won,shots_off_target_inc_woodwork,goals_conceded_outside_box,aerial_duels_lost,total_losses_of_possession,successful_passes_own_half,total_tackles,unsuccessful_short_passes,total_passes,substitute_off,total_fouls_conceded,successful_dribbles,successful_short_passes,goals_conceded_inside_box,total_shots,total_unsuccessful_passes_excl_crosses_corners,rightside_passes,key_passes_attempt_assists,unsuccessful_passes_opposition_half,throw_ins_to_opposition_player,recoveries,starts,putthrough_blocked_distribution,unsuccessful_passes_own_half,touches,appearances,foul_attempted_tackle,blocks,ground_duels,forward_passes,total_touches_in_opposition_box,index,duels_won,shots_on_target_inc_goals,successful_long_passes,successful_crosses_open_play,total_fouls_won,aerial_duels_won,unsuccessful_dribbles,duels,total_clearances,unsuccessful_crosses_corners,handballs_conceded,ground_duels_lost,leftside_passes,successful_open_play_passes,total_successful_passes_excl_crosses_corners,aerial_duels,clean_sheets,duels_lost,tackles_lost,interceptions,ground_duels_won,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,successful_lay_offs,through_balls,foul_won_penalty,unsuccessful_lay_offs,goal_assists,penalties_conceded,blocked_shots,assists_intentional,successful_corners_into_box,corners_taken_incl_short_corners,unsuccessful_corners_into_box,right_foot_goals,gk_unsuccessful_distribution,goals_from_inside_box,saves_made,gk_successful_distribution,punches,catches,saves_made_from_outside_box,saves_made_parried,saves_made_from_inside_box,drops,saves_made_caught,goals_from_outside_box,left_foot_goals,headed_goals,penalties_taken,penalty_goals,attempts_from_set_pieces,clearances_off_the_line,crosses_not_claimed,penalties_saved,goalkeeper_smother,penalties_faced,saves_from_penalty,last_man_tackle,second_goal_assists,own_goal_scored,penalties_off_target,set_pieces_goals,total_red_cards,straight_red_cards,other_goals
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::5d8a571d227e4de9a74334fb302db570,opta:Player:aropf4gdgbabf0nr00yqk6dat,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Taylor,Lytle,T. Lytle,Midfielder,USA,6,3,,USA,96,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,NJ/NY Gotham FC,US,10,449,0,2,1,0,1,2,8,1,2,1,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,449,1,6,1,231,3,57,5,117,2,9,2,,,1,97,68,10,44,233,4,1,3,171,2,1,53,71,9,54,,34,4,9,14,312,10,,,32,68,10,10,18,1,9,5,2,4,2,37,2,15,,18,37,178,180,5,,19,2,3,14,True,0,0,0,0,233,5,0.4,9,97,0,18,9,0,True,2,,,,2,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::256bc2e2112f4d19a20b781be81fd5d0,opta:Player:5y2ala24107ak9p59pcjny2mt,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars FC,Samantha,Martel Johnson,S. Johnson,Defender,USA,16,2,,USA,4,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars FC,US,32,2666,0,0,14,0,4,0,28,40,14,0,10,0,0,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,2666,22,2,16,1266,,118,,312,46,96,16,10,4,40,340,748,46,192,1348,2,40,2,988,36,14,288,352,2,194,6,172,30,28,108,1756,32,22,20,130,720,38,20,86,4,72,,14,24,6,194,126,14,2,68,158,998,1060,64,10,108,18,60,62,True,0,0,0,0,1348,0,0,72,340,0,168,72,0,True,6,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::d58c0639f1ae4ed1880f2eeaf7bae36f,opta:Player:apuk07g8v7x4h7o38vlzj0n9x,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Camila,Martins Pereira,Camilinha,Midfielder,Brazil,9,3,,BRA,111,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,9,318,0,0,9,0,2,0,6,12,6,0,3,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,318,10,6,,129,4,26,4,60,2,8,5,7,,6,80,38,8,28,130,3,12,8,89,6,9,36,23,4,33,3,28,3,8,12,237,9,4,1,59,53,6,10,25,2,5,1,6,3,8,68,1,9,1,37,28,93,94,9,,43,2,1,22,True,0,0,0,0,130,1,0,5,80,0,13,5,0,True,4,,,1,,,6,,3,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::93cc93697c5e45b4bc70cb220a35b652,opta:Player:cfogb9ufrhhqnvjox86flknh1,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Diana,Matheson,D. Matheson,Midfielder,Canada,8,3,,CAN,59,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,21,1396,2,1,12,0,7,1,13,11,15,4,2,0,0,,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,1396,14,3,,551,6,154,5,241,5,19,12,5,4,21,275,190,20,133,578,14,11,9,420,13,12,152,108,16,150,2,87,18,44,31,823,21,11,,106,159,15,10,45,7,6,4,15,1,7,128,5,29,,62,157,401,426,22,2,83,7,11,44,True,0,0,0,0,578,4,0.06,6,275,0,25,6,0,True,23,4,,5,1,,3,1,1,7,4,2,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::bf34255e27f44fa380961950723a9003,opta:Player:7mg3exv2es9mrfso3g6bgu2mt,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars FC,Alyssa,Mautz,A. Mautz,Midfielder,USA,4,3,,USA,46,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars FC,US,24,1796,5,3,22,0,13,3,37,27,12,7,3,0,0,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,7,1796,49,3,6,645,9,149,12,277,22,33,30,9,2,47,364,174,56,174,646,11,27,9,425,17,22,207,89,17,200,4,117,21,64,61,1100,24,15,,168,258,53,10,129,13,14,12,12,56,11,271,25,54,,95,150,438,439,103,4,142,19,34,73,True,0,0,0,0,646,12,0.15,14,364,0,47,14,0,True,22,3,,6,3,,6,2,,,,2,,5,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::dd9e5f32ac9344d29a4f8380fbd12fc7,opta:Player:4t4o6zb5h3z1ymf9pk3srnkyd,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Tiffany Janea,McCarty,T. McCarty,Forward,USA,12,4,,USA,141,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,1,70,0,0,0,0,0,0,2,2,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,70,1,,,16,,5,,4,1,1,,,,1,15,3,2,8,16,1,2,,7,,,9,2,,7,,6,1,,2,26,1,2,,7,6,2,10,3,,,,,1,,9,,,,5,3,7,7,2,,6,,,2,True,0,0,0,0,16,0,0,0,15,0,1,0,0,True,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::521bad7c3a2f49a185c968f9206da5b8,opta:Player:3cyj9a2fjtx4xd0bqdh6g3azu,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Haley,McCutcheon,H. McCutcheon,Defender,USA,2,2,,USA,60,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,19,1464,1,1,10,0,5,1,33,9,6,1,1,0,0,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1464,18,4,4,571,2,73,1,180,8,34,16,5,2,30,220,249,50,114,576,,9,11,406,23,10,148,126,7,86,6,101,15,31,69,852,19,5,5,132,236,11,10,98,5,22,1,6,33,14,195,30,7,,67,141,424,428,63,2,97,17,33,65,True,0,0,0,0,576,1,0.06,22,220,0,56,22,0,True,11,,,1,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::27adde6bc4e540c5959718f7e27a1c5e,opta:Player:2qqged8hw4lzh6u8r81kc22fp,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Jess,McDonald,J. McDonald,Forward,USA,14,4,,USA,69,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,25,1865,10,8,68,0,30,8,9,12,12,19,2,0,0,,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,19,1865,42,2,,472,21,88,18,260,4,12,15,38,1,66,377,53,10,168,475,17,12,18,287,11,68,180,126,40,183,55,52,23,29,32,927,25,3,1,105,129,169,10,121,30,8,18,12,82,18,253,19,35,1,66,132,292,295,148,2,132,1,7,39,True,0,0,0,0,475,18,0.39,8,377,0,20,8,0,True,28,2,,9,8,,17,7,,,,6,,10,,,,,,,,,,,1,3,,,,,,,,,,,1,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::34a2d1a93100464f820f172a45c21408,opta:Player:c9ay4lj96l7ra2htc50wb8gkp,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,McKenzie,Meehan,M. Meehan,Midfielder,USA,2,3,,USA,112,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,11,352,0,0,7,0,1,0,3,3,6,3,1,0,0,,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,352,,8,,122,6,34,1,62,,2,5,6,1,17,73,25,6,41,129,2,3,4,86,6,7,43,24,7,37,,19,3,12,7,212,11,1,1,42,44,19,10,32,1,,1,6,16,5,75,1,1,,26,27,80,86,33,1,43,3,3,16,True,0,0,0,0,129,1,0,0,73,0,2,0,0,True,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::f08a69283d72446098764ac022263a6c,opta:Player:59tuwp0s32a07jnddbutflfit,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Kayla,Mills,K. Mills,Defender,USA,15,2,,USA,169,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::2d5220ee0bf441808654b13a78437aec,opta:Player:9hs0hutntgdjklszqisxozend,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Megan,Montefusco,M. Montefusco,Defender,USA,5,2,,USA,12,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,21,1890,1,2,2,0,1,2,21,20,19,0,3,0,0,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,1890,5,,24,960,,73,3,190,85,155,3,1,3,23,290,584,26,98,1024,,20,8,647,16,2,253,80,6,147,1,147,21,17,110,1298,21,9,16,95,492,7,10,94,1,124,3,19,43,2,161,82,4,,44,379,724,771,66,9,67,5,60,51,True,0,0,0,0,1024,3,0.1,124,290,0,279,124,0,True,,1,,,2,,,2,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::57fe0d4b80e74d1fa6fc56aab0db25ad,opta:Player:cbhcuvuqi3gxgln6n463vz9at,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Alyssa,Naeher,A. Naeher,Goalkeeper,USA,1,1,,USA,20,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,23,2070,0,0,0,0,0,0,0,0,3,0,0,0,0,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2070,1,,91,461,1,,,112,162,318,,,4,,345,437,,12,879,,,,337,26,,330,141,1,206,,274,23,,124,1119,23,,,4,583,,10,9,,212,,3,7,,11,36,,,2,155,333,549,7,7,2,,1,2,True,0,0,0,0,879,0,0,212,345,0,530,212,0,True,,,,,,,,,,,,,106,,69,228,11,6,23,22,46,1,2,,,,,,,,,,7,1,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::be8d34625b5244f1b34e61df67be171a,opta:Player:csx5jhf4hyzld6gg790usp0wl,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Yuki,Nagasato,Y. Nagasato,Forward,Japan,14,4,,JPN,30,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,23,1697,4,7,31,0,15,7,19,25,31,9,4,0,0,,23,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,1697,2,5,1,746,7,188,7,418,2,8,14,16,2,59,330,160,25,193,772,4,25,13,548,21,31,201,158,36,182,2,94,18,38,36,1074,23,10,3,140,249,67,10,103,15,23,6,31,37,9,236,5,17,1,74,177,545,571,96,4,133,6,9,66,True,0,0,0,0,772,6,0.37,23,330,0,31,23,0,True,52,11,1,8,7,,5,6,1,2,1,2,,4,,,,,,,,,,,1,1,2,1,2,1,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::c78a57f425bc49a4b20f936d22cdb37e,opta:Player:4tgpaf43xg2ehk4u4bkt8k2c5,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Christine Marie,Nairn,C. Nairn,Midfielder,USA,7,3,,USA,48,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,20,1115,1,4,9,0,2,4,11,3,13,0,1,0,0,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,,1115,22,7,2,597,4,105,18,267,17,58,12,7,3,9,265,219,12,105,631,8,3,4,426,15,9,163,145,22,184,4,96,13,22,29,875,20,1,1,63,248,15,10,34,2,42,3,13,6,2,78,5,50,,35,133,445,468,15,1,44,1,24,28,True,0,0,0,0,631,3,0.32,42,265,0,100,42,0,True,14,4,,,4,,4,4,14,39,19,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::2c5936a5814a4968b1bf412cf92362d1,opta:Player:ep50oy55uj6ulflveoy70nzs9,nwsl::Football_Team::acffc559cf7d485a9c05fa23ab57054b,Utah Royals FC,Alexa,Newfield,A. Newfield,Midfielder,USA,48,3,,USA,148,opta:Team:bn7w86uw8j61dga3xr5s0yiju,Royals,UTA,Utah Royals FC,USA,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,1,1,,3,,,,,,1,,,,,1,2,,,3,,,,2,1,,1,,,,,,,,1,4,1,,,,,,10,,,,,,,,,,,,,3,2,2,,,,,,,True,0,0,0,0,3,0,0,0,1,0,1,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::5db89892c5dd4e43b1c7853cb219c0fe,opta:Player:eb7r5kdp4o72obeam0v19rlxx,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Theresa,Nielsen Eslund,T. Eslund,Defender,Denmark,8,2,,DNK,41,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,21,1744,1,1,1,0,1,1,50,21,7,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,,1744,201,2,14,670,9,155,18,181,55,85,17,,,17,391,296,75,130,674,,21,8,424,10,1,215,11,22,200,81,106,19,39,63,1306,21,16,3,146,287,12,10,95,1,35,18,7,5,4,168,42,48,,56,221,455,459,22,11,73,25,53,90,True,0,0,0,0,674,18,0.05,35,391,0,120,35,0,True,2,,,,1,,4,1,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::6a8196684e034ab5855c3d2768858ae8,opta:Player:7qw3tekwnmsv6i4u3i0qcpjv9,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Kelley,O'Hara,K. O'Hara,Defender,USA,5,2,,USA,98,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,8,517,1,0,8,0,5,0,9,4,11,6,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,517,26,1,,224,3,41,2,74,4,15,2,3,2,5,107,88,15,53,228,6,4,2,157,3,8,68,66,1,66,4,32,7,9,18,361,8,3,2,41,88,10,10,42,5,3,1,11,14,3,60,7,16,,13,33,158,160,19,,18,6,8,28,True,0,0,0,0,228,1,0,3,107,0,18,3,0,True,6,,,,,,1,,,4,2,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::8bc2b0ed38a346f2a782d7236d278aa3,opta:Player:7fk82cjz0z5vq2ts3vmz8has5,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Denise,O'Sullivan,D. O'Sullivan,Midfielder,Republic of Ireland,10,3,,IRL,27,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,24,1932,0,3,18,0,8,3,45,31,22,1,3,0,0,,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1932,,2,4,785,7,131,5,382,13,27,44,10,3,43,329,237,67,149,790,9,31,24,595,10,18,176,203,21,149,,199,22,70,36,1239,24,16,3,271,288,37,10,136,8,19,5,22,23,13,337,5,9,4,158,168,609,614,66,8,201,22,44,113,True,0,0,0,0,790,5,0.14,19,329,0,46,19,0,True,10,,,1,3,,15,1,,3,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::db018e6a9a254ea2a703fadeec66c869,opta:Player:2bzp14nac8o5a8g21isxevlk9,nwsl::Football_Team::acffc559cf7d485a9c05fa23ab57054b,Utah Royals,Ifeoma,Onumonu,I. Onumonu,Forward,Nigeria,11,4,,NGA,119,opta:Team:bn7w86uw8j61dga3xr5s0yiju,Royals,UTA,Utah Royals,US,8,311,0,0,6,0,3,0,3,6,5,8,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,311,1,5,,89,2,35,2,42,3,6,3,3,,7,63,21,5,23,90,3,6,3,60,3,6,29,18,6,28,,16,3,5,4,166,8,1,,33,16,25,10,18,3,1,2,5,5,5,45,2,3,1,20,21,60,61,12,,27,2,2,13,True,0,0,0,0,90,2,0,1,63,0,7,1,0,True,6,1,1,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::a44bce02f4154f0e8f0cb4fabb2d1509,opta:Player:cchlo92ap1l7r1ithdfs1phat,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Francisca,Ordega,F. Ordega,Forward,Nigeria,14,4,,NGA,90,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,18,1192,3,0,26,0,12,0,39,32,18,16,3,0,0,,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,1192,1,3,1,273,22,84,,114,4,6,18,14,5,34,237,67,47,89,276,10,32,18,178,13,26,95,87,13,95,,54,15,41,19,602,18,17,3,177,44,88,10,88,12,3,,18,6,20,217,6,19,2,95,61,178,181,40,,129,8,12,82,True,0,0,0,0,276,0,0,3,237,0,9,3,0,True,18,1,,2,,,8,,,,,2,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::fae5abc7139347d3903574453693d2a1,opta:Player:6lkhq3gjsisowzlan07oeid49,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Allison,Palisch,A. Palisch,Midfielder,Republic of Ireland,21,3,,IRL,145,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13,,1,,9,,,,1,3,4,1,,,1,6,3,,1,9,,,,4,,,5,,,2,1,1,,2,3,15,1,,,,8,,10,1,,,,,1,,2,2,,,,1,4,4,2,,1,,1,,True,0,0,0,0,9,0,0,0,6,0,4,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::6f1a3b3b9e0447f0aaffa25a360d29ee,opta:Player:6zvfcc67po0ofvl1twrv13tg5,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Carson,Pickett,C. Pickett,Defender,USA,19,2,,USA,45,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,19,1381,0,0,5,0,1,0,16,15,6,0,2,0,0,,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,1381,3,3,7,630,3,80,9,231,25,66,9,4,3,23,249,240,22,122,650,5,15,8,429,17,5,188,201,13,148,2,96,16,23,64,875,19,3,8,77,329,4,10,50,1,33,5,6,15,6,115,31,24,,42,40,453,462,38,4,65,6,46,35,True,0,0,0,0,650,5,0,33,249,0,99,33,0,True,,1,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::86319f6b356140f5938edbee2f3770d1,opta:Player:50ph0tkxvrb3syo76y5bjbcut,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Amandine,Pierre-Louis,A. Pierre-Louis,Defender,Haiti,29,2,,HTI,142,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,3,44,0,0,0,0,0,0,1,1,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,44,2,3,,11,,1,,2,1,1,,,,,10,3,1,6,12,,1,,5,5,,7,2,,4,1,3,,2,4,23,3,1,,3,7,2,10,1,,,,,,,3,2,1,,2,2,4,5,,,2,,,1,True,0,0,0,0,12,0,0,0,10,0,1,0,0,True,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::2e4d5ceb965144c4aab0b26333913991,opta:Player:88mm8irc7nnlabminzyzjc5at,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Clare,Polkinghorne,C. Polkinghorne,Defender,Australia,9,2,,AUS,89,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,9,782,0,0,5,0,2,0,19,6,5,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,782,1,,2,271,,24,,72,7,16,10,3,,31,97,131,27,58,277,2,6,7,185,13,5,74,77,8,45,,59,9,17,30,426,9,5,7,66,127,7,10,57,2,18,,5,18,8,115,27,1,,27,49,197,203,49,2,58,8,24,39,True,0,0,0,0,277,0,0,18,97,0,34,18,0,True,3,1,,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
