season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,unsuccessful_crosses_open_play,offsides,time_played,throw_ins_to_own_player,successful_lay_offs,successful_launches,right_foot_goals,open_play_passes,corners_won,backward_passes,successful_crosses_corners,successful_passes_opposition_half,unsuccessful_launches,unsuccessful_long_passes,putthrough_blocked_distribution_won,shots_off_target_inc_woodwork,goals_conceded_outside_box,aerial_duels_lost,total_losses_of_possession,successful_passes_own_half,total_tackles,set_pieces_goals,unsuccessful_short_passes,total_passes,substitute_off,total_fouls_conceded,successful_dribbles,successful_short_passes,goals_conceded_inside_box,total_shots,total_unsuccessful_passes_excl_crosses_corners,successful_corners_into_box,rightside_passes,key_passes_attempt_assists,unsuccessful_passes_opposition_half,blocked_shots,throw_ins_to_opposition_player,recoveries,starts,putthrough_blocked_distribution,unsuccessful_passes_own_half,touches,corners_taken_incl_short_corners,appearances,foul_attempted_tackle,blocks,ground_duels,goals_from_outside_box,forward_passes,total_touches_in_opposition_box,index,duels_won,shots_on_target_inc_goals,attempts_from_set_pieces,successful_long_passes,successful_crosses_open_play,total_fouls_won,aerial_duels_won,unsuccessful_dribbles,duels,total_clearances,unsuccessful_crosses_corners,unsuccessful_corners_into_box,assists_intentional,ground_duels_lost,leftside_passes,clearances_off_the_line,successful_open_play_passes,total_successful_passes_excl_crosses_corners,aerial_duels,clean_sheets,goal_assists,duels_lost,tackles_lost,interceptions,ground_duels_won,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,substitute_on,left_foot_goals,headed_goals,handballs_conceded,goals_from_inside_box,unsuccessful_lay_offs,own_goal_scored,gk_unsuccessful_distribution,last_man_tackle,penalties_conceded,through_balls,saves_made,gk_successful_distribution,drops,saves_made_from_outside_box,saves_made_from_inside_box,penalties_faced,saves_made_caught,punches,goalkeeper_smother,catches,total_red_cards,straight_red_cards,crosses_not_claimed,penalties_saved,saves_made_parried,saves_from_penalty,penalties_taken,penalty_goals,foul_won_penalty,other_goals,penalties_off_target
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::c15189e7f7e64d979c834779e0fcc480,opta:Player:2m2rx34sxj4skvlf1ct9y2pqt,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Melissa,Henderson,M. Henderson,Forward,USA,21,4,,USA,177,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19,,,,,,,,,,,,,,,1,1,,,,,,,,,0,1,,,,,,,1,,,,,,3,,1,,,1,,,1,10,,,,,,,,,2,1,,,,1,,,,,1,,,2,,,,True,0,0,0,0,0,0,0,0,1,0,0,0,0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::09c50d34358f41f38da8a21da7336688,opta:Player:4bmxdd9r8i8vzan60bw6yxlg5,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Bianca,Henninger,B. Henninger,Goalkeeper,Mexico,18,1,,MEX,170,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::f1a3aa6e3b1347078caada9011b006c0,opta:Player:csuz4oxj8qa4gju8x237mq2qy,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Ashley,Herndon,A. Herndon,Midfielder,USA,,3,,USA,176,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::213c847201144ca7abdd98920819c313,opta:Player:3iangrthyltpl31m4v1qkgn2t,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Mônica,Hickmann Alves,Mônica,Defender,Brazil,21,2,,BRA,43,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,20,1374,0,0,4,0,1,0,16,7,7,0,0,0,0,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1374,5,4,8,,706,,67,,161,17,41,11,3,1,11,134,448,21,,74,724,6,7,2,573,20,4,115,,168,3,65,3,,72,17,18,51,893,1,20,3,4,54,,239,8,10,40,1,,36,,7,11,,76,44,1,,,25,250,,597,609,22,3,,36,5,31,29,True,0,0,0,0,724,0,0,36,134,0,77,36,0,True,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::5370154df373491d8964d4f94ad1f1dd,opta:Player:bqv8h28ex8drxt069mf88a95h,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Nora,Holstad Berge,N. Holstad,Defender,Norway,2,2,,NOR,144,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,USA,2,89,0,0,0,0,0,0,3,2,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,89,,1,,,36,,4,,14,,,1,,,7,18,9,3,,13,36,1,2,,23,2,,13,,9,,10,,,5,1,2,3,48,,2,,,9,,16,,10,7,,,,,,4,1,20,2,,,,6,7,,23,23,11,,,13,,1,3,True,0,0,0,0,36,0,0,0,18,0,0,0,0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::1fdefec504924f1c80369e7f6328cd2c,opta:Player:6ywkny98b9qzuvhqxwn9l0ogl,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Lindsey Michelle,Horan,L. Horan,Midfielder,USA,,3,,USA,2,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,26,2305,5,3,48,0,21,3,52,44,52,12,4,0,0,,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2305,5,55,,3,1349,11,286,5,479,6,62,31,27,4,60,479,606,75,1,230,1372,3,44,23,969,16,48,292,,356,27,231,17,,210,26,68,73,1941,2,26,22,4,305,1,417,79,10,238,21,5,111,5,52,91,27,456,46,12,,2,158,313,,1059,1080,151,10,3,218,23,42,147,True,0,0,0,0,1372,5,0.12,111,479,0,173,111,0,True,,,2,,4,1,,,,1,6,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::661995ab1d524cbc9c07c5b147020bef,opta:Player:a4xsv206vtrvdt5d29q0c6a51,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars FC,Jennifer,Hoy,J. Hoy,Forward,USA,2,4,,USA,116,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars FC,US,14,692,2,2,11,0,4,2,0,7,7,11,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,692,2,16,,1,183,7,68,4,111,3,3,8,7,,20,132,34,,,45,189,9,7,7,138,6,11,48,,48,14,52,2,,18,9,19,11,327,,14,1,,47,,28,35,10,20,4,,3,4,7,7,7,74,4,15,,1,34,45,,135,141,27,,2,54,,1,13,True,0,0,0,0,189,4,0.26,3,132,0,6,3,0,True,5,,1,2,2,,,,,1,2,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::4bd84fd5cceb4538a556a4b9eb250841,opta:Player:dwwgrimn3ddecp5kllvsdga8l,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Sofia,Huerta,S. Huerta,Defender,USA,11,2,,USA,32,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,25,2056,6,4,44,0,25,4,39,29,24,15,0,0,0,,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,2056,34,56,3,4,783,12,188,16,385,9,35,33,19,4,39,442,181,48,,209,794,2,29,9,531,23,44,244,,132,28,227,8,5,100,22,53,51,1274,2,25,11,4,186,2,256,87,10,121,25,,19,16,24,40,18,265,11,34,,4,105,218,,541,550,79,4,4,144,9,10,81,True,0,0,0,0,794,16,0.18,19,442,0,54,19,0,True,3,2,,4,4,15,,,,1,2,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::d14268671393435c9c3e376871891eed,opta:Player:a222id7exwj3dgoo0oer8ng0l,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Victoria Lauren,Huster,T. Huster,Midfielder,USA,23,3,,USA,27,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,20,1714,0,0,22,0,8,0,33,32,26,0,2,0,0,,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,1714,2,16,3,,831,3,92,,335,24,85,14,14,5,56,334,223,44,,196,839,,32,7,519,37,22,281,,158,12,225,3,1,100,19,29,58,1111,1,20,13,5,128,,397,18,10,125,8,,39,,26,55,2,239,33,2,,,58,192,,550,558,111,1,,114,11,44,70,True,0,0,0,0,839,0,0,39,334,0,124,39,0,True,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::11b445f1ef114839a220a412de020d92,opta:Player:7qk5yrflclvgduk7s019n28yd,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Estelle,Johnson,E. Johnson,Defender,Cameroon,24,2,,CMR,54,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,20,1680,2,0,7,0,4,0,39,11,16,0,2,0,0,,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,1680,150,,5,2,646,2,57,4,252,24,47,13,3,4,6,280,216,49,,145,656,4,11,3,440,29,7,192,,35,9,135,2,51,91,20,36,70,1159,,20,9,9,95,,362,12,10,79,4,,24,4,16,12,2,113,74,13,,,28,202,,457,464,18,2,,34,10,66,67,True,0,0,0,0,656,4,0,24,280,0,71,24,0,True,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::1b3783ec85a64e0c89d50a3eff3e7a34,opta:Player:4br405fu0bterpmm32qfqhzo5,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Kendall,Johnson,K. Johnson,Defender,USA,15,2,,USA,155,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,,,,,9,,2,,3,,,,,,1,2,7,,,,10,,,,10,,,,,4,,,,,,,,,13,,4,,,,,4,,10,,,,,,,,,1,,,,,,,,9,10,1,,,1,,,,True,0,0,0,0,10,0,0,0,2,0,0,0,0,True,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::f0fda5a35a37429a89ea9a98ee74e5d8,opta:Player:alylknvanmyrw79zp0rhnb105,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Savannah,Jordan,S. Jordan,Forward,USA,13,4,,USA,151,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,2,9,0,0,2,0,2,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9,,1,,,12,,3,,5,,,,,,,5,4,,,4,13,,,,9,1,2,4,,5,,3,,,2,,,1,16,,2,,,,,1,3,10,,2,,,,,,,,,,,,,4,,8,9,,,,,,,,True,0,0,0,0,13,0,0,0,5,0,0,0,0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::2e77e25daf294b53be3210b8db21910d,opta:Player:ex20tt5f0pbbtt1trwdhdcnv9,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Natasha,Kai,N. Kai,Forward,USA,32,4,,USA,156,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,1,19,0,0,0,0,0,0,0,1,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19,,,,,6,,1,,3,,,,,,1,3,,,,3,6,,1,,3,2,,3,,1,,2,,,,,,1,7,,1,,,,,3,,10,1,,,,,,1,,2,1,,,,,1,,3,3,2,,,1,,,,True,0,0,0,0,6,0,0,0,3,0,0,0,0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::27cc52def1e74128b84ce837f12b3fbc,opta:Player:56reubfbg9srans6ivpedwx5h,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Red Stars,Lauren,Kaskie,L. Kaskie,Midfielder,USA,13,3,,USA,133,opta:Team:dzxypx8djih58p668surbi4qm,Red Stars,CHI,Chicago Red Stars,USA,7,213,0,0,1,0,1,0,5,6,0,0,1,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,213,1,1,,,83,2,16,1,34,,7,1,,,4,46,23,7,,20,83,1,6,1,55,4,1,27,1,19,1,26,1,1,14,2,4,8,127,4,7,4,,23,,30,2,10,8,1,,1,,,,,27,3,7,3,,15,18,,56,56,4,,,19,2,3,8,True,0,0,0,0,83,0,0,1,46,0,8,1,0,True,5,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::03252d11c5d5470f97d5c52dd4d3b086,opta:Player:3n4v5kfd5j7pcp2wb3eb74d1,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Yuri,Kawamura,Y. Kawamura,Midfielder,Japan,20,3,,JPN,110,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,USA,8,588,0,0,2,0,1,0,16,10,3,0,1,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,588,9,,1,,239,1,21,,74,2,5,4,1,,9,43,140,19,,27,246,1,10,,204,8,2,32,,93,2,25,,1,21,7,5,9,321,,8,5,3,35,,112,11,10,28,1,,10,,3,6,,50,8,2,,,13,20,,207,214,15,3,,22,3,9,22,True,0,0,0,0,246,0,0,10,43,0,15,10,0,True,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::46c4d8f93d3c4ae585862889e43f2d57,opta:Player:7flxdnsd0pp5nxhldypcxeled,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Nahomi,Kawasumi,N. Kawasumi,Midfielder,Japan,9,3,,JPN,34,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,NJ/NY Gotham FC,US,24,1917,6,9,26,0,13,9,20,3,13,11,0,0,0,,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,1917,62,33,1,6,779,17,220,19,380,5,16,20,13,1,12,331,239,29,,167,783,6,3,3,592,34,26,183,5,114,38,183,4,11,120,22,45,50,1171,16,24,2,5,97,1,200,63,10,47,13,1,8,13,13,3,5,112,13,50,10,8,53,249,,596,600,15,2,9,65,9,21,44,True,0,0,0,0,783,13,0.42,8,331,0,24,8,0,True,2,,,,5,3,,,,,3,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::5f6a0a88d86040cb88836e22eed4f631,opta:Player:5wmmzcji93kz8sueudpv21cr9,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Maegan Lynn,Kelly Rosa,M. Rosa,Midfielder,Canada,44,3,,CAN,117,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,22,667,5,1,27,0,14,1,12,15,12,3,2,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,667,6,6,,2,182,8,29,,56,3,11,12,13,4,19,158,47,17,,73,187,4,15,5,94,8,27,84,,43,5,80,3,3,47,5,24,12,376,,22,6,1,85,2,84,36,10,42,14,,9,,12,8,9,112,8,8,,1,51,31,,98,103,27,,1,70,5,7,34,True,0,0,0,0,187,0,0.13,9,158,0,20,9,0,True,17,1,2,1,3,1,,,,,3,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::eb192101ab34425984a49075a90f3b0c,opta:Player:66f0rjs4c2yih8phn6meyj74l,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Sam,Kerr,S. Kerr,Forward,Australia,20,4,,AUS,57,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,NJ/NY Gotham FC,US,22,1918,17,4,91,0,54,4,16,10,19,38,2,0,0,,44,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,38,1918,4,54,,13,603,30,159,14,324,6,12,11,37,4,43,422,107,20,,206,635,2,10,15,412,40,91,218,,192,31,234,16,3,48,21,37,31,1071,,22,4,1,130,1,166,180,10,114,54,,5,14,19,62,23,235,8,47,,3,78,118,,386,417,105,2,4,121,4,10,52,True,0,0,0,0,635,14,0.19,5,422,0,17,5,0,True,1,,4,,16,13,,,,,4,,,,,,,,,,,,,,,,,1,,2,,1
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::a86e9ba2f4c44ce789c593b2b5bf9bcb,opta:Player:d9dirjpaqkq3gga2zyeykcv6d,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Aubrey,Kingsbury,A. Kingsbury,Goalkeeper,USA,1,1,,USA,104,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,US,11,990,0,0,1,0,1,0,0,0,1,0,0,0,0,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,990,,,32,,150,,,,29,37,94,,,3,,99,165,1,,2,290,,,,117,12,1,96,,41,2,48,,,108,11,,48,395,,11,,,2,,187,1,10,3,1,,77,,1,2,,4,8,,,,1,62,,112,194,2,2,,1,1,,1,True,0,0,0,0,290,0,0,77,99,0,171,77,0,True,,,,,,,,38,,,,35,108,,11,24,4,4,3,,7,,,,1,6,1,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::96cc9fe3c23b49cf9fa5125c50781437,opta:Player:bnnc9csv7qrc2xgx7yzgxlcr9,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Meghan,Klingenberg,M. Klingenberg,Defender,USA,25,2,,USA,14,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,US,25,2115,0,7,7,0,1,7,36,9,13,6,1,0,0,,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,6,2115,212,3,10,,910,13,220,31,321,25,56,20,6,2,18,429,424,47,,172,942,2,9,13,667,15,7,228,19,345,28,231,2,36,141,24,45,85,1618,60,25,3,3,122,,347,21,10,91,1,,47,12,13,18,14,158,53,88,30,7,49,30,,687,714,36,11,7,67,11,33,73,True,0,0,0,0,942,12,0.3,47,429,0,103,47,0,True,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::b34b92d539f6450e883ce6d31d545996,opta:Player:9bhn0azn3wb2wgdczcox6u66t,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Haley,Kopmeyer,H. Kopmeyer,Goalkeeper,USA,28,1,,USA,42,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,20,1800,0,0,0,0,0,0,0,0,3,0,0,0,0,,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1800,,,62,,428,,,,51,123,236,,,1,1,250,430,,,8,725,,,,354,32,,244,,90,,131,,,202,20,,113,938,,20,,,1,,457,,10,7,,,127,,3,6,,8,33,,,,,178,,315,481,7,2,,1,,1,1,True,0,0,0,0,725,0,0,127,250,0,363,127,0,True,,,,,,,,86,,,,80,187,1,31,49,4,9,16,,18,,,,,28,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::3e154a3f17cf4dfaae292baf85f5f94c,opta:Player:6bhtfawnoxk9x57xigb8z03it,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Alexandra Blaire,Krieger,A. Krieger,Defender,USA,11,2,,USA,3,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,25,2250,0,2,3,0,0,2,19,13,8,0,2,0,0,,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,2250,42,1,10,,1261,4,60,5,379,32,92,7,3,3,23,308,725,29,,147,1338,,13,7,979,32,3,239,,239,10,163,8,16,143,25,14,97,1703,,25,6,12,67,,612,16,10,75,,,120,4,8,33,2,123,107,21,,2,25,427,,1033,1099,56,4,2,48,10,47,42,True,0,0,0,0,1338,4,0.08,120,308,0,212,120,0,True,,,,3,,,,,,2,2,,1,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::2e67f16c924649e9b5584a1a25552589,opta:Player:4ullol3wa4qdi9ydgrxgxbcgl,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Casey,Krueger,C. Krueger,Defender,USA,3,2,,USA,63,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,US,23,2004,1,1,11,0,3,1,28,19,15,4,2,0,0,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,2004,132,,12,,604,11,99,11,185,39,69,19,8,4,26,344,257,41,,109,609,,19,20,406,23,11,178,,200,8,163,5,46,122,22,38,53,1193,,23,8,6,134,,288,41,10,102,3,,25,11,15,26,19,186,79,38,,1,58,22,,427,431,52,5,1,84,13,37,76,True,0,0,0,0,609,11,0.04,25,344,0,94,25,0,True,1,1,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,3,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::ac52e1b305004e86a23311e432171b77,opta:Player:cuv7sxu6f38qn367grmxno3x1,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Stephanie Lynn Marie,Labbé,S. Labbé,Goalkeeper,Canada,1,1,,CAN,60,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,USA,17,1530,0,0,0,0,0,0,0,0,3,0,0,0,0,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1530,,,90,,324,,,,115,190,335,,,4,1,348,172,,,5,627,,,,118,26,,340,,25,1,263,,,200,17,1,77,798,,17,,,5,,536,,10,7,,,169,,3,4,,10,26,,,,2,66,,172,287,5,2,,3,,1,3,True,0,0,0,0,627,0,0,169,348,0,504,169,0,True,,,,,,,,103,,,,66,131,1,32,34,3,5,5,2,13,,,2,,25,,,,,,
