season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,ground_duels_lost,total_losses_of_possession,index,clean_sheets,backward_passes,starts,interceptions,total_clearances,successful_long_passes,left_foot_goals,total_successful_passes_excl_crosses_corners,goals_conceded_outside_box,total_passes,assists_intentional,key_passes_attempt_assists,appearances,unsuccessful_lay_offs,leftside_passes,shots_off_target_inc_woodwork,total_shots,blocks,substitute_on,goal_assists,successful_launches,time_played,rightside_passes,unsuccessful_long_passes,unsuccessful_dribbles,successful_lay_offs,substitute_off,putthrough_blocked_distribution,unsuccessful_passes_own_half,forward_passes,total_unsuccessful_passes_excl_crosses_corners,recoveries,total_fouls_won,aerial_duels_lost,unsuccessful_launches,tackles_lost,putthrough_blocked_distribution_won,corners_taken_incl_short_corners,ground_duels,open_play_passes,unsuccessful_passes_opposition_half,penalty_goals_conceded,touches,total_tackles,times_tackled,goals_conceded_inside_box,successful_passes_own_half,total_fouls_conceded,successful_open_play_passes,unsuccessful_corners_into_box,successful_dribbles,blocked_shots,successful_short_passes,throw_ins_to_opposition_player,shots_on_target_inc_goals,offsides,successful_crosses_open_play,handballs_conceded,successful_passes_opposition_half,duels_lost,unsuccessful_crosses_corners,duels,corners_won,penalties_conceded,unsuccessful_crosses_open_play,throw_ins_to_own_player,foul_attempted_tackle,successful_crosses_corners,aerial_duels,unsuccessful_short_passes,ground_duels_won,duels_won,total_touches_in_opposition_box,aerial_duels_won,goals_from_inside_box,home_goals,away_goals,winning_goal,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,through_balls,successful_corners_into_box,overruns,other_goals,right_foot_goals,second_goal_assists,goals_from_outside_box,headed_goals,attempts_from_set_pieces,gk_successful_distribution,drops,saves_made,goal_kicks,catches,saves_made_parried,saves_made_from_inside_box,punches,saves_made_from_outside_box,saves_made_caught,gk_unsuccessful_distribution,penalties_saved,penalties_faced,saves_from_penalty,last_player_tackle,foul_won_penalty,clearances_off_the_line,red_cards_2nd_yellow,penalty_goals,penalties_taken,total_red_cards,own_goal_scored,goalkeeper_smother,saves,penalty_conceded,long_ball_percentage,total_cleareance,goalkeeper_saves_per_90_min,goalkeeper_saves_per_match,source_category_goalkeeping,penalties_off_target,set_pieces_goals,straight_red_cards,crosses_not_claimed
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::e51fe8ea427c4f39894fce94ed9fadcd,opta:Player:dy302yj9tjby62ur1u8ab8rxm,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Cori,Dyke,C. Dyke,Midfielder,USA,12,3,,USA,97,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,24,1349,0,1,1,1,0,1,24,3,4,0,1,0,0,81,12,0.8,1,0,0,0,0,0,0,0,70.59,55.29,26.09,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,181,10,5,80,14,11,30,24,,501,1,624,1,8,24,,205,1,1,5,10,1,8,1349,70,48,5,1,6,26,43,269,123,56,4,17,24,10,14,1,62,608,93,,918,34,14,11,290,3,486,,3,2,477,16,,,2,,214,38,13,85,7,,12,111,2,3,23,75,41,47,8,6,,,,0,True,0,0,0,0,640,2,0.07,24,181,16,72,24,0,True,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::17ddeb23a8bd43d9bf46f7370e5eb5bf,opta:Player:4b6yhmhjp7ek7rnv47x5aga1h,nwsl::Football_Team::9587b8ce40624165903b6bc9fd252634,Angel City,Elizabeth,Eddy,E. Eddy,Defender,USA,44,2,,USA,332,opta:Team:6hbfgdczbi3yg4sdpqgtu6s,Angel City,LA,Angel City,US,3,29,0,0,0,0,0,0,1,0,0,0,0,0,0,80,2,6.21,0,0,0,0,0,0,0,0,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,,1,,,,,,16,,20,,1,3,,1,,,,3,,,29,10,2,1,,,1,2,8,4,9,,1,2,,1,,4,19,4,,33,1,2,2,11,,15,,,,16,1,,,,,5,4,2,5,,,2,2,,,1,2,1,1,,,,,,0,True,0,0,0,0,22,0,0,0,10,2,2,0,0,True,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::4932d40caf094edd88eb680559cffd38,opta:Player:bheniu7u85ivkjhipazymzxzp,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Kristen,Edmonds,K. Edmonds,Defender,USA,12,2,,USA,372,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::fd08719793c4487c82b7d3aceba2ad0f,opta:Player:18kiz7s5jlyotkb4p0sbbxyol,nwsl::Football_Team::9587b8ce40624165903b6bc9fd252634,Angel City,Claire,Emslie,C. Emslie,Forward,Scotland,10,4,,SCO,110,opta:Team:6hbfgdczbi3yg4sdpqgtu6s,Angel City,LA,Angel City,US,26,1970,7,2,28,9,22,2,19,25,21,6,3,0,0,71,31,1.42,87,0,1,4,3,0,0,0,59.38,38.16,47.83,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,129,462,10,2,156,24,6,20,13,2,392,3,559,2,40,26,1,109,6,28,2,2,2,1,1970,97,35,44,5,13,63,38,197,167,106,21,12,10,13,21,87,205,525,266,1,1122,32,92,28,119,25,362,47,23,9,379,,22,6,16,1,317,141,137,228,27,,77,8,15,44,23,132,76,87,69,11,5,5,2,2,True,0,0,0,0,735,16,0.09,13,462,176,48,13,0,True,3,23,6,,5,,2,,6,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,1,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::fc8de163d5904bf494c2fb1ef97d9313,opta:Player:dwrkb21t0oi6s0d6a1b7b1qay,nwsl::Football_Team::ca719042b34443c4bcfe380ca4850eaf,San Diego Wave,Sierra,Enge,S. Enge,Midfielder,USA,8,3,,USA,324,opta:Team:esvbnzqbyvxp2k570ez7h1a1g,San Diego Wave,SD,San Diego Wave,US,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,10,1,4,1,,4,3,,23,,33,,,1,,6,,,1,,,2,90,4,8,,,,,4,19,10,1,,1,6,,,,,31,6,,39,,,,19,,21,,,,20,,,,,,4,1,,1,,,,,,,1,2,,,,,,,,0,True,0,0,0,0,33,0,0,3,11,0,11,3,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::ca7d4b1ca032426197a0113cbc931fc5,opta:Player:5rtm5d6v7nfqjh9ahayyc1bkl,nwsl::Football_Team::ac29701756da44a08457762380c10733,Racing Louisville,Abby,Erceg,A. Erceg,Defender,New Zealand,20,2,,NZL,12,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,LOU,Racing Louisville,US,26,2340,0,2,5,2,3,2,15,4,2,2,0,0,0,92,39,1.5,0,0,0,0,0,0,0,0,51.72,68.37,73.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,166,10,5,69,26,31,102,65,,1327,8,1452,,2,26,,449,2,5,36,,2,13,2340,563,52,3,,,13,69,371,125,111,2,13,36,14,9,,49,1416,56,5,1802,29,9,31,1052,4,1295,,,1,1262,18,3,2,,,275,31,,98,1,,,69,2,,49,73,31,67,18,36,,,,0,True,0,0,0,0,1452,0,0.08,65,166,0,117,65,0,True,,,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::79e6134fbc584f6d981cdd752b798dc8,opta:Player:7lyzx6twrkm4u4mqtr1jwqdw5,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Sinead,Farrelly,S. Farrelly,Midfielder,Republic of Ireland,33,3,,IRL,346,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,78,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,,1,,,,,,7,,9,,,1,,2,,,,1,,,1,3,,,,,,,3,2,1,,,,,,,2,9,2,,12,,,1,1,1,7,,1,,7,,,,,,6,1,,2,,,,,1,,,2,1,1,1,,,,,0,True,0,0,0,0,9,0,0,0,3,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::3f841e6b66d94cdead98ab215e6e844b,opta:Player:errir6ade8y91vp5z7v8gkn6y,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Bayley,Feist,B. Feist,Midfielder,USA,22,3,,USA,205,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,18,576,1,0,13,1,5,0,15,9,5,1,0,0,0,72,8,1.25,1,0,0,0,0,0,0,0,55.56,49.07,36.67,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,36,113,10,1,46,6,10,15,6,,199,1,279,,8,18,,63,8,13,,12,,1,576,51,17,3,2,3,24,22,119,80,50,5,19,12,12,10,1,78,276,62,1,430,27,12,7,76,9,196,,10,5,193,,5,1,3,,126,55,4,108,1,,4,2,7,3,30,63,42,53,20,11,1,1,0,0,True,0,0,0,0,286,3,0,6,113,7,23,6,0,True,1,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::80578bb876844892bf7fa6822bdb89b3,opta:Player:brs2knmydegipvthtwu6xwqac,nwsl::Football_Team::ac29701756da44a08457762380c10733,Racing Louisville,Kayla,Fischer,K. Fischer,Midfielder,USA,9,3,,USA,206,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,LOU,Racing Louisville,US,24,1128,1,1,16,2,10,1,27,51,37,6,10,0,0,70,23,1.84,2,0,1,0,0,0,0,0,72.97,45.24,35,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,125,220,10,1,77,12,18,5,8,1,193,7,277,1,17,24,1,57,6,16,,12,1,,1128,56,7,28,4,8,25,17,87,84,62,37,13,2,10,9,2,232,268,83,2,621,37,61,16,63,51,185,,33,3,185,3,10,6,2,,132,138,16,252,10,1,16,16,33,2,20,77,107,114,40,7,1,1,0,0,True,0,0,0,0,295,2,0.08,8,220,18,15,8,0,True,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::5d76f50c58f34b00a7bd574b12c70c94,opta:Player:93d5k82qrmjr894k2hp5aril1,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Jess,Fishlock,J. Fishlock,Midfielder,Wales,10,3,,WAL,98,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,18,1400,0,3,10,3,6,3,18,12,25,1,0,0,0,80,29,1.86,0,0,1,0,0,0,0,0,56.25,57.66,52.63,30,0,0,0,0,0,0,0,0,0,0,0,0,0,49,190,10,2,123,17,15,10,17,,489,2,618,2,20,18,2,119,4,10,5,1,3,1,1400,169,37,6,4,4,24,30,207,129,107,25,9,12,14,10,,118,608,106,3,829,32,24,27,215,12,479,,13,5,472,,6,1,3,,277,58,7,137,5,,7,1,7,3,19,92,69,79,27,10,,,,0,True,0,0,0,0,628,3,0.19,17,190,10,54,17,0,True,2,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::8513285029bf40cb99fa4947006018a2,opta:Player:ek8x7y3jt0xcebttt75qi5exh,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Jessie,Fleming,J. Fleming,Midfielder,Canada,21,3,,CAN,76,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,US,26,1774,0,1,14,1,6,1,44,24,37,1,3,0,0,81,27,1.37,7,0,0,0,0,0,0,0,64.71,49.42,27.27,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,107,257,10,3,160,22,19,8,31,,608,4,759,,23,26,,185,8,14,6,4,1,4,1774,158,18,25,5,16,40,36,256,151,102,37,24,4,24,24,7,226,738,130,,1109,68,52,23,266,24,588,5,14,5,577,,6,1,1,1,346,131,15,259,5,,9,5,15,4,33,133,119,128,30,9,,,,0,True,0,0,0,0,777,1,0.05,31,257,18,49,31,0,True,2,2,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::133304d476e84b6cbc5409243d94af4a,opta:Player:8q0rkr3gz7hz1ssdx3fkro0a2,nwsl::Football_Team::ac29701756da44a08457762380c10733,Racing Louisville,Taylor,Flint,T. Flint,Midfielder,USA,26,3,,USA,34,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,LOU,Racing Louisville,US,24,2053,3,1,26,4,13,1,56,40,25,2,6,0,0,71,35,1.53,0,0,1,1,1,0,0,0,56,69.63,79.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,363,10,5,138,24,74,64,48,,732,7,1041,1,16,24,1,220,13,26,20,,1,10,2053,200,68,7,14,4,43,93,483,309,144,25,25,31,44,26,,227,1028,216,4,1517,100,18,28,387,40,721,,22,,684,,13,2,,,345,106,,349,2,,,4,24,,122,241,146,243,39,97,3,2,1,1,True,0,0,0,0,1041,0,0.04,48,363,0,116,48,0,True,5,,5,,1,,,2,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::f961e0cf2d5b4f44933a01d3e26748f6,opta:Player:d4fcm5jgtri2hgu7znf87n9ck,nwsl::Football_Team::acffc559cf7d485a9c05fa23ab57054b,Utah Royals,Lauren,Flynn,L. Flynn,Defender,USA,5,2,,USA,147,opta:Team:bn7w86uw8j61dga3xr5s0yiju,Royals,UTA,Utah Royals,US,12,894,0,0,1,0,0,0,19,16,9,0,3,0,0,75,22,2.21,0,0,0,0,0,0,0,0,48.72,59.81,64.29,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,38,133,10,1,27,10,19,40,25,,328,2,439,,1,12,,59,1,1,12,2,,7,894,166,53,1,,2,15,53,187,111,33,9,5,34,20,7,,93,408,60,4,621,39,7,20,247,16,305,,7,1,303,5,,,1,1,82,43,2,107,2,1,2,14,5,1,14,58,55,64,6,9,,,,0,True,0,0,0,0,442,1,0,25,133,3,78,25,0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::36b39ad2f2ba41e5afba3d9e006b413f,opta:Player:1mmkb0klnov3y412lmr5qktwq,nwsl::Football_Team::acffc559cf7d485a9c05fa23ab57054b,Utah Royals,Dana,Foederer,D. Foederer,Midfielder,Netherlands,22,3,,NLD,146,opta:Team:bn7w86uw8j61dga3xr5s0yiju,Royals,UTA,Utah Royals,US,23,1537,1,2,12,3,6,2,18,21,10,3,4,0,0,76,29,1.7,0,0,1,0,0,0,0,0,54.55,42.97,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,163,10,1,130,17,9,11,11,,334,3,441,,11,23,1,89,6,12,7,6,2,4,1537,94,17,8,13,11,32,42,128,107,63,10,20,9,15,20,,98,440,74,4,631,33,17,26,192,21,334,,2,8,323,,6,3,,1,142,73,9,128,6,,9,,18,,30,90,45,55,21,10,1,1,0,0,True,0,0,0,0,450,0,0.12,11,163,9,28,11,0,True,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::8d18be11237c447ea621fcde56944492,opta:Player:4baep35yxj0df8fqwcvh7x8lx,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Adrianna,Franch,A. Franch,Goalkeeper,USA,21,1,,USA,11,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,17,1530,0,0,0,0,0,0,1,1,0,0,1,0,0,77,26,1.53,0,0,0,0,0,0,0,0,100,62.5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58,10,4,,17,,16,40,,186,4,242,,,17,,94,,,,,,9,1530,51,54,,,,,35,97,56,108,,1,24,,,,3,128,21,1,387,1,,22,175,1,102,,,,146,,,,,,11,3,,8,,1,,,1,,5,2,1,5,,4,,,,0,True,0,0,0,0,242,0,0,40,58,0,94,40,0,True,,,,,,,,,,141,1,47,85,6,11,28,8,19,1,17,,1,,,,,,,,,,1,47,1,43,16,0,0,True,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::84e65c9b042d400492b5088a8f3d3c6a,opta:Player:a652ucv412tcgm98cx2ri6psk,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Bea,Franklin,B. Franklin,Midfielder,USA,20,3,,USA,151,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,17,1156,1,0,4,1,1,0,21,17,9,0,2,0,0,70,20,1.56,0,0,1,0,0,0,0,0,70,52.66,52.22,50,0,0,0,0,0,0,0,0,0,0,0,0,0,37,155,10,5,61,13,22,26,14,1,293,1,420,,4,17,1,101,3,4,14,4,,2,1156,93,20,4,7,4,20,55,165,127,54,9,43,12,9,10,,79,419,74,1,608,30,9,19,175,17,292,,3,1,279,,1,,2,,120,80,2,169,2,,2,1,10,2,90,107,42,89,9,47,1,0,1,0,True,0,0,0,0,424,2,0,14,155,4,34,14,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::f6b493b31de74f559b78c0c4e54cd8ec,opta:Player:5a9i6busdzexo1bqowvmr3lgq,nwsl::Football_Team::acffc559cf7d485a9c05fa23ab57054b,Utah Royals,Macey,Fraser,M. Fraser,Midfielder,New Zealand,14,3,,NZL,288,opta:Team:bn7w86uw8j61dga3xr5s0yiju,Royals,UTA,Utah Royals,US,4,209,0,0,5,0,2,0,7,4,1,0,0,0,0,75,3,1.29,0,0,0,0,0,0,0,0,77.78,45.83,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,10,1,12,2,2,,,,59,1,79,,1,4,,18,3,5,,2,,,209,20,2,3,3,1,9,9,29,20,15,1,1,1,2,4,,23,76,13,,123,9,8,2,33,4,56,,1,1,59,,2,,1,,27,13,2,24,,,2,,3,1,1,18,11,11,3,,,,,0,True,0,0,0,0,82,1,0,0,38,3,2,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::f1674817643d4409ae98e3f26ec72dc4,opta:Player:54szh8526rjp2erap05ljqxud,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Mandy,Freeman,M. Freeman,Defender,USA,22,2,,USA,177,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,18,902,1,2,4,3,2,2,15,7,12,1,3,0,0,73,8,0.8,0,0,0,0,0,0,0,0,71.43,62.82,60,38.89,0,0,0,0,0,0,0,0,0,0,0,0,0,25,158,10,,50,9,11,14,13,,253,2,351,1,9,18,,81,2,4,1,9,2,3,902,34,25,8,,6,13,28,186,98,57,12,4,10,6,4,,68,343,81,2,579,21,15,6,100,7,247,,10,1,240,21,2,1,7,,160,29,11,78,3,1,11,66,3,7,10,73,43,49,6,6,,0,1,1,True,0,0,0,0,369,7,0.2,13,158,18,38,13,0,True,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::d05274ce6faa42d48bec0325f29568e2,opta:Player:as9gd28disfeeiiqxn7gjvg2c,nwsl::Football_Team::9587b8ce40624165903b6bc9fd252634,Angel City,Kennedy,Fuller,K. Fuller,Midfielder,USA,17,3,,USA,218,opta:Team:6hbfgdczbi3yg4sdpqgtu6s,Angel City,LA,Angel City,US,19,975,1,0,11,1,6,0,12,8,29,1,1,0,0,67,20,1.85,0,0,1,0,0,0,0,0,52.17,56.36,33.33,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,34,117,10,,58,10,8,9,2,,159,2,240,,8,19,1,37,5,11,,9,,1,975,42,15,5,3,6,24,19,103,81,42,29,14,7,11,13,,89,226,66,1,417,23,16,18,76,8,145,,4,9,157,,6,1,3,,86,48,4,110,6,,4,1,8,3,21,66,55,62,36,7,1,1,0,0,True,0,0,0,0,247,3,0,2,117,7,17,2,0,True,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::676004a629cb4668972a79f81ed48f2f,opta:Player:270qzf9ig52z04iu3ujnmstg4,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Ryan,Gareis,R. Gareis,Forward,USA,21,4,,USA,289,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,7,328,0,0,3,0,3,0,2,0,2,1,0,0,0,54,8,2.2,0,0,0,0,0,0,0,0,66.67,34.62,16.67,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,64,10,,15,5,2,1,2,,42,1,79,,1,7,,1,,3,,2,,1,328,42,7,6,1,5,13,14,21,37,16,2,5,4,1,1,,20,79,32,1,134,3,10,7,18,,42,,3,1,40,,3,1,1,,25,17,9,26,4,,9,4,,1,6,30,8,9,9,1,,,,0,True,0,0,0,0,89,1,0,2,64,10,9,2,0,True,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::f3a1675054684f099f9675ac9cf04f19,opta:Player:6fhiz0epsutfcs1xqfhcuomad,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Morgan,Gautrat,M. Gautrat,Midfielder,USA,16,3,,USA,124,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,19,869,0,0,7,0,3,0,14,10,6,0,3,0,0,89,9,0.93,4,0,0,0,0,0,0,0,51.85,45.35,22.22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,33,96,10,1,100,11,16,12,14,,450,1,509,,6,19,,117,4,7,1,8,,,869,115,20,8,7,10,16,16,177,59,52,6,14,12,13,9,4,68,491,49,1,662,27,16,8,230,10,432,2,2,1,436,,3,,2,,222,47,6,86,2,,4,,4,2,18,39,35,39,11,4,,,,0,True,0,0,0,0,517,2,0,14,96,8,34,14,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::a6683a7902404976b29a742db197dfc1,opta:Player:6x0oj293r0sv99i071v8owpgp,nwsl::Football_Team::ca719042b34443c4bcfe380ca4850eaf,San Diego Wave,Naomi,Girma,N. Girma,Defender,USA,4,2,,USA,11,opta:Team:esvbnzqbyvxp2k570ez7h1a1g,San Diego Wave,SD,San Diego Wave,US,20,1715,0,0,1,0,0,0,17,8,2,0,3,0,0,92,27,1.42,0,0,0,0,0,0,0,0,54.84,65.85,54.29,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,12,138,10,4,97,20,18,95,59,,1328,2,1453,,3,20,1,378,1,1,22,,,8,1715,515,56,,,3,7,51,463,125,122,2,16,22,14,5,,47,1406,76,2,1673,31,1,25,1020,8,1283,,2,1,1269,,,,1,,309,28,2,82,,1,2,6,4,1,35,69,35,54,1,19,,,,0,True,0,0,0,0,1456,1,0,59,138,3,115,59,0,True,,,,,,,,,,5,,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
2024,nwsl::Football_Season::fe17bea0b7234cf7957c7249cb828270,nwsl::Football_Player::3aad08025f18445aba5e756180fa19cf,opta:Player:e6lfu5kktkjhzou72epnwl13p,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Hanna,Glas,H. Glas,Defender,Sweden,31,2,,SWE,240,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,7,477,0,0,0,0,0,0,6,9,1,0,1,0,0,82,11,2.08,0,0,0,0,0,0,0,0,60,60,90,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,56,10,,43,6,10,9,9,,151,1,186,,4,7,,34,,,,1,,4,477,36,7,,2,5,6,10,73,35,12,1,1,6,4,2,,25,184,32,2,308,10,3,10,81,9,149,,1,1,142,5,,,1,1,71,14,7,35,1,,7,61,2,1,10,28,12,21,5,9,,,,0,True,0,0,0,0,194,1,0,9,56,8,16,9,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
