match_id,observed_at,sportsbook,market_type,selection,line,american_odds,decimal_odds,source_type,quality_status
731403,2025-03-23T19:00:00+00:00,OddsPortalAvg,total,over,2.5,100,2.0,close,valid
731403,2025-03-23T19:00:00+00:00,OddsPortalAvg,total,under,2.5,-141,1.71,close,valid
731404,2025-03-29T00:00:00+00:00,OddsPortalAvg,1x2,home,,280,3.8,close,valid
731404,2025-03-29T00:00:00+00:00,OddsPortalAvg,1x2,draw,,220,3.2,close,valid
731404,2025-03-29T00:00:00+00:00,OddsPortalAvg,1x2,away,,-120,1.83,close,valid
731404,2025-03-29T00:00:00+00:00,OddsPortalAvg,total,over,2.5,120,2.2,close,valid
731404,2025-03-29T00:00:00+00:00,OddsPortalAvg,total,under,2.5,-167,1.6,close,valid
731405,2025-03-29T00:00:00+00:00,OddsPortalAvg,1x2,home,,-125,1.8,close,valid
731405,2025-03-29T00:00:00+00:00,OddsPortalAvg,1x2,draw,,240,3.4,close,valid
731405,2025-03-29T00:00:00+00:00,OddsPortalAvg,1x2,away,,270,3.7,close,valid
731405,2025-03-29T00:00:00+00:00,OddsPortalAvg,total,over,2.5,-118,1.85,close,valid
731405,2025-03-29T00:00:00+00:00,OddsPortalAvg,total,under,2.5,-120,1.83,close,valid
731406,2025-03-29T16:00:00+00:00,OddsPortalAvg,1x2,home,,-143,1.7,close,valid
731406,2025-03-29T16:00:00+00:00,OddsPortalAvg,1x2,draw,,260,3.6,close,valid
731406,2025-03-29T16:00:00+00:00,OddsPortalAvg,1x2,away,,290,3.9,close,valid
731407,2025-03-29T23:30:00+00:00,OddsPortalAvg,1x2,home,,-294,1.34,close,valid
731407,2025-03-29T23:30:00+00:00,OddsPortalAvg,1x2,draw,,360,4.6,close,valid
731407,2025-03-29T23:30:00+00:00,OddsPortalAvg,1x2,away,,575,6.75,close,valid
731407,2025-03-29T23:30:00+00:00,OddsPortalAvg,total,over,2.5,-172,1.58,close,valid
731407,2025-03-29T23:30:00+00:00,OddsPortalAvg,total,under,2.5,120,2.2,close,valid
731408,2025-03-30T02:00:00+00:00,OddsPortalAvg,1x2,home,,120,2.2,close,valid
731408,2025-03-30T02:00:00+00:00,OddsPortalAvg,1x2,draw,,230,3.3,close,valid
731408,2025-03-30T02:00:00+00:00,OddsPortalAvg,1x2,away,,170,2.7,close,valid
731408,2025-03-30T02:00:00+00:00,OddsPortalAvg,total,over,2.5,105,2.05,close,valid
731408,2025-03-30T02:00:00+00:00,OddsPortalAvg,total,under,2.5,-152,1.66,close,valid
731410,2025-03-31T00:00:00+00:00,OddsPortalAvg,1x2,home,,125,2.25,close,valid
731410,2025-03-31T00:00:00+00:00,OddsPortalAvg,1x2,draw,,210,3.1,close,valid
731410,2025-03-31T00:00:00+00:00,OddsPortalAvg,1x2,away,,180,2.8,close,valid
731410,2025-03-31T00:00:00+00:00,OddsPortalAvg,total,over,2.5,105,2.05,close,valid
731410,2025-03-31T00:00:00+00:00,OddsPortalAvg,total,under,2.5,-152,1.66,close,valid
731411,2025-04-12T02:00:00+00:00,OddsPortalAvg,1x2,home,,120,2.2,close,valid
731411,2025-04-12T02:00:00+00:00,OddsPortalAvg,1x2,draw,,220,3.2,close,valid
731411,2025-04-12T02:00:00+00:00,OddsPortalAvg,1x2,away,,180,2.8,close,valid
731411,2025-04-12T02:00:00+00:00,OddsPortalAvg,total,over,2.5,-114,1.88,close,valid
731411,2025-04-12T02:00:00+00:00,OddsPortalAvg,total,under,2.5,-125,1.8,close,valid
731412,2025-04-12T21:00:00+00:00,OddsPortalAvg,1x2,home,,150,2.5,close,valid
731412,2025-04-12T21:00:00+00:00,OddsPortalAvg,1x2,draw,,200,3.0,close,valid
731412,2025-04-12T21:00:00+00:00,OddsPortalAvg,1x2,away,,150,2.5,close,valid
731412,2025-04-12T21:00:00+00:00,OddsPortalAvg,total,over,2.5,110,2.1,close,valid
731412,2025-04-12T21:00:00+00:00,OddsPortalAvg,total,under,2.5,-159,1.63,close,valid
731413,2025-04-12T21:00:00+00:00,OddsPortalAvg,1x2,home,,185,2.85,close,valid
731413,2025-04-12T21:00:00+00:00,OddsPortalAvg,1x2,draw,,200,3.0,close,valid
731413,2025-04-12T21:00:00+00:00,OddsPortalAvg,1x2,away,,125,2.25,close,valid
731414,2025-04-12T23:30:00+00:00,OddsPortalAvg,1x2,home,,350,4.5,close,valid
731414,2025-04-12T23:30:00+00:00,OddsPortalAvg,1x2,draw,,250,3.5,close,valid
731414,2025-04-12T23:30:00+00:00,OddsPortalAvg,1x2,away,,-159,1.63,close,valid
731414,2025-04-12T23:30:00+00:00,OddsPortalAvg,total,over,2.5,-102,1.98,close,valid
731414,2025-04-12T23:30:00+00:00,OddsPortalAvg,total,under,2.5,-139,1.72,close,valid
731415,2025-04-13T02:00:00+00:00,OddsPortalAvg,1x2,home,,300,4.0,close,valid
731415,2025-04-13T02:00:00+00:00,OddsPortalAvg,1x2,draw,,230,3.3,close,valid
731415,2025-04-13T02:00:00+00:00,OddsPortalAvg,1x2,away,,-133,1.75,close,valid
731415,2025-04-13T02:00:00+00:00,OddsPortalAvg,total,over,2.5,-122,1.82,close,valid
731415,2025-04-13T02:00:00+00:00,OddsPortalAvg,total,under,2.5,-118,1.85,close,valid
731416,2025-04-13T20:00:00+00:00,OddsPortalAvg,1x2,home,,-118,1.85,close,valid
731416,2025-04-13T20:00:00+00:00,OddsPortalAvg,1x2,draw,,220,3.2,close,valid
731416,2025-04-13T20:00:00+00:00,OddsPortalAvg,1x2,away,,270,3.7,close,valid
731416,2025-04-13T20:00:00+00:00,OddsPortalAvg,total,over,2.5,105,2.05,close,valid
731416,2025-04-13T20:00:00+00:00,OddsPortalAvg,total,under,2.5,-152,1.66,close,valid
731417,2025-04-13T23:00:00+00:00,OddsPortalAvg,1x2,home,,-256,1.39,close,valid
731417,2025-04-13T23:00:00+00:00,OddsPortalAvg,1x2,draw,,340,4.4,close,valid
731417,2025-04-13T23:00:00+00:00,OddsPortalAvg,1x2,away,,500,6.0,close,valid
731417,2025-04-13T23:00:00+00:00,OddsPortalAvg,total,over,2.5,-147,1.68,close,valid
731417,2025-04-13T23:00:00+00:00,OddsPortalAvg,total,under,2.5,100,2.0,close,valid
731418,2025-04-19T01:30:00+00:00,OddsPortalAvg,1x2,home,,-130,1.77,close,valid
731418,2025-04-19T01:30:00+00:00,OddsPortalAvg,1x2,draw,,230,3.3,close,valid
731418,2025-04-19T01:30:00+00:00,OddsPortalAvg,1x2,away,,290,3.9,close,valid
731418,2025-04-19T01:30:00+00:00,OddsPortalAvg,total,over,2.5,-111,1.9,close,valid
731418,2025-04-19T01:30:00+00:00,OddsPortalAvg,total,under,2.5,-128,1.78,close,valid
731419,2025-04-19T02:00:00+00:00,OddsPortalAvg,1x2,home,,135,2.35,close,valid
731419,2025-04-19T02:00:00+00:00,OddsPortalAvg,1x2,draw,,200,3.0,close,valid
731419,2025-04-19T02:00:00+00:00,OddsPortalAvg,1x2,away,,170,2.7,close,valid
731419,2025-04-19T02:00:00+00:00,OddsPortalAvg,total,over,2.5,105,2.05,close,valid
731419,2025-04-19T02:00:00+00:00,OddsPortalAvg,total,under,2.5,-152,1.66,close,valid
731420,2025-04-19T02:30:00+00:00,OddsPortalAvg,1x2,home,,225,3.25,close,valid
731420,2025-04-19T02:30:00+00:00,OddsPortalAvg,1x2,draw,,210,3.1,close,valid
731420,2025-04-19T02:30:00+00:00,OddsPortalAvg,1x2,away,,100,2.0,close,valid
731420,2025-04-19T02:30:00+00:00,OddsPortalAvg,total,over,2.5,110,2.1,close,valid
731420,2025-04-19T02:30:00+00:00,OddsPortalAvg,total,under,2.5,-154,1.65,close,valid
731421,2025-04-19T19:00:00+00:00,OddsPortalAvg,1x2,home,,195,2.95,close,valid
731421,2025-04-19T19:00:00+00:00,OddsPortalAvg,1x2,draw,,210,3.1,close,valid
731421,2025-04-19T19:00:00+00:00,OddsPortalAvg,1x2,away,,115,2.15,close,valid
731422,2025-04-19T21:05:00+00:00,OddsPortalAvg,1x2,home,,-115,1.87,close,valid
731422,2025-04-19T21:05:00+00:00,OddsPortalAvg,1x2,draw,,225,3.25,close,valid
731422,2025-04-19T21:05:00+00:00,OddsPortalAvg,1x2,away,,250,3.5,close,valid
731422,2025-04-19T21:05:00+00:00,OddsPortalAvg,total,over,2.5,-122,1.82,close,valid
731422,2025-04-19T21:05:00+00:00,OddsPortalAvg,total,under,2.5,-115,1.87,close,valid
731423,2025-04-19T23:00:00+00:00,OddsPortalAvg,1x2,home,,115,2.15,close,valid
731423,2025-04-19T23:00:00+00:00,OddsPortalAvg,1x2,draw,,210,3.1,close,valid
731423,2025-04-19T23:00:00+00:00,OddsPortalAvg,1x2,away,,200,3.0,close,valid
731423,2025-04-19T23:00:00+00:00,OddsPortalAvg,total,over,2.5,100,2.0,close,valid
731423,2025-04-19T23:00:00+00:00,OddsPortalAvg,total,under,2.5,-143,1.7,close,valid
731424,2025-04-19T23:30:00+00:00,OddsPortalAvg,1x2,home,,-333,1.3,close,valid
731424,2025-04-19T23:30:00+00:00,OddsPortalAvg,1x2,draw,,380,4.8,close,valid
731424,2025-04-19T23:30:00+00:00,OddsPortalAvg,1x2,away,,650,7.5,close,valid
731424,2025-04-19T23:30:00+00:00,OddsPortalAvg,total,over,2.5,-154,1.65,close,valid
731424,2025-04-19T23:30:00+00:00,OddsPortalAvg,total,under,2.5,110,2.1,close,valid
731425,2025-04-23T02:30:00+00:00,OddsPortalAvg,1x2,home,,270,3.7,close,valid
731425,2025-04-23T02:30:00+00:00,OddsPortalAvg,1x2,draw,,195,2.95,close,valid
731425,2025-04-23T02:30:00+00:00,OddsPortalAvg,1x2,away,,-108,1.93,close,valid
731425,2025-04-23T02:30:00+00:00,OddsPortalAvg,total,over,2.5,140,2.4,close,valid
731425,2025-04-23T02:30:00+00:00,OddsPortalAvg,total,under,2.5,-200,1.5,close,valid
731426,2025-04-26T00:00:00+00:00,OddsPortalAvg,1x2,home,,125,2.25,close,valid
731426,2025-04-26T00:00:00+00:00,OddsPortalAvg,1x2,draw,,210,3.1,close,valid
731426,2025-04-26T00:00:00+00:00,OddsPortalAvg,1x2,away,,185,2.85,close,valid
731427,2025-04-26T00:00:00+00:00,OddsPortalAvg,1x2,home,,-164,1.61,close,valid
731427,2025-04-26T00:00:00+00:00,OddsPortalAvg,1x2,draw,,280,3.8,close,valid
731427,2025-04-26T00:00:00+00:00,OddsPortalAvg,1x2,away,,320,4.2,close,valid
731427,2025-04-26T00:00:00+00:00,OddsPortalAvg,total,over,2.5,-137,1.73,close,valid
731427,2025-04-26T00:00:00+00:00,OddsPortalAvg,total,under,2.5,-105,1.95,close,valid
731428,2025-04-26T17:00:00+00:00,OddsPortalAvg,1x2,home,,170,2.7,close,valid
731428,2025-04-26T17:00:00+00:00,OddsPortalAvg,1x2,draw,,210,3.1,close,valid
731428,2025-04-26T17:00:00+00:00,OddsPortalAvg,1x2,away,,130,2.3,close,valid
731428,2025-04-26T17:00:00+00:00,OddsPortalAvg,total,over,2.5,110,2.1,close,valid
731428,2025-04-26T17:00:00+00:00,OddsPortalAvg,total,under,2.5,-159,1.63,close,valid
731429,2025-04-26T23:00:00+00:00,OddsPortalAvg,1x2,home,,320,4.2,close,valid
731429,2025-04-26T23:00:00+00:00,OddsPortalAvg,1x2,draw,,240,3.4,close,valid
731429,2025-04-26T23:00:00+00:00,OddsPortalAvg,1x2,away,,-143,1.7,close,valid
731430,2025-04-26T23:30:00+00:00,OddsPortalAvg,1x2,home,,310,4.1,close,valid
731430,2025-04-26T23:30:00+00:00,OddsPortalAvg,1x2,draw,,250,3.5,close,valid
731430,2025-04-26T23:30:00+00:00,OddsPortalAvg,1x2,away,,-143,1.7,close,valid
731430,2025-04-26T23:30:00+00:00,OddsPortalAvg,total,over,2.5,-122,1.82,close,valid
731430,2025-04-26T23:30:00+00:00,OddsPortalAvg,total,under,2.5,-115,1.87,close,valid
731431,2025-04-27T02:00:00+00:00,OddsPortalAvg,1x2,home,,110,2.1,close,valid
731431,2025-04-27T02:00:00+00:00,OddsPortalAvg,1x2,draw,,210,3.1,close,valid
731431,2025-04-27T02:00:00+00:00,OddsPortalAvg,1x2,away,,210,3.1,close,valid
731431,2025-04-27T02:00:00+00:00,OddsPortalAvg,total,over,2.5,105,2.05,close,valid
731431,2025-04-27T02:00:00+00:00,OddsPortalAvg,total,under,2.5,-152,1.66,close,valid
731432,2025-04-27T20:00:00+00:00,OddsPortalAvg,1x2,home,,-102,1.98,close,valid
731432,2025-04-27T20:00:00+00:00,OddsPortalAvg,1x2,draw,,220,3.2,close,valid
731432,2025-04-27T20:00:00+00:00,OddsPortalAvg,1x2,away,,230,3.3,close,valid
731432,2025-04-27T20:00:00+00:00,OddsPortalAvg,total,over,2.5,-102,1.98,close,valid
731432,2025-04-27T20:00:00+00:00,OddsPortalAvg,total,under,2.5,-139,1.72,close,valid
731433,2025-05-03T00:00:00+00:00,OddsPortalAvg,1x2,home,,125,2.25,close,valid
731433,2025-05-03T00:00:00+00:00,OddsPortalAvg,1x2,draw,,200,3.0,close,valid
731433,2025-05-03T00:00:00+00:00,OddsPortalAvg,1x2,away,,180,2.8,close,valid
731434,2025-05-03T00:00:00+00:00,OddsPortalAvg,1x2,home,,-125,1.8,close,valid
731434,2025-05-03T00:00:00+00:00,OddsPortalAvg,1x2,draw,,230,3.3,close,valid
731434,2025-05-03T00:00:00+00:00,OddsPortalAvg,1x2,away,,275,3.75,close,valid
731434,2025-05-03T00:00:00+00:00,OddsPortalAvg,total,over,2.5,-105,1.95,close,valid
731434,2025-05-03T00:00:00+00:00,OddsPortalAvg,total,under,2.5,-137,1.73,close,valid
731435,2025-05-03T02:30:00+00:00,OddsPortalAvg,1x2,home,,360,4.6,close,valid
731435,2025-05-03T02:30:00+00:00,OddsPortalAvg,1x2,draw,,250,3.5,close,valid
731435,2025-05-03T02:30:00+00:00,OddsPortalAvg,1x2,away,,-161,1.62,close,valid
731436,2025-05-03T23:30:00+00:00,OddsPortalAvg,1x2,home,,225,3.25,close,valid
731436,2025-05-03T23:30:00+00:00,OddsPortalAvg,1x2,draw,,240,3.4,close,valid
731436,2025-05-03T23:30:00+00:00,OddsPortalAvg,1x2,away,,-111,1.9,close,valid
731436,2025-05-03T23:30:00+00:00,OddsPortalAvg,total,over,2.5,-115,1.87,close,valid
731436,2025-05-03T23:30:00+00:00,OddsPortalAvg,total,under,2.5,-122,1.82,close,valid
731437,2025-05-04T02:00:00+00:00,OddsPortalAvg,1x2,home,,175,2.75,close,valid
731437,2025-05-04T02:00:00+00:00,OddsPortalAvg,1x2,draw,,210,3.1,close,valid
731437,2025-05-04T02:00:00+00:00,OddsPortalAvg,1x2,away,,125,2.25,close,valid
731437,2025-05-04T02:00:00+00:00,OddsPortalAvg,total,over,2.5,110,2.1,close,valid
731437,2025-05-04T02:00:00+00:00,OddsPortalAvg,total,under,2.5,-159,1.63,close,valid
731438,2025-05-04T17:00:00+00:00,OddsPortalAvg,1x2,home,,-345,1.29,close,valid
731438,2025-05-04T17:00:00+00:00,OddsPortalAvg,1x2,draw,,400,5.0,close,valid
731438,2025-05-04T17:00:00+00:00,OddsPortalAvg,1x2,away,,675,7.75,close,valid
731438,2025-05-04T17:00:00+00:00,OddsPortalAvg,total,over,2.5,-167,1.6,close,valid
731438,2025-05-04T17:00:00+00:00,OddsPortalAvg,total,under,2.5,120,2.2,close,valid
731439,2025-05-05T00:00:00+00:00,OddsPortalAvg,1x2,home,,-108,1.93,close,valid
731439,2025-05-05T00:00:00+00:00,OddsPortalAvg,1x2,draw,,225,3.25,close,valid
731439,2025-05-05T00:00:00+00:00,OddsPortalAvg,1x2,away,,230,3.3,close,valid
731439,2025-05-05T00:00:00+00:00,OddsPortalAvg,total,over,2.5,-111,1.9,close,valid
731439,2025-05-05T00:00:00+00:00,OddsPortalAvg,total,under,2.5,-128,1.78,close,valid
731440,2025-05-10T00:00:00+00:00,OddsPortalAvg,1x2,home,,310,4.1,close,valid
731440,2025-05-10T00:00:00+00:00,OddsPortalAvg,1x2,draw,,230,3.3,close,valid
731440,2025-05-10T00:00:00+00:00,OddsPortalAvg,1x2,away,,-137,1.73,close,valid
731440,2025-05-10T00:00:00+00:00,OddsPortalAvg,total,over,2.5,105,2.05,close,valid
731440,2025-05-10T00:00:00+00:00,OddsPortalAvg,total,under,2.5,-147,1.68,close,valid
731441,2025-05-10T02:30:00+00:00,OddsPortalAvg,1x2,home,,-164,1.61,close,valid
731441,2025-05-10T02:30:00+00:00,OddsPortalAvg,1x2,draw,,270,3.7,close,valid
731441,2025-05-10T02:30:00+00:00,OddsPortalAvg,1x2,away,,333,4.33,close,valid
731441,2025-05-10T02:30:00+00:00,OddsPortalAvg,total,over,2.5,-133,1.75,close,valid
731441,2025-05-10T02:30:00+00:00,OddsPortalAvg,total,under,2.5,-108,1.93,close,valid
731442,2025-05-10T16:50:00+00:00,OddsPortalAvg,1x2,home,,290,3.9,close,valid
731442,2025-05-10T16:50:00+00:00,OddsPortalAvg,1x2,draw,,290,3.9,close,valid
731442,2025-05-10T16:50:00+00:00,OddsPortalAvg,1x2,away,,-154,1.65,close,valid
731442,2025-05-10T16:50:00+00:00,OddsPortalAvg,total,over,2.5,-118,1.85,close,valid
731442,2025-05-10T16:50:00+00:00,OddsPortalAvg,total,under,2.5,-120,1.83,close,valid
731443,2025-05-10T23:30:00+00:00,OddsPortalAvg,1x2,home,,230,3.3,close,valid
731443,2025-05-10T23:30:00+00:00,OddsPortalAvg,1x2,draw,,220,3.2,close,valid
731443,2025-05-10T23:30:00+00:00,OddsPortalAvg,1x2,away,,-102,1.98,close,valid
731443,2025-05-10T23:30:00+00:00,OddsPortalAvg,total,over,2.5,100,2.0,close,valid
731443,2025-05-10T23:30:00+00:00,OddsPortalAvg,total,under,2.5,-141,1.71,close,valid
731444,2025-05-11T02:00:00+00:00,OddsPortalAvg,1x2,home,,-105,1.95,close,valid
731444,2025-05-11T02:00:00+00:00,OddsPortalAvg,1x2,draw,,225,3.25,close,valid
731444,2025-05-11T02:00:00+00:00,OddsPortalAvg,1x2,away,,230,3.3,close,valid
731444,2025-05-11T02:00:00+00:00,OddsPortalAvg,total,over,2.5,-114,1.88,close,valid
731444,2025-05-11T02:00:00+00:00,OddsPortalAvg,total,under,2.5,-125,1.8,close,valid
731446,2025-05-12T00:00:00+00:00,OddsPortalAvg,1x2,home,,-133,1.75,close,valid
731446,2025-05-12T00:00:00+00:00,OddsPortalAvg,1x2,draw,,230,3.3,close,valid
731446,2025-05-12T00:00:00+00:00,OddsPortalAvg,1x2,away,,310,4.1,close,valid
731446,2025-05-12T00:00:00+00:00,OddsPortalAvg,total,over,2.5,115,2.15,close,valid
731446,2025-05-12T00:00:00+00:00,OddsPortalAvg,total,under,2.5,-161,1.62,close,valid
731447,2025-05-16T23:30:00+00:00,OddsPortalAvg,1x2,home,,-111,1.9,close,valid
731447,2025-05-16T23:30:00+00:00,OddsPortalAvg,1x2,draw,,210,3.1,close,valid
731447,2025-05-16T23:30:00+00:00,OddsPortalAvg,1x2,away,,260,3.6,close,valid
731447,2025-05-16T23:30:00+00:00,OddsPortalAvg,total,over,2.5,115,2.15,close,valid
731447,2025-05-16T23:30:00+00:00,OddsPortalAvg,total,under,2.5,-164,1.61,close,valid
731448,2025-05-17T17:00:00+00:00,OddsPortalAvg,1x2,home,,135,2.35,close,valid
731448,2025-05-17T17:00:00+00:00,OddsPortalAvg,1x2,draw,,200,3.0,close,valid
731448,2025-05-17T17:00:00+00:00,OddsPortalAvg,1x2,away,,170,2.7,close,valid
731448,2025-05-17T17:00:00+00:00,OddsPortalAvg,total,over,2.5,120,2.2,close,valid
731448,2025-05-17T17:00:00+00:00,OddsPortalAvg,total,under,2.5,-172,1.58,close,valid
731449,2025-05-17T00:00:00+00:00,OddsPortalAvg,1x2,home,,165,2.65,close,valid
731449,2025-05-17T00:00:00+00:00,OddsPortalAvg,1x2,draw,,200,3.0,close,valid
731449,2025-05-17T00:00:00+00:00,OddsPortalAvg,1x2,away,,140,2.4,close,valid
731449,2025-05-17T00:00:00+00:00,OddsPortalAvg,total,over,2.5,110,2.1,close,valid
731449,2025-05-17T00:00:00+00:00,OddsPortalAvg,total,under,2.5,-154,1.65,close,valid
731450,2025-05-17T00:00:00+00:00,OddsPortalAvg,1x2,home,,140,2.4,close,valid
731450,2025-05-17T00:00:00+00:00,OddsPortalAvg,1x2,draw,,225,3.25,close,valid
731450,2025-05-17T00:00:00+00:00,OddsPortalAvg,1x2,away,,150,2.5,close,valid
731450,2025-05-17T00:00:00+00:00,OddsPortalAvg,total,over,2.5,-128,1.78,close,valid
731450,2025-05-17T00:00:00+00:00,OddsPortalAvg,total,under,2.5,-111,1.9,close,valid
731451,2025-05-17T21:00:00+00:00,OddsPortalAvg,1x2,home,,-189,1.53,close,valid
731451,2025-05-17T21:00:00+00:00,OddsPortalAvg,1x2,draw,,270,3.7,close,valid
731451,2025-05-17T21:00:00+00:00,OddsPortalAvg,1x2,away,,425,5.25,close,valid
731451,2025-05-17T21:00:00+00:00,OddsPortalAvg,total,over,2.5,-111,1.9,close,valid
731451,2025-05-17T21:00:00+00:00,OddsPortalAvg,total,under,2.5,-128,1.78,close,valid
731452,2025-05-17T23:30:00+00:00,OddsPortalAvg,1x2,home,,-164,1.61,close,valid
731452,2025-05-17T23:30:00+00:00,OddsPortalAvg,1x2,draw,,260,3.6,close,valid
731452,2025-05-17T23:30:00+00:00,OddsPortalAvg,1x2,away,,350,4.5,close,valid
731452,2025-05-17T23:30:00+00:00,OddsPortalAvg,total,over,2.5,-118,1.85,close,valid
731452,2025-05-17T23:30:00+00:00,OddsPortalAvg,total,under,2.5,-120,1.83,close,valid
731453,2025-05-18T02:00:00+00:00,OddsPortalAvg,1x2,home,,135,2.35,close,valid
731453,2025-05-18T02:00:00+00:00,OddsPortalAvg,1x2,draw,,250,3.5,close,valid
731453,2025-05-18T02:00:00+00:00,OddsPortalAvg,1x2,away,,145,2.45,close,valid
731453,2025-05-18T02:00:00+00:00,OddsPortalAvg,total,over,2.5,-133,1.75,close,valid
731453,2025-05-18T02:00:00+00:00,OddsPortalAvg,total,under,2.5,-105,1.95,close,valid
731454,2025-05-24T01:30:00+00:00,OddsPortalAvg,1x2,home,,320,4.2,close,valid
731454,2025-05-24T01:30:00+00:00,OddsPortalAvg,1x2,draw,,260,3.6,close,valid
731454,2025-05-24T01:30:00+00:00,OddsPortalAvg,1x2,away,,-159,1.63,close,valid
731454,2025-05-24T01:30:00+00:00,OddsPortalAvg,total,over,2.5,-133,1.75,close,valid
731454,2025-05-24T01:30:00+00:00,OddsPortalAvg,total,under,2.5,-108,1.93,close,valid
731455,2025-05-24T02:00:00+00:00,OddsPortalAvg,1x2,home,,200,3.0,close,valid
731455,2025-05-24T02:00:00+00:00,OddsPortalAvg,1x2,draw,,220,3.2,close,valid
731455,2025-05-24T02:00:00+00:00,OddsPortalAvg,1x2,away,,110,2.1,close,valid
731455,2025-05-24T02:00:00+00:00,OddsPortalAvg,total,over,2.5,-111,1.9,close,valid
731455,2025-05-24T02:00:00+00:00,OddsPortalAvg,total,under,2.5,-130,1.77,close,valid
731456,2025-05-25T00:00:00+00:00,OddsPortalAvg,1x2,home,,145,2.45,close,valid
731456,2025-05-25T00:00:00+00:00,OddsPortalAvg,1x2,draw,,220,3.2,close,valid
731456,2025-05-25T00:00:00+00:00,OddsPortalAvg,1x2,away,,150,2.5,close,valid
731456,2025-05-25T00:00:00+00:00,OddsPortalAvg,total,over,2.5,105,2.05,close,valid
731456,2025-05-25T00:00:00+00:00,OddsPortalAvg,total,under,2.5,-152,1.66,close,valid
731457,2025-05-24T23:30:00+00:00,OddsPortalAvg,1x2,home,,625,7.25,close,valid
731457,2025-05-24T23:30:00+00:00,OddsPortalAvg,1x2,draw,,400,5.0,close,valid
731457,2025-05-24T23:30:00+00:00,OddsPortalAvg,1x2,away,,-323,1.31,close,valid
731457,2025-05-24T23:30:00+00:00,OddsPortalAvg,total,over,2.5,-192,1.52,close,valid
731457,2025-05-24T23:30:00+00:00,OddsPortalAvg,total,under,2.5,135,2.35,close,valid
731458,2025-05-25T02:00:00+00:00,OddsPortalAvg,1x2,home,,-118,1.85,close,valid
731458,2025-05-25T02:00:00+00:00,OddsPortalAvg,1x2,draw,,240,3.4,close,valid
731458,2025-05-25T02:00:00+00:00,OddsPortalAvg,1x2,away,,250,3.5,close,valid
731458,2025-05-25T02:00:00+00:00,OddsPortalAvg,total,over,2.5,105,2.05,close,valid
731458,2025-05-25T02:00:00+00:00,OddsPortalAvg,total,under,2.5,-147,1.68,close,valid
731459,2025-05-26T02:00:00+00:00,OddsPortalAvg,1x2,home,,-111,1.9,close,valid
731459,2025-05-26T02:00:00+00:00,OddsPortalAvg,1x2,draw,,220,3.2,close,valid
731459,2025-05-26T02:00:00+00:00,OddsPortalAvg,1x2,away,,260,3.6,close,valid
731459,2025-05-26T02:00:00+00:00,OddsPortalAvg,total,over,2.5,105,2.05,close,valid
731459,2025-05-26T02:00:00+00:00,OddsPortalAvg,total,under,2.5,-152,1.66,close,valid
731461,2025-06-07T02:00:00+00:00,OddsPortalAvg,1x2,home,,-182,1.55,close,valid
731461,2025-06-07T02:00:00+00:00,OddsPortalAvg,1x2,draw,,260,3.6,close,valid
731461,2025-06-07T02:00:00+00:00,OddsPortalAvg,1x2,away,,425,5.25,close,valid
731461,2025-06-07T02:00:00+00:00,OddsPortalAvg,total,over,2.5,105,2.05,close,valid
731461,2025-06-07T02:00:00+00:00,OddsPortalAvg,total,under,2.5,-147,1.68,close,valid
731462,2025-06-07T17:00:00+00:00,OddsPortalAvg,1x2,home,,160,2.6,close,valid
731462,2025-06-07T17:00:00+00:00,OddsPortalAvg,1x2,draw,,220,3.2,close,valid
731462,2025-06-07T17:00:00+00:00,OddsPortalAvg,1x2,away,,137,2.37,close,valid
731462,2025-06-07T17:00:00+00:00,OddsPortalAvg,total,over,2.5,-102,1.98,close,valid
731462,2025-06-07T17:00:00+00:00,OddsPortalAvg,total,under,2.5,-137,1.73,close,valid
731463,2025-06-07T23:00:00+00:00,OddsPortalAvg,1x2,home,,-250,1.4,close,valid
731463,2025-06-07T23:00:00+00:00,OddsPortalAvg,1x2,draw,,300,4.0,close,valid
731463,2025-06-07T23:00:00+00:00,OddsPortalAvg,1x2,away,,575,6.75,close,valid
731463,2025-06-07T23:00:00+00:00,OddsPortalAvg,total,over,2.5,-120,1.83,close,valid
731463,2025-06-07T23:00:00+00:00,OddsPortalAvg,total,under,2.5,-118,1.85,close,valid
731465,2025-06-08T02:00:00+00:00,OddsPortalAvg,1x2,home,,-196,1.51,close,valid
731465,2025-06-08T02:00:00+00:00,OddsPortalAvg,1x2,draw,,300,4.0,close,valid
731465,2025-06-08T02:00:00+00:00,OddsPortalAvg,1x2,away,,400,5.0,close,valid
731465,2025-06-08T02:00:00+00:00,OddsPortalAvg,total,over,2.5,-154,1.65,close,valid
731465,2025-06-08T02:00:00+00:00,OddsPortalAvg,total,under,2.5,110,2.1,close,valid
731466,2025-06-08T20:00:00+00:00,OddsPortalAvg,1x2,home,,120,2.2,close,valid
731466,2025-06-08T20:00:00+00:00,OddsPortalAvg,1x2,draw,,220,3.2,close,valid
731466,2025-06-08T20:00:00+00:00,OddsPortalAvg,1x2,away,,180,2.8,close,valid
731467,2025-06-14T00:00:00+00:00,OddsPortalAvg,1x2,home,,240,3.4,close,valid
731467,2025-06-14T00:00:00+00:00,OddsPortalAvg,1x2,draw,,230,3.3,close,valid
731467,2025-06-14T00:00:00+00:00,OddsPortalAvg,1x2,away,,-111,1.9,close,valid
