season,page,oddsportal_event_id,oddsportal_encoded_event_id,oddsportal_url,match_datetime,match_date,home_team_raw,away_team_raw,home_team,away_team,home_key,away_key,home_result,away_result,result,home_avg_odds,draw_avg_odds,away_avg_odds,home_max_odds,draw_max_odds,away_max_odds
2026,3,9937809,pWEt5uQp,/football/h2h/chicago-stars-I9zHnxqt/kansas-city-current-nHE01nbk/#pWEt5uQp,2026-03-22T18:00:00+00:00,2026-03-22,Chicago W,Kansas City Current W,Chicago Stars,Current,chicago stars,current,2,1,2:1,5.75,4.0,1.46,5.75,4.0,1.46
2026,3,9937805,YwG2CNXA,/football/h2h/angel-city-bRtQszad/bay-fc-4QbExvzF/#YwG2CNXA,2026-03-22T00:45:00+00:00,2026-03-22,Bay FC W,Angel City W,Bay FC,Angel City FC,bay fc,angel city fc,1,3,1:3,2.55,2.9,2.55,2.55,2.9,2.55
2026,3,9937803,CORgEq3b,/football/h2h/gotham-fc-l8iSqzTb/north-carolina-courage-QNeQX1Ir/#CORgEq3b,2026-03-21T22:30:00+00:00,2026-03-21,Gotham W,North Carolina Courage W,Gotham FC,NC Courage,gotham fc,nc courage,0,0,0:0,1.77,3.25,4.0,1.77,3.25,4.0
2026,3,9937801,4bOoG5Yo,/football/h2h/boston-legacy-I7e4N6Na/houston-dash-M5AysivR/#4bOoG5Yo,2026-03-21T20:00:00+00:00,2026-03-21,Houston Dash W,Boston Legacy W,Houston Dash,Boston Legacy,houston dash,boston legacy,3,0,3:0,2.4,3.1,2.6,2.4,3.1,2.6
2026,3,9937799,0UqoCgMU,/football/h2h/portland-thorns-fc-h6A8LOSq/seattle-reign-OjKxRp5M/#0UqoCgMU,2026-03-21T02:00:00+00:00,2026-03-21,Portland Thorns W,Seattle Reign W,Portland Thorns,Reign,portland thorns,reign,2,0,2:0,2.1,2.9,3.3,2.1,2.9,3.3
2026,3,9937793,OOlMHchg,/football/h2h/denver-summit-x2WvVrRL/orlando-pride-MqPAFyfb/#OOlMHchg,2026-03-21T00:00:00+00:00,2026-03-21,Orlando Pride W,Denver Summit W,Orlando Pride,Denver Summit FC,orlando pride,denver summit fc,1,1,1:1,1.49,4.0,5.0,1.49,4.0,5.0
2026,3,9937795,WlhUFyN5,/football/h2h/racing-louisville-08vkTDXh/washington-spirit-Iw8EhkKp/#WlhUFyN5,2026-03-21T00:00:00+00:00,2026-03-21,Racing Louisville W,Washington Spirit W,Racing Louisville,Washington Spirit,racing louisville,washington spirit,2,2,2:2,2.8,3.2,2.2,2.8,3.2,2.2
2026,3,9937791,290DJJNt,/football/h2h/angel-city-bRtQszad/chicago-stars-I9zHnxqt/#290DJJNt,2026-03-15T23:00:00+00:00,2026-03-15,Angel City W,Chicago W,Angel City FC,Chicago Stars,angel city fc,chicago stars,4,0,4:0,1.77,3.4,3.8,1.77,3.4,3.8
2026,3,9937789,EDL3aGxP,/football/h2h/orlando-pride-MqPAFyfb/seattle-reign-OjKxRp5M/#EDL3aGxP,2026-03-15T20:00:00+00:00,2026-03-15,Orlando Pride W,Seattle Reign W,Orlando Pride,Reign,orlando pride,reign,1,2,1:2,1.58,3.6,4.8,1.58,3.6,4.8
2026,3,9937785,pYTn3bw0,/football/h2h/houston-dash-M5AysivR/san-diego-wave-QXU76Jyc/#pYTn3bw0,2026-03-15T00:45:00+00:00,2026-03-15,San Diego Wave W,Houston Dash W,SD Wave,Houston Dash,sd wave,houston dash,0,1,0:1,1.61,3.5,4.6,1.61,3.5,4.6
2026,3,9937783,l6zv5K8m,/football/h2h/north-carolina-courage-QNeQX1Ir/racing-louisville-08vkTDXh/#l6zv5K8m,2026-03-14T23:00:00+00:00,2026-03-14,North Carolina Courage W,Racing Louisville W,NC Courage,Racing Louisville,nc courage,racing louisville,2,1,2:1,1.75,3.4,3.9,1.75,3.4,3.9
2026,3,9937781,hMZ8AtoQ,/football/h2h/bay-fc-4QbExvzF/denver-summit-x2WvVrRL/#hMZ8AtoQ,2026-03-14T22:30:00+00:00,2026-03-14,Bay FC W,Denver Summit W,Bay FC,Denver Summit FC,bay fc,denver summit fc,2,1,2:1,2.15,3.25,2.87,2.15,3.25,2.87
2026,3,9937777,40gElaO6,/football/h2h/kansas-city-current-nHE01nbk/utah-royals-z7PteVfk/#40gElaO6,2026-03-14T20:00:00+00:00,2026-03-14,Kansas City Current W,Utah Royals W,Current,Royals,current,royals,2,1,2:1,1.42,4.33,5.75,1.42,4.33,5.75
2026,3,9937775,8Ya5jLgf,/football/h2h/boston-legacy-I7e4N6Na/gotham-fc-l8iSqzTb/#8Ya5jLgf,2026-03-14T16:30:00+00:00,2026-03-14,Boston Legacy W,Gotham W,Boston Legacy,Gotham FC,boston legacy,gotham fc,0,1,0:1,4.2,3.4,1.7,4.2,3.4,1.7
2026,3,9937773,zL1chsPs,/football/h2h/portland-thorns-fc-h6A8LOSq/washington-spirit-Iw8EhkKp/#zL1chsPs,2026-03-14T00:00:00+00:00,2026-03-14,Washington Spirit W,Portland Thorns W,Washington Spirit,Portland Thorns,washington spirit,portland thorns,0,1,0:1,1.41,4.1,6.25,1.41,4.1,6.25
