season,team,player_name,player_name_key,position,minutes_played,asa_xgoals,asa_xassists,asa_points_added,asa_xpoints_added,asa_xg_plus_xa_per90,asa_gplus_raw_total,asa_gplus_above_avg_total,asa_gplus_above_avg_per90,asa_gplus_shooting_above_avg,asa_gplus_passing_above_avg,asa_gplus_dribbling_above_avg,asa_gplus_receiving_above_avg,asa_gplus_interrupting_above_avg,asa_gplus_fouling_above_avg,asa_gplus_claiming_above_avg
2026,Racing Louisville,Macey Hodge,macey hodge,DM,557,0.1545,0.0134,0.0,0.09620000000000001,0.027129263913824055,-0.028399999999999988,-1.0397,-0.16799461400359067,-0.18610000000000002,-0.135,-0.0279,-0.4319,-0.252,-0.0068000000000000005,0.0
2026,Racing Louisville,Macy Blackburn,macy blackburn,FB,28,0.26080000000000003,0.0,0.9822000000000001,0.2051,0.8382857142857144,0.2462,0.2021,0.6496071428571428,0.0717,-0.0043,-0.0258,0.1943,-0.034,0.0002,0.0
2026,Racing Louisville,Madison Prohaska,madison prohaska,GK,85,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2026,Racing Louisville,Maja Lardner,maja lardner,ST,109,0.18660000000000002,0.0,0.0,0.1626,0.15407339449541288,-0.0023999999999999985,-0.2892,-0.2387889908256881,-0.06760000000000001,0.0083,-0.054700000000000006,-0.1446,-0.0211,-0.0095,0.0
2026,Racing Louisville,Makenna Morris,makenna morris,W,301,0.4096,0.0688,0.0,0.1163,0.14304318936877078,0.1452,-0.5677,-0.16974418604651162,-0.0658,-0.0546,-0.18910000000000002,-0.19360000000000002,-0.0286,-0.036000000000000004,0.0
2026,Racing Louisville,Mirann Gacioch,mirann gacioch,FB,101,0.0,0.0,0.0,0.0,0.0,-0.017800000000000003,-0.14550000000000002,-0.12965346534653466,-0.012,-0.0205,-0.042300000000000004,-0.0236,-0.0341,-0.013000000000000001,0.0
2026,Racing Louisville,Quincy McMahon,quincy mcmahon,FB,499,0.1398,0.3028,0.0,0.13870000000000002,0.07982765531062125,0.4478,-0.1832,-0.03304208416833668,0.0698,0.0857,-0.0505,-0.0889,-0.2087,0.0094,0.0
2026,Racing Louisville,Rachel Hill,rachel hill,W,53,0.223,0.0,0.0,0.13240000000000002,0.3786792452830189,0.22860000000000003,0.1031,0.1750754716981132,0.0362,0.026600000000000002,0.0597,0.010100000000000001,-0.0274,-0.0021000000000000003,0.0
2026,Racing Louisville,Sarah Weber,sarah weber,ST,656,2.0586,0.4223,2.0656,1.1377,0.34036737804878053,0.8620000000000001,-0.9382999999999999,-0.12873018292682925,-0.0224,0.0976,-0.065,-0.5594,-0.12040000000000001,-0.2687,0.0
2026,Racing Louisville,Taylor Flint,taylor flint,DM,1029,2.5795,0.2291,1.9358,2.2599,0.24565014577259472,2.6287000000000003,1.4134000000000002,0.12362099125364433,0.18480000000000002,0.23920000000000002,0.1603,0.25670000000000004,0.6315000000000001,-0.0591,0.0
2026,Racing Louisville,Taylor White,taylor white,W,139,0.372,0.22390000000000002,0.0,0.512,0.3858345323741007,0.25760000000000005,-0.031000000000000007,-0.02007194244604317,0.0152,-0.0205,0.0213,0.0568,-0.0891,-0.014700000000000001,0.0
2026,Reign,Ainsley Mccammon,ainsley mccammon,CM,555,0.27190000000000003,0.7963,0.0,0.171,0.1732216216216216,0.6623,-0.09339999999999998,-0.015145945945945942,-0.0045000000000000005,-0.1965,0.2982,-0.1553,-0.0402,0.0049,0.0
2026,Reign,Angharad James-Turner,angharad james turner,DM,454,0.1231,0.11900000000000001,0.5904,0.0275,0.047993392070484586,0.2427,-0.31260000000000004,-0.061969162995594726,-0.053700000000000005,-0.0539,0.024900000000000002,-0.1405,-0.09920000000000001,0.0098,0.0
2026,Reign,Brittany Ratcliffe,brittany ratcliffe,W,284,0.9221,0.2436,0.6621,0.2808,0.3694119718309859,0.6859000000000001,0.1013,0.03210211267605634,0.0458,-0.0925,-0.15280000000000002,0.45940000000000003,-0.1502,-0.008400000000000001,0.0
2026,Reign,Claudia Dickey,claudia dickey,GK,997,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2026,Reign,Emeri Adames,emeri adames,W,467,0.3769,0.7028,0.0,0.2384,0.20807922912205565,0.4877,-0.5443,-0.10489721627408993,-0.0727,-0.1532,-0.061700000000000005,-0.166,-0.0582,-0.0325,0.0
