model,log_loss_1x2,brier_score_1x2,brier_home_win,brier_over_2_5,crps_scoreline,expected_total_goals_mae,fit_diagnostics
dixon_coles,1.0812160579853494,0.6551308372208021,0.24280643678176794,0.2530011061249209,0.8625933238855465,1.2616374939168622,"{'n_folds': 4, 'converged_rate': 1.0, 'median_iterations': 26.5, 'median_nfev': 2454.0, 'median_gradient_norm': 0.7742271531435374}"
