ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,matches
162,Julia Lester,usUSA,DF,Racing Louisville,25,1998,13,13,,12.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
163,Katie Lind,usUSA,DF,Houston Dash,28,1994,17,16,,15.8,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,Matches
164,Jordyn Listro,caCAN,MF,Orlando Pride,27,1995,15,7,561.0,6.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
165,Alex Loera,usUSA,MF,Current,23,1999,10,9,794.0,8.8,0,4,4,0,0,0,1,0,0.0,0.45,0.45,0.0,0.45,Matches
166,Allie Long,usUSA,MF,Gotham FC,35,1987,16,13,,14.0,2,0,2,2,0,0,3,0,0.14,0.0,0.14,0.14,0.14,Matches
167,Maitane López Millán,esESP,"DF,MF",Gotham FC,27,1995,8,7,640.0,7.1,1,0,1,1,0,0,0,0,0.14,0.0,0.14,0.14,0.14,Matches
168,Katie Lund,usUSA,GK,Racing Louisville,26,1996,22,22,,22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
169,Tyler Lussi,usUSA,"MF,FW",NC Courage,28,1995,19,13,,12.9,6,0,6,6,0,0,3,0,0.47,0.0,0.47,0.47,0.47,Matches
170,Hailie Mace,usUSA,"DF,MF",Current,25,1997,18,17,,15.9,0,2,2,0,0,0,3,0,0.0,0.13,0.13,0.0,0.13,Matches
171,Rikke Madsen,dkDEN,FW,NC Courage,25,1997,16,7,671.0,7.5,1,1,2,1,0,0,0,0,0.13,0.13,0.27,0.13,0.27,Matches
172,Taylor Malham,usUSA,DF,Red Stars,23,1999,3,2,216.0,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
173,Alyssa Malonson,usUSA,DF,Reign,23,1999,4,0,57.0,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
174,Marta,brBRA,"MF,FW",Orlando Pride,36,1986,18,17,,16.0,4,4,8,0,4,4,1,0,0.25,0.25,0.5,0.0,0.25,Matches
175,Nealy Martin,usUSA,MF,Gotham FC,24,1998,15,13,,11.8,0,1,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,Matches
176,Brianna Martinez,usUSA,DF,Orlando Pride,22,2000,8,0,53.0,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
177,Manaka Matsukubo,jpJPN,MF,NC Courage,18,2004,6,6,476.0,5.3,1,1,2,1,0,0,1,0,0.19,0.19,0.38,0.19,0.38,Matches
178,Cheyna Matthews,jmJAM,"MF,FW",Red Stars,29,1993,14,3,397.0,4.4,1,1,2,1,0,0,1,0,0.23,0.23,0.45,0.23,0.45,Matches
179,Addie McCain,usUSA,MF,Red Stars,23,1999,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
180,Savannah McCaskill,usUSA,"MF,FW",Angel City FC,26,1996,22,22,,20.7,4,3,7,4,0,0,4,0,0.19,0.14,0.34,0.19,0.34,Matches
181,Phoebe McClernon,usUSA,DF,Reign,25,1997,9,8,703.0,7.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches
182,Haley McCutcheon,usUSA,DF,Orlando Pride,26,1996,22,22,,21.7,1,0,1,1,0,0,4,0,0.05,0.0,0.05,0.05,0.05,Matches
183,Jessica McDonald,usUSA,"FW,MF",Racing Louisville,34,1988,4,4,251.0,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
184,Amanda McGlynn,usUSA,GK,Gotham FC,24,1998,7,7,630.0,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
185,Tara McKeown,usUSA,DF,Washington Spirit,23,1999,21,21,,20.3,1,1,2,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,Matches
186,Kristen McNabb,usUSA,DF,SD Wave,28,1994,13,13,,12.9,1,0,1,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08,Matches
187,Emily Menges,usUSA,DF,Portland Thorns,30,1992,17,16,,15.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
188,Addisyn Merrick,usUSA,DF,Current,24,1998,15,7,707.0,7.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
189,Paige Metayer,usUSA,MF,Washington Spirit,22,2000,21,21,,20.5,3,1,4,3,0,0,2,1,0.15,0.05,0.2,0.15,0.2,Matches
190,Kristie Mewis,usUSA,MF,Gotham FC,31,1991,13,12,,11.7,0,1,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09,Matches
191,Tatumn Milazzo,usUSA,DF,Red Stars,24,1998,21,19,,19.8,1,1,2,1,0,0,3,0,0.05,0.05,0.1,0.05,0.1,Matches
192,Cassie Miller,usUSA,GK,Current,27,1995,10,10,900.0,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
193,Lauren Milliet,usUSA,DF,Racing Louisville,26,1996,22,22,,22.0,0,1,1,0,0,0,2,0,0.0,0.05,0.05,0.0,0.05,Matches
194,Narumi Miura,jpJPN,MF,NC Courage,25,1997,22,22,,21.4,1,3,4,1,0,0,0,0,0.05,0.14,0.19,0.05,0.19,Matches
195,Paige Monaghan,usUSA,"FW,MF",Racing Louisville,26,1996,22,14,,12.8,3,0,3,3,0,0,1,0,0.23,0.0,0.23,0.23,0.23,Matches
196,Anna Moorhouse,engENG,GK,Orlando Pride,27,1995,19,19,,18.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,Matches
197,Alex Morgan,usUSA,FW,SD Wave,33,1989,18,18,,17.1,7,5,12,5,2,2,1,0,0.41,0.29,0.7,0.29,0.59,Matches
198,Olivia Moultrie,usUSA,MF,Portland Thorns,17,2005,21,11,,12.1,2,3,5,2,0,0,1,0,0.16,0.25,0.41,0.16,0.41,Matches
199,Casey Murphy,usUSA,GK,NC Courage,26,1996,20,20,,20.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
200,Lily Nabet,usUSA,MF,Angel City FC,23,1999,11,5,410.0,4.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
201,Nadia Nadim,dkDEN,FW,Racing Louisville,35,1988,6,5,347.0,3.9,1,0,1,0,1,1,0,0,0.26,0.0,0.26,0.0,0.0,Matches
202,Alyssa Naeher,usUSA,GK,Red Stars,34,1988,20,20,,20.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
203,Yūki Nagasato,jpJPN,"MF,FW",Red Stars,35,1987,19,18,,17.4,3,2,5,3,0,0,2,0,0.17,0.11,0.29,0.17,0.29,Matches
204,Meaghan Nally,usUSA,DF,Portland Thorns,24,1998,9,3,419.0,4.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
205,Carly Nelson,usUSA,GK,Orlando Pride,24,1998,3,2,266.0,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
206,Paige Nielsen,usUSA,DF,Angel City FC,29,1993,20,20,,19.7,1,0,1,1,0,0,3,0,0.05,0.0,0.05,0.05,0.05,Matches
207,Jenna Nighswonger,usUSA,DF,Gotham FC,22,2000,20,17,,16.9,3,0,3,2,1,2,5,0,0.18,0.0,0.18,0.12,0.12,Matches
208,Kelley O'Hara,usUSA,"DF,MF",Gotham FC,34,1988,13,8,642.0,7.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches
209,Denise O'Sullivan,ieIRL,MF,NC Courage,28,1994,20,20,,19.9,1,1,2,1,0,0,3,0,0.05,0.05,0.1,0.05,0.1,Matches
210,Bárbara Olivieri,veVEN,FW,Houston Dash,20,2002,7,1,175.0,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches
211,Ifeoma Onumonu,ngNGA,FW,Gotham FC,28,1994,14,4,372.0,4.1,0,1,1,0,0,0,3,0,0.0,0.24,0.24,0.0,0.24,Matches
212,Diana Ordoñez,mxMEX,FW,Houston Dash,21,2001,20,15,,15.2,3,0,3,2,1,1,0,0,0.2,0.0,0.2,0.13,0.13,Matches
213,Megan Oyster,usUSA,DF,Orlando Pride,30,1992,15,12,,12.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,Matches
214,Courtney Petersen,usUSA,"DF,MF",Houston Dash,25,1997,13,6,605.0,6.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
215,Carson Pickett,usUSA,DF,Racing Louisville,29,1993,20,19,,18.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,Matches
216,Kiki Pickett,usUSA,DF,NC Courage,23,1999,9,7,696.0,7.7,0,1,1,0,0,0,2,0,0.0,0.13,0.13,0.0,0.13,Matches
217,Victoria Pickett,caCAN,MF,NC Courage,26,1996,10,2,265.0,2.9,1,0,1,1,0,0,0,0,0.34,0.0,0.34,0.34,0.34,Matches
218,Victoria Pickett,caCAN,MF,Gotham FC,26,1996,3,1,104.0,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
219,Elli Pikkujämsä,fiFIN,"MF,DF",Racing Louisville,23,1999,18,15,,13.8,1,0,1,1,0,0,1,1,0.07,0.0,0.07,0.07,0.07,Matches
220,Brianna Pinto,usUSA,MF,NC Courage,22,2000,10,3,374.0,4.2,1,0,1,1,0,0,2,0,0.24,0.0,0.24,0.24,0.24,Matches
221,Mackenzie Pluck,usUSA,MF,Angel City FC,22,2000,1,0,2.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
222,Madison Pogarch,usUSA,DF,SD Wave,25,1997,16,7,784.0,8.7,1,1,2,1,0,0,4,0,0.11,0.11,0.23,0.11,0.23,Matches
223,Maddie Pokorny,usUSA,DF,Racing Louisville,26,1996,8,1,252.0,2.8,0,1,1,0,0,0,0,0,0.0,0.36,0.36,0.0,0.36,Matches
224,Taylor Porter,usUSA,MF,Portland Thorns,25,1997,7,1,198.0,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
225,Nichelle Prince,caCAN,"FW,MF",Houston Dash,27,1995,7,5,393.0,4.4,0,2,2,0,0,0,0,0,0.0,0.46,0.46,0.0,0.46,Matches
226,Ally Prisock,usUSA,DF,Houston Dash,26,1997,9,9,792.0,8.8,1,0,1,1,0,0,0,0,0.11,0.0,0.11,0.11,0.11,Matches
227,Sarah Puntigam,atAUT,"DF,MF",Houston Dash,30,1992,6,6,468.0,5.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches
228,Margaret Purce,usUSA,"FW,MF",Gotham FC,27,1995,12,8,717.0,8.0,4,2,6,2,2,2,4,0,0.5,0.25,0.75,0.25,0.5,Matches
229,Quinn,caCAN,MF,Reign,27,1995,15,9,789.0,8.8,1,2,3,1,0,0,2,0,0.11,0.23,0.34,0.11,0.34,Matches
230,Rafaelle,brBRA,DF,Orlando Pride,31,1991,7,7,609.0,6.8,1,0,1,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15,Matches
231,Megan Rapinoe,usUSA,"MF,FW",Reign,37,1985,15,12,,11.1,4,5,9,2,2,2,2,0,0.36,0.45,0.81,0.18,0.63,Matches
232,Brittany Ratcliffe,usUSA,"MF,FW",NC Courage,28,1994,8,4,369.0,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
233,Megan Reid,usUSA,DF,Angel City FC,26,1996,9,8,794.0,8.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
234,Reyna Reyes,mxMEX,DF,Portland Thorns,21,2001,19,5,656.0,7.3,1,0,1,1,0,0,0,0,0.14,0.0,0.14,0.14,0.14,Matches
235,Chloe Ricketts,usUSA,MF,Washington Spirit,15,2007,11,2,292.0,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
236,Kaleigh Riehl,usUSA,DF,SD Wave,26,1996,19,18,,18.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
237,Ali Riley,nzNZL,DF,Angel City FC,35,1987,18,14,,13.8,1,0,1,1,0,0,3,0,0.07,0.0,0.07,0.07,0.07,Matches
238,Clara Robbins,usUSA,MF,NC Courage,24,1998,2,1,91.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
239,Gabrielle Robinson,usUSA,DF,Current,21,2001,20,19,,18.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches
240,Cari Roccaro,usUSA,MF,Red Stars,28,1994,21,21,,20.3,1,0,1,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05,Matches
241,Trinity Rodman,usUSA,"FW,MF",Washington Spirit,20,2002,19,19,,18.1,5,2,7,5,0,0,3,1,0.28,0.11,0.39,0.28,0.39,Matches
242,Izzy Rodriguez,usUSA,DF,Current,23,1999,22,11,,14.0,3,2,5,3,0,0,4,0,0.21,0.14,0.36,0.21,0.36,Matches
243,Raquel Rodríguez,crCRC,MF,Portland Thorns,29,1993,13,7,598.0,6.6,1,0,1,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15,Matches
244,Svava Rós Guðmundsdóttir,isISL,"MF,FW",Gotham FC,27,1995,5,2,152.0,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
245,Katelyn Rowland,usUSA,GK,NC Courage,28,1994,2,2,180.0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
246,Yazmeen Ryan,usUSA,"MF,FW",Gotham FC,23,1999,21,17,,17.3,1,1,2,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,Matches
247,Ebony Salmon,engENG,"FW,MF",Houston Dash,22,2001,17,11,943.0,10.5,1,2,3,1,0,0,0,0,0.1,0.19,0.29,0.1,0.29,Matches
248,Emily Sams,usUSA,DF,Orlando Pride,23,1999,22,22,,22.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches
249,Ashley Sanchez,usUSA,"MF,FW",Washington Spirit,23,1999,20,19,,17.7,5,1,6,5,0,0,0,0,0.28,0.06,0.34,0.28,0.34,Matches
250,Maria Sanchez,mxMEX,"MF,FW",Houston Dash,26,1996,22,21,,19.7,4,4,8,4,0,0,3,0,0.2,0.2,0.41,0.2,0.41,Matches
251,Ouleymata Sarr,frFRA,MF,Washington Spirit,27,1995,7,5,439.0,4.9,1,1,2,1,0,0,1,0,0.21,0.21,0.41,0.21,0.41,Matches
252,Becky Sauerbrunn,usUSA,DF,Portland Thorns,37,1985,9,8,564.0,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
253,Ally Schlegel,usUSA,"MF,FW",Red Stars,22,2000,14,2,383.0,4.3,2,1,3,2,0,0,0,0,0.47,0.23,0.7,0.47,0.7,Matches
254,Sophie Schmidt,caCAN,MF,Houston Dash,34,1988,20,20,,19.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,Matches
255,Kayla Sharples,usUSA,DF,Red Stars,25,1997,11,8,695.0,7.7,1,0,1,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13,Matches
256,Jaedyn Shaw,usUSA,"MF,FW",SD Wave,18,2004,22,19,,16.5,6,3,9,6,0,0,2,0,0.36,0.18,0.54,0.36,0.54,Matches
257,Delanie Sheehan,usUSA,"MF,FW",Gotham FC,24,1999,18,15,,13.7,0,2,2,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15,Matches
258,Kailen Sheridan,caCAN,GK,SD Wave,27,1995,19,19,,19.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,Matches
259,Marissa Sheva,ieIRL,MF,Washington Spirit,25,1997,10,2,270.0,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
260,Meleana Shim,usUSA,MF,Gotham FC,31,1991,5,0,57.0,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
261,Cheyenne Shorts,usUSA,DF,SD Wave,24,1998,2,2,180.0,2.0,1,0,1,1,0,0,0,0,0.5,0.0,0.5,0.5,0.5,Matches
262,Wang Shuang,cnCHN,"FW,MF",Racing Louisville,28,1995,18,17,,14.4,2,2,4,0,2,2,2,0,0.14,0.14,0.28,0.0,0.14,Matches
263,Lena Silano,usUSA,"FW,MF",Washington Spirit,22,2000,12,3,305.0,3.4,0,1,1,0,0,0,0,0,0.0,0.3,0.3,0.0,0.3,Matches
264,Christine Sinclair,caCAN,"MF,FW",Portland Thorns,39,1983,19,13,,11.4,3,1,4,3,0,0,0,0,0.26,0.09,0.35,0.26,0.35,Matches
265,Abby Smith,usUSA,GK,Gotham FC,29,1993,15,15,,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
266,Taylor Smith,usUSA,FW,Gotham FC,29,1993,8,5,454.0,5.0,1,1,2,1,0,0,0,0,0.2,0.2,0.4,0.2,0.4,Matches
267,Havana Solaun,jmJAM,MF,Houston Dash,29,1993,9,1,192.0,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
268,Emily Sonnett,usUSA,MF,Reign,29,1993,19,19,,18.6,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,Matches
269,Croix Soto,,DF,Current,,,12,8,743.0,8.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
270,Alexa Spaanstra,usUSA,"FW,MF",Current,22,2000,15,5,535.0,5.9,2,1,3,2,0,0,0,0,0.34,0.17,0.5,0.34,0.5,Matches
271,Meredith Speck,usUSA,MF,NC Courage,29,1993,10,9,662.0,7.4,1,0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14,Matches
272,Mariana Speckmaier,veVEN,FW,Washington Spirit,25,1997,2,0,2.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
273,Jasmyne Spencer,usUSA,"DF,MF",Angel City FC,32,1990,17,7,724.0,8.0,1,0,1,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,Matches
274,Bianca St-Georges,caCAN,MF,Red Stars,25,1997,21,20,,17.4,4,1,5,4,0,0,3,0,0.23,0.06,0.29,0.23,0.29,Matches
275,Samantha Staab,usUSA,DF,Washington Spirit,25,1997,22,22,,22.0,1,1,2,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09,Matches
276,Nikki Stanton,usUSA,MF,Reign,32,1990,15,2,442.0,4.9,0,2,2,0,0,0,5,0,0.0,0.41,0.41,0.0,0.41,Matches
277,Sandra Starke,deGER,"MF,FW",Red Stars,29,1993,7,6,408.0,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
278,Katie Stengel,usUSA,FW,Gotham FC,30,1992,8,5,420.0,4.7,2,0,2,2,0,0,1,0,0.43,0.0,0.43,0.43,0.43,Matches
279,Ella Stevens,usUSA,FW,Red Stars,25,1997,22,16,,14.4,4,1,5,3,1,1,0,0,0.28,0.07,0.35,0.21,0.28,Matches
280,Kylie Strom,usUSA,DF,Orlando Pride,30,1992,22,22,,21.8,1,1,2,1,0,0,2,0,0.05,0.05,0.09,0.05,0.09,Matches
281,Hina Sugita,jpJPN,"MF,FW",Portland Thorns,26,1997,18,16,,14.5,6,3,9,5,1,1,2,0,0.41,0.21,0.62,0.34,0.55,Matches
282,Andi Sullivan,usUSA,MF,Washington Spirit,27,1995,19,19,,18.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,Matches
283,Mallory Swanson,usUSA,MF,Red Stars,24,1998,2,2,180.0,2.0,1,0,1,0,1,1,0,0,0.5,0.0,0.5,0.0,0.0,Matches
284,Frankie Tagliaferri,usUSA,MF,NC Courage,24,1999,8,3,264.0,2.9,0,1,1,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34,Matches
285,Alyssa Thompson,usUSA,"FW,MF",Angel City FC,18,2004,20,13,,12.8,4,2,6,4,0,0,1,0,0.31,0.16,0.47,0.31,0.47,Matches
286,Cameron Tucker,usUSA,"MF,FW",Houston Dash,23,1999,12,2,251.0,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
287,Phallon Tullis-Joyce,usUSA,GK,Reign,26,1996,16,16,,16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
288,Kelsey Turnbow,usUSA,FW,SD Wave,24,1999,7,0,151.0,1.7,0,1,1,0,0,0,0,0,0.0,0.6,0.6,0.0,0.6,Matches
289,Erika Tymrak,usUSA,"MF,FW",Orlando Pride,31,1991,13,10,801.0,8.9,0,3,3,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34,Matches
290,Olivia Van der Jagt,usUSA,MF,Reign,23,1999,17,12,,12.0,1,0,1,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,Matches
291,Michele Vasconcelos,usUSA,FW,Portland Thorns,28,1994,13,3,344.0,3.8,1,0,1,1,0,0,0,0,0.26,0.0,0.26,0.26,0.26,Matches
292,Mary Vignola,usUSA,DF,Angel City FC,24,1998,18,15,,13.3,3,1,4,3,0,0,2,0,0.23,0.08,0.3,0.23,0.3,Matches
293,Viviana Villacorta,usUSA,MF,Orlando Pride,23,1999,16,13,,12.3,0,1,1,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08,Matches
294,Jenna Walker,usUSA,"MF,DF",Current,23,1999,8,5,441.0,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
295,Ally Watt,usUSA,"FW,MF",Orlando Pride,25,1997,19,6,743.0,8.3,1,1,2,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,Matches
296,Dani Weatherholt,usUSA,MF,Angel City FC,28,1994,21,15,,16.1,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,Matches
297,Morgan Weaver,usUSA,"FW,MF",Portland Thorns,25,1997,22,22,,19.8,7,4,11,7,0,0,1,0,0.35,0.2,0.56,0.35,0.56,Matches
298,McKenzie Weinert,,FW,Reign,,,2,0,47.0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
299,Christen Westphal,usUSA,DF,SD Wave,29,1993,22,22,,21.8,0,4,4,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18,Matches
300,Ryan Williams,usUSA,DF,NC Courage,26,1996,22,22,,21.8,0,2,2,0,0,0,3,0,0.0,0.09,0.09,0.0,0.09,Matches
301,Sophia Wilson,usUSA,FW,Portland Thorns,22,2000,17,13,,12.9,11,5,16,10,1,1,2,0,0.85,0.39,1.24,0.77,1.16,Matches
302,Olivia Wingate,usUSA,FW,NC Courage,22,2000,16,1,431.0,4.8,0,2,2,0,0,0,0,0,0.0,0.42,0.42,0.0,0.42,Matches
303,Arin Wright,usUSA,"DF,MF",Red Stars,30,1992,20,19,,17.6,1,0,1,1,0,0,2,0,0.06,0.0,0.06,0.06,0.06,Matches
304,Zaneta Wyne,usUSA,MF,Racing Louisville,32,1990,1,0,12.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
305,Shae Yanez,usUSA,GK,SD Wave,25,1997,4,3,271.0,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
306,Summer Yates,usUSA,MF,Orlando Pride,22,2000,10,0,117.0,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
307,McCall Zerboni,usUSA,MF,Gotham FC,36,1986,16,5,488.0,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
