ranker,player,nationality,position,team,age,birth_year,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,matches
159,Laurel Ivory,usUSA,GK,Boston Legacy,26-222,1999,0,,,,,0,,0,0,,4,,,,,,,Matches
160,DeAira Jackson,usUSA,GK,Royals,24-015,2002,0,,,,,0,,0,0,,5,,,,,,,Matches
161,Riley Jackson,usUSA,MF,NC Courage,20-126,2005,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.25,5.0,6.0,-1.0,-0.25,,Matches
162,Simone Jackson,usUSA,FW,Orlando Pride,23-069,2003,1,6.0,6.0,1.3,0.1,0,,0,1,6.0,4,1.0,0.0,0.0,0.0,0.0,-0.61,Matches
163,Natalie Jacobs,usUSA,DF,NC Courage,28-234,1997,2,173.0,87.0,48.1,1.9,2,87.0,1,0,,0,2.0,2.0,1.0,1.0,0.52,1.48,Matches
164,Angharad James,wlsWAL,MF,Reign,31-310,1994,5,181.0,36.0,40.2,2.0,2,78.0,1,3,9.0,0,2.0,3.0,1.0,2.0,0.99,0.66,Matches
165,Sveindís Jane Jónsdóttir,isISL,FW,Angel City FC,24-306,2001,4,354.0,89.0,98.3,3.9,4,89.0,2,0,,0,2.25,10.0,4.0,6.0,1.53,1.53,Matches
166,Ellie Jean,usUSA,DF,Racing Louisville,29-066,1997,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,0.25,7.0,10.0,-3.0,-0.75,,Matches
167,Micayla Johnson,usUSA,FW,Chicago Stars,18-079,2008,4,22.0,6.0,4.9,0.2,0,,0,4,6.0,1,0.0,0.0,0.0,0.0,0.0,1.89,Matches
168,Jameese Joseph,usUSA,MF,Chicago Stars,23-339,2002,5,348.0,70.0,77.3,3.9,4,80.0,2,1,30.0,0,0.6,0.0,9.0,-9.0,-2.33,-2.33,Matches
169,Mia Justus,usUSA,GK,Royals,23-216,2002,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,1.4,6.0,6.0,0.0,0.0,,Matches
170,Avery Kalitta,,MF,Racing Louisville,,,2,15.0,8.0,4.2,0.2,0,,0,2,8.0,2,0.0,1.0,0.0,1.0,6.0,7.04,Matches
171,Annie Karich,usUSA,"MF,DF",Boston Legacy,22-163,2003,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,0.0,1.0,7.0,-6.0,-1.5,,Matches
172,Savannah King,usUSA,DF,Angel City FC,21-059,2005,4,288.0,72.0,80.0,3.2,3,87.0,1,1,28.0,0,2.25,7.0,3.0,4.0,1.25,-1.25,Matches
173,Andrea Kitahata,usUSA,MF,Gotham FC,23-096,2003,2,75.0,38.0,16.7,0.8,1,45.0,0,1,30.0,3,0.5,0.0,0.0,0.0,0.0,0.48,Matches
174,Leah Klenke,usUSA,DF,Houston Dash,21-290,2004,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,2.25,9.0,5.0,4.0,1.0,,Matches
175,Melissa Kössler,deGER,FW,Denver Summit,26-034,2000,5,424.0,85.0,94.2,4.7,5,85.0,2,0,,0,1.2,3.0,3.0,0.0,0.0,-3.46,Matches
176,Rosemonde Kouassi,ciCIV,MF,Washington Spirit,24-102,2001,5,360.0,72.0,80.0,4.0,4,79.0,0,1,45.0,0,1.2,4.0,3.0,1.0,0.25,0.25,Matches
177,Shinomi Koyama,jpJPN,"FW,MF",NC Courage,21-066,2005,4,349.0,87.0,96.9,3.9,4,87.0,3,0,,0,1.25,5.0,6.0,-1.0,-0.26,-0.26,Matches
178,Racheal Kundananji,zmZAM,MF,Bay FC,25-308,2000,1,90.0,90.0,25.0,1.0,1,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,1.67,Matches
179,Kaleigh Kurtz,usUSA,DF,Denver Summit,28-210,1997,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,1.2,4.0,3.0,1.0,0.2,,Matches
180,Lo'eau LaBonta,usUSA,MF,Current,33-020,1993,4,230.0,58.0,51.1,2.6,3,66.0,0,1,33.0,0,0.75,3.0,5.0,-2.0,-0.78,0.04,Matches
181,Cloé Lacasse,caCAN,"MF,FW",Royals,32-274,1993,5,378.0,76.0,84.0,4.2,5,76.0,1,0,,0,1.4,5.0,4.0,1.0,0.24,1.49,Matches
182,Carina Lageyre,usUSA,MF,Angel City FC,22-157,2003,2,7.0,4.0,1.9,0.1,0,,0,2,4.0,2,3.0,0.0,0.0,0.0,0.0,-1.53,Matches
183,Maja Lardner,usUSA,FW,Racing Louisville,23-135,2002,0,,,,,0,,0,0,,1,,,,,,,Matches
184,Clarissa Larisey,caCAN,FW,Houston Dash,26-279,1999,4,68.0,17.0,18.9,0.8,0,,0,4,17.0,0,2.25,1.0,1.0,0.0,0.0,-1.23,Matches
185,Rose Lavelle,usUSA,MF,Gotham FC,30-328,1995,5,404.0,81.0,89.8,4.5,4,90.0,3,1,45.0,0,1.0,2.0,4.0,-2.0,-0.45,-0.45,Matches
186,Karlie Lema,usUSA,"MF,FW",Bay FC,22-282,2003,4,160.0,40.0,44.4,1.8,2,53.0,0,2,28.0,0,1.5,2.0,5.0,-3.0,-1.69,-2.59,Matches
187,Ally Lemos,usUSA,MF,Orlando Pride,22-034,2004,5,404.0,81.0,89.8,4.5,5,81.0,3,0,,0,1.6,5.0,3.0,2.0,0.45,-1.51,Matches
188,Payton Linnehan,usUSA,MF,NC Courage,25-013,2001,2,83.0,42.0,23.1,0.9,1,61.0,0,1,22.0,1,2.0,1.0,1.0,0.0,0.0,0.32,Matches
189,Valerin Loboa,coCOL,FW,Portland Thorns,18-278,2007,0,,,,,0,,0,0,,4,,,,,,,Matches
190,Maitane López Millán,esESP,MF,Chicago Stars,31-025,1995,4,328.0,82.0,72.9,3.6,4,82.0,2,0,,1,0.75,2.0,8.0,-6.0,-1.65,0.57,Matches
191,Lorena,brBRA,GK,Current,28-336,1997,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,1.2,5.0,9.0,-4.0,-0.8,,Matches
192,Sophia Lowenberg,usUSA,MF,Boston Legacy,21-325,2004,0,,,,,0,,0,0,,4,,,,,,,Matches
193,Luana,brBRA,MF,Orlando Pride,32-340,1993,2,44.0,22.0,9.8,0.5,0,,0,2,22.0,3,0.5,0.0,1.0,-1.0,-2.05,-2.93,Matches
194,Ludmila,brBRA,FW,SD Wave,31-127,1994,5,416.0,83.0,92.4,4.6,5,83.0,2,0,,0,2.4,7.0,3.0,4.0,0.87,-1.78,Matches
195,Katie Lund,usUSA,GK,Chicago Stars,29-131,1996,1,90.0,90.0,20.0,1.0,1,90.0,1,0,,4,0.0,0.0,1.0,-1.0,-1.0,1.0,Matches
196,Devin Lynch,usUSA,MF,Denver Summit,22-124,2003,5,414.0,83.0,92.0,4.6,5,83.0,3,0,,0,1.2,4.0,3.0,1.0,0.22,0.22,Matches
197,Hailie Mace,usUSA,DF,Orlando Pride,29-014,1997,5,430.0,86.0,95.6,4.8,5,86.0,4,0,,0,1.6,7.0,4.0,3.0,0.63,0.63,Matches
198,Sandy MacIver,sctSCO,GK,Washington Spirit,27-293,1998,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,1.2,5.0,4.0,1.0,0.2,,Matches
199,Maiara,brBRA,MF,Angel City FC,21-239,2004,4,354.0,89.0,98.3,3.9,4,89.0,3,0,,0,2.25,10.0,4.0,6.0,1.53,1.53,Matches
200,Marta,brBRA,"FW,MF",Orlando Pride,40-047,1986,3,45.0,15.0,10.0,0.5,0,,0,3,15.0,1,2.33,2.0,1.0,1.0,2.0,1.56,Matches
201,Cara Martin,usUSA,GK,Orlando Pride,22-055,2004,0,,,,,0,,0,0,,5,,,,,,,Matches
202,Nealy Martin,usUSA,MF,Angel City FC,27-350,1998,4,317.0,79.0,88.1,3.5,4,79.0,2,0,,0,2.25,9.0,2.0,7.0,1.99,4.08,Matches
203,Claudia Martínez,pyPAR,FW,Washington Spirit,18-082,2008,5,134.0,27.0,29.8,1.5,0,,0,5,27.0,0,1.2,3.0,1.0,2.0,1.34,1.63,Matches
204,Emily Mason,usUSA,DF,Reign,23-166,2002,5,427.0,85.0,94.9,4.7,5,85.0,3,0,,0,2.0,7.0,4.0,3.0,0.63,0.63,Matches
205,Manaka Matsukubo,jpJPN,MF,NC Courage,21-253,2004,2,140.0,70.0,38.9,1.6,1,90.0,1,1,50.0,0,0.5,3.0,2.0,1.0,0.64,1.46,Matches
206,Sophia Mattice,usUSA,DF,Angel City FC,23-286,2002,0,,,,,0,,0,0,,4,,,,,,,Matches
207,Ainsley McCammon,usUSA,MF,Reign,18-234,2007,5,269.0,54.0,59.8,3.0,3,78.0,0,2,17.0,0,2.0,4.0,3.0,1.0,0.33,-0.66,Matches
208,Savannah McCaskill,usUSA,MF,Gotham FC,29-250,1996,5,413.0,83.0,91.8,4.6,5,83.0,2,0,,0,1.0,2.0,4.0,-2.0,-0.44,-0.44,Matches
209,Phoebe McClernon,usUSA,DF,Reign,28-115,1997,5,430.0,86.0,95.6,4.8,5,86.0,3,0,,0,2.0,7.0,3.0,4.0,0.84,5.34,Matches
210,Yuna McCormack,usUSA,MF,Denver Summit,21-155,2004,5,301.0,60.0,66.9,3.3,4,68.0,0,1,28.0,0,1.2,3.0,1.0,2.0,0.6,1.2,Matches
211,Haley McCutcheon,usUSA,MF,Orlando Pride,30-044,1996,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,1.6,7.0,4.0,3.0,0.6,,Matches
212,Audrey McKeen,usUSA,FW,Racing Louisville,17-132,2008,4,50.0,13.0,13.9,0.6,0,,0,4,13.0,0,0.25,2.0,1.0,1.0,1.8,2.96,Matches
213,Mallie McKenzie,usUSA,MF,Portland Thorns,25-145,2000,2,57.0,29.0,12.7,0.6,0,,0,2,29.0,3,1.5,0.0,1.0,-1.0,-1.58,-2.49,Matches
214,Tara McKeown,usUSA,DF,Washington Spirit,26-279,1999,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,1.2,5.0,4.0,1.0,0.2,,Matches
215,Quincy McMahon,usUSA,DF,Racing Louisville,22-193,2003,1,88.0,88.0,24.4,1.0,1,88.0,0,0,,0,0.0,1.0,2.0,-1.0,-1.02,-0.36,Matches
216,Kristen McNabb,usUSA,DF,SD Wave,31-355,1994,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,2.4,8.0,3.0,5.0,1.0,,Matches
217,Natalie Means,usUSA,DF,Denver Summit,22-146,2003,4,57.0,14.0,12.7,0.6,0,,0,4,14.0,1,0.75,0.0,0.0,0.0,0.0,-0.23,Matches
218,Sally Menti,usUSA,MF,Reign,24-028,2002,3,71.0,24.0,15.8,0.8,0,,0,3,24.0,0,2.33,0.0,1.0,-1.0,-1.27,-2.22,Matches
219,Maddie Mercado,usUSA,FW,Reign,25-006,2001,5,390.0,78.0,86.7,4.3,4,90.0,4,1,30.0,0,2.0,6.0,3.0,3.0,0.69,0.69,Matches
220,Morgan Messner,usUSA,GK,Portland Thorns,26-049,2000,3,270.0,90.0,60.0,3.0,3,90.0,3,0,,2,2.0,4.0,3.0,1.0,0.33,-0.67,Matches
221,Paige Metayer,usUSA,MF,Washington Spirit,25-196,2000,3,98.0,33.0,21.8,1.1,0,,0,3,33.0,2,1.33,2.0,1.0,1.0,0.92,0.92,Matches
222,Samantha Meza,usUSA,MF,Reign,24-151,2001,5,426.0,85.0,94.7,4.7,5,85.0,4,0,,0,2.0,7.0,4.0,3.0,0.63,0.63,Matches
223,Tatumn Milazzo,usUSA,DF,Royals,27-355,1998,4,335.0,84.0,74.4,3.7,4,84.0,2,0,,0,1.5,5.0,4.0,1.0,0.27,1.05,Matches
224,Lauren Milliet,usUSA,DF,Racing Louisville,29-127,1996,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,0.25,7.0,10.0,-3.0,-0.75,,Matches
225,Natalie Mitchell,,MF,Racing Louisville,,,0,,,,,0,,0,0,,4,,,,,,,Matches
226,Paige Monaghan,usUSA,"FW,MF",Royals,29-145,1996,0,,,,,0,,0,0,,1,,,,,,,Matches
227,Gift Monday,ngNGA,FW,Washington Spirit,24-119,2001,4,101.0,25.0,22.4,1.1,1,63.0,0,3,13.0,0,1.25,2.0,1.0,1.0,0.89,0.89,Matches
228,Nérilia Mondésir,htHAI,MF,Reign,27-080,1999,5,356.0,71.0,79.1,4.0,4,87.0,3,1,9.0,0,2.0,4.0,4.0,0.0,0.0,-2.87,Matches
229,Anna Moorhouse,engENG,GK,Orlando Pride,31-008,1995,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,1.6,7.0,4.0,3.0,0.6,,Matches
230,Madeline Moreau,usUSA,DF,Bay FC,25-123,2000,4,205.0,51.0,56.9,2.3,2,87.0,1,2,16.0,0,1.5,3.0,5.0,-2.0,-0.88,-1.46,Matches
231,Esme Morgan,engENG,DF,Washington Spirit,25-171,2000,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,1.2,5.0,4.0,1.0,0.2,,Matches
232,Miyabi Moriya,jpJPN,DF,Royals,29-228,1996,3,147.0,49.0,32.7,1.6,1,90.0,1,2,29.0,0,2.33,4.0,1.0,3.0,1.84,2.73,Matches
233,Perle Morroni,frFRA,DF,SD Wave,28-174,1997,5,440.0,88.0,97.8,4.9,5,88.0,2,0,,0,2.4,8.0,3.0,5.0,1.02,1.02,Matches
234,Olivia Moultrie,usUSA,"MF,FW",Portland Thorns,20-202,2005,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,2.0,8.0,5.0,3.0,0.6,,Matches
235,Brecken Mozingo,usUSA,"MF,FW",Royals,25-030,2001,4,197.0,49.0,43.8,2.2,2,86.0,1,2,13.0,0,1.0,2.0,4.0,-2.0,-0.91,-1.63,Matches
236,Marie Müller,deGER,DF,Portland Thorns,25-256,2000,4,200.0,50.0,44.4,2.2,2,62.0,0,2,39.0,1,1.75,3.0,2.0,1.0,0.45,-0.27,Matches
237,Casey Murphy,usUSA,GK,Boston Legacy,29-347,1996,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,0.0,1.0,7.0,-6.0,-1.5,,Matches
238,Alyssa Naeher,usUSA,GK,Chicago Stars,37-352,1988,4,360.0,90.0,80.0,4.0,4,90.0,4,0,,1,0.75,2.0,10.0,-8.0,-2.0,-1.0,Matches
239,Aria Nagai,,MF,Royals,,,3,68.0,23.0,15.1,0.8,1,45.0,0,2,12.0,2,1.0,0.0,1.0,-1.0,-1.32,-1.56,Matches
240,Fauzia Najjemba,ugUGA,MF,Boston Legacy,22-182,2003,3,132.0,44.0,36.7,1.5,1,68.0,0,2,32.0,1,0.0,0.0,3.0,-3.0,-2.05,-0.86,Matches
241,Leilanni Nesbeth,bmBER,MF,Chicago Stars,24-264,2001,2,34.0,17.0,7.6,0.4,0,,0,2,17.0,3,1.5,0.0,1.0,-1.0,-2.65,-0.92,Matches
242,Faith Nguyen,usUSA,GK,Angel City FC,22-142,2003,0,,,,,0,,0,0,,4,,,,,,,Matches
243,Paige Nielsen,usUSA,DF,Houston Dash,32-175,1993,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,2.25,9.0,5.0,4.0,1.0,,Matches
244,Jordan Nytes,usUSA,GK,Denver Summit,22-002,2004,0,,,,,0,,0,0,,2,,,,,,,Matches
245,Evan O'Steen,usUSA,GK,Reign,18-016,2008,0,,,,,0,,0,0,,1,,,,,,,Matches
246,Isabella Obaze,dkDEN,DF,Portland Thorns,23-159,2002,3,270.0,90.0,60.0,3.0,3,90.0,3,0,,2,2.0,4.0,3.0,1.0,0.33,-0.67,Matches
247,Chioma Okafor,ngNGA,FW,NC Courage,23-018,2003,0,,,,,0,,0,0,,1,,,,,,,Matches
248,Ayo Oke,usUSA,DF,Denver Summit,23-002,2003,4,216.0,54.0,48.0,2.4,2,87.0,1,2,22.0,1,1.25,2.0,3.0,-1.0,-0.42,-1.19,Matches
249,Bárbara Olivieri,veVEN,"MF,FW",Boston Legacy,24-042,2002,4,239.0,60.0,66.4,2.7,3,77.0,1,1,9.0,0,0.0,0.0,6.0,-6.0,-2.26,-2.26,Matches
250,Lizbeth Ovalle,mxMEX,MF,Orlando Pride,26-170,1999,5,376.0,75.0,83.6,4.2,5,75.0,0,0,,0,1.6,5.0,2.0,3.0,0.72,0.72,Matches
251,Katie O’Kane,,MF,Racing Louisville,,,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,0.25,7.0,10.0,-3.0,-0.75,,Matches
252,Maddie Padelski,usUSA,FW,Portland Thorns,18-190,2007,3,75.0,25.0,16.7,0.8,0,,0,3,25.0,2,1.33,0.0,1.0,-1.0,-1.2,-2.16,Matches
253,Kiana Palacios,mxMEX,FW,Royals,29-188,1996,5,337.0,67.0,74.9,3.7,4,77.0,1,1,28.0,0,1.4,3.0,6.0,-3.0,-0.8,-3.19,Matches
254,Avery Patterson,usUSA,DF,Houston Dash,23-297,2002,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,2.25,9.0,5.0,4.0,1.0,,Matches
255,Gianna Paul,usUSA,FW,Current,21-100,2004,3,71.0,24.0,15.8,0.8,1,63.0,0,2,4.0,0,1.0,0.0,3.0,-3.0,-3.8,-3.57,Matches
256,Jayden Perry,usUSA,DF,Portland Thorns,25-046,2001,4,219.0,55.0,48.7,2.4,2,90.0,2,2,20.0,1,1.75,4.0,3.0,1.0,0.41,-0.37,Matches
257,Courtney Petersen,usUSA,DF,Racing Louisville,28-161,1997,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,0.25,7.0,10.0,-3.0,-0.75,,Matches
258,Pauline Peyraud-Magnin,frFRA,GK,Denver Summit,34-021,1992,0,,,,,0,,0,0,,5,,,,,,,Matches
259,Alex Pfeiffer,usUSA,MF,Bay FC,18-132,2007,4,270.0,68.0,75.0,3.0,4,68.0,1,0,,0,1.5,6.0,6.0,0.0,0.0,1.0,Matches
260,Casey Phair,krKOR,FW,Angel City FC,18-282,2007,0,,,,,0,,0,0,,2,,,,,,,Matches
261,Carson Pickett,usUSA,DF,Denver Summit,32-204,1993,5,421.0,84.0,93.6,4.7,5,84.0,2,0,,0,1.2,4.0,3.0,1.0,0.21,0.21,Matches
262,Kiki Pickett,usUSA,"DF,MF",SD Wave,26-342,1999,4,113.0,28.0,25.1,1.3,0,,0,4,28.0,1,2.25,3.0,0.0,3.0,2.39,1.86,Matches
263,Dayana Pierre-Louis,htHAI,MF,Royals,22-195,2003,4,250.0,63.0,55.6,2.8,3,68.0,0,1,45.0,0,1.75,4.0,2.0,2.0,0.72,1.62,Matches
264,Brianna Pinto,usUSA,"MF,FW",Chicago Stars,25-318,2000,4,323.0,81.0,71.8,3.6,4,81.0,2,0,,0,0.75,2.0,9.0,-7.0,-1.95,-0.53,Matches
265,Gabi Portilho,brBRA,FW,SD Wave,30-263,1995,5,210.0,42.0,46.7,2.3,2,61.0,0,3,29.0,0,2.4,4.0,1.0,3.0,1.29,0.54,Matches
266,Lara Prašnikar,siSVN,"MF,FW",Royals,27-242,1998,4,244.0,61.0,54.2,2.7,3,75.0,0,1,19.0,1,1.0,5.0,4.0,1.0,0.37,0.81,Matches
267,Nichelle Prince,caCAN,"MF,DF",Boston Legacy,31-047,1995,4,240.0,60.0,66.7,2.7,3,73.0,0,1,22.0,0,0.0,1.0,5.0,-4.0,-1.5,0.0,Matches
268,Madison Prohaska,usUSA,GK,Racing Louisville,23-126,2002,0,,,,,0,,0,0,,4,,,,,,,Matches
269,Sarah Puntigam,atAUT,"DF,MF",Houston Dash,33-176,1992,3,55.0,18.0,15.3,0.6,0,,0,3,18.0,1,3.0,1.0,1.0,0.0,0.0,-1.18,Matches
270,Margaret Purce,usUSA,"FW,DF",Gotham FC,30-201,1995,4,228.0,57.0,50.7,2.5,2,82.0,0,2,32.0,0,1.0,2.0,3.0,-1.0,-0.39,0.01,Matches
271,Neeku Purcell,usUSA,GK,Reign,22-182,2003,0,,,,,0,,0,0,,5,,,,,,,Matches
272,Reagan Raabe,usUSA,FW,Orlando Pride,24-192,2001,1,15.0,15.0,3.3,0.2,0,,0,1,15.0,4,0.0,0.0,1.0,-1.0,-6.0,-6.83,Matches
273,Kat Rader,usUSA,MF,Houston Dash,21-281,2004,4,334.0,84.0,92.8,3.7,4,84.0,2,0,,0,2.25,9.0,5.0,4.0,1.08,1.08,Matches
274,Rafaelle,brBRA,DF,Orlando Pride,34-293,1991,4,265.0,66.0,58.9,2.9,3,82.0,2,1,20.0,0,1.75,3.0,2.0,1.0,0.34,-0.63,Matches
275,Brittany Ratcliffe,usUSA,MF,Reign,32-059,1994,5,137.0,27.0,30.4,1.5,1,66.0,0,4,18.0,0,2.0,4.0,1.0,3.0,1.97,1.97,Matches
276,Felicitas Rauch,deGER,DF,NC Courage,29-342,1996,3,64.0,21.0,17.8,0.7,1,58.0,0,2,3.0,0,1.33,0.0,0.0,0.0,0.0,0.3,Matches
277,Lilly Reale,usUSA,DF,Gotham FC,22-238,2003,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,1.0,2.0,4.0,-2.0,-0.4,,Matches
278,KK Ream,usUSA,FW,Royals,16-273,2009,1,8.0,8.0,1.8,0.1,0,,0,1,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
279,Rajanah Reed,,FW,Angel City FC,,,0,,,,,0,,0,0,,3,,,,,,,Matches
280,Emma Regan,caCAN,MF,Denver Summit,26-069,2000,3,138.0,46.0,30.7,1.5,2,54.0,0,1,31.0,2,0.67,2.0,3.0,-1.0,-0.65,-1.23,Matches
281,Megan Reid,usUSA,DF,Denver Summit,29-363,1996,5,280.0,56.0,62.2,3.1,3,82.0,2,2,17.0,0,1.2,1.0,0.0,1.0,0.32,0.32,Matches
282,Reyna Reyes,mxMEX,DF,Portland Thorns,25-050,2001,3,236.0,79.0,52.4,2.6,3,79.0,2,0,,0,2.33,5.0,2.0,3.0,1.14,1.14,Matches
283,Chloe Ricketts,usUSA,MF,Boston Legacy,18-319,2007,1,7.0,7.0,1.9,0.1,0,,0,1,7.0,1,0.0,0.0,0.0,0.0,0.0,1.53,Matches
284,Kaleigh Riehl,usUSA,DF,Royals,29-168,1996,4,360.0,90.0,80.0,4.0,4,90.0,4,0,,1,1.0,4.0,5.0,-1.0,-0.25,-1.25,Matches
285,Gabrielle Robinson,usUSA,DF,Current,24-293,2001,4,350.0,88.0,77.8,3.9,4,88.0,3,0,,1,1.5,5.0,6.0,-1.0,-0.26,2.44,Matches
286,Trinity Rodman,usUSA,MF,Washington Spirit,23-322,2002,5,419.0,84.0,93.1,4.7,5,84.0,3,0,,0,1.2,4.0,4.0,0.0,0.0,-2.9,Matches
287,Izzy Rodriguez,usUSA,DF,Current,26-359,1999,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,1.2,5.0,9.0,-4.0,-0.8,,Matches
288,Raquel Rodríguez,crCRC,"FW,MF",Current,32-161,1993,2,52.0,26.0,11.6,0.6,0,,0,2,26.0,1,1.5,0.0,0.0,0.0,0.0,0.9,Matches
289,Samantha Rose Smith,usUSA,"DF,MF",Boston Legacy,24-335,2001,3,263.0,88.0,73.1,2.9,3,88.0,2,0,,1,0.0,1.0,6.0,-5.0,-1.71,-0.78,Matches
290,Laney Rouse,usUSA,DF,Current,23-219,2002,2,92.0,46.0,20.4,1.0,1,90.0,1,1,2.0,3,1.5,0.0,3.0,-3.0,-2.93,-2.68,Matches
291,Yazmeen Ryan,usUSA,MF,Denver Summit,27-041,1999,4,353.0,88.0,78.4,3.9,4,88.0,3,0,,0,1.5,3.0,1.0,2.0,0.51,1.44,Matches
292,Yazmeen Ryan,usUSA,"FW,MF",Houston Dash,27-041,1999,1,34.0,34.0,9.4,0.4,0,,0,1,34.0,0,3.0,0.0,0.0,0.0,0.0,-1.1,Matches
293,Emily Sams,usUSA,DF,Angel City FC,26-280,1999,4,332.0,83.0,92.2,3.7,4,83.0,3,0,,0,2.25,8.0,4.0,4.0,1.08,-5.34,Matches
294,Ashley Sanchez,usUSA,"MF,FW",NC Courage,27-022,1999,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.25,5.0,6.0,-1.0,-0.25,,Matches
295,Leicy Santos,coCOL,MF,Washington Spirit,29-326,1996,5,341.0,68.0,75.8,3.8,4,83.0,1,1,9.0,0,1.2,3.0,4.0,-1.0,-0.26,-1.92,Matches
296,Ally Schlegel,usUSA,"FW,MF",NC Courage,26-059,2000,2,46.0,23.0,12.8,0.5,0,,0,2,23.0,0,0.5,1.0,0.0,1.0,1.96,2.53,Matches
297,Sophie Schmidt,caCAN,MF,Houston Dash,37-283,1988,0,,,,,0,,0,0,,1,,,,,,,Matches
298,Sydney Schmidt,usUSA,MF,NC Courage,18-072,2008,2,72.0,36.0,20.0,0.8,1,40.0,0,1,32.0,2,0.5,0.0,3.0,-3.0,-3.75,-4.37,Matches
299,Sarah Schupansky,usUSA,"FW,MF",Gotham FC,22-225,2003,4,191.0,48.0,42.4,2.1,3,54.0,0,1,30.0,1,1.0,0.0,1.0,-1.0,-0.47,-0.12,Matches
300,Katie Scott,usUSA,MF,Current,18-291,2007,4,325.0,81.0,72.2,3.6,4,81.0,1,0,,1,0.75,3.0,8.0,-5.0,-1.38,-2.1,Matches
301,Hannah Seabert,dkDEN,GK,Angel City FC,31-038,1995,0,,,,,0,,0,0,,4,,,,,,,Matches
302,Emma Sears,usUSA,"MF,FW",Racing Louisville,25-043,2001,3,250.0,83.0,69.4,2.8,3,83.0,2,0,,0,0.33,5.0,7.0,-2.0,-0.72,0.1,Matches
303,Ally Sentnor,usUSA,"FW,MF",Current,22-048,2004,5,403.0,81.0,89.6,4.5,5,81.0,1,0,,0,1.2,5.0,9.0,-4.0,-0.89,-0.89,Matches
304,Kayla Sharples,usUSA,DF,Current,28-294,1997,5,381.0,76.0,84.7,4.2,4,90.0,4,1,21.0,0,1.2,5.0,7.0,-2.0,-0.47,2.14,Matches
305,Jaedyn Shaw,usUSA,"MF,FW",Gotham FC,21-138,2004,2,135.0,68.0,30.0,1.5,2,68.0,1,0,,0,1.5,2.0,1.0,1.0,0.67,1.52,Matches
306,Delanie Sheehan,usUSA,MF,Denver Summit,27-084,1999,3,270.0,90.0,60.0,3.0,3,90.0,3,0,,0,1.67,2.0,0.0,2.0,0.67,1.17,Matches
307,Delanie Sheehan,usUSA,MF,Houston Dash,27-084,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
308,Jamie Shepherd,usUSA,MF,Bay FC,25-180,2000,0,,,,,0,,0,0,,4,,,,,,,Matches
309,Kailen Sheridan,caCAN,GK,NC Courage,30-265,1995,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.25,5.0,6.0,-1.0,-0.25,,Matches
310,Uno Shiragaki,jpJPN,DF,NC Courage,20-178,2005,3,185.0,62.0,51.4,2.1,2,89.0,1,1,7.0,0,0.67,3.0,5.0,-2.0,-0.97,-1.49,Matches
311,Evelyn Shores,usUSA,DF,Angel City FC,21-099,2004,4,271.0,68.0,75.3,3.0,3,90.0,3,1,1.0,0,2.25,10.0,3.0,7.0,2.32,3.34,Matches
312,Jordan Silkowitz,usUSA,GK,Bay FC,26-011,2000,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.5,6.0,7.0,-1.0,-0.25,,Matches
313,Kameron Simmonds,jmJAM,DF,Royals,22-122,2003,4,171.0,43.0,38.0,1.9,2,66.0,0,2,20.0,1,1.0,2.0,3.0,-1.0,-0.53,-0.85,Matches
314,Molly Skurcenski,usUSA,MF,Washington Spirit,22-046,2004,0,,,,,0,,0,0,,1,,,,,,,Matches
