ranker,player,nationality,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,pens_made,pens_att,matches
250,Ally Schlegel,usUSA,"FW,MF",NC Courage,26-059,2000,0.5,0,2,0,0.0,3.91,0.0,0.0,,0,0,Matches
251,Sydney Schmidt,usUSA,MF,NC Courage,18-072,2008,0.8,0,2,0,0.0,2.5,0.0,0.0,,0,0,Matches
252,Sarah Schupansky,usUSA,"FW,MF",Gotham FC,22-225,2003,2.1,0,2,0,0.0,0.94,0.0,0.0,,0,0,Matches
253,Katie Scott,usUSA,MF,Current,18-291,2007,3.6,0,2,1,50.0,0.55,0.28,0.0,0.0,0,0,Matches
254,Emma Sears,usUSA,"MF,FW",Racing Louisville,25-043,2001,2.8,1,6,3,50.0,2.16,1.08,0.17,0.33,0,0,Matches
255,Ally Sentnor,usUSA,"FW,MF",Current,22-048,2004,4.5,1,11,5,45.5,2.46,1.12,0.09,0.2,0,0,Matches
256,Kayla Sharples,usUSA,DF,Current,28-294,1997,4.2,0,4,1,25.0,0.94,0.24,0.0,0.0,0,0,Matches
257,Jaedyn Shaw,usUSA,"MF,FW",Gotham FC,21-138,2004,1.5,1,4,2,50.0,2.67,1.33,0.25,0.5,0,0,Matches
258,Delanie Sheehan,usUSA,MF,Denver Summit,27-084,1999,3.0,0,2,0,0.0,0.67,0.0,0.0,,0,0,Matches
259,Kailen Sheridan,caCAN,GK,NC Courage,30-265,1995,4.0,0,0,0,,0.0,0.0,,,0,0,Matches
260,Uno Shiragaki,jpJPN,DF,NC Courage,20-178,2005,2.1,0,1,0,0.0,0.49,0.0,0.0,,0,0,Matches
261,Evelyn Shores,usUSA,DF,Angel City FC,21-099,2004,3.0,1,2,1,50.0,0.66,0.33,0.5,1.0,0,0,Matches
262,Jordan Silkowitz,usUSA,GK,Bay FC,26-011,2000,4.0,0,0,0,,0.0,0.0,,,0,0,Matches
263,Kameron Simmonds,jmJAM,DF,Royals,22-122,2003,1.9,0,1,0,0.0,0.53,0.0,0.0,,0,0,Matches
264,Abby Smith,usUSA,GK,Denver Summit,32-185,1993,5.0,0,0,0,,0.0,0.0,,,0,0,Matches
265,Talia Sommer,ilISR,FW,Gotham FC,22-047,2004,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
266,Janine Sonis,caCAN,"DF,FW",Denver Summit,31-230,1994,3.3,0,5,2,40.0,1.52,0.61,0.0,0.0,0,0,Matches
267,Emily Sonnett,usUSA,DF,Gotham FC,32-133,1993,5.0,0,2,1,50.0,0.4,0.2,0.0,0.0,0,0,Matches
268,Alexa Spaanstra,usUSA,DF,Royals,26-065,2000,1.4,0,1,0,0.0,0.73,0.0,0.0,,0,0,Matches
269,Alexa Spaanstra,usUSA,MF,Portland Thorns,26-065,2000,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
270,Bianca St-Georges,caCAN,DF,Boston Legacy,28-253,1997,2.8,0,0,0,,0.0,0.0,,,0,0,Matches
271,Samantha Staab,usUSA,DF,Chicago Stars,29-010,1997,5.0,0,1,1,100.0,0.2,0.2,0.0,0.0,0,0,Matches
272,Talia Staude,usUSA,DF,NC Courage,24-352,2001,2.1,0,0,0,,0.0,0.0,,,0,0,Matches
273,Katie Stengel,usUSA,"FW,MF",Gotham FC,34-037,1992,2.9,0,4,0,0.0,1.37,0.0,0.0,,0,0,Matches
274,Ella Stevens,usUSA,MF,Boston Legacy,28-117,1997,1.2,0,1,0,0.0,0.83,0.0,0.0,,0,0,Matches
275,Taylor Suarez,usUSA,MF,Angel City FC,20-254,2005,0.7,0,2,0,0.0,2.86,0.0,0.0,,0,0,Matches
276,Andi Sullivan,usUSA,MF,Washington Spirit,30-108,1995,0.2,0,0,0,,0.0,0.0,,,0,0,Matches
277,Tâmara,brBRA,FW,Washington Spirit,22-330,2003,0.4,0,2,0,0.0,5.0,0.0,0.0,,0,0,Matches
278,Mina Tanaka,jpJPN,MF,Royals,31-344,1994,2.3,2,7,5,71.4,3.0,2.14,0.14,0.2,1,1,Matches
279,Ana Tejada,esESP,MF,Royals,23-309,2002,3.8,0,10,3,30.0,2.62,0.78,0.0,0.0,0,0,Matches
280,Olivia Thomas,usUSA,FW,Denver Summit,20-356,2005,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
281,Gisele Thompson,usUSA,DF,Angel City FC,20-126,2005,4.0,2,4,3,75.0,1.0,0.75,0.5,0.67,0,0,Matches
282,Lauryn Thompson,engENG,FW,NC Courage,18-154,2007,0.2,0,1,0,0.0,5.29,0.0,0.0,,0,0,Matches
283,Janni Thomsen,dkDEN,DF,Royals,26-050,2000,2.7,0,6,1,16.7,2.25,0.37,0.0,0.0,0,0,Matches
284,Riley Tiernan,usUSA,"MF,FW",Angel City FC,23-144,2002,3.8,1,5,1,20.0,1.3,0.26,0.2,1.0,0,0,Matches
285,Pietra Tordin,usUSA,"FW,MF",Portland Thorns,22-008,2004,3.5,2,6,2,33.3,1.71,0.57,0.33,1.0,0,0,Matches
286,Aissata Traoré,mlMLI,FW,Boston Legacy,28-210,1997,3.4,1,7,1,14.3,2.07,0.3,0.14,1.0,0,0,Matches
287,Lou Tsé,caCAN,DF,Washington Spirit,23-121,2002,0.3,0,0,0,,0.0,0.0,,,0,0,Matches
288,Reilyn Turner,usUSA,MF,Portland Thorns,23-172,2002,3.3,3,12,5,41.7,3.61,1.51,0.25,0.6,0,0,Matches
289,Linda Ullmark,usUSA,MF,Houston Dash,19-351,2006,3.6,0,6,2,33.3,1.66,0.55,0.0,0.0,0,0,Matches
290,Amelia Van Zanten,jmJAM,DF,SD Wave,21-072,2005,3.7,0,6,3,50.0,1.6,0.8,0.0,0.0,0,0,Matches
291,Kiki Van Zanten,jmJAM,FW,Houston Dash,24-225,2001,3.1,4,10,5,50.0,3.23,1.61,0.4,0.8,0,0,Matches
292,Mary Vignola,usUSA,DF,Portland Thorns,28-055,1998,4.4,0,1,1,100.0,0.23,0.23,0.0,0.0,0,0,Matches
293,Cortnee Vine,auAUS,"FW,MF",NC Courage,27-363,1998,0.3,0,0,0,,0.0,0.0,,,0,0,Matches
294,Holly Ward,caCAN,MF,Reign,22-164,2003,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
295,Solai Washington,jmJAM,MF,Orlando Pride,20-188,2005,2.8,0,4,1,25.0,1.41,0.35,0.0,0.0,0,0,Matches
296,Ally Watt,usUSA,FW,Denver Summit,29-026,1997,1.2,0,3,1,33.3,2.5,0.83,0.0,0.0,0,0,Matches
297,Dani Weatherholt,usUSA,DF,NC Courage,32-021,1994,1.8,0,1,1,100.0,0.55,0.55,0.0,0.0,0,0,Matches
298,Sarah Weber,usUSA,FW,Racing Louisville,23-052,2003,3.5,2,7,3,42.9,2.02,0.87,0.29,0.67,0,0,Matches
299,Kennedy Wesley,usUSA,DF,SD Wave,25-030,2001,5.0,0,1,1,100.0,0.2,0.2,0.0,0.0,0,0,Matches
300,Ellie Wheeler,usUSA,DF,Current,24-114,2001,4.0,0,1,0,0.0,0.25,0.0,0.0,,0,0,Matches
301,Amelia White,,,Current,,,0.4,0,2,1,50.0,5.63,2.81,0.0,0.0,0,0,Matches
302,Taylor White,usUSA,MF,Racing Louisville,21-349,2004,1.2,0,2,1,50.0,1.71,0.86,0.0,0.0,0,0,Matches
303,Carly Wickenheiser,usUSA,"MF,DF",NC Courage,29-032,1997,3.4,0,1,0,0.0,0.3,0.0,0.0,,0,0,Matches
304,Kate Wiesner,usUSA,DF,Washington Spirit,25-055,2001,2.5,0,2,1,50.0,0.8,0.4,0.0,0.0,0,0,Matches
305,Ryan Williams,usUSA,"MF,DF",NC Courage,30-043,1996,4.0,0,2,0,0.0,0.5,0.0,0.0,,0,0,Matches
306,Sophia Wilson,usUSA,FW,Portland Thorns,25-240,2000,2.8,0,12,4,33.3,4.35,1.45,0.0,0.0,0,0,Matches
307,Tatum Wynalda,usUSA,MF,SD Wave,21-170,2004,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
308,Summer Yates,usUSA,MF,Orlando Pride,25-294,2000,2.3,0,3,1,33.3,1.3,0.43,0.0,0.0,0,0,Matches
