ranker,player,nationality,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,pens_made,pens_att,matches
70,Alana Cook,usUSA,DF,Reign,26,1997,9.4,0,4,0,0.0,0.43,0.0,0.0,,0,0,Matches
71,Alana Cook,usUSA,DF,Current,26,1997,9.5,0,1,0,0.0,0.11,0.0,0.0,,0,0,Matches
72,Ally Cook,,FW,Red Stars,,,2.4,0,3,1,33.3,1.24,0.41,0.0,0.0,0,0,Matches
73,Ava Cook,usUSA,FW,Red Stars,23,2000,1.1,1,3,2,66.7,2.78,1.86,0.33,0.5,0,0,Matches
74,Michelle Cooper,usUSA,"MF,FW",Current,21,2002,14.9,3,39,10,25.6,2.61,0.67,0.08,0.3,0,0,Matches
75,Ana-Maria Crnogorčević,chSUI,"FW,MF",Reign,33,1990,8.0,0,6,1,16.7,0.75,0.13,0.0,0.0,0,0,Matches
76,Chardonnay Curran,usUSA,FW,Red Stars,24,1999,2.7,0,5,2,40.0,1.87,0.75,0.0,0.0,0,0,Matches
77,Madison Curry,usUSA,DF,Angel City FC,23,2001,17.7,1,16,3,18.8,0.91,0.17,0.06,0.33,0,0,Matches
78,Izzy D'Aquila,usUSA,"MF,FW",Portland Thorns,22,2001,5.0,2,8,6,75.0,1.59,1.19,0.25,0.33,0,0,Matches
79,Abby Dahlkemper,usUSA,DF,Bay FC,30,1993,9.0,2,2,2,100.0,0.22,0.22,1.0,1.0,0,0,Matches
80,Abby Dahlkemper,usUSA,DF,SD Wave,30,1993,12.5,1,4,2,50.0,0.32,0.16,0.25,0.5,0,0,Matches
81,Tierna Davidson,usUSA,DF,Gotham FC,25,1998,15.7,0,5,0,0.0,0.32,0.0,0.0,,0,0,Matches
82,Debinha,brBRA,"MF,FW",Current,32,1991,16.3,3,42,11,26.2,2.58,0.68,0.07,0.27,0,0,Matches
83,Kate Del Fava,usUSA,DF,Royals,25,1998,26.0,2,12,5,41.7,0.46,0.19,0.17,0.4,0,0,Matches
84,Cece Delzer,usUSA,"FW,MF",Gotham FC,26,1997,0.7,1,1,1,100.0,1.38,1.38,1.0,1.0,0,0,Matches
85,Cece Delzer,usUSA,"FW,MF",Houston Dash,26,1997,2.4,0,0,0,,0.0,0.0,,,0,0,Matches
86,Savannah Demelo,usUSA,MF,Racing Louisville,25,1998,19.4,5,52,19,36.5,2.68,0.98,0.08,0.21,1,2,Matches
87,Ana Dias,ptPOR,FW,Portland Thorns,26,1997,2.6,1,13,1,7.7,4.94,0.38,0.08,1.0,0,0,Matches
88,Vanessa DiBernardo,usUSA,"MF,FW",Current,31,1992,17.0,5,35,8,22.9,2.06,0.47,0.14,0.63,0,0,Matches
89,Claudia Dickey,usUSA,GK,Reign,24,2000,17.7,0,0,0,,0.0,0.0,,,0,0,Matches
90,Marisa DiGrande,usUSA,MF,Racing Louisville,26,1997,19.5,1,11,4,36.4,0.56,0.2,0.09,0.25,0,0,Matches
91,Maya Doms,usUSA,MF,Bay FC,22,2001,0.2,0,1,0,0.0,6.0,0.0,0.0,,0,0,Matches
92,Makenzy Doniak,usUSA,MF,SD Wave,29,1994,15.7,3,29,7,24.1,1.85,0.45,0.1,0.43,0,0,Matches
93,Imani Dorsey,usUSA,DF,Royals,27,1996,1.5,0,1,0,0.0,0.67,0.0,0.0,,0,0,Matches
94,Meggie Dougherty Howard,usUSA,MF,Angel City FC,28,1995,12.9,1,15,8,53.3,1.16,0.62,0.07,0.13,0,0,Matches
95,Julie Doyle,usUSA,MF,Orlando Pride,25,1998,15.2,2,32,13,40.6,2.11,0.86,0.06,0.15,0,0,Matches
96,Evelina Duljan,seSWE,FW,Orlando Pride,20,2003,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0,Matches
97,Crystal Dunn,usUSA,"MF,FW",Gotham FC,31,1992,11.7,1,16,9,56.3,1.36,0.77,0.06,0.11,0,0,Matches
98,Caprice Dydasco,usUSA,DF,Bay FC,30,1993,22.5,0,6,0,0.0,0.27,0.0,0.0,,0,0,Matches
99,Cori Dyke,usUSA,DF,Orlando Pride,23,2000,12.2,0,4,0,0.0,0.33,0.0,0.0,,0,0,Matches
100,Elizabeth Eddy,usUSA,MF,Angel City FC,32,1991,0.4,0,0,0,,0.0,0.0,,,0,0,Matches
101,Emily van Egmond,auAUS,MF,SD Wave,30,1993,21.0,1,29,4,13.8,1.38,0.19,0.03,0.25,0,0,Matches
102,Claire Emslie,sctSCO,"MF,FW",Angel City FC,29,1994,21.8,7,35,20,57.1,1.61,0.92,0.11,0.2,3,4,Matches
103,Sierra Enge,usUSA,DF,SD Wave,23,2000,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
104,Abby Erceg,nzNZL,DF,Racing Louisville,34,1989,26.0,1,6,4,66.7,0.23,0.15,0.17,0.25,0,0,Matches
105,Sinead Farrelly,ieIRL,MF,Gotham FC,34,1989,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
106,Bayley Feist,usUSA,MF,Current,26,1997,6.4,1,19,6,31.6,2.99,0.94,0.05,0.17,0,0,Matches
107,Kayla Fischer,usUSA,"MF,FW",Racing Louisville,24,2000,12.6,1,20,10,50.0,1.59,0.79,0.05,0.1,0,0,Matches
108,Jess Fishlock,wlsWAL,"MF,FW",Reign,37,1987,15.5,0,15,6,40.0,0.97,0.39,0.0,0.0,0,0,Matches
109,Jessie Fleming,caCAN,MF,Portland Thorns,25,1998,18.9,0,20,7,35.0,1.06,0.37,0.0,0.0,0,0,Matches
110,Taylor Flint,usUSA,MF,Racing Louisville,25,1998,22.8,3,25,13,52.0,1.1,0.57,0.08,0.15,1,1,Matches
111,Lauren Flynn,usUSA,DF,Royals,21,2002,9.9,0,2,0,0.0,0.2,0.0,0.0,,0,0,Matches
112,Dana Foederer,nlNED,MF,Royals,21,2002,17.0,1,20,6,30.0,1.17,0.35,0.05,0.17,0,0,Matches
113,Adrianna Franch,usUSA,GK,Current,33,1990,17.0,0,0,0,,0.0,0.0,,,0,0,Matches
114,Bea Franklin,usUSA,MF,Red Stars,23,2000,12.3,1,5,1,20.0,0.41,0.08,0.2,1.0,0,0,Matches
115,Macey Fraser,nzNZL,MF,Royals,21,2002,2.3,0,6,2,33.3,2.57,0.86,0.0,0.0,0,0,Matches
116,Mandy Freeman,usUSA,DF,Gotham FC,28,1995,8.3,1,4,2,50.0,0.48,0.24,0.25,0.5,0,0,Matches
117,Kennedy Fuller,usUSA,"MF,FW",Angel City FC,16,2007,10.9,1,22,8,36.4,2.02,0.74,0.05,0.13,0,0,Matches
118,Ryan Gareis,usUSA,"MF,FW",Houston Dash,25,1998,3.6,0,4,3,75.0,1.1,0.83,0.0,0.0,0,0,Matches
119,Morgan Gautrat,usUSA,MF,Orlando Pride,30,1993,9.4,0,6,2,33.3,0.64,0.21,0.0,0.0,0,0,Matches
120,Naomi Girma,usUSA,DF,SD Wave,23,2000,19.0,0,2,0,0.0,0.11,0.0,0.0,,0,0,Matches
121,Hanna Glas,seSWE,DF,Reign,30,1993,5.3,0,1,0,0.0,0.19,0.0,0.0,,0,0,Matches
122,Parker Goins,usUSA,MF,Racing Louisville,25,1998,1.9,1,3,2,66.7,1.56,1.04,0.33,0.5,0,0,Matches
123,Nádia Gomes,ptPOR,"MF,FW",Red Stars,27,1996,2.6,0,5,1,20.0,1.92,0.38,0.0,0.0,0,0,Matches
124,Esther González,esESP,"FW,MF",Gotham FC,31,1992,17.5,9,53,19,35.8,3.02,1.08,0.17,0.47,0,0,Matches
125,Sarah Gorden,usUSA,DF,Angel City FC,31,1992,22.8,0,3,1,33.3,0.13,0.04,0.0,0.0,0,0,Matches
126,Emily Gray,usUSA,MF,Royals,23,2000,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
127,Sarah Griffith,usUSA,MF,Red Stars,24,1999,2.1,0,2,0,0.0,0.95,0.0,0.0,,0,0,Matches
128,Shea Groom,usUSA,"MF,FW",Red Stars,30,1993,5.9,0,5,1,20.0,0.85,0.17,0.0,0.0,0,0,Matches
129,Julia Grosso,caCAN,MF,Red Stars,23,2000,9.5,0,6,0,0.0,0.63,0.0,0.0,,0,0,Matches
130,Kristen Hamilton,usUSA,"FW,MF",Current,31,1992,1.0,1,2,1,50.0,2.07,1.03,0.5,1.0,0,0,Matches
131,Madison Hammond,usUSA,MF,Angel City FC,26,1997,15.4,0,9,2,22.2,0.59,0.13,0.0,0.0,0,0,Matches
132,DiDi Haracic,baBIH,GK,Angel City FC,31,1992,23.0,0,0,0,,0.0,0.0,,,0,0,Matches
133,Jyllissa Harris,usUSA,DF,Houston Dash,23,2000,8.9,0,5,2,40.0,0.56,0.22,0.0,0.0,0,0,Matches
134,Ashley Hatch,usUSA,"FW,MF",Washington Spirit,28,1995,15.6,7,37,17,45.9,2.37,1.09,0.11,0.24,3,3,Matches
135,Anna Heilferty,usUSA,DF,Washington Spirit,24,1999,0.8,0,0,0,,0.0,0.0,,,0,0,Matches
136,Amandine Henry,frFRA,MF,Angel City FC,34,1989,2.9,0,4,2,50.0,1.37,0.68,0.0,0.0,0,0,Matches
137,Amandine Henry,frFRA,MF,Royals,34,1989,9.3,0,13,5,38.5,1.39,0.54,0.0,0.0,0,0,Matches
138,Hal Hershfelt,usUSA,MF,Washington Spirit,22,2001,23.1,2,16,5,31.3,0.69,0.22,0.13,0.4,0,0,Matches
139,Samantha Hiatt,usUSA,DF,Gotham FC,26,1998,12.4,1,4,2,50.0,0.32,0.16,0.25,0.5,0,0,Matches
140,Rachel Hill,usUSA,"MF,FW",Bay FC,28,1995,12.3,1,25,9,36.0,2.03,0.73,0.04,0.11,0,0,Matches
141,Heather Hinz,usUSA,GK,Houston Dash,22,2001,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
142,Sophie Hirst,usUSA,MF,Portland Thorns,23,2000,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
143,Sophie Hirst,usUSA,MF,Houston Dash,23,2000,3.2,0,3,0,0.0,0.94,0.0,0.0,,0,0,Matches
144,Penelope Hocking,usUSA,"FW,MF",Red Stars,24,1999,10.9,4,26,8,30.8,2.38,0.73,0.15,0.5,0,0,Matches
145,Penelope Hocking,usUSA,"MF,FW",Bay FC,24,1999,4.1,0,4,1,25.0,0.97,0.24,0.0,0.0,0,0,Matches
146,Shelby Hogan,usUSA,GK,Portland Thorns,25,1998,21.0,0,0,0,,0.0,0.0,,,0,0,Matches
147,Shae Holmes,usUSA,DF,Reign,23,2000,13.2,0,9,1,11.1,0.68,0.08,0.0,0.0,0,0,Matches
148,Haley Hopkins,usUSA,"FW,MF",NC Courage,25,1998,16.3,3,33,10,30.3,2.03,0.61,0.09,0.3,0,0,Matches
149,Jaelin Howell,usUSA,MF,Reign,24,1999,5.3,0,6,2,33.3,1.13,0.38,0.0,0.0,0,0,Matches
150,Jaelin Howell,usUSA,MF,Racing Louisville,24,1999,7.8,0,4,0,0.0,0.51,0.0,0.0,,0,0,Matches
151,Kelli Hubly,usUSA,DF,Portland Thorns,29,1994,19.1,0,7,0,0.0,0.37,0.0,0.0,,0,0,Matches
152,Sofia Huerta,usUSA,DF,Reign,31,1992,19.0,2,11,3,27.3,0.58,0.16,0.0,0.0,2,2,Matches
153,Jordyn Huitema,caCAN,"FW,MF",Reign,22,2001,16.7,3,37,15,40.5,2.21,0.9,0.08,0.2,0,0,Matches
154,Claire Hutton,usUSA,MF,Current,18,2006,18.4,0,30,8,26.7,1.63,0.44,0.0,0.0,0,0,Matches
155,Laurel Ivory,usUSA,GK,Reign,24,1999,8.3,0,0,0,,0.0,0.0,,,0,0,Matches
156,Riley Jackson,usUSA,MF,NC Courage,18,2005,3.5,0,3,2,66.7,0.85,0.57,0.0,0.0,0,0,Matches
157,Natalie Jacobs,usUSA,DF,Houston Dash,26,1997,13.8,1,8,4,50.0,0.58,0.29,0.13,0.25,0,0,Matches
158,Sofia Jakobsson,seSWE,"MF,FW",SD Wave,33,1990,6.2,1,10,3,30.0,1.61,0.48,0.1,0.33,0,0,Matches
159,Angharad James,wlsWAL,MF,Reign,29,1994,9.9,1,7,3,42.9,0.71,0.3,0.14,0.33,0,0,Matches
160,Ellie Jean,usUSA,DF,Racing Louisville,27,1997,6.6,0,1,0,0.0,0.15,0.0,0.0,,0,0,Matches
161,Mwanalima Jereko,keKEN,MF,Current,26,1997,0.5,0,2,0,0.0,4.0,0.0,0.0,,0,0,Matches
162,Celia Jiménez,esESP,DF,Orlando Pride,28,1995,0.8,0,0,0,,0.0,0.0,,,0,0,Matches
163,Katie Johnson,mxMEX,"FW,MF",Angel City FC,29,1994,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
164,Mya Jones,caCAN,"MF,FW",SD Wave,22,2001,9.5,2,19,8,42.1,2.01,0.85,0.11,0.25,0,0,Matches
165,Jameese Joseph,usUSA,"MF,FW",Red Stars,21,2002,11.5,2,25,10,40.0,2.17,0.87,0.08,0.2,0,0,Matches
166,Júlia,brBRA,MF,Red Stars,26,1997,8.7,1,3,1,33.3,0.34,0.11,0.33,1.0,0,0,Matches
167,Uchenna Kanu,ngNGA,"MF,FW",Racing Louisville,26,1997,8.3,5,18,7,38.9,2.16,0.84,0.28,0.71,0,0,Matches
168,Kerolin,brBRA,FW,NC Courage,24,1999,2.6,1,4,2,50.0,1.53,0.77,0.25,0.5,0,0,Matches
169,Alex Kerr,usUSA,FW,Orlando Pride,22,2001,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
170,Savannah King,usUSA,DF,Bay FC,18,2005,12.3,0,4,1,25.0,0.33,0.08,0.0,0.0,0,0,Matches
171,Tziarra King,usUSA,"MF,FW",Reign,25,1998,14.9,2,36,16,44.4,2.42,1.08,0.06,0.13,0,0,Matches
172,Aubrey Kingsbury,usUSA,GK,Washington Spirit,32,1991,26.0,0,0,0,,0.0,0.0,,,0,0,Matches
173,Meghan Klingenberg,usUSA,"MF,DF",Portland Thorns,35,1988,2.8,0,2,0,0.0,0.71,0.0,0.0,,0,0,Matches
174,Rosemonde Kouassi,ciCIV,"MF,FW",Washington Spirit,22,2001,6.1,0,19,8,42.1,3.1,1.3,0.0,0.0,0,0,Matches
175,Casey Krueger,usUSA,DF,Washington Spirit,33,1990,18.6,1,7,1,14.3,0.38,0.05,0.14,1.0,0,0,Matches
176,Natalia Kuikka,fiFIN,DF,Red Stars,28,1995,22.9,0,7,2,28.6,0.31,0.09,0.0,0.0,0,0,Matches
177,Racheal Kundananji,zmZAM,"FW,MF",Bay FC,23,2000,20.3,5,83,29,34.9,4.1,1.43,0.06,0.17,0,0,Matches
178,Kaleigh Kurtz,usUSA,DF,NC Courage,26,1997,26.0,1,12,4,33.3,0.46,0.15,0.08,0.25,0,0,Matches
179,Lo'eau LaBonta,usUSA,MF,Current,30,1993,21.3,6,32,11,34.4,1.5,0.52,0.09,0.27,3,3,Matches
180,Cloé Lacasse,caCAN,"MF,FW",Royals,30,1993,7.4,4,22,11,50.0,2.98,1.49,0.18,0.36,0,0,Matches
181,Mariana Larroquette,arARG,FW,Orlando Pride,31,1992,0.6,0,0,0,,0.0,0.0,,,0,0,Matches
182,Veronica Latsko,usUSA,"MF,DF",Reign,28,1995,13.1,3,24,5,20.8,1.84,0.38,0.13,0.6,0,0,Matches
183,Lauren,brBRA,DF,Current,21,2002,0.9,1,4,2,50.0,4.62,2.31,0.25,0.5,0,0,Matches
184,Rose Lavelle,usUSA,MF,Gotham FC,28,1995,15.7,7,52,26,50.0,3.31,1.66,0.13,0.27,0,0,Matches
185,Claire Lavogez,frFRA,"FW,MF",Current,29,1994,5.3,2,20,9,45.0,3.74,1.68,0.1,0.22,0,0,Matches
186,Carrie Lawrence,usUSA,DF,Orlando Pride,26,1997,3.2,0,1,1,100.0,0.31,0.31,0.0,0.0,0,0,Matches
187,Clarisse Le Bihan,frFRA,MF,Angel City FC,29,1994,5.4,1,7,2,28.6,1.29,0.37,0.14,0.5,0,0,Matches
188,Ally Lemos,usUSA,MF,Orlando Pride,19,2004,3.8,0,4,0,0.0,1.04,0.0,0.0,,0,0,Matches
189,Sydney Leroux,usUSA,FW,Angel City FC,33,1990,19.3,7,32,15,46.9,1.66,0.78,0.22,0.47,0,0,Matches
190,Julia Lester,usUSA,DF,Reign,26,1998,2.4,0,1,0,0.0,0.42,0.0,0.0,,0,0,Matches
191,Payton Linnehan,usUSA,"MF,FW",Portland Thorns,22,2001,8.2,2,24,14,58.3,2.92,1.71,0.08,0.14,0,0,Matches
192,Alex Loera,usUSA,MF,Bay FC,24,1999,3.3,1,2,1,50.0,0.61,0.31,0.5,1.0,0,0,Matches
193,Maitane López Millán,esESP,"MF,DF",Gotham FC,28,1995,4.6,0,4,0,0.0,0.87,0.0,0.0,,0,0,Matches
194,Luana,brBRA,MF,Orlando Pride,30,1993,2.1,0,1,0,0.0,0.48,0.0,0.0,,0,0,Matches
195,Ludmila,brBRA,"FW,MF",Red Stars,29,1994,5.9,3,12,3,25.0,2.04,0.51,0.25,1.0,0,0,Matches
196,Katie Lund,usUSA,GK,Racing Louisville,27,1996,26.0,0,0,0,,0.0,0.0,,,0,0,Matches
197,Hanna Lundkvist,seSWE,DF,SD Wave,21,2002,20.2,2,10,5,50.0,0.5,0.25,0.2,0.4,0,0,Matches
198,Tyler Lussi,usUSA,"MF,FW",NC Courage,29,1995,16.3,4,34,9,26.5,2.09,0.55,0.12,0.44,0,0,Matches
199,Hailie Mace,usUSA,DF,Current,26,1997,20.0,0,15,2,13.3,0.75,0.1,0.0,0.0,0,0,Matches
200,Hildah Magaia,zaRSA,FW,Current,29,1994,0.6,0,2,1,50.0,3.6,1.8,0.0,0.0,0,0,Matches
201,Taylor Malham,usUSA,DF,Red Stars,24,1999,16.0,0,3,1,33.3,0.19,0.06,0.0,0.0,0,0,Matches
202,Alyssa Malonson,usUSA,DF,Bay FC,24,1999,15.0,0,7,2,28.6,0.47,0.13,0.0,0.0,0,0,Matches
203,Princess Marfo,ghGHA,FW,Bay FC,20,2003,2.7,0,13,3,23.1,4.78,1.1,0.0,0.0,0,0,Matches
204,Marta,brBRA,"MF,FW",Orlando Pride,37,1986,19.3,9,63,22,34.9,3.27,1.14,0.11,0.32,2,2,Matches
205,Nealy Martin,usUSA,MF,Gotham FC,25,1998,21.2,0,2,1,50.0,0.09,0.05,0.0,0.0,0,0,Matches
