model,log_loss_1x2,brier_score_1x2,brier_home_win,brier_over_2_5,crps_scoreline
dixon_coles,1.0868982237623515,0.6563300427856141,0.2008706532189007,0.28104303989370877,0.9861759027025802
bivariate_poisson,1.1028626051529768,0.6612268797677477,0.2037419142877484,0.2808812758751391,0.9894997226686014
